"","Sport","Facet_Type","Facet_Value","Fangraph_URL","Date","Variable","Value"
"272","Hocket","Entity","Iserlohn Roosters","http://www.sportsfangraph.com/team/iserlohn-roosters",2012-12-06,"Facebook Fans",9965
"273","Hocket","Entity","EHC MÃƒÂ¼nchen","http://www.sportsfangraph.com/team/ehc-mnchen",2012-12-06,"Facebook Fans",10872
"274","Hocket","Entity","LinkÃƒÂ¶pings HC","http://www.sportsfangraph.com/team/linkpings-hc",2012-12-06,"Facebook Fans",8595
"275","Hocket","Entity","Bridgeport Sound Tigers","http://www.sportsfangraph.com/team/bridgeport-sound-tigers",2012-12-06,"Facebook Fans",6543
"276","Hocket","Entity","Binghamton Senators","http://www.sportsfangraph.com/team/binghamton-senators",2012-12-06,"Facebook Fans",3842
"277","Hocket","Entity","Modo Hockey","http://www.sportsfangraph.com/team/modo-hockey",2012-12-06,"Facebook Fans",8952
"278","Hocket","Entity","Hannover Scorpions","http://www.sportsfangraph.com/team/hannover-scorpions",2012-12-06,"Facebook Fans",8800
"279","Hocket","Entity","Springfield Falcons","http://www.sportsfangraph.com/team/springfield-falcons",2012-12-06,"Facebook Fans",5950
"280","Hocket","Entity","TimrÃƒÂ¥ IK","http://www.sportsfangraph.com/team/timr-ik",2012-12-06,"Facebook Fans",6419
"281","Hocket","Entity","Krefeld Pinguine","http://www.sportsfangraph.com/team/krefeld-pinguine",2012-12-06,"Facebook Fans",6528
"282","Hocket","Entity","SÃƒÂ¶dertÃƒÂ¤lje SK","http://www.sportsfangraph.com/team/sdertlje-sk",2012-12-06,"Facebook Fans",5928
"283","Hocket","Entity","AIK IF","http://www.sportsfangraph.com/team/aik-if",2012-12-06,"Facebook Fans",0
"284","Hocket","Entity","Melbourne Ice","http://www.sportsfangraph.com/team/melbourne-ice",2012-12-06,"Facebook Fans",3127
"285","Hocket","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-hockey-mens",2012-12-06,"Facebook Fans",2290
"286","Hocket","Entity","Sydney Bears","http://www.sportsfangraph.com/team/sydney-bears",2012-12-06,"Facebook Fans",1000
"287","Hocket","Entity","Gold Coast Blue Tongues","http://www.sportsfangraph.com/team/gold-coast-blue-tongues",2012-12-06,"Facebook Fans",834
"288","Hocket","Entity","Adelaide Adrenaline","http://www.sportsfangraph.com/team/adelaide-adrenaline",2012-12-06,"Facebook Fans",1108
"289","Hocket","Entity","Lehigh University Field H...","http://www.sportsfangraph.com/team/lehigh-university-field-hockey",2012-12-06,"Facebook Fans",180
"290","Hocket","Entity","ERC Ingolstadt","http://www.sportsfangraph.com/team/erc-ingolstadt",2012-12-06,"Facebook Fans",0
"291","Hocket","Entity","Grizzly Adams Wolfsburg","http://www.sportsfangraph.com/team/grizzly-adams-wolfsburg",2012-12-06,"Facebook Fans",0
"292","Hocket","Entity","Canberra Knights","http://www.sportsfangraph.com/team/canberra-knights",2012-12-06,"Facebook Fans",0
"293","Hocket","Entity","Newcastle North Stars","http://www.sportsfangraph.com/team/newcastle-north-stars",2012-12-06,"Facebook Fans",0
"294","Hocket","Entity","Sydney Ice Dogs","http://www.sportsfangraph.com/team/sydney-ice-dogs",2012-12-06,"Facebook Fans",0
"295","Hocket","Entity","Australian Ice Hockey Lea...","http://www.sportsfangraph.com/team/australian-ice-hockey-league",2012-12-06,"Facebook Fans",0
"296","Hocket","Entity","SkellefteÃƒÂ¥ AIK","http://www.sportsfangraph.com/team/skellefte-aik",2012-12-06,"Facebook Fans",0
"297","Hocket","Entity","Straubing Tigers","http://www.sportsfangraph.com/team/straubing-tigers",2012-12-06,"Facebook Fans",0
"298","Hocket","Entity","NHL","http://www.sportsfangraph.com/team/nhl",2012-12-06,"Facebook Talking",22652
"299","Hocket","Entity","Detroit Red Wings","http://www.sportsfangraph.com/team/detroit-red-wings",2012-12-06,"Facebook Talking",22808
"300","Hocket","Entity","Boston Bruins","http://www.sportsfangraph.com/team/boston-bruins",2012-12-06,"Facebook Talking",4739
"301","Hocket","Entity","Pittsburgh Penguins","http://www.sportsfangraph.com/team/pittsburgh-penguins",2012-12-06,"Facebook Talking",10843
"302","Hocket","Entity","Chicago Blackhawks","http://www.sportsfangraph.com/team/chicago-blackhawks",2012-12-06,"Facebook Talking",2546
"303","Hocket","Entity","Montreal Canadiens","http://www.sportsfangraph.com/team/montreal-canadiens",2012-12-06,"Facebook Talking",5826
"304","Hocket","Entity","Vancouver Canucks","http://www.sportsfangraph.com/team/vancouver-canucks",2012-12-06,"Facebook Talking",7498
"305","Hocket","Entity","New York Rangers","http://www.sportsfangraph.com/team/new-york-rangers",2012-12-06,"Facebook Talking",10385
"306","Hocket","Entity","Philadelphia Flyers","http://www.sportsfangraph.com/team/philadelphia-flyers",2012-12-06,"Facebook Talking",5581
"307","Hocket","Entity","Toronto Maple Leafs","http://www.sportsfangraph.com/team/toronto-maple-leafs",2012-12-06,"Facebook Talking",7037
"308","Hocket","Entity","Washington Capitals","http://www.sportsfangraph.com/team/washington-capitals",2012-12-06,"Facebook Talking",3783
"309","Hocket","Entity","San Jose Sharks","http://www.sportsfangraph.com/team/san-jose-sharks",2012-12-06,"Facebook Talking",4488
"310","Hocket","Entity","Los Angeles Kings","http://www.sportsfangraph.com/team/los-angeles-kings",2012-12-06,"Facebook Talking",6547
"311","Hocket","Entity","Colorado Avalanche","http://www.sportsfangraph.com/team/colorado-avalanche",2012-12-06,"Facebook Talking",962
"312","Hocket","Entity","Buffalo Sabres","http://www.sportsfangraph.com/team/buffalo-sabres",2012-12-06,"Facebook Talking",2169
"313","Hocket","Entity","Hockey Canada","http://www.sportsfangraph.com/team/hockey-canada",2012-12-06,"Facebook Talking",4229
"314","Hocket","Entity","New Jersey Devils","http://www.sportsfangraph.com/team/new-jersey-devils",2012-12-06,"Facebook Talking",5912
"315","Hocket","Entity","Edmonton Oilers","http://www.sportsfangraph.com/team/edmonton-oilers",2012-12-06,"Facebook Talking",5902
"316","Hocket","Entity","St. Louis Blues","http://www.sportsfangraph.com/team/st-louis-blues",2012-12-06,"Facebook Talking",12319
"317","Hocket","Entity","Tampa Bay Lightning","http://www.sportsfangraph.com/team/tampa-bay-lightning",2012-12-06,"Facebook Talking",1886
"318","Hocket","Entity","Calgary Flames","http://www.sportsfangraph.com/team/calgary-flames",2012-12-06,"Facebook Talking",1860
"319","Hocket","Entity","Winnipeg Jets","http://www.sportsfangraph.com/team/atlanta-thrashers",2012-12-06,"Facebook Talking",1003
"320","Hocket","Entity","Anaheim Ducks","http://www.sportsfangraph.com/team/anaheim-ducks",2012-12-06,"Facebook Talking",3127
"321","Hocket","Entity","Minnesota Wild","http://www.sportsfangraph.com/team/minnesota-wild",2012-12-06,"Facebook Talking",3979
"322","Hocket","Entity","Dallas Stars","http://www.sportsfangraph.com/team/dallas-stars",2012-12-06,"Facebook Talking",2225
"323","Hocket","Entity","Ottawa Senators","http://www.sportsfangraph.com/team/ottawa-senators",2012-12-06,"Facebook Talking",1232
"324","Hocket","Entity","Nashville Predators","http://www.sportsfangraph.com/team/nashville-predators",2012-12-06,"Facebook Talking",401
"325","Hocket","Entity","Carolina Hurricanes","http://www.sportsfangraph.com/team/carolina-hurricanes",2012-12-06,"Facebook Talking",567
"326","Hocket","Entity","Phoenix Coyotes","http://www.sportsfangraph.com/team/phoenix-coyotes",2012-12-06,"Facebook Talking",1935
"327","Hocket","Entity","New York Islanders","http://www.sportsfangraph.com/team/new-york-islanders",2012-12-06,"Facebook Talking",1634
"328","Hocket","Entity","Columbus Blue Jackets","http://www.sportsfangraph.com/team/columbus-blue-jackets",2012-12-06,"Facebook Talking",2311
"329","Hocket","Entity","Florida Panthers","http://www.sportsfangraph.com/team/florida-panthers",2012-12-06,"Facebook Talking",391
"330","Hocket","Entity","FrÃƒÂ¶lunda HC","http://www.sportsfangraph.com/team/frlunda-hc",2012-12-06,"Facebook Talking",15495
"331","Hocket","Entity","DjurgÃƒÂ¥rdens IF Hockey","http://www.sportsfangraph.com/team/djurgrdens-if-hockey",2012-12-06,"Facebook Talking",1030
"332","Hocket","Entity","AHL","http://www.sportsfangraph.com/team/ahl",2012-12-06,"Facebook Talking",1046
"333","Hocket","Entity","EisbÃƒÂ¤ren Berlin","http://www.sportsfangraph.com/team/eisbren-berlin",2012-12-06,"Facebook Talking",3506
"334","Hocket","Entity","KÃƒÂ¶lner Haie","http://www.sportsfangraph.com/team/klner-haie",2012-12-06,"Facebook Talking",7279
"335","Hocket","Entity","FÃƒÂ¤rjestads BK","http://www.sportsfangraph.com/team/frjestads-bk",2012-12-06,"Facebook Talking",2834
"336","Hocket","Entity","BrynÃƒÂ¤s IF","http://www.sportsfangraph.com/team/bryns-if",2012-12-06,"Facebook Talking",7105
"337","Hocket","Entity","Charlotte Checkers","http://www.sportsfangraph.com/team/charlotte-checkers",2012-12-06,"Facebook Talking",968
"338","Hocket","Entity","Adler Mannheim","http://www.sportsfangraph.com/team/adler-mannheim",2012-12-06,"Facebook Talking",2403
"339","Hocket","Entity","Hershey Bears","http://www.sportsfangraph.com/team/hershey-bears",2012-12-06,"Facebook Talking",4131
"340","Hocket","Entity","Grand Rapids Griffins","http://www.sportsfangraph.com/team/grand-rapids-griffins",2012-12-06,"Facebook Talking",1888
"341","Hocket","Entity","HV71","http://www.sportsfangraph.com/team/hv71",2012-12-06,"Facebook Talking",4335
"342","Hocket","Entity","Toronto Marlies","http://www.sportsfangraph.com/team/toronto-marlies",2012-12-06,"Facebook Talking",1092
"343","Hocket","Entity","LuleÃƒÂ¥ HF","http://www.sportsfangraph.com/team/lule-hf",2012-12-06,"Facebook Talking",7394
"344","Hocket","Entity","Houston Aeros","http://www.sportsfangraph.com/team/houston-aeros",2012-12-06,"Facebook Talking",1173
"345","Hocket","Entity","Wilkes-Barre/Scranton Pen...","http://www.sportsfangraph.com/team/wilkes-barrescranton-penguins",2012-12-06,"Facebook Talking",2692
"346","Hocket","Entity","Chicago Wolves","http://www.sportsfangraph.com/team/chicago-wolves",2012-12-06,"Facebook Talking",893
"347","Hocket","Entity","Rochester Americans","http://www.sportsfangraph.com/team/rochester-americans",2012-12-06,"Facebook Talking",1577
"348","Hocket","Entity","Texas Stars","http://www.sportsfangraph.com/team/texas-stars",2012-12-06,"Facebook Talking",594
"349","Hocket","Entity","Milwaukee Admirals","http://www.sportsfangraph.com/team/milwaukee-admirals",2012-12-06,"Facebook Talking",613
"350","Hocket","Entity","St. John's IceCaps","http://www.sportsfangraph.com/team/manitoba-moose",2012-12-06,"Facebook Talking",1056
"351","Hocket","Entity","Lake Erie Monsters","http://www.sportsfangraph.com/team/lake-erie-monsters",2012-12-06,"Facebook Talking",885
"352","Hocket","Entity","Hamburg Freezers","http://www.sportsfangraph.com/team/hamburg-freezers",2012-12-06,"Facebook Talking",3149
"353","Hocket","Entity","Rockford Icehogs","http://www.sportsfangraph.com/team/rockford-icehogs",2012-12-06,"Facebook Talking",740
"354","Hocket","Entity","Augsburger Panther","http://www.sportsfangraph.com/team/augsburger-panther",2012-12-06,"Facebook Talking",2690
"355","Hocket","Entity","Providence Bruins","http://www.sportsfangraph.com/team/providence-bruins",2012-12-06,"Facebook Talking",857
"356","Hocket","Entity","Manchester Monarchs","http://www.sportsfangraph.com/team/manchester-monarchs",2012-12-06,"Facebook Talking",636
"357","Hocket","Entity","Oklahoma City Barons","http://www.sportsfangraph.com/team/oklahoma-city-barons",2012-12-06,"Facebook Talking",561
"358","Hocket","Entity","San Antonio Rampage","http://www.sportsfangraph.com/team/san-antonio-rampage",2012-12-06,"Facebook Talking",680
"359","Hocket","Entity","Adirondack Phantoms","http://www.sportsfangraph.com/team/adirondack-phantoms",2012-12-06,"Facebook Talking",637
"360","Hocket","Entity","Worcester Sharks","http://www.sportsfangraph.com/team/worcester-sharks",2012-12-06,"Facebook Talking",789
"361","Hocket","Entity","Hamilton Bulldogs","http://www.sportsfangraph.com/team/hamilton-bulldogs",2012-12-06,"Facebook Talking",190
"362","Hocket","Entity","Connecticut Whale","http://www.sportsfangraph.com/team/hartford-wolf-pack",2012-12-06,"Facebook Talking",369
"363","Hocket","Entity","Norfolk Admirals","http://www.sportsfangraph.com/team/norfolk-admirals",2012-12-06,"Facebook Talking",670
"364","Hocket","Entity","Abbotsford Heat","http://www.sportsfangraph.com/team/abbotsford-heat",2012-12-06,"Facebook Talking",785
"365","Hocket","Entity","Portland Pirates","http://www.sportsfangraph.com/team/portland-pirates",2012-12-06,"Facebook Talking",897
"366","Hocket","Entity","Syracuse Crunch","http://www.sportsfangraph.com/team/syracuse-crunch",2012-12-06,"Facebook Talking",376
"367","Hocket","Entity","Thomas Sabo Ice Tigers","http://www.sportsfangraph.com/team/thomas-sabo-ice-tigers",2012-12-06,"Facebook Talking",1347
"368","Hocket","Entity","DEG Metro Stars","http://www.sportsfangraph.com/team/deg-metro-stars",2012-12-06,"Facebook Talking",0
"369","Hocket","Entity","Albany Devils","http://www.sportsfangraph.com/team/albany-devils",2012-12-06,"Facebook Talking",583
"370","Hocket","Entity","Peoria Rivermen","http://www.sportsfangraph.com/team/peoria-rivermen",2012-12-06,"Facebook Talking",291
"371","Hocket","Entity","Iserlohn Roosters","http://www.sportsfangraph.com/team/iserlohn-roosters",2012-12-06,"Facebook Talking",944
"372","Hocket","Entity","EHC MÃƒÂ¼nchen","http://www.sportsfangraph.com/team/ehc-mnchen",2012-12-06,"Facebook Talking",1033
"373","Hocket","Entity","LinkÃƒÂ¶pings HC","http://www.sportsfangraph.com/team/linkpings-hc",2012-12-06,"Facebook Talking",1394
"374","Hocket","Entity","Bridgeport Sound Tigers","http://www.sportsfangraph.com/team/bridgeport-sound-tigers",2012-12-06,"Facebook Talking",0
"375","Hocket","Entity","Binghamton Senators","http://www.sportsfangraph.com/team/binghamton-senators",2012-12-06,"Facebook Talking",496
"376","Hocket","Entity","Modo Hockey","http://www.sportsfangraph.com/team/modo-hockey",2012-12-06,"Facebook Talking",1563
"377","Hocket","Entity","Hannover Scorpions","http://www.sportsfangraph.com/team/hannover-scorpions",2012-12-06,"Facebook Talking",1517
"378","Hocket","Entity","Springfield Falcons","http://www.sportsfangraph.com/team/springfield-falcons",2012-12-06,"Facebook Talking",439
"379","Hocket","Entity","TimrÃƒÂ¥ IK","http://www.sportsfangraph.com/team/timr-ik",2012-12-06,"Facebook Talking",1472
"380","Hocket","Entity","Krefeld Pinguine","http://www.sportsfangraph.com/team/krefeld-pinguine",2012-12-06,"Facebook Talking",1087
"381","Hocket","Entity","SÃƒÂ¶dertÃƒÂ¤lje SK","http://www.sportsfangraph.com/team/sdertlje-sk",2012-12-06,"Facebook Talking",0
"382","Hocket","Entity","AIK IF","http://www.sportsfangraph.com/team/aik-if",2012-12-06,"Facebook Talking",0
"383","Hocket","Entity","Melbourne Ice","http://www.sportsfangraph.com/team/melbourne-ice",2012-12-06,"Facebook Talking",127
"384","Hocket","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-hockey-mens",2012-12-06,"Facebook Talking",198
"385","Hocket","Entity","Sydney Bears","http://www.sportsfangraph.com/team/sydney-bears",2012-12-06,"Facebook Talking",1
"386","Hocket","Entity","Gold Coast Blue Tongues","http://www.sportsfangraph.com/team/gold-coast-blue-tongues",2012-12-06,"Facebook Talking",0
"387","Hocket","Entity","Adelaide Adrenaline","http://www.sportsfangraph.com/team/adelaide-adrenaline",2012-12-06,"Facebook Talking",37
"388","Hocket","Entity","Lehigh University Field H...","http://www.sportsfangraph.com/team/lehigh-university-field-hockey",2012-12-06,"Facebook Talking",10
"389","Hocket","Entity","ERC Ingolstadt","http://www.sportsfangraph.com/team/erc-ingolstadt",2012-12-06,"Facebook Talking",0
"390","Hocket","Entity","Grizzly Adams Wolfsburg","http://www.sportsfangraph.com/team/grizzly-adams-wolfsburg",2012-12-06,"Facebook Talking",0
"391","Hocket","Entity","Canberra Knights","http://www.sportsfangraph.com/team/canberra-knights",2012-12-06,"Facebook Talking",0
"392","Hocket","Entity","Newcastle North Stars","http://www.sportsfangraph.com/team/newcastle-north-stars",2012-12-06,"Facebook Talking",0
"393","Hocket","Entity","Sydney Ice Dogs","http://www.sportsfangraph.com/team/sydney-ice-dogs",2012-12-06,"Facebook Talking",0
"394","Hocket","Entity","Australian Ice Hockey Lea...","http://www.sportsfangraph.com/team/australian-ice-hockey-league",2012-12-06,"Facebook Talking",0
"395","Hocket","Entity","SkellefteÃƒÂ¥ AIK","http://www.sportsfangraph.com/team/skellefte-aik",2012-12-06,"Facebook Talking",0
"396","Hocket","Entity","Straubing Tigers","http://www.sportsfangraph.com/team/straubing-tigers",2012-12-06,"Facebook Talking",0
