ModelName,Year,Bodypaint,CoverModel,ModelNationality,ModelHairFacet,ModelHairColor,ModelEyeFacet,ModelEyeColor,ModelDateOfBirth,ModelBirthYear,ModelBirthPlace,ModelBirthCity,ModelBirthStateProvence,ModelBirthCountry,ModelEthnicity,ModelHeight.US,Height.in,ModelHeight.numeric,ModelHeight.Label,ModelMeasurements.US,ModelBust.in,ModelWaste.in,ModelHips.in,ModelDressSize.US,ModelShoeSize.US,ModelAgency,ModelsHobbies,ModelCupSize,UnconfirmedCupSize,ModelImplants.,ModelNaturalCupSize,Wikipedia_URL,FMDURL
Kara Young,1989,NA,NA,American,,Brown,,Brown,7/17/75,1975,"San Francisco, California, United States of America",San Francisco,California,United States of America,Indonesian,"5'8""",68,5.67,5.80,34-24-33 ,34,24,33,4,8.5,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kara_Young,http://www.fashionmodeldirectory.com/models/Kara_Young
Karen Alexander,1988,NA,NA,American,Dark,Brown,Dark,Brown,,1966,"New Jersey, United States of America",,New Jersey,United States of America,African-American,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,6,10,Ford Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Karen_Alexander_(fashion_model),http://www.fashionmodeldirectory.com/models/Karen_Alexander
Karen Alexander,1987,NA,NA,American,Dark,Brown,Dark,Brown,,1966,"New Jersey, United States of America",,New Jersey,United States of America,African-American,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,6,10,Ford Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Karen_Alexander_(fashion_model),http://www.fashionmodeldirectory.com/models/Karen_Alexander
Karen Mulder,1998,NA,NA,Dutch,,Blonde,,Blue,6/1/70,1970,"Vlaardingen, Netherlands",Vlaardingen,,Netherlands,Dutch,"5'10""",70,5.83,5.10,33.5-23.5-34.5 ,33.5,23.5,34.5,4,8,Marilyn Agency,"Reading, Singing, Running, Exercising, Swimming, Sailing, Horseback Riding, Travelling, Music, Music, Music",B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Karen_Mulder,http://www.fashionmodeldirectory.com/models/Karen_Mulder
Karen Mulder,1997,NA,NA,Dutch,,Blonde,,Blue,6/1/70,1970,"Vlaardingen, Netherlands",Vlaardingen,,Netherlands,Dutch,"5'10""",70,5.83,5.10,33.5-23.5-34.5 ,33.5,23.5,34.5,4,8,Marilyn Agency,"Reading, Singing, Running, Exercising, Swimming, Sailing, Horseback Riding, Travelling, Music, Music, Music",B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Karen_Mulder,http://www.fashionmodeldirectory.com/models/Karen_Mulder
Kate Bock,2013,NA,NA,Canadian,,Blonde,,Blue,1/30/93,1993,"Vancouver, Canada",Vancouver,British Columbia,Canada,Canadian,"5'11""",71,5.92,5.11,33-23-35 ,33,23,35,4,9,Lizbell Agency,,A,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kate_Bock&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Kate_Bock
Kate James,1994,NA,NA,Australian,,Blonde,,Green,,1976,"Perth, Australia",Perth,,Australia,Australian,"6'0""",72,6,6.00,34-26-37 ,34,26,37,8,9.5,Scene Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kate_James&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Kate_James
Kate Upton,2013,NA,TRUE,American,,Blonde,,Green,6/10/92,1992,"St. Joseph, Michigan, United States of America",St. Joseph,Michigan,United States of America,American,"5'10""",70,5.83,5.10,33-25-36 ,33,25,36,4,8.5,IMG Models,,D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kate_Upton,http://www.fashionmodeldirectory.com/models/Kate_Upton
Kate Upton,2011,NA,NA,American,,Blonde,,Green,6/10/92,1992,"St. Joseph, Michigan, United States of America",St. Joseph,Michigan,United States of America,American,"5'10""",70,5.83,5.10,33-25-36 ,33,25,36,4,8.5,IMG Models,,D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kate_Upton,http://www.fashionmodeldirectory.com/models/Kate_Upton
Kate Upton,2012,NA,TRUE,American,,Blonde,,Green,6/10/92,1992,"St. Joseph, Michigan, United States of America",St. Joseph,Michigan,United States of America,American,"5'10""",70,5.83,5.10,33-25-36 ,33,25,36,4,8.5,IMG Models,,D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kate_Upton,http://www.fashionmodeldirectory.com/models/Kate_Upton
Kathryn Redding,1982,NA,NA,American,,Red,,Green,,,"Oklahoma, United States of America",,Oklahoma,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kathryn_Redding&action=edit&redlink=1,
Kathy Ireland,1986,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1992,NA,TRUE,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1989,NA,TRUE,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1990,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1991,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1994,NA,TRUE,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1985,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1996,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1988,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1987,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1993,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Ireland,1984,NA,NA,American,Light,Brown,,Blue,3/20/63,1963,"Gendale, California, United States of America",Gendale,California,United States of America,American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kathy_Ireland,http://www.fashionmodeldirectory.com/models/Kathy_Ireland
Kathy Loghry,1970,NA,NA,American,,Blonde,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kathy_Loghry&action=edit&redlink=1,
Kay Hughes,1970,NA,NA,American,,Brown,,Brown,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kay_Hughes_(MODEL)&action=edit&redlink=1,
Kelly Emberg,1983,NA,NA,American,,Blonde,,Blue,7/2/59,1959,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,6,8,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kelly_Emberg,http://www.fashionmodeldirectory.com/models/Kelly_Emberg
Kelly Emberg,1989,NA,NA,American,,Blonde,,Blue,7/2/59,1959,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,6,8,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kelly_Emberg,http://www.fashionmodeldirectory.com/models/Kelly_Emberg
Kelly Emberg,1984,NA,NA,American,,Blonde,,Blue,7/2/59,1959,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,6,8,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kelly_Emberg,http://www.fashionmodeldirectory.com/models/Kelly_Emberg
Kelly Emberg,1981,NA,NA,American,,Blonde,,Blue,7/2/59,1959,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,6,8,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kelly_Emberg,http://www.fashionmodeldirectory.com/models/Kelly_Emberg
Kelly Emberg,1986,NA,NA,American,,Blonde,,Blue,7/2/59,1959,"Houston, Texas, United States of America",Houston,Texas,United States of America,American,"5'8""",68,5.67,5.80,34-24-35 ,34,24,35,6,8,Trump Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kelly_Emberg,http://www.fashionmodeldirectory.com/models/Kelly_Emberg
Kenza Fourati,2011,NA,NA,Tunisian,Dark,Brown,,Brown,,1987,"Lille, France",Lille,,France,Tunisian,"5'10.5""",70.5,5.87,5.11,34.5-24-34.5 ,34.5,24,34.5,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kenza_Fourati,http://www.fashionmodeldirectory.com/models/Kenza_Fourati
Kim Alexis,1983,NA,NA,American,,Blonde,,Green,7/15/60,1960,"Lockport, New York, United States of America",Lockport,New York,United States of America,American,"5'9.5""",69.5,5.79,5.95,33-25-33.5 ,33,25,33.5,4,8.5,Ford Models,Running,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Alexis,http://www.fashionmodeldirectory.com/models/Kim_Alexis
Kim Alexis,1982,NA,NA,American,,Blonde,,Green,7/15/60,1960,"Lockport, New York, United States of America",Lockport,New York,United States of America,American,"5'9.5""",69.5,5.79,5.95,33-25-33.5 ,33,25,33.5,4,8.5,Ford Models,Running,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Alexis,http://www.fashionmodeldirectory.com/models/Kim_Alexis
Kim Alexis,1987,NA,NA,American,,Blonde,,Green,7/15/60,1960,"Lockport, New York, United States of America",Lockport,New York,United States of America,American,"5'9.5""",69.5,5.79,5.95,33-25-33.5 ,33,25,33.5,4,8.5,Ford Models,Running,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Alexis,http://www.fashionmodeldirectory.com/models/Kim_Alexis
Kim Alexis,1988,NA,NA,American,,Blonde,,Green,7/15/60,1960,"Lockport, New York, United States of America",Lockport,New York,United States of America,American,"5'9.5""",69.5,5.79,5.95,33-25-33.5 ,33,25,33.5,4,8.5,Ford Models,Running,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Alexis,http://www.fashionmodeldirectory.com/models/Kim_Alexis
Kim Alexis,1984,NA,NA,American,,Blonde,,Green,7/15/60,1960,"Lockport, New York, United States of America",Lockport,New York,United States of America,American,"5'9.5""",69.5,5.79,5.95,33-25-33.5 ,33,25,33.5,4,8.5,Ford Models,Running,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Alexis,http://www.fashionmodeldirectory.com/models/Kim_Alexis
Kim Alexis,1985,NA,NA,American,,Blonde,,Green,7/15/60,1960,"Lockport, New York, United States of America",Lockport,New York,United States of America,American,"5'9.5""",69.5,5.79,5.95,33-25-33.5 ,33,25,33.5,4,8.5,Ford Models,Running,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Alexis,http://www.fashionmodeldirectory.com/models/Kim_Alexis
Kim Cloutier,2009,NA,NA,Canadian,Light,Brown,,Green,3/25/87,1987,"Montreal, Quebec, Canada",Montreal,Quebec,Canada,Canadian,"5'9""",69,5.75,5.90,33.5-24-35 ,33.5,24,35,6,9.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kim_Cloutier,http://www.fashionmodeldirectory.com/models/Kim_Cloutier
Kim Lemanton,2001,NA,NA,American,,Blonde,,Blue,,1977,"Newton, Kansas, United States of America",Newton,Kansas,United States of America,American,"5'8.5""",68.5,5.71,5.85,34-24-34 ,34,24,34,4,8.5,Next Model Management,"Tennis, Guitar, Movies, Skateboarding",B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kim_Lemanton&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Kim_Lemanton
Kirby Griffin,2012,NA,NA,American,,Brown,,Green,6/16/83,1983,"Americus, Georgia, United States of America",Americus,Georgia,United States of America,African-American,"5'9""",69,5.75,5.90,33-23-33 ,33,23,33,4,9.5,Women Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Kirby_Griffin_(model)&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Kirby_Griffin
Kristy Hinze,2000,NA,NA,Australian,,Blonde,,Green,10/16/80,1980,"Sydney, New South Wales, Australia",Sydney,New South Wales,Australia,Australian,"5'9.5""",69.5,5.79,5.95,34-24-35 ,34,24,35,4,9,Ford Models,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Kristy_Hinze,http://www.fashionmodeldirectory.com/models/kristy_hinze/
Kylie Bax,2000,NA,NA,New Zealander,,Blonde,,Grey,1/5/75,1975,"Thames, New Zealand",Thames,,New Zealand,New Zealand,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,7.5,Women Management,,D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Kylie_Bax,http://www.fashionmodeldirectory.com/models/Kylie_Bax
Laetitia Casta,2000,NA,NA,French,Light,Brown,,Blue,5/11/78,1978,"Port Auderner, France",Port Auderner,,France,"French, Italian","5'7.5""",67.5,5.62,5.75,35-23.5-35.5 ,35,23.5,35.5,6,7.5,IMG Models,"Car Racing, Cooking, Dancing, Rollerblading, Writing, Painting/Drawing, Movies, Martial Arts",D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Laetitia_Casta,http://www.fashionmodeldirectory.com/models/Laetitia_Casta
Laetitia Casta,1999,NA,NA,French,Light,Brown,,Blue,5/11/78,1978,"Port Auderner, France",Port Auderner,,France,"French, Italian","5'7.5""",67.5,5.62,5.75,35-23.5-35.5 ,35,23.5,35.5,6,7.5,IMG Models,"Car Racing, Cooking, Dancing, Rollerblading, Writing, Painting/Drawing, Movies, Martial Arts",D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Laetitia_Casta,http://www.fashionmodeldirectory.com/models/Laetitia_Casta
Laetitia Casta,1997,NA,NA,French,Light,Brown,,Blue,5/11/78,1978,"Port Auderner, France",Port Auderner,,France,"French, Italian","5'7.5""",67.5,5.62,5.75,35-23.5-35.5 ,35,23.5,35.5,6,7.5,IMG Models,"Car Racing, Cooking, Dancing, Rollerblading, Writing, Painting/Drawing, Movies, Martial Arts",D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Laetitia_Casta,http://www.fashionmodeldirectory.com/models/Laetitia_Casta
Laetitia Casta,1998,NA,NA,French,Light,Brown,,Blue,5/11/78,1978,"Port Auderner, France",Port Auderner,,France,"French, Italian","5'7.5""",67.5,5.62,5.75,35-23.5-35.5 ,35,23.5,35.5,6,7.5,IMG Models,"Car Racing, Cooking, Dancing, Rollerblading, Writing, Painting/Drawing, Movies, Martial Arts",D,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Laetitia_Casta,http://www.fashionmodeldirectory.com/models/Laetitia_Casta
Lana Ogilvie,1994,NA,NA,Canadian,Dark,Brown,Light,Brown,,1968,"Toronto, Ontario, Canada",Toronto,Ontario,Canada,African-Canadian,"5'10""",70,5.83,5.10,34-25-36 ,34,25,36,6,9.5,Heffner Management,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Lana_Ogilvie,http://www.fashionmodeldirectory.com/models/Lana_Ogilvie
Lena Kansbod,1981,NA,NA,Swedish,,Brown,,Green,,1956,"Stockholm, Sweden",Stockholm,,Sweden,Swedish,"5'9""",69,5.75,5.90,35-24-34.5,35,24,34.5,8,6,Wilhelmina Models,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Lena_Kansbod&action=edit&redlink=1,
Lena Kansbod,1977,NA,TRUE,Swedish,,Brown,,Green,,1956,"Stockholm, Sweden",Stockholm,,Sweden,Swedish,"5'9""",69,5.75,5.90,35-24-34.5,35,24,34.5,8,6,Wilhelmina Models,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Lena_Kansbod&action=edit&redlink=1,
Libby Otis,1974,NA,NA,American,,Brown,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Libby_Otis&action=edit&redlink=1,
Libby Otis,1973,NA,NA,American,,Brown,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Libby_Otis&action=edit&redlink=1,
Lorraine Pascale,1998,NA,NA,British,,Black,,Brown,5/11/73,1973,"London, England, UK",London,,England,African,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,4,9.5,Storm Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Lorraine_Pascale,http://www.fashionmodeldirectory.com/models/Lorraine_Pascale
Louise Forsling,1998,NA,NA,Swedish,,Blonde,,Grey,,1975,Sweden,,,Sweden,Swedish,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,4,9.5,One Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Louise_Forsling&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Caroline_Forsling/
Louise Vyent,1990,NA,NA,Dutch,,Brown,Dark,Brown,,1965,Netherlands,,,Netherlands,"Surinese, Dutch","5'9""",69,5.75,5.90,35-24.5-35.5,35,24.5,35.5,8,NA,Pauline's Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Louise_Vyent,
Lucia Dvorska,2009,NA,NA,Slovakian,,Brown,,Blue,7/14/88,1988,"Bratislava, Slovakia",Bratislava,,Slovakia,Slovakian,"5'9.5""",69.5,5.79,5.95,32.5-23-34.5 ,32.5,23,34.5,4,8.5,Elite Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Lucia_Dvorsk%C3%A1,http://www.fashionmodeldirectory.com/models/Lucia_Dvorska
Lujan Fernandez,2000,NA,NA,Argentinian,,Brown,,Brown,1/1/79,1979,"Buenos Aires, Argentina",Buenos Aires,,Argentina,Argentinian,"5'10""",70,5.83,5.10,33-24-35 ,33,24,35,6,8.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Luj%C3%A1n_Fern%C3%A1ndez,http://www.fashionmodeldirectory.com/models/Lujan_Fernandez
Lujan Fernandez,2001,NA,NA,Argentinian,,Brown,,Brown,1/1/79,1979,"Buenos Aires, Argentina",Buenos Aires,,Argentina,Argentinian,"5'10""",70,5.83,5.10,33-24-35 ,33,24,35,6,8.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Luj%C3%A1n_Fern%C3%A1ndez,http://www.fashionmodeldirectory.com/models/Lujan_Fernandez
Lujan Fernandez,1999,NA,NA,Argentinian,,Brown,,Brown,1/1/79,1979,"Buenos Aires, Argentina",Buenos Aires,,Argentina,Argentinian,"5'10""",70,5.83,5.10,33-24-35 ,33,24,35,6,8.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Luj%C3%A1n_Fern%C3%A1ndez,http://www.fashionmodeldirectory.com/models/Lujan_Fernandez
Lynn Brophy,1967,NA,NA,American,,Red,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,D,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Lynn_Brophy&action=edit&redlink=1,
Maggie Smith,1972,NA,NA,American,,Blonde,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Maggie_Smith_(model)&action=edit&redlink=1,
Malia Jones,2000,NA,NA,American,,Brown,,Brown,3/22/77,1977,"Loma Linda, California, United States of America",Loma Linda,California,United States of America,"Hawaiian, Spanish, Filipino, German, English",5'6'',66,5.5,5.60,34-24-36 ,34,24,36,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Malia_Jones,
Mallory Snyder,2006,NA,NA,American,,Blonde,,Blue,1/7/84,1984,"Palatine, Illinois, United States of America",Palatine,Illinois,United States of America,American,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,2,7,Marilyn Agency,"Cycling, Snowboarding",D,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Mallory_Snyder,http://www.fashionmodeldirectory.com/models/Mallory_Snyder
Mallory Snyder,2005,NA,NA,American,,Blonde,,Blue,1/7/84,1984,"Palatine, Illinois, United States of America",Palatine,Illinois,United States of America,American,"5'10.5""",70.5,5.87,5.11,34-24-34 ,34,24,34,2,7,Marilyn Agency,"Cycling, Snowboarding",D,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Mallory_Snyder,http://www.fashionmodeldirectory.com/models/Mallory_Snyder
Manon von Gerkan,1995,NA,NA,German,,Brown,,Green,,1972,"Hamburg, Germany",Hamburg,,Germany,German,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,Next Model Management,"Flute, Piano, Saxaphone",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Manon_von_Gerkan,http://www.fashionmodeldirectory.com/models/manon_von+gerkan/
Manon von Gerkan,1996,NA,NA,German,,Brown,,Green,,1972,"Hamburg, Germany",Hamburg,,Germany,German,"5'10""",70,5.83,5.10,34-24-35 ,34,24,35,6,9,Next Model Management,"Flute, Piano, Saxaphone",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Manon_von_Gerkan,http://www.fashionmodeldirectory.com/models/manon_von+gerkan/
Margaux Hemingway,1975,NA,NA,American,,Blonde,,Blue,2/16/54,1954,"Portland, Oregon, United States of America",Portland,Oregon,United States of America,American,"6'0""",72,6,6.00,32-24-36,32,24,36,2,NA,Wilhelmina Models,,A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Margaux_Hemingway,
Maria Joao,1978,NA,TRUE,Brazilian,,Black,,Green,6/27/56,1956,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,Brazilian,"5'9""",69,5.75,5.90,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Maria_Jo%C3%A3o_(model),
Maria von Hartz,1990,NA,NA,American,,Red,,Blue,,,"New York City, New York, United States of America",New York City,New York,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Maria_von_Hartz&action=edit&redlink=1,
Maria von Hartz,1989,NA,NA,American,,Red,,Blue,,,"New York City, New York, United States of America",New York City,New York,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Maria_von_Hartz&action=edit&redlink=1,
Maria von Hartz,1993,NA,NA,American,,Red,,Blue,,,"New York City, New York, United States of America",New York City,New York,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Maria_von_Hartz&action=edit&redlink=1,
Marilyn Tindall,1967,NA,TRUE,American,,Blonde,,Blue,,1945,"Los Angeles, California, United States of America",Los Angeles,California,United States of America,American,"5'8""",68,5.67,5.80,37-22-37,37,22,37,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Marilyn_Tindall&action=edit&redlink=1,
Marisa Miller,2006,NA,NA,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
Marisa Miller,2005,TRUE,NA,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
Marisa Miller,2007,TRUE,NA,American,,Blonde,Light,Brown,8/6/78,1978,"Santa Cruz, California, United States of America",Santa Cruz,California,United States of America,American,"5'8""",68,5.67,5.80,34-23-35 ,34,23,35,2,7,Vision Los Angeles,"Surfing, Volleyball",D,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Marisa_Miller,http://www.fashionmodeldirectory.com/models/Marisa_Miller
