"","Sport","Facet_Type","Facet_Value","Fangraph_URL","Date","Variable","Value"
"221","Baseball","Entity","Pittsburgh Pirates","http://www.sportsfangraph.com/team/pittsburgh-pirates",2012-12-06,"Twitter Followers",89202
"222","Baseball","Entity","San Diego Padres","http://www.sportsfangraph.com/team/san-diego-padres",2012-12-06,"Twitter Followers",56096
"223","Baseball","Entity","Oakland Athletics","http://www.sportsfangraph.com/team/oakland-athletics-as",2012-12-06,"Twitter Followers",81046
"224","Baseball","Entity","Kansas City Royals","http://www.sportsfangraph.com/team/kansas-city-royals",2012-12-06,"Twitter Followers",77409
"225","Baseball","Entity","Miami Marlins","http://www.sportsfangraph.com/team/florida-marlins",2012-12-06,"Twitter Followers",67139
"226","Baseball","Entity","Arizona Diamondbacks","http://www.sportsfangraph.com/team/arizona-diamondbacks",2012-12-06,"Twitter Followers",60086
"227","Baseball","Entity","Washington Nationals","http://www.sportsfangraph.com/team/washington-nationals",2012-12-06,"Twitter Followers",86666
"228","Baseball","Entity","LSU Baseball","http://www.sportsfangraph.com/team/lsu-baseball",2012-12-06,"Twitter Followers",25992
"229","Baseball","Entity","Fukuoka SoftBank Hawks","http://www.sportsfangraph.com/team/fukuoka-softbank-hawks",2012-12-06,"Twitter Followers",128554
"230","Baseball","Entity","Minor League Baseball","http://www.sportsfangraph.com/team/minor-league-baseball",2012-12-06,"Twitter Followers",43266
"231","Baseball","Entity","Chiba Lotte Marines","http://www.sportsfangraph.com/team/chiba-lotte-marines",2012-12-06,"Twitter Followers",86851
"232","Baseball","Entity","Toledo Mud Hens","http://www.sportsfangraph.com/team/toledo-mud-hens",2012-12-06,"Twitter Followers",12369
"233","Baseball","Entity","Reno Aces","http://www.sportsfangraph.com/team/reno-aces",2012-12-06,"Twitter Followers",11184
"234","Baseball","Entity","Durham Bulls","http://www.sportsfangraph.com/team/durham-bulls",2012-12-06,"Twitter Followers",11012
"235","Baseball","Entity","Bradenton Marauders","http://www.sportsfangraph.com/team/bradenton-marauders",2012-12-06,"Twitter Followers",31509
"236","Baseball","Entity","Indianapolis Indians","http://www.sportsfangraph.com/team/indianapolis-indians",2012-12-06,"Twitter Followers",15598
"237","Baseball","Entity","Pawtucket Red Sox","http://www.sportsfangraph.com/team/pawtucket-red-sox",2012-12-06,"Twitter Followers",13457
"238","Baseball","Entity","Sacramento River Cats","http://www.sportsfangraph.com/team/sacramento-river-cats",2012-12-06,"Twitter Followers",10456
"239","Baseball","Entity","Fresno Grizzlies","http://www.sportsfangraph.com/team/fresno-grizzlies",2012-12-06,"Twitter Followers",12748
"240","Baseball","Entity","Tulsa Drillers","http://www.sportsfangraph.com/team/tulsa-drillers",2012-12-06,"Twitter Followers",7345
"241","Baseball","Entity","Portland Sea Dogs","http://www.sportsfangraph.com/team/portland-sea-dogs",2012-12-06,"Twitter Followers",8112
"242","Baseball","Entity","Lehigh Valley IronPigs","http://www.sportsfangraph.com/team/lehigh-valley-ironpigs",2012-12-06,"Twitter Followers",10195
"243","Baseball","Entity","Buffalo Bisons","http://www.sportsfangraph.com/team/buffalo-bison",2012-12-06,"Twitter Followers",9746
"244","Baseball","Entity","Gwinnett Braves","http://www.sportsfangraph.com/team/gwinnett-braves",2012-12-06,"Twitter Followers",8932
"245","Baseball","Entity","Columbus Clippers","http://www.sportsfangraph.com/team/columbus-clippers",2012-12-06,"Twitter Followers",12038
"246","Baseball","Entity","Lansing Lugnuts","http://www.sportsfangraph.com/team/lansing-lugnuts",2012-12-06,"Twitter Followers",3784
"247","Baseball","Entity","Springfield Cardinals","http://www.sportsfangraph.com/team/springfield-cardinals",2012-12-06,"Twitter Followers",5424
"248","Baseball","Entity","Iowa Cubs","http://www.sportsfangraph.com/team/iowa-cubs",2012-12-06,"Twitter Followers",13639
"249","Baseball","Entity","Fort Wayne TinCaps","http://www.sportsfangraph.com/team/fort-wayne-tincaps",2012-12-06,"Twitter Followers",5892
"250","Baseball","Entity","Reading Phillies","http://www.sportsfangraph.com/team/reading-phillies",2012-12-06,"Twitter Followers",7933
"251","Baseball","Entity","Charleston RiverDogs","http://www.sportsfangraph.com/team/charleston-riverdogs",2012-12-06,"Twitter Followers",7167
"252","Baseball","Entity","Round Rock Express","http://www.sportsfangraph.com/team/round-rock-express",2012-12-06,"Twitter Followers",9017
"253","Baseball","Entity","Greenville Drive","http://www.sportsfangraph.com/team/greenville-drive",2012-12-06,"Twitter Followers",5802
"254","Baseball","Entity","San Jose Giants","http://www.sportsfangraph.com/team/san-jose-giants",2012-12-06,"Twitter Followers",9430
"255","Baseball","Entity","Northwest Arkansas Natura...","http://www.sportsfangraph.com/team/northwest-arkansas-naturals",2012-12-06,"Twitter Followers",7703
"256","Baseball","Entity","Norfolk Tides","http://www.sportsfangraph.com/team/norfolk-tides",2012-12-06,"Twitter Followers",5775
"257","Baseball","Entity","Nashville Sounds","http://www.sportsfangraph.com/team/nashville-sounds",2012-12-06,"Twitter Followers",7233
"258","Baseball","Entity","Louisville Bats","http://www.sportsfangraph.com/team/louisville-bats",2012-12-06,"Twitter Followers",10846
"259","Baseball","Entity","Montgomery Biscuits","http://www.sportsfangraph.com/team/montgomery-biscuits",2012-12-06,"Twitter Followers",3586
"260","Baseball","Entity","Trenton Thunder","http://www.sportsfangraph.com/team/trenton-thunder",2012-12-06,"Twitter Followers",9399
"261","Baseball","Entity","Memphis Redbirds","http://www.sportsfangraph.com/team/memphis-redbirds",2012-12-06,"Twitter Followers",12816
"262","Baseball","Entity","Louisiana State Universit...","http://www.sportsfangraph.com/team/louisiana-state-university-softball",2012-12-06,"Twitter Followers",8066
"263","Baseball","Entity","Tacoma Raniers","http://www.sportsfangraph.com/team/tacoma-raniers",2012-12-06,"Twitter Followers",6215
"264","Baseball","Entity","Albuquerque Isotopes","http://www.sportsfangraph.com/team/albuquerque-isotopes",2012-12-06,"Twitter Followers",393
"265","Baseball","Entity","West Michigan Whitecaps","http://www.sportsfangraph.com/team/west-michigan-whitecaps",2012-12-06,"Twitter Followers",4272
"266","Baseball","Entity","Tennessee Smokies","http://www.sportsfangraph.com/team/tennessee-smokies",2012-12-06,"Twitter Followers",6136
"267","Baseball","Entity","Scranton/Wilkes-Barre Yan...","http://www.sportsfangraph.com/team/scrantonwilkes-barre-yankees",2012-12-06,"Twitter Followers",9559
"268","Baseball","Entity","Leones de Yucatan","http://www.sportsfangraph.com/team/leones-de-yucatan",2012-12-06,"Twitter Followers",5625
"269","Baseball","Entity","Stockton Ports","http://www.sportsfangraph.com/team/stockton-ports",2012-12-06,"Twitter Followers",5868
"270","Baseball","Entity","Corpus Christi Hooks","http://www.sportsfangraph.com/team/corpus-christi-hooks",2012-12-06,"Twitter Followers",5821
"271","Baseball","Entity","Omaha Storm Chasers","http://www.sportsfangraph.com/team/omaha-royals",2012-12-06,"Twitter Followers",7797
"272","Baseball","Entity","Lake Elsinore Storm","http://www.sportsfangraph.com/team/lake-elsinore-storm",2012-12-06,"Twitter Followers",3536
"273","Baseball","Entity","Diablos Rojos de Mexico","http://www.sportsfangraph.com/team/diablos-rojos-de-mexico",2012-12-06,"Twitter Followers",16582
"274","Baseball","Entity","San Antonio Missions","http://www.sportsfangraph.com/team/san-antonio-missions",2012-12-06,"Twitter Followers",4905
"275","Baseball","Entity","Great Lakes Loons","http://www.sportsfangraph.com/team/great-lakes-loons",2012-12-06,"Twitter Followers",2558
"276","Baseball","Entity","Savannah Sand Gnats","http://www.sportsfangraph.com/team/savannah-sand-gnats",2012-12-06,"Twitter Followers",3483
"277","Baseball","Entity","Altoona Curve","http://www.sportsfangraph.com/team/altoona-curve",2012-12-06,"Twitter Followers",0
"278","Baseball","Entity","Wisconsin Timber Rattlers","http://www.sportsfangraph.com/team/wisconsin-timber-rattlers",2012-12-06,"Twitter Followers",5419
"279","Baseball","Entity","Delmarva Shorebirds","http://www.sportsfangraph.com/team/delmarva-shorebirds",2012-12-06,"Twitter Followers",3350
"280","Baseball","Entity","Lynchburg Hillcats","http://www.sportsfangraph.com/team/lynchburg-hillcats",2012-12-06,"Twitter Followers",2367
"281","Baseball","Entity","Arkansas Travelers","http://www.sportsfangraph.com/team/arkansas-travelers",2012-12-06,"Twitter Followers",3590
"282","Baseball","Entity","Rochester Red Wings","http://www.sportsfangraph.com/team/rochester-red-wings",2012-12-06,"Twitter Followers",4532
"283","Baseball","Entity","Hokkaido Nippon-Ham Fight...","http://www.sportsfangraph.com/team/hokkaido-nippon-ham-fighters",2012-12-06,"Twitter Followers",13905
"284","Baseball","Entity","Harrisburg Senators","http://www.sportsfangraph.com/team/harrisburg-senators",2012-12-06,"Twitter Followers",4205
"285","Baseball","Entity","Carolina Mudcats","http://www.sportsfangraph.com/team/carolina-mudcats",2012-12-06,"Twitter Followers",3949
"286","Baseball","Entity","Winston-Salem Dash","http://www.sportsfangraph.com/team/winston-salem-dash",2012-12-06,"Twitter Followers",4125
"287","Baseball","Entity","Mississippi Braves","http://www.sportsfangraph.com/team/mississippi-braves",2012-12-06,"Twitter Followers",5674
"288","Baseball","Entity","Charlotte Knights","http://www.sportsfangraph.com/team/charlotte-knights",2012-12-06,"Twitter Followers",6154
"289","Baseball","Entity","Birmingham Barons","http://www.sportsfangraph.com/team/birmingham-barons",2012-12-06,"Twitter Followers",4716
"290","Baseball","Entity","Michigan Baseball","http://www.sportsfangraph.com/team/michigan-baseball",2012-12-06,"Twitter Followers",0
"291","Baseball","Entity","Richmond Flying Squirrels","http://www.sportsfangraph.com/team/richmond-flying-squirrels",2012-12-06,"Twitter Followers",8153
"292","Baseball","Entity","Tucson Padres","http://www.sportsfangraph.com/team/portland-beavers",2012-12-06,"Twitter Followers",3682
"293","Baseball","Entity","Wilmington Blue Rocks","http://www.sportsfangraph.com/team/wilmington-blue-rocks",2012-12-06,"Twitter Followers",2717
"294","Baseball","Entity","Rome Braves","http://www.sportsfangraph.com/team/rome-braves",2012-12-06,"Twitter Followers",3161
"295","Baseball","Entity","Kane County Cougars","http://www.sportsfangraph.com/team/kane-county-cougars",2012-12-06,"Twitter Followers",3432
"296","Baseball","Entity","Salem Red Sox","http://www.sportsfangraph.com/team/salem-red-sox",2012-12-06,"Twitter Followers",3383
"297","Baseball","Entity","Frederick Keys","http://www.sportsfangraph.com/team/frederick-keys",2012-12-06,"Twitter Followers",4642
"298","Baseball","Entity","New Hampshire Fisher Cats","http://www.sportsfangraph.com/team/new-hampshire-fisher-cats",2012-12-06,"Twitter Followers",4355
"299","Baseball","Entity","Lake County Captains","http://www.sportsfangraph.com/team/lake-county-captains",2012-12-06,"Twitter Followers",3088
"300","Baseball","Entity","University of Texas Baseball","http://www.sportsfangraph.com/team/university-of-texas-baseball",2012-12-06,"Twitter Followers",10301
"301","Baseball","Entity","Everett AquaSox","http://www.sportsfangraph.com/team/everett-aquasox",2012-12-06,"Twitter Followers",3784
"302","Baseball","Entity","Yokohama BayStars","http://www.sportsfangraph.com/team/yokohama-baystars",2012-12-06,"Twitter Followers",10081
"303","Baseball","Entity","Quad Cities River Bandits","http://www.sportsfangraph.com/team/quad-cities-river-bandits",2012-12-06,"Twitter Followers",2473
"304","Baseball","Entity","Bowie Baysox","http://www.sportsfangraph.com/team/bowie-baysox",2012-12-06,"Twitter Followers",4457
"305","Baseball","Entity","Syracuse Chiefs","http://www.sportsfangraph.com/team/syracuse-chiefs",2012-12-06,"Twitter Followers",3377
"306","Baseball","Entity","Erie Seawolves","http://www.sportsfangraph.com/team/erie-seawolves",2012-12-06,"Twitter Followers",3569
"307","Baseball","Entity","West Virginia Power","http://www.sportsfangraph.com/team/west-virginia-power",2012-12-06,"Twitter Followers",4152
"308","Baseball","Entity","Daytona Cubs","http://www.sportsfangraph.com/team/daytona-cubs",2012-12-06,"Twitter Followers",4276
"309","Baseball","Entity","University of Oregon Base...","http://www.sportsfangraph.com/team/university-of-oregon-baseball",2012-12-06,"Twitter Followers",5869
"310","Baseball","Entity","Auburn University Basebal...","http://www.sportsfangraph.com/team/auburn-university-baseball",2012-12-06,"Twitter Followers",8422
"311","Baseball","Entity","Acereros del Norte","http://www.sportsfangraph.com/team/acereros-del-norte",2012-12-06,"Twitter Followers",0
"312","Baseball","Entity","Colorado Springs Sky Sox","http://www.sportsfangraph.com/team/colorado-springs-sky-sox",2012-12-06,"Twitter Followers",0
"313","Baseball","Entity","Augusta GreenJackets","http://www.sportsfangraph.com/team/augusta-greenjackets",2012-12-06,"Twitter Followers",2549
"314","Baseball","Entity","Guerreros de Oaxaca","http://www.sportsfangraph.com/team/guerreros-de-oaxaca",2012-12-06,"Twitter Followers",7919
"315","Baseball","Entity","Modesto Nuts","http://www.sportsfangraph.com/team/modesto-nuts",2012-12-06,"Twitter Followers",3721
"316","Baseball","Entity","Kinston Indians","http://www.sportsfangraph.com/team/kinston-indians",2012-12-06,"Twitter Followers",1609
"317","Baseball","Entity","Hickory Crawdads","http://www.sportsfangraph.com/team/hickory-crawdads",2012-12-06,"Twitter Followers",2425
"318","Baseball","Entity","New Britain Rock Cats","http://www.sportsfangraph.com/team/new-britain-rock-cats",2012-12-06,"Twitter Followers",4728
"319","Baseball","Entity","Cedar Rapids Kernels","http://www.sportsfangraph.com/team/cedar-rapids-kernels",2012-12-06,"Twitter Followers",2502
"320","Baseball","Entity","Las Vegas 51s","http://www.sportsfangraph.com/team/las-vegas-51s",2012-12-06,"Twitter Followers",0
"321","Baseball","Entity","Hagerstown Suns","http://www.sportsfangraph.com/team/hagerstown-suns",2012-12-06,"Twitter Followers",2221
"322","Baseball","Entity","Binghamton Mets","http://www.sportsfangraph.com/team/binghamton-mets",2012-12-06,"Twitter Followers",3349
"323","Baseball","Entity","Tampa Yankees","http://www.sportsfangraph.com/team/tampa-yankees",2012-12-06,"Twitter Followers",6949
"324","Baseball","Entity","South Bend Silver Hawks","http://www.sportsfangraph.com/team/south-bend-silver-hawks",2012-12-06,"Twitter Followers",2212
"325","Baseball","Entity","Asheville Tourists","http://www.sportsfangraph.com/team/asheville-tourists",2012-12-06,"Twitter Followers",3638
"326","Baseball","Entity","University fo Oregon Soft...","http://www.sportsfangraph.com/team/university-fo-oregon-softball",2012-12-06,"Twitter Followers",3385
"327","Baseball","Entity","University of Texas Softb...","http://www.sportsfangraph.com/team/university-of-texas-softball",2012-12-06,"Twitter Followers",6618
"328","Baseball","Entity","Charlotte Stone Crabs","http://www.sportsfangraph.com/team/charlotte-stone-crabs",2012-12-06,"Twitter Followers",2155
"329","Baseball","Entity","Burlington Bees","http://www.sportsfangraph.com/team/burlington-bees",2012-12-06,"Twitter Followers",1346
"330","Baseball","Entity","Inland Empire 66ers of Sa...","http://www.sportsfangraph.com/team/inland-empire-66ers-of-san-bernardino",2012-12-06,"Twitter Followers",0
"331","Baseball","Entity","Brevard County Manatees","http://www.sportsfangraph.com/team/brevard-county-manatees",2012-12-06,"Twitter Followers",2520
"332","Baseball","Entity","Potomac Nationals","http://www.sportsfangraph.com/team/potomac-nationals",2012-12-06,"Twitter Followers",1566
"333","Baseball","Entity","High Desert Mavericks","http://www.sportsfangraph.com/team/high-desert-mavericks",2012-12-06,"Twitter Followers",1569
"334","Baseball","Entity","Clinton LumberKings","http://www.sportsfangraph.com/team/clinton-lumberkings",2012-12-06,"Twitter Followers",1518
"335","Baseball","Entity","Chattanooga Lookouts","http://www.sportsfangraph.com/team/chattanooga-lookouts",2012-12-06,"Twitter Followers",4999
"336","Baseball","Entity","Akron Aeros","http://www.sportsfangraph.com/team/akron-aeros",2012-12-06,"Twitter Followers",4935
"337","Baseball","Entity","Beloit Snappers","http://www.sportsfangraph.com/team/beloit-snappers",2012-12-06,"Twitter Followers",0
"338","Baseball","Entity","Clearwater Threshers","http://www.sportsfangraph.com/team/clearwater-threshers",2012-12-06,"Twitter Followers",4852
"339","Baseball","Entity","Saraperos de Saltillo","http://www.sportsfangraph.com/team/saraperos-de-saltillo",2012-12-06,"Twitter Followers",4703
"340","Baseball","Entity","Huntsville Stars","http://www.sportsfangraph.com/team/huntsville-stars",2012-12-06,"Twitter Followers",0
"341","Baseball","Entity","Jacksonville Suns","http://www.sportsfangraph.com/team/jacksonville-suns",2012-12-06,"Twitter Followers",4528
"342","Baseball","Entity","Fort Myers Miracle","http://www.sportsfangraph.com/team/fort-myers-miracle",2012-12-06,"Twitter Followers",4333
"343","Baseball","Entity","University of Illinois Ba...","http://www.sportsfangraph.com/team/university-of-illinois-baseball",2012-12-06,"Twitter Followers",4168
"344","Baseball","Entity","Bowling Green Hot Rods","http://www.sportsfangraph.com/team/bowling-green-hot-rods",2012-12-06,"Twitter Followers",3060
"345","Baseball","Entity","Peoria Chiefs","http://www.sportsfangraph.com/team/peoria-chiefs",2012-12-06,"Twitter Followers",4018
"346","Baseball","Entity","Dunedin Blue Jays","http://www.sportsfangraph.com/team/dunedin-blue-jays",2012-12-06,"Twitter Followers",3896
"347","Baseball","Entity","Mobile BayBears","http://www.sportsfangraph.com/team/mobile-baybears",2012-12-06,"Twitter Followers",0
"348","Baseball","Entity","St. Lucie Mets","http://www.sportsfangraph.com/team/st-lucie-mets",2012-12-06,"Twitter Followers",0
"349","Baseball","Entity","New Orleans Zephyrs","http://www.sportsfangraph.com/team/new-orleans-zephyrs",2012-12-06,"Twitter Followers",3266
"350","Baseball","Entity","University of Washington ...","http://www.sportsfangraph.com/team/university-of-washington-baseball",2012-12-06,"Twitter Followers",1495
"351","Baseball","Entity","Vaqueros de la Laguna","http://www.sportsfangraph.com/team/vaqueros-de-la-laguna",2012-12-06,"Twitter Followers",3083
"352","Baseball","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-softball",2012-12-06,"Twitter Followers",3055
"353","Baseball","Entity","Bakersfield Blaze","http://www.sportsfangraph.com/team/bakersfield-blaze",2012-12-06,"Twitter Followers",2846
"354","Baseball","Entity","University of Illinois So...","http://www.sportsfangraph.com/team/university-of-illinois-softball",2012-12-06,"Twitter Followers",2526
"355","Baseball","Entity","Myrtle Beach Pelicans","http://www.sportsfangraph.com/team/myrtle-beach-pelicans",2012-12-06,"Twitter Followers",2471
"356","Baseball","Entity","Lancaster JetHawks","http://www.sportsfangraph.com/team/lancaster-jethawks",2012-12-06,"Twitter Followers",2339
"357","Baseball","Entity","Rancho Cucamonga Quakes","http://www.sportsfangraph.com/team/rancho-cucamonga-quakes",2012-12-06,"Twitter Followers",0
"358","Baseball","Entity","Lakeland Flying Tigers","http://www.sportsfangraph.com/team/lakeland-flying-tigers",2012-12-06,"Twitter Followers",2107
"359","Baseball","Entity","Visalia Rawhide","http://www.sportsfangraph.com/team/visalia-rawhide",2012-12-06,"Twitter Followers",1880
"360","Baseball","Entity","Midland RockHounds","http://www.sportsfangraph.com/team/midland-rockhounds",2012-12-06,"Twitter Followers",1872
"361","Baseball","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-baseball",2012-12-06,"Twitter Followers",1759
"362","Baseball","Entity","Jupiter Hammerheads","http://www.sportsfangraph.com/team/jupiter-hammerheads",2012-12-06,"Twitter Followers",630
"363","Baseball","Entity","Palm Beach Cardinals","http://www.sportsfangraph.com/team/palm-beach-cardinals",2012-12-06,"Twitter Followers",630
"364","Baseball","Entity","Dorados de Chihuahua","http://www.sportsfangraph.com/team/dorados-de-chihuahua",2012-12-06,"Twitter Followers",601
"365","Baseball","Entity","Lehigh University Basebal...","http://www.sportsfangraph.com/team/lehigh-university-baseball",2012-12-06,"Twitter Followers",190
"366","Baseball","Entity","West Tenn Diamond Jaxx","http://www.sportsfangraph.com/team/west-tenn-diamond-jaxx",2012-12-06,"Twitter Followers",103
"367","Baseball","Entity","Rojos del Aguila de Verac...","http://www.sportsfangraph.com/team/rojos-del-aguila-de-veracruz",2012-12-06,"Twitter Followers",0
"368","Baseball","Entity","Broncos de Reynosa","http://www.sportsfangraph.com/team/broncos-de-reynosa",2012-12-06,"Twitter Followers",0
"369","Baseball","Entity","Oklahoma City Redhawks","http://www.sportsfangraph.com/team/oklahoma-city-redhawks",2012-12-06,"Twitter Followers",0
"370","Baseball","Entity","Olmecas de Tabasco","http://www.sportsfangraph.com/team/olmecas-de-tabasco",2012-12-06,"Twitter Followers",0
"371","Baseball","Entity","Pericos de Puebla","http://www.sportsfangraph.com/team/pericos-de-puebla",2012-12-06,"Twitter Followers",0
"372","Baseball","Entity","Petroleros de Minatitlan","http://www.sportsfangraph.com/team/petroleros-de-minatitlan",2012-12-06,"Twitter Followers",0
"373","Baseball","Entity","Piratas de Campeche","http://www.sportsfangraph.com/team/piratas-de-campeche",2012-12-06,"Twitter Followers",0
"374","Baseball","Entity","Salt Lake Bees","http://www.sportsfangraph.com/team/salt-lake-bees",2012-12-06,"Twitter Followers",0
"375","Baseball","Entity","Sultanes de Monterrey","http://www.sportsfangraph.com/team/sultanes-de-monterrey",2012-12-06,"Twitter Followers",0
"376","Baseball","Entity","Tecolotes de Nuevo Laredo","http://www.sportsfangraph.com/team/tecolotes-de-nuevo-laredo",2012-12-06,"Twitter Followers",0
"377","Baseball","Entity","Tigres de Quintana Roo","http://www.sportsfangraph.com/team/tigres-de-quintana-roo",2012-12-06,"Twitter Followers",0
"378","Baseball","Entity","Frisco RoughRiders","http://www.sportsfangraph.com/team/frisco-roughriders",2012-12-06,"Twitter Followers",0
"379","Baseball","Entity","Chunichi Dragons","http://www.sportsfangraph.com/team/chunichi-dragons",2012-12-06,"Twitter Followers",0
"380","Baseball","Entity","Hanshin Tigers","http://www.sportsfangraph.com/team/hanshin-tigers",2012-12-06,"Twitter Followers",0
"381","Baseball","Entity","Hiroshima Toyo Carp","http://www.sportsfangraph.com/team/hiroshima-toyo-carp",2012-12-06,"Twitter Followers",0
"382","Baseball","Entity","Tokyo Yakult Swallows","http://www.sportsfangraph.com/team/tokyo-yakult-swallows",2012-12-06,"Twitter Followers",0
"383","Baseball","Entity","Yomiuri Giants","http://www.sportsfangraph.com/team/yomiuri-giants",2012-12-06,"Twitter Followers",0
"384","Baseball","Entity","Orix Buffaloes","http://www.sportsfangraph.com/team/orix-buffaloes",2012-12-06,"Twitter Followers",0
"385","Baseball","Entity","Saitama Seibu Lions","http://www.sportsfangraph.com/team/saitama-seibu-lions",2012-12-06,"Twitter Followers",0
"386","Baseball","Entity","Tohoku Rakuten Golden Eag...","http://www.sportsfangraph.com/team/tohoku-rakuten-golden-eagles",2012-12-06,"Twitter Followers",0
"387","Baseball","Entity","Dayton Dragons","http://www.sportsfangraph.com/team/dayton-dragons",2012-12-06,"Twitter Followers",0
"388","Baseball","Entity","Greensboro Grasshoppers","http://www.sportsfangraph.com/team/greensboro-grasshoppers",2012-12-06,"Twitter Followers",0
"389","Baseball","Entity","Kannapolis Intimidators","http://www.sportsfangraph.com/team/kannapolis-intimidators",2012-12-06,"Twitter Followers",0
"390","Baseball","Entity","Lakewood BlueClaws","http://www.sportsfangraph.com/team/lakewood-blueclaws",2012-12-06,"Twitter Followers",0
"391","Baseball","Entity","Lexington Legends","http://www.sportsfangraph.com/team/lexington-legends",2012-12-06,"Twitter Followers",0
"392","Baseball","Entity","University of Tennessee B...","http://www.sportsfangraph.com/team/university-of-tennessee-baseball",2012-12-06,"Twitter Followers",7919
"393","Baseball","Entity","New York Yankees","http://www.sportsfangraph.com/team/new-york-yankees",2012-12-06,"Facebook Fans",6175422
"394","Baseball","Entity","MLB","http://www.sportsfangraph.com/team/mlb",2012-12-06,"Facebook Fans",4260011
"395","Baseball","Entity","Boston Red Sox","http://www.sportsfangraph.com/team/boston-red-sox",2012-12-06,"Facebook Fans",3746086
"396","Baseball","Entity","San Francisco Giants","http://www.sportsfangraph.com/team/san-francisco-giants",2012-12-06,"Facebook Fans",1639989
"397","Baseball","Entity","Philadelphia Phillies","http://www.sportsfangraph.com/team/philadelphia-phillies",2012-12-06,"Facebook Fans",1256959
"398","Baseball","Entity","Chicago Cubs","http://www.sportsfangraph.com/team/chicago-cubs",2012-12-06,"Facebook Fans",1730191
"399","Baseball","Entity","Texas Rangers","http://www.sportsfangraph.com/team/texas-rangers",2012-12-06,"Facebook Fans",1419366
"400","Baseball","Entity","St. Louis Cardinals","http://www.sportsfangraph.com/team/st-louis-cardinals",2012-12-06,"Facebook Fans",1358926
"401","Baseball","Entity","Atlanta Braves","http://www.sportsfangraph.com/team/atlanta-braves",2012-12-06,"Facebook Fans",1244329
"402","Baseball","Entity","Los Angeles Dodgers","http://www.sportsfangraph.com/team/los-angeles-dodgers",2012-12-06,"Facebook Fans",1204478
"403","Baseball","Entity","Detroit Tigers","http://www.sportsfangraph.com/team/detroit-tigers",2012-12-06,"Facebook Fans",1136470
"404","Baseball","Entity","Chicago White Sox","http://www.sportsfangraph.com/team/chicago-white-sox",2012-12-06,"Facebook Fans",945227
"405","Baseball","Entity","Minnesota Twins","http://www.sportsfangraph.com/team/minnesota-twins",2012-12-06,"Facebook Fans",786398
"406","Baseball","Entity","Cincinnati Reds","http://www.sportsfangraph.com/team/cincinnati-reds",2012-12-06,"Facebook Fans",620080
"407","Baseball","Entity","New York Mets","http://www.sportsfangraph.com/team/new-york-mets",2012-12-06,"Facebook Fans",612721
"408","Baseball","Entity","Milwaukee Brewers","http://www.sportsfangraph.com/team/milwaukee-brewers",2012-12-06,"Facebook Fans",612777
"409","Baseball","Entity","Toronto Blue Jays","http://www.sportsfangraph.com/team/toronto-blue-jays",2012-12-06,"Facebook Fans",470990
"410","Baseball","Entity","Cleveland Indians","http://www.sportsfangraph.com/team/cleveland-indians",2012-12-06,"Facebook Fans",551651
"411","Baseball","Entity","Los Angeles Angels of Ana...","http://www.sportsfangraph.com/team/los-angeles-angels-of-anaheim",2012-12-06,"Facebook Fans",530314
"412","Baseball","Entity","Seattle Mariners","http://www.sportsfangraph.com/team/seattle-mariners",2012-12-06,"Facebook Fans",522551
"413","Baseball","Entity","Colorado Rockies","http://www.sportsfangraph.com/team/colorado-rockies",2012-12-06,"Facebook Fans",490005
"414","Baseball","Entity","Baltimore Orioles","http://www.sportsfangraph.com/team/baltimore-orioles",2012-12-06,"Facebook Fans",429368
"415","Baseball","Entity","Tampa Bay Rays","http://www.sportsfangraph.com/team/tampa-bay-rays",2012-12-06,"Facebook Fans",442984
"416","Baseball","Entity","Houston Astros","http://www.sportsfangraph.com/team/houston-astros",2012-12-06,"Facebook Fans",437720
"417","Baseball","Entity","Pittsburgh Pirates","http://www.sportsfangraph.com/team/pittsburgh-pirates",2012-12-06,"Facebook Fans",378944
"418","Baseball","Entity","San Diego Padres","http://www.sportsfangraph.com/team/san-diego-padres",2012-12-06,"Facebook Fans",393880
"419","Baseball","Entity","Oakland Athletics","http://www.sportsfangraph.com/team/oakland-athletics-as",2012-12-06,"Facebook Fans",361912
"420","Baseball","Entity","Kansas City Royals","http://www.sportsfangraph.com/team/kansas-city-royals",2012-12-06,"Facebook Fans",308052
"421","Baseball","Entity","Miami Marlins","http://www.sportsfangraph.com/team/florida-marlins",2012-12-06,"Facebook Fans",296546
"422","Baseball","Entity","Arizona Diamondbacks","http://www.sportsfangraph.com/team/arizona-diamondbacks",2012-12-06,"Facebook Fans",277526
"423","Baseball","Entity","Washington Nationals","http://www.sportsfangraph.com/team/washington-nationals",2012-12-06,"Facebook Fans",203416
"424","Baseball","Entity","LSU Baseball","http://www.sportsfangraph.com/team/lsu-baseball",2012-12-06,"Facebook Fans",232282
"425","Baseball","Entity","Fukuoka SoftBank Hawks","http://www.sportsfangraph.com/team/fukuoka-softbank-hawks",2012-12-06,"Facebook Fans",0
"426","Baseball","Entity","Minor League Baseball","http://www.sportsfangraph.com/team/minor-league-baseball",2012-12-06,"Facebook Fans",48298
"427","Baseball","Entity","Chiba Lotte Marines","http://www.sportsfangraph.com/team/chiba-lotte-marines",2012-12-06,"Facebook Fans",0
