Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Mathematics,'27',17,7,10,4,2,2,0,0,0,2,1,1,5,3,2,0,0,0,5,1,4,1,0,1
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Foreign Languages and Literatures,'16',35,11,24,15,4,11,0,0,0,10,2,8,6,4,2,0,0,0,2,1,1,2,0,2
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Home Economics- General,'19',28,2,26,10,1,9,0,0,0,3,1,2,10,0,10,0,0,0,3,0,3,2,0,2
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Public Administration and Services,'44',50,10,40,9,2,7,3,0,3,20,4,16,16,4,12,0,0,0,1,0,1,1,0,1
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Psychology,'42',183,47,136,77,15,62,6,2,4,41,14,27,24,10,14,2,0,2,28,6,22,5,0,5
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Health Professions and Related Sciences,'51',220,30,190,75,7,68,8,0,8,33,4,29,65,11,54,3,1,2,34,6,28,2,1,1
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Communications,'09',212,77,135,82,35,47,15,6,9,33,4,29,33,12,21,1,0,1,32,12,20,16,8,8
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Business Management and Administrative Services,'52',1275,534,741,265,121,144,28,12,16,138,61,77,634,262,372,6,2,4,143,62,81,61,14,47
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Philosophy and Religion,'38',13,9,4,7,4,3,0,0,0,1,1,0,2,2,0,0,0,0,3,2,1,0,0,0
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Visual and Performing Arts,'50',286,111,175,89,32,57,7,4,3,29,14,15,88,40,48,5,0,5,49,18,31,19,3,16
2001-2002,122755,San Jose State University,Bachelor's degree,First major,English Language and Literature/Letters,'23',120,36,84,62,21,41,2,0,2,17,4,13,15,7,8,1,0,1,23,4,19,0,0,0
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',86,13,73,41,7,34,3,0,3,16,3,13,9,0,9,1,0,1,15,3,12,1,0,1
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Engineering-Related Technologies,'15',81,70,11,20,18,2,2,2,0,15,14,1,26,22,4,3,2,1,14,12,2,1,0,1
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Biological Science/Life Sciences,'26',71,31,40,14,6,8,0,0,0,6,2,4,35,16,19,2,2,0,11,4,7,3,1,2
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Education,'13',217,39,178,101,13,88,8,2,6,40,10,30,42,11,31,3,1,2,21,2,19,2,0,2
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Physical Sciences,'40',21,14,7,19,13,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Health Professions and Related Sciences,'51',3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,English Language and Literature/Letters,'23',43,13,30,34,10,24,4,2,2,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Communications,'09',196,57,139,164,49,115,13,3,10,12,3,9,1,0,1,0,0,0,0,0,0,6,2,4
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Business Management and Administrative Services,'52',363,185,178,274,149,125,16,8,8,21,10,11,35,12,23,2,1,1,0,0,0,15,5,10
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Mathematics,'27',23,15,8,21,14,7,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Psychology,'42',111,21,90,81,16,65,13,3,10,9,1,8,3,0,3,2,1,1,0,0,0,3,0,3
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Engineering,'14',58,37,21,42,31,11,2,0,2,7,2,5,6,4,2,0,0,0,0,0,0,1,0,1
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',13,2,11,10,1,9,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Social Sciences and History,'45',219,113,106,150,82,68,16,9,7,14,5,9,25,11,14,1,1,0,0,0,0,13,5,8
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Foreign Languages and Literatures,'16',25,9,16,15,3,12,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,2,0,2
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Public Administration and Services,'44',3,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Computer and Information Sciences,'11',17,13,4,9,7,2,0,0,0,3,3,0,5,3,2,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Education,'13',2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Philosophy and Religion,'38',11,6,5,8,6,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',9,4,5,5,3,2,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Visual and Performing Arts,'50',113,32,81,96,30,66,6,2,4,6,0,6,3,0,3,1,0,1,0,0,0,1,0,1
2001-2002,228246,Southern Methodist University,Bachelor's degree,First major,Biological Science/Life Sciences,'26',29,11,18,22,7,15,1,0,1,0,0,0,4,3,1,1,0,1,0,0,0,1,1,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Communications,'09',33,11,22,16,9,7,6,2,4,2,0,2,8,0,8,1,0,1,0,0,0,0,0,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Computer and Information Sciences,'11',204,165,39,100,83,17,8,8,0,17,14,3,63,49,14,0,0,0,2,2,0,14,9,5
2001-2002,243744,Stanford University,Bachelor's degree,First major,Foreign Languages and Literatures,'16',33,11,22,12,3,9,3,1,2,5,2,3,8,1,7,1,0,1,1,1,0,3,3,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Visual and Performing Arts,'50',47,19,28,33,15,18,3,1,2,1,1,0,8,2,6,0,0,0,0,0,0,2,0,2
2001-2002,243744,Stanford University,Bachelor's degree,First major,Psychology,'42',76,22,54,33,13,20,11,2,9,13,2,11,11,5,6,5,0,5,0,0,0,3,0,3
2001-2002,243744,Stanford University,Bachelor's degree,First major,Engineering,'14',215,148,67,91,68,23,18,11,7,20,15,5,67,42,25,3,1,2,1,1,0,15,10,5
2001-2002,243744,Stanford University,Bachelor's degree,First major,English Language and Literature/Letters,'23',94,32,62,62,25,37,6,3,3,8,1,7,15,2,13,1,1,0,2,0,2,0,0,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Public Administration and Services,'44',24,12,12,10,5,5,5,1,4,3,3,0,5,2,3,0,0,0,0,0,0,1,1,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Mathematics,'27',35,22,13,20,15,5,1,0,1,1,0,1,10,4,6,0,0,0,0,0,0,3,3,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Biological Science/Life Sciences,'26',128,59,69,46,22,24,3,0,3,10,4,6,60,28,32,2,0,2,3,3,0,4,2,2
2001-2002,243744,Stanford University,Bachelor's degree,First major,Physical Sciences,'40',56,22,34,36,16,20,2,1,1,4,1,3,12,3,9,0,0,0,0,0,0,2,1,1
2001-2002,243744,Stanford University,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',197,52,145,107,30,77,20,1,19,23,7,16,41,12,29,1,0,1,1,1,0,4,1,3
2001-2002,243744,Stanford University,Bachelor's degree,First major,Philosophy and Religion,'38',22,12,10,19,10,9,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',11,5,6,7,5,2,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Bachelor's degree,First major,Social Sciences and History,'45',458,237,221,250,142,108,38,18,20,56,31,25,79,29,50,5,2,3,1,0,1,29,15,14
2001-2002,243744,Stanford University,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',59,19,40,34,11,23,8,0,8,8,6,2,5,1,4,2,0,2,0,0,0,2,1,1
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Home Economics- General,'19',61,5,56,51,4,47,3,0,3,2,0,2,2,0,2,0,0,0,1,1,0,2,0,2
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Psychology,'42',360,78,282,293,63,230,13,4,9,38,8,30,10,2,8,1,0,1,4,0,4,1,1,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Foreign Languages and Literatures,'16',25,4,21,18,2,16,0,0,0,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Health Professions and Related Sciences,'51',128,22,106,113,17,96,2,0,2,11,4,7,1,1,0,0,0,0,1,0,1,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',218,100,118,194,86,108,4,3,1,15,8,7,2,1,1,1,1,0,2,1,1,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering,'14',899,716,183,674,549,125,8,5,3,78,60,18,65,43,22,4,4,0,18,13,5,52,42,10
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Visual and Performing Arts,'50',8,4,4,6,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Social Sciences and History,'45',742,419,323,583,336,247,16,6,10,98,50,48,15,9,6,7,3,4,13,8,5,10,7,3
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Agricultural Business and Production,'01',772,443,329,677,385,292,17,9,8,48,32,16,5,3,2,3,1,2,13,7,6,9,6,3
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',137,80,57,110,65,45,5,3,2,13,7,6,2,1,1,1,1,0,3,2,1,3,1,2
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Business Management and Administrative Services,'52',1164,495,669,1020,439,581,16,4,12,76,35,41,17,6,11,3,3,0,20,6,14,12,2,10
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Mathematics,'27',347,201,146,288,173,115,8,1,7,22,11,11,16,8,8,1,1,0,6,4,2,6,3,3
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Marketing Operations/Marketing and Distribution,'08',182,144,38,147,114,33,3,2,1,25,22,3,4,4,0,0,0,0,3,2,1,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Communications,'09',285,74,211,239,60,179,10,2,8,22,7,15,6,3,3,2,0,2,5,1,4,1,1,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Computer and Information Sciences,'11',110,91,19,91,78,13,1,1,0,6,4,2,9,5,4,0,0,0,1,1,0,2,2,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Biological Science/Life Sciences,'26',312,133,179,228,94,134,8,3,5,36,17,19,24,13,11,0,0,0,14,6,8,2,0,2
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Architecture and Related Programs,'04',219,107,112,179,82,97,3,1,2,25,18,7,2,0,2,1,1,0,4,2,2,5,3,2
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Physical Sciences,'40',110,60,50,93,52,41,0,0,0,5,1,4,3,1,2,0,0,0,4,2,2,5,4,1
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Philosophy and Religion,'38',15,11,4,13,9,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,English Language and Literature/Letters,'23',363,89,274,315,76,239,6,2,4,28,7,21,8,3,5,2,1,1,4,0,4,0,0,0
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering-Related Technologies,'15',293,271,22,240,224,16,6,3,3,22,21,1,4,4,0,4,4,0,9,8,1,8,7,1
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Agricultural Sciences,'02',151,69,82,134,58,76,1,0,1,9,6,3,1,1,0,2,2,0,1,1,0,3,1,2
2001-2002,228723,Texas A & M University-College Station,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',797,159,638,681,128,553,20,7,13,58,11,47,25,12,13,1,0,1,11,1,10,1,0,1
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Computer and Information Sciences,'11',44,32,12,31,26,5,9,2,7,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Mathematics,'27',11,4,7,8,3,5,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Biological Science/Life Sciences,'26',71,31,40,63,29,34,3,1,2,1,1,0,4,0,4,0,0,0,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,English Language and Literature/Letters,'23',78,28,50,68,24,44,9,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Education,'13',232,55,177,209,45,164,17,7,10,2,1,1,0,0,0,0,0,0,0,0,0,4,2,2
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',17,8,9,13,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Protective Services,'43',52,29,23,31,20,11,19,8,11,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Public Administration and Services,'44',36,1,35,26,1,25,8,0,8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Visual and Performing Arts,'50',110,25,85,105,24,81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Communications,'09',320,111,209,267,97,170,37,12,25,6,1,5,4,0,4,3,0,3,0,0,0,3,1,2
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Business Management and Administrative Services,'52',819,500,319,687,435,252,96,40,56,4,3,1,5,2,3,3,2,1,0,0,0,24,18,6
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Philosophy and Religion,'38',6,3,3,5,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',81,42,39,74,40,34,4,0,4,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',11,6,5,10,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Home Economics- General,'19',208,30,178,163,22,141,40,7,33,0,0,0,1,0,1,2,1,1,0,0,0,2,0,2
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Engineering,'14',173,135,38,140,111,29,19,13,6,2,2,0,7,6,1,0,0,0,0,0,0,5,3,2
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Psychology,'42',97,19,78,75,14,61,17,3,14,0,0,0,2,1,1,1,0,1,0,0,0,2,1,1
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Social Sciences and History,'45',131,83,48,113,76,37,12,5,7,4,1,3,0,0,0,1,0,1,0,0,0,1,1,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Foreign Languages and Literatures,'16',12,3,9,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Health Professions and Related Sciences,'51',154,32,122,120,26,94,32,6,26,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
2001-2002,100751,The University of Alabama,Bachelor's degree,First major,Physical Sciences,'40',22,14,8,17,10,7,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Computer and Information Sciences,'11',331,267,64,141,124,17,4,3,1,20,16,4,90,69,21,2,2,0,1,1,0,73,52,21
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Business Management and Administrative Services,'52',1083,552,531,717,387,330,20,8,12,95,44,51,223,96,127,2,1,1,2,1,1,24,15,9
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Foreign Languages and Literatures,'16',231,86,145,165,62,103,5,2,3,38,13,25,20,8,12,0,0,0,2,1,1,1,0,1
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',145,66,79,98,48,50,4,1,3,8,3,5,35,14,21,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,English Language and Literature/Letters,'23',345,141,204,277,110,167,4,2,2,45,17,28,17,10,7,1,1,0,1,1,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Engineering,'14',775,609,166,442,356,86,15,10,5,79,65,14,183,133,50,2,1,1,0,0,0,54,44,10
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Philosophy and Religion,'38',68,48,20,51,38,13,2,1,1,10,5,5,5,4,1,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Home Economics- General,'19',167,11,156,109,6,103,5,0,5,24,5,19,23,0,23,0,0,0,1,0,1,5,0,5
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Architecture and Related Programs,'04',57,36,21,41,26,15,0,0,0,7,3,4,6,4,2,0,0,0,0,0,0,3,3,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Public Administration and Services,'44',68,4,64,49,2,47,3,2,1,14,0,14,2,0,2,0,0,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',78,32,46,55,25,30,9,2,7,5,2,3,8,3,5,0,0,0,0,0,0,1,0,1
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',375,46,329,279,34,245,9,1,8,58,6,52,25,5,20,1,0,1,3,0,3,0,0,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',82,25,57,48,15,33,2,1,1,23,7,16,8,2,6,0,0,0,1,0,1,0,0,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Biological Science/Life Sciences,'26',470,189,281,258,104,154,24,8,16,62,28,34,121,47,74,1,1,0,0,0,0,4,1,3
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Physical Sciences,'40',146,93,53,106,68,38,3,2,1,14,10,4,18,12,6,0,0,0,1,0,1,4,1,3
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Social Sciences and History,'45',1189,674,515,839,484,355,29,12,17,170,101,69,103,50,53,6,3,3,6,4,2,36,20,16
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Mathematics,'27',127,69,58,85,47,38,5,0,5,16,8,8,14,7,7,1,1,0,1,1,0,5,5,0
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Health Professions and Related Sciences,'51',242,36,206,172,19,153,6,2,4,33,4,29,21,8,13,3,2,1,4,1,3,3,0,3
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Psychology,'42',496,127,369,331,87,244,17,5,12,93,24,69,47,11,36,1,0,1,2,0,2,5,0,5
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Visual and Performing Arts,'50',342,115,227,260,86,174,5,2,3,45,21,24,23,5,18,1,0,1,4,0,4,4,1,3
2001-2002,228778,The University of Texas at Austin,Bachelor's degree,First major,Communications,'09',1049,388,661,772,292,480,32,9,23,150,53,97,78,30,48,4,1,3,5,1,4,8,2,6
2001-2002,134130,University of Florida,Bachelor's degree,First major,Agricultural Sciences,'02',371,108,263,265,78,187,23,2,21,40,14,26,36,11,25,0,0,0,1,0,1,6,3,3
2001-2002,134130,University of Florida,Bachelor's degree,First major,Engineering-Related Technologies,'15',129,122,7,113,106,7,5,5,0,7,7,0,2,2,0,0,0,0,0,0,0,2,2,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Home Economics- General,'19',78,17,61,58,11,47,11,4,7,4,1,3,4,1,3,0,0,0,0,0,0,1,0,1
2001-2002,134130,University of Florida,Bachelor's degree,First major,Psychology,'42',423,95,328,315,74,241,25,2,23,54,14,40,20,4,16,2,0,2,2,0,2,5,1,4
2001-2002,134130,University of Florida,Bachelor's degree,First major,Health Professions and Related Sciences,'51',468,54,414,341,33,308,54,6,48,46,10,36,26,5,21,1,0,1,0,0,0,0,0,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Philosophy and Religion,'38',35,20,15,28,14,14,2,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Foreign Languages and Literatures,'16',110,34,76,79,27,52,6,0,6,15,3,12,9,4,5,0,0,0,1,0,1,0,0,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Biological Science/Life Sciences,'26',328,152,176,222,109,113,14,6,8,39,14,25,47,21,26,0,0,0,2,1,1,4,1,3
2001-2002,134130,University of Florida,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',361,173,188,292,140,152,37,17,20,23,10,13,6,4,2,0,0,0,1,0,1,2,2,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',62,42,20,42,29,13,5,4,1,4,3,1,9,5,4,0,0,0,0,0,0,2,1,1
2001-2002,134130,University of Florida,Bachelor's degree,First major,Mathematics,'27',54,26,28,45,22,23,2,1,1,1,0,1,4,3,1,0,0,0,0,0,0,2,0,2
2001-2002,134130,University of Florida,Bachelor's degree,First major,Visual and Performing Arts,'50',198,67,131,142,43,99,7,5,2,37,16,21,4,1,3,1,0,1,0,0,0,7,2,5
2001-2002,134130,University of Florida,Bachelor's degree,First major,Protective Services,'43',145,71,74,115,61,54,7,1,6,15,4,11,4,3,1,3,2,1,1,0,1,0,0,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Communications,'09',763,217,546,593,175,418,47,10,37,87,20,67,24,6,18,2,1,1,2,2,0,8,3,5
2001-2002,134130,University of Florida,Bachelor's degree,First major,Social Sciences and History,'45',833,419,414,620,331,289,71,29,42,83,32,51,47,23,24,1,1,0,5,1,4,6,2,4
2001-2002,134130,University of Florida,Bachelor's degree,First major,Engineering,'14',744,569,175,479,374,105,39,22,17,110,86,24,80,58,22,3,2,1,3,3,0,30,24,6
2001-2002,134130,University of Florida,Bachelor's degree,First major,Education,'13',288,31,257,254,29,225,12,2,10,19,0,19,3,0,3,0,0,0,0,0,0,0,0,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,English Language and Literature/Letters,'23',279,90,189,224,75,149,18,3,15,26,8,18,7,2,5,1,1,0,2,0,2,1,1,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Business Management and Administrative Services,'52',1644,998,646,1284,805,479,61,25,36,143,88,55,119,56,63,3,2,1,6,5,1,28,17,11
2001-2002,134130,University of Florida,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',91,39,52,82,37,45,1,0,1,4,1,3,0,0,0,1,1,0,0,0,0,3,0,3
2001-2002,134130,University of Florida,Bachelor's degree,First major,Computer and Information Sciences,'11',103,76,27,63,47,16,4,1,3,7,6,1,23,16,7,0,0,0,0,0,0,6,6,0
2001-2002,134130,University of Florida,Bachelor's degree,First major,Architecture and Related Programs,'04',118,76,42,90,54,36,1,1,0,15,11,4,7,6,1,0,0,0,1,1,0,4,3,1
2001-2002,134130,University of Florida,Bachelor's degree,First major,Physical Sciences,'40',74,43,31,50,31,19,3,1,2,9,5,4,8,5,3,0,0,0,0,0,0,4,1,3
2001-2002,134130,University of Florida,Bachelor's degree,First major,Agricultural Business and Production,'01',70,59,11,43,36,7,7,7,0,8,5,3,4,3,1,0,0,0,1,1,0,7,7,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Health Professions and Related Sciences,'51',105,12,93,98,12,86,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',50,32,18,44,29,15,3,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Public Administration and Services,'44',48,2,46,41,1,40,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Foreign Languages and Literatures,'16',70,20,50,60,19,41,0,0,0,3,0,3,3,1,2,0,0,0,0,0,0,4,0,4
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Education,'13',619,133,486,582,122,460,26,5,21,4,4,0,6,2,4,0,0,0,0,0,0,1,0,1
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',53,28,25,51,27,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Biological Science/Life Sciences,'26',345,155,190,279,128,151,29,8,21,8,3,5,24,14,10,0,0,0,0,0,0,5,2,3
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Protective Services,'43',72,41,31,61,37,24,8,1,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Communications Technologies,'10',103,49,54,88,42,46,11,6,5,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Agricultural Sciences,'02',80,33,47,75,30,45,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2001-2002,139959,University of Georgia,Bachelor's degree,First major,Marketing Operations/Marketing and Distribution,'08',51,1,50,46,0,46,2,1,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
