Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Agricultural Sciences,'02',97,41,56,80,31,49,4,1,3,4,4,0,1,1,0,0,0,0,4,2,2,4,2,2
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Protective Services,'43',1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Education,'13',450,99,351,387,86,301,38,10,28,6,1,5,10,2,8,1,0,1,7,0,7,1,0,1
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Business Management and Administrative Services,'52',1130,595,535,868,467,401,81,28,53,38,20,18,68,31,37,1,0,1,21,15,6,53,34,19
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',59,41,18,54,37,17,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,2,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Engineering,'14',393,319,74,285,235,50,24,16,8,11,8,3,16,10,6,4,4,0,7,7,0,46,39,7
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',15,6,9,9,2,7,0,0,0,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Marketing Operations/Marketing and Distribution,'08',33,4,29,25,3,22,4,0,4,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,English Language and Literature/Letters,'23',160,50,110,135,44,91,10,0,10,5,0,5,3,2,1,1,1,0,5,3,2,1,0,1
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Communications,'09',251,76,175,222,69,153,16,2,14,2,1,1,3,1,2,0,0,0,6,2,4,2,1,1
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Visual and Performing Arts,'50',131,44,87,101,34,67,7,1,6,5,4,1,6,3,3,2,0,2,5,2,3,5,0,5
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Philosophy and Religion,'38',13,7,6,11,5,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Computer and Information Sciences,'11',63,50,13,36,30,6,2,1,1,3,3,0,10,7,3,0,0,0,1,1,0,11,8,3
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Biological Science/Life Sciences,'26',371,149,222,289,122,167,33,8,25,6,3,3,30,12,18,0,0,0,8,3,5,5,1,4
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Psychology,'42',205,51,154,163,43,120,21,2,19,3,0,3,6,3,3,1,0,1,6,2,4,5,1,4
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Health Professions and Related Sciences,'51',68,3,65,59,3,56,4,0,4,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Agricultural Business and Production,'01',36,29,7,22,17,5,2,0,2,1,1,0,0,0,0,0,0,0,1,1,0,10,10,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Engineering-Related Technologies,'15',107,100,7,92,87,5,7,6,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0
2001-2002,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,First major,Home Economics- General,'19',68,0,68,59,0,59,7,0,7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Business Management and Administrative Services,'52',37,14,23,23,8,15,3,3,0,2,0,2,7,2,5,0,0,0,1,0,1,1,1,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',19,9,10,10,6,4,0,0,0,0,0,0,5,2,3,0,0,0,3,1,2,1,0,1
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',12,5,7,5,4,1,1,0,1,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Visual and Performing Arts,'50',200,92,108,157,76,81,7,3,4,11,5,6,11,5,6,1,0,1,13,3,10,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Health Professions and Related Sciences,'51',29,4,25,16,2,14,6,0,6,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Communications,'09',232,73,159,176,63,113,18,3,15,8,2,6,18,0,18,0,0,0,8,4,4,4,1,3
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Biological Science/Life Sciences,'26',86,31,55,42,12,30,0,0,0,4,1,3,34,15,19,0,0,0,5,3,2,1,0,1
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Physical Sciences,'40',23,11,12,20,10,10,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Social Sciences and History,'45',425,241,184,274,165,109,26,11,15,20,8,12,74,42,32,0,0,0,18,10,8,13,5,8
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Computer and Information Sciences,'11',63,52,11,37,31,6,4,3,1,3,3,0,14,10,4,0,0,0,2,2,0,3,3,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,English Language and Literature/Letters,'23',240,89,151,173,65,108,24,10,14,9,4,5,19,6,13,1,1,0,8,3,5,6,0,6
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Engineering,'14',305,207,98,175,130,45,16,4,12,12,8,4,67,42,25,0,0,0,10,7,3,25,16,9
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Mathematics,'27',34,17,17,23,10,13,0,0,0,1,0,1,6,4,2,0,0,0,3,2,1,1,1,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Philosophy and Religion,'38',21,13,8,10,7,3,0,0,0,0,0,0,8,4,4,0,0,0,3,2,1,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Public Administration and Services,'44',36,6,30,18,3,15,2,0,2,1,0,1,14,3,11,0,0,0,0,0,0,1,0,1
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Foreign Languages and Literatures,'16',46,9,37,31,5,26,1,0,1,5,2,3,5,1,4,0,0,0,4,1,3,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Education,'13',23,6,17,18,4,14,0,0,0,1,0,1,3,2,1,0,0,0,1,0,1,0,0,0
2001-2002,147767,Northwestern University,Bachelor's degree,First major,Psychology,'42',144,36,108,87,21,66,13,3,10,5,1,4,30,9,21,0,0,0,8,2,6,1,0,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Physical Sciences,'40',81,54,27,67,44,23,2,1,1,2,2,0,9,6,3,0,0,0,1,1,0,0,0,0
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Philosophy and Religion,'38',32,25,7,24,18,6,2,1,1,0,0,0,4,4,0,0,0,0,2,2,0,0,0,0
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Engineering-Related Technologies,'15',8,7,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',87,46,41,82,42,40,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Computer and Information Sciences,'11',185,153,32,118,100,18,2,1,1,2,2,0,27,21,6,2,1,1,2,2,0,32,26,6
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Architecture and Related Programs,'04',97,59,38,83,50,33,3,3,0,2,1,1,2,1,1,2,1,1,1,1,0,4,2,2
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Home Economics- General,'19',688,202,486,587,184,403,50,11,39,6,1,5,19,1,18,1,0,1,11,1,10,14,4,10
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Communications,'09',437,158,279,378,139,239,32,8,24,3,1,2,14,7,7,2,1,1,2,1,1,6,1,5
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Agricultural Business and Production,'01',131,100,31,106,88,18,15,6,9,2,2,0,3,1,2,1,0,1,1,1,0,3,2,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Visual and Performing Arts,'50',292,119,173,247,101,146,17,8,9,2,1,1,9,4,5,2,0,2,5,2,3,10,3,7
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Business Management and Administrative Services,'52',1042,562,480,801,426,375,26,10,16,10,6,4,69,32,37,1,1,0,9,4,5,126,83,43
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',35,21,14,25,14,11,3,2,1,1,1,0,4,2,2,1,1,0,1,1,0,0,0,0
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Public Administration and Services,'44',77,7,70,65,6,59,10,1,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Foreign Languages and Literatures,'16',165,49,116,122,38,84,12,4,8,13,2,11,7,2,5,1,0,1,1,1,0,9,2,7
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Mathematics,'27',50,35,15,42,30,12,2,1,1,0,0,0,4,3,1,0,0,0,0,0,0,2,1,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Social Sciences and History,'45',1135,620,515,870,503,367,119,44,75,32,15,17,55,23,32,4,2,2,14,9,5,41,24,17
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Education,'13',278,97,181,256,93,163,8,1,7,5,1,4,4,2,2,0,0,0,4,0,4,1,0,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,English Language and Literature/Letters,'23',345,124,221,308,110,198,14,4,10,5,2,3,9,4,5,1,0,1,7,3,4,1,1,0
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',18,5,13,16,3,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Engineering,'14',599,497,102,448,383,65,21,13,8,9,7,2,51,39,12,2,2,0,4,2,2,64,51,13
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Health Professions and Related Sciences,'51',499,99,400,434,80,354,26,7,19,4,1,3,22,6,16,1,0,1,4,3,1,8,2,6
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Biological Science/Life Sciences,'26',315,136,179,234,98,136,11,2,9,6,5,1,47,20,27,0,0,0,6,5,1,11,6,5
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Psychology,'42',421,116,305,343,101,242,36,3,33,9,3,6,23,6,17,0,0,0,5,1,4,5,2,3
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',42,18,24,38,17,21,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1,0,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Transporation and Material Moving Workers,'49',72,62,10,58,49,9,6,6,0,1,1,0,2,2,0,2,2,0,0,0,0,3,2,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Agricultural Sciences,'02',174,80,94,165,74,91,1,1,0,3,2,1,4,3,1,0,0,0,0,0,0,1,0,1
2001-2002,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',45,4,41,32,2,30,11,2,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',12,8,4,8,5,3,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',24,5,19,20,4,16,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Engineering,'14',296,232,64,195,149,46,2,1,1,6,6,0,10,8,2,20,17,3,0,0,0,63,51,12
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,English Language and Literature/Letters,'23',78,29,49,71,25,46,1,1,0,0,0,0,2,1,1,4,2,2,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Home Economics- General,'19',192,10,182,160,8,152,4,0,4,1,0,1,0,0,0,18,0,18,0,0,0,9,2,7
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Agricultural Sciences,'02',196,108,88,182,100,82,0,0,0,1,0,1,1,0,1,10,6,4,0,0,0,2,2,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Biological Science/Life Sciences,'26',174,80,94,146,66,80,3,1,2,1,0,1,2,1,1,17,10,7,0,0,0,5,2,3
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Physical Sciences,'40',20,12,8,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Protective Services,'43',38,37,1,37,36,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Psychology,'42',123,33,90,92,19,73,10,6,4,6,2,4,2,2,0,10,3,7,0,0,0,3,1,2
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Mathematics,'27',25,14,11,23,13,10,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Foreign Languages and Literatures,'16',11,5,6,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Architecture and Related Programs,'04',40,28,12,31,21,10,1,1,0,2,1,1,0,0,0,3,3,0,0,0,0,3,2,1
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Business Management and Administrative Services,'52',880,484,396,687,385,302,21,10,11,12,9,3,12,5,7,80,39,41,0,0,0,68,36,32
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Philosophy and Religion,'38',6,5,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Education,'13',251,91,160,213,74,139,2,1,1,2,1,1,4,2,2,30,13,17,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Health Professions and Related Sciences,'51',29,0,29,23,0,23,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Communications,'09',126,54,72,103,45,58,4,2,2,3,3,0,1,1,0,12,1,11,0,0,0,3,2,1
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Computer and Information Sciences,'11',55,44,11,29,25,4,2,2,0,2,2,0,3,3,0,0,0,0,0,0,0,19,12,7
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',18,13,5,15,10,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Social Sciences and History,'45',129,58,71,108,47,61,5,5,0,3,1,2,0,0,0,11,4,7,0,0,0,2,1,1
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Engineering-Related Technologies,'15',85,78,7,75,68,7,1,1,0,1,1,0,2,2,0,4,4,0,0,0,0,2,2,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Visual and Performing Arts,'50',82,30,52,68,25,43,0,0,0,1,1,0,2,1,1,7,2,5,0,0,0,4,1,3
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Agricultural Business and Production,'01',64,38,26,60,35,25,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0
2001-2002,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Transporation and Material Moving Workers,'49',47,44,3,37,35,2,3,3,0,2,2,0,0,0,0,3,2,1,0,0,0,2,2,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Foreign Languages and Literatures,'16',21,5,16,17,3,14,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Health Professions and Related Sciences,'51',76,26,50,53,15,38,1,1,0,2,1,1,11,7,4,3,0,3,5,2,3,1,0,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Biological Science/Life Sciences,'26',190,70,120,146,55,91,0,0,0,3,1,2,24,6,18,2,0,2,12,6,6,3,2,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Mathematics,'27',21,17,4,16,12,4,0,0,0,1,1,0,1,1,0,0,0,0,3,3,0,0,0,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Engineering,'14',396,350,46,297,267,30,1,1,0,11,9,2,36,27,9,3,3,0,24,21,3,24,22,2
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Computer and Information Sciences,'11',75,63,12,47,39,8,0,0,0,1,1,0,14,11,3,0,0,0,2,2,0,11,10,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Home Economics- General,'19',204,17,187,174,14,160,1,0,1,8,2,6,11,0,11,2,0,2,7,1,6,1,0,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Psychology,'42',78,28,50,64,21,43,1,0,1,4,2,2,5,2,3,0,0,0,3,3,0,1,0,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Philosophy and Religion,'38',10,6,4,7,5,2,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,English Language and Literature/Letters,'23',105,42,63,82,32,50,2,1,1,4,3,1,4,2,2,1,1,0,9,3,6,3,0,3
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',122,69,53,87,45,42,3,3,0,1,1,0,15,13,2,2,0,2,10,4,6,4,3,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Agricultural Sciences,'02',134,50,84,121,44,77,2,0,2,1,0,1,1,1,0,0,0,0,7,5,2,2,0,2
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Physical Sciences,'40',34,28,6,27,23,4,0,0,0,1,0,1,3,2,1,0,0,0,2,2,0,1,1,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Business Management and Administrative Services,'52',375,224,151,306,186,120,1,1,0,10,4,6,24,15,9,4,3,1,10,8,2,20,7,13
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Visual and Performing Arts,'50',107,43,64,83,32,51,1,1,0,1,0,1,7,5,2,0,0,0,9,4,5,6,1,5
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',21,7,14,15,5,10,0,0,0,2,1,1,1,1,0,2,0,2,1,0,1,0,0,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Social Sciences and History,'45',181,102,79,152,84,68,3,1,2,5,3,2,5,4,1,2,1,1,10,6,4,4,3,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Liberal Arts and Studies- General Sciences and Humanities,'24',164,64,100,130,43,87,6,6,0,4,3,1,9,5,4,0,0,0,14,6,8,1,1,0
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Agricultural Business and Production,'01',83,47,36,75,43,32,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,1,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',90,36,54,61,24,37,2,1,1,0,0,0,17,6,11,2,1,1,6,3,3,2,1,1
2001-2002,209542,Oregon State University,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',183,106,77,150,88,62,0,0,0,2,2,0,5,3,2,9,8,1,12,3,9,5,2,3
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Physical Sciences,'40',89,50,39,61,37,24,3,1,2,7,3,4,16,7,9,0,0,0,2,2,0,0,0,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Architecture and Related Programs,'04',44,26,18,40,24,16,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,0,0,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Mathematics,'27',45,26,19,29,17,12,3,1,2,1,0,1,6,4,2,0,0,0,5,3,2,1,1,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Biological Science/Life Sciences,'26',484,172,312,245,99,146,29,4,25,33,13,20,122,37,85,1,0,1,37,14,23,17,5,12
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Protective Services,'43',176,96,80,116,67,49,18,7,11,20,7,13,10,6,4,0,0,0,12,9,3,0,0,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Agricultural Sciences,'02',75,20,55,64,17,47,0,0,0,3,0,3,3,1,2,0,0,0,4,1,3,1,1,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Philosophy and Religion,'38',42,24,18,28,16,12,3,1,2,3,3,0,2,1,1,0,0,0,5,3,2,1,0,1
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Health Professions and Related Sciences,'51',169,48,121,68,19,49,12,3,9,8,3,5,62,18,44,0,0,0,14,4,10,5,1,4
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Visual and Performing Arts,'50',272,97,175,200,75,125,12,5,7,11,5,6,18,3,15,3,3,0,24,5,19,4,1,3
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',7,3,4,6,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Communications,'09',486,148,338,334,101,233,35,9,26,37,12,25,47,15,32,0,0,0,31,11,20,2,0,2
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Social Sciences and History,'45',1367,684,683,804,425,379,100,34,66,85,36,49,252,125,127,3,2,1,72,38,34,51,24,27
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,English Language and Literature/Letters,'23',313,105,208,223,74,149,21,4,17,19,7,12,23,10,13,0,0,0,25,9,16,2,1,1
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Engineering,'14',419,314,105,196,159,37,26,13,13,23,17,6,112,77,35,0,0,0,32,23,9,30,25,5
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',110,50,60,92,41,51,3,1,2,4,2,2,7,3,4,0,0,0,4,3,1,0,0,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Computer and Information Sciences,'11',356,259,97,126,107,19,16,10,6,8,5,3,151,98,53,0,0,0,19,15,4,36,24,12
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Public Administration and Services,'44',23,2,21,19,1,18,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,1
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Foreign Languages and Literatures,'16',128,32,96,55,18,37,6,1,5,36,5,31,19,4,15,0,0,0,9,3,6,3,1,2
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Education,'13',92,42,50,47,22,25,7,0,7,9,6,3,23,11,12,1,0,1,4,3,1,1,0,1
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Business Management and Administrative Services,'52',408,182,226,227,111,116,27,8,19,22,9,13,95,35,60,1,0,1,16,7,9,20,12,8
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',120,31,89,71,15,56,23,9,14,14,3,11,8,2,6,0,0,0,4,2,2,0,0,0
2001-2002,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Psychology,'42',553,163,390,343,99,244,53,18,35,37,11,26,73,18,55,2,1,1,37,15,22,8,1,7
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Physical Sciences,'40',50,29,21,15,9,6,1,1,0,6,5,1,16,6,10,1,1,0,6,4,2,5,3,2
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Engineering,'14',437,338,99,65,51,14,13,13,0,34,26,8,238,183,55,1,1,0,50,41,9,36,23,13
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Parks- Recreation- Leisure and Fitness Studies,'31',20,5,15,12,4,8,0,0,0,2,0,2,6,1,5,0,0,0,0,0,0,0,0,0
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Protective Services,'43',125,66,59,32,20,12,13,6,7,45,22,23,18,9,9,0,0,0,17,9,8,0,0,0
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Social Sciences and History,'45',235,104,131,81,33,48,21,11,10,53,21,32,32,19,13,1,0,1,42,16,26,5,4,1
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Conservation and Renewable Natural Resources,'03',37,10,27,19,4,15,0,0,0,4,1,3,5,2,3,0,0,0,9,3,6,0,0,0
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Area- Ethnic and Cultural Studies,'05',4,1,3,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Computer and Information Sciences,'11',261,165,96,30,26,4,0,0,0,4,4,0,164,99,65,0,0,0,24,19,5,39,17,22
2001-2002,122755,San Jose State University,Bachelor's degree,First major,Multi/Interdisciplinary Studies,'30',9,3,6,2,1,1,1,1,0,0,0,0,4,1,3,0,0,0,2,0,2,0,0,0
