Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1998-1999,207388,Oklahoma State University-Main Campus,Computer and Information Sciences,'11',Bachelor's degree,83,72,11,42,40,2,0,0,0,0,0,0,8,6,2,6,4,2,0,0,0,27,22,5
1998-1999,207388,Oklahoma State University-Main Campus,Conservation and Renewable Natural Resources,'03',Bachelor's degree,67,55,12,63,51,12,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
1998-1999,207388,Oklahoma State University-Main Campus,Education,'13',Bachelor's degree,539,180,359,463,157,306,2,0,2,8,0,8,3,3,0,62,20,42,0,0,0,1,0,1
1998-1999,207388,Oklahoma State University-Main Campus,Engineering,'14',Bachelor's degree,486,393,93,288,233,55,11,6,5,7,5,2,10,4,6,20,12,8,0,0,0,150,133,17
1998-1999,207388,Oklahoma State University-Main Campus,Engineering-Related Technologies,'15',Bachelor's degree,149,143,6,113,108,5,4,4,0,3,3,0,4,4,0,12,12,0,0,0,0,13,12,1
1998-1999,207388,Oklahoma State University-Main Campus,English Language and Literature/Letters,'23',Bachelor's degree,117,36,81,106,27,79,2,2,0,0,0,0,4,2,2,5,5,0,0,0,0,0,0,0
1998-1999,207388,Oklahoma State University-Main Campus,Foreign Languages and Literatures,'16',Bachelor's degree,36,8,28,28,6,22,0,0,0,0,0,0,2,2,0,5,0,5,0,0,0,1,0,1
1998-1999,207388,Oklahoma State University-Main Campus,Health Professions and Related Sciences,'51',Bachelor's degree,64,6,58,56,5,51,0,0,0,0,0,0,1,1,0,6,0,6,0,0,0,1,0,1
1998-1999,207388,Oklahoma State University-Main Campus,Home Economics- General,'19',Bachelor's degree,315,13,302,275,10,265,2,2,0,4,0,4,2,0,2,23,1,22,0,0,0,9,0,9
1998-1999,207388,Oklahoma State University-Main Campus,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,12,6,6,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1998-1999,207388,Oklahoma State University-Main Campus,Mathematics,'27',Bachelor's degree,34,15,19,28,12,16,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1
1998-1999,207388,Oklahoma State University-Main Campus,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,16,4,12,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,207388,Oklahoma State University-Main Campus,Philosophy and Religion,'38',Bachelor's degree,13,6,7,10,4,6,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
1998-1999,207388,Oklahoma State University-Main Campus,Physical Sciences,'40',Bachelor's degree,32,24,8,27,21,6,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,0
1998-1999,207388,Oklahoma State University-Main Campus,Protective Services,'43',Bachelor's degree,109,97,12,100,90,10,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,4,4,0
1998-1999,207388,Oklahoma State University-Main Campus,Psychology,'42',Bachelor's degree,131,35,96,110,26,84,0,0,0,6,2,4,2,0,2,11,5,6,0,0,0,2,2,0
1998-1999,207388,Oklahoma State University-Main Campus,Social Sciences and History,'45',Bachelor's degree,233,130,103,199,115,84,6,4,2,2,0,2,2,0,2,14,3,11,0,0,0,10,8,2
1998-1999,207388,Oklahoma State University-Main Campus,Transporation and Material Moving Workers,'49',Bachelor's degree,113,104,9,89,85,4,2,2,0,4,4,0,2,2,0,7,3,4,0,0,0,9,8,1
1998-1999,207388,Oklahoma State University-Main Campus,Visual and Performing Arts,'50',Bachelor's degree,84,41,43,69,33,36,0,0,0,0,0,0,2,0,2,4,2,2,0,0,0,9,6,3
1998-1999,207500,University of Oklahoma Norman Campus,Architecture and Related Programs,'04',Bachelor's degree,67,53,14,39,30,9,1,1,0,3,1,2,4,4,0,11,8,3,0,0,0,9,9,0
1998-1999,207500,University of Oklahoma Norman Campus,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,23,9,14,10,1,9,2,1,1,0,0,0,0,0,0,10,6,4,0,0,0,1,1,0
1998-1999,207500,University of Oklahoma Norman Campus,Biological Science/Life Sciences,'26',Bachelor's degree,133,65,68,104,51,53,3,1,2,6,5,1,14,7,7,6,1,5,0,0,0,0,0,0
1998-1999,207500,University of Oklahoma Norman Campus,Business Management and Administrative Services,'52',Bachelor's degree,509,317,192,349,222,127,28,20,8,14,7,7,56,25,31,21,18,3,0,0,0,41,25,16
1998-1999,207500,University of Oklahoma Norman Campus,Communications,'09',Bachelor's degree,196,62,134,159,54,105,14,2,12,3,1,2,2,1,1,12,3,9,0,0,0,6,1,5
1998-1999,207500,University of Oklahoma Norman Campus,Communications Technologies,'10',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,207500,University of Oklahoma Norman Campus,Computer and Information Sciences,'11',Bachelor's degree,33,29,4,19,18,1,0,0,0,1,1,0,3,3,0,1,1,0,0,0,0,9,6,3
1998-1999,207500,University of Oklahoma Norman Campus,Education,'13',Bachelor's degree,247,84,163,196,64,132,13,6,7,10,6,4,5,3,2,20,4,16,0,0,0,3,1,2
1998-1999,207500,University of Oklahoma Norman Campus,Engineering,'14',Bachelor's degree,262,215,47,135,112,23,22,13,9,13,12,1,34,29,5,7,4,3,0,0,0,51,45,6
1998-1999,207500,University of Oklahoma Norman Campus,English Language and Literature/Letters,'23',Bachelor's degree,100,42,58,88,36,52,2,1,1,1,0,1,6,4,2,2,1,1,0,0,0,1,0,1
1998-1999,207500,University of Oklahoma Norman Campus,Foreign Languages and Literatures,'16',Bachelor's degree,57,25,32,43,19,24,2,0,2,7,3,4,1,1,0,2,2,0,0,0,0,2,0,2
1998-1999,207500,University of Oklahoma Norman Campus,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,115,51,64,100,45,55,8,4,4,2,0,2,1,1,0,4,1,3,0,0,0,0,0,0
1998-1999,207500,University of Oklahoma Norman Campus,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,110,49,61,73,34,39,11,6,5,3,0,3,3,2,1,7,2,5,0,0,0,13,5,8
1998-1999,207500,University of Oklahoma Norman Campus,Mathematics,'27',Bachelor's degree,15,8,7,11,7,4,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,207500,University of Oklahoma Norman Campus,Philosophy and Religion,'38',Bachelor's degree,21,17,4,15,12,3,2,2,0,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0
1998-1999,207500,University of Oklahoma Norman Campus,Physical Sciences,'40',Bachelor's degree,102,70,32,72,50,22,4,3,1,3,2,1,13,7,6,4,3,1,0,0,0,6,5,1
1998-1999,207500,University of Oklahoma Norman Campus,Psychology,'42',Bachelor's degree,119,35,84,94,30,64,8,0,8,2,2,0,5,1,4,8,1,7,0,0,0,2,1,1
1998-1999,207500,University of Oklahoma Norman Campus,Public Administration and Services,'44',Bachelor's degree,55,14,41,39,11,28,5,1,4,2,1,1,2,0,2,7,1,6,0,0,0,0,0,0
1998-1999,207500,University of Oklahoma Norman Campus,Social Sciences and History,'45',Bachelor's degree,290,156,134,219,122,97,25,9,16,8,2,6,5,3,2,26,19,7,0,0,0,7,1,6
1998-1999,207500,University of Oklahoma Norman Campus,Visual and Performing Arts,'50',Bachelor's degree,165,70,95,134,53,81,5,2,3,4,3,1,4,3,1,10,8,2,0,0,0,8,1,7
1998-1999,209542,Oregon State University,Agricultural Business and Production,'01',Bachelor's degree,65,35,30,54,27,27,0,0,0,2,1,1,0,0,0,0,0,0,9,7,2,0,0,0
1998-1999,209542,Oregon State University,Agricultural Sciences,'02',Bachelor's degree,117,62,55,100,55,45,0,0,0,0,0,0,4,3,1,1,0,1,7,3,4,5,1,4
1998-1999,209542,Oregon State University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,20,11,9,16,7,9,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
1998-1999,209542,Oregon State University,Biological Science/Life Sciences,'26',Bachelor's degree,194,80,114,149,64,85,0,0,0,7,3,4,10,2,8,3,2,1,21,7,14,4,2,2
1998-1999,209542,Oregon State University,Business Management and Administrative Services,'52',Bachelor's degree,350,214,136,260,170,90,2,1,1,5,4,1,34,15,19,4,2,2,27,14,13,18,8,10
1998-1999,209542,Oregon State University,Computer and Information Sciences,'11',Bachelor's degree,43,41,2,30,30,0,0,0,0,0,0,0,6,6,0,0,0,0,4,3,1,3,2,1
1998-1999,209542,Oregon State University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,181,116,65,150,98,52,0,0,0,5,4,1,2,2,0,3,2,1,19,9,10,2,1,1
1998-1999,209542,Oregon State University,Engineering,'14',Bachelor's degree,331,283,48,246,216,30,0,0,0,7,6,1,22,18,4,5,5,0,33,26,7,18,12,6
1998-1999,209542,Oregon State University,English Language and Literature/Letters,'23',Bachelor's degree,88,37,51,70,31,39,1,0,1,4,1,3,1,1,0,0,0,0,9,3,6,3,1,2
1998-1999,209542,Oregon State University,Foreign Languages and Literatures,'16',Bachelor's degree,19,7,12,14,4,10,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,2,1,1
1998-1999,209542,Oregon State University,Health Professions and Related Sciences,'51',Bachelor's degree,183,62,121,129,43,86,1,1,0,3,0,3,27,11,16,2,0,2,15,5,10,6,2,4
1998-1999,209542,Oregon State University,Home Economics- General,'19',Bachelor's degree,179,21,158,139,13,126,3,3,0,5,0,5,14,3,11,2,0,2,10,1,9,6,1,5
1998-1999,209542,Oregon State University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,121,41,80,96,25,71,5,5,0,5,5,0,3,2,1,1,0,1,10,3,7,1,1,0
1998-1999,209542,Oregon State University,Mathematics,'27',Bachelor's degree,17,9,8,12,6,6,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,3,0
1998-1999,209542,Oregon State University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,54,27,27,44,20,24,0,0,0,1,1,0,2,1,1,1,1,0,5,3,2,1,1,0
1998-1999,209542,Oregon State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,125,60,65,107,50,57,0,0,0,2,1,1,6,5,1,2,0,2,6,3,3,2,1,1
1998-1999,209542,Oregon State University,Philosophy and Religion,'38',Bachelor's degree,12,6,6,8,3,5,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0
1998-1999,209542,Oregon State University,Physical Sciences,'40',Bachelor's degree,32,23,9,26,20,6,0,0,0,0,0,0,4,2,2,0,0,0,1,1,0,1,0,1
1998-1999,209542,Oregon State University,Psychology,'42',Bachelor's degree,108,28,80,75,16,59,1,1,0,4,2,2,8,4,4,3,1,2,13,4,9,4,0,4
1998-1999,209542,Oregon State University,Social Sciences and History,'45',Bachelor's degree,191,119,72,136,86,50,5,1,4,5,3,2,8,6,2,2,0,2,23,18,5,12,5,7
1998-1999,209542,Oregon State University,Visual and Performing Arts,'50',Bachelor's degree,69,22,47,56,18,38,0,0,0,0,0,0,5,1,4,1,0,1,7,3,4,0,0,0
1998-1999,209551,University of Oregon,Architecture and Related Programs,'04',Bachelor's degree,103,56,47,74,41,33,0,0,0,3,1,2,5,4,1,1,1,0,6,3,3,14,6,8
1998-1999,209551,University of Oregon,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,17,8,9,8,4,4,1,0,1,0,0,0,2,2,0,0,0,0,1,1,0,5,1,4
1998-1999,209551,University of Oregon,Biological Science/Life Sciences,'26',Bachelor's degree,110,52,58,90,44,46,2,1,1,1,1,0,10,5,5,1,1,0,2,0,2,4,0,4
1998-1999,209551,University of Oregon,Business Management and Administrative Services,'52',Bachelor's degree,417,221,196,242,133,109,0,0,0,12,5,7,30,17,13,2,1,1,8,5,3,123,60,63
1998-1999,209551,University of Oregon,Communications,'09',Bachelor's degree,232,93,139,181,75,106,1,0,1,3,0,3,18,3,15,6,3,3,7,4,3,16,8,8
1998-1999,209551,University of Oregon,Computer and Information Sciences,'11',Bachelor's degree,54,49,5,37,34,3,0,0,0,1,1,0,8,6,2,0,0,0,2,2,0,6,6,0
1998-1999,209551,University of Oregon,Conservation and Renewable Natural Resources,'03',Bachelor's degree,157,90,67,136,77,59,1,0,1,2,1,1,2,1,1,2,2,0,9,5,4,5,4,1
1998-1999,209551,University of Oregon,Education,'13',Bachelor's degree,95,10,85,75,6,69,3,2,1,2,1,1,4,0,4,0,0,0,6,1,5,5,0,5
1998-1999,209551,University of Oregon,English Language and Literature/Letters,'23',Bachelor's degree,142,63,79,126,53,73,0,0,0,5,4,1,3,2,1,2,1,1,3,2,1,3,1,2
1998-1999,209551,University of Oregon,Foreign Languages and Literatures,'16',Bachelor's degree,143,37,106,108,27,81,1,0,1,8,3,5,4,1,3,2,0,2,4,1,3,16,5,11
1998-1999,209551,University of Oregon,Health Professions and Related Sciences,'51',Bachelor's degree,33,4,29,30,3,27,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1998-1999,209551,University of Oregon,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,21,10,11,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
1998-1999,209551,University of Oregon,Mathematics,'27',Bachelor's degree,34,18,16,23,10,13,0,0,0,1,1,0,3,2,1,0,0,0,1,1,0,6,4,2
1998-1999,209551,University of Oregon,Multi/Interdisciplinary Studies,'30',Bachelor's degree,75,32,43,46,23,23,1,0,1,7,3,4,16,3,13,0,0,0,2,1,1,3,2,1
1998-1999,209551,University of Oregon,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,55,24,31,42,18,24,0,0,0,1,0,1,5,3,2,0,0,0,3,1,2,4,2,2
1998-1999,209551,University of Oregon,Philosophy and Religion,'38',Bachelor's degree,40,24,16,28,18,10,0,0,0,2,1,1,1,1,0,1,1,0,8,3,5,0,0,0
1998-1999,209551,University of Oregon,Physical Sciences,'40',Bachelor's degree,31,25,6,25,19,6,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,1,1,0
1998-1999,209551,University of Oregon,Psychology,'42',Bachelor's degree,236,64,172,197,54,143,0,0,0,2,0,2,8,1,7,5,2,3,8,3,5,16,4,12
1998-1999,209551,University of Oregon,Public Administration and Services,'44',Bachelor's degree,27,15,12,20,11,9,1,0,1,0,0,0,0,0,0,1,1,0,5,3,2,0,0,0
1998-1999,209551,University of Oregon,Social Sciences and History,'45',Bachelor's degree,692,350,342,504,242,262,11,5,6,29,14,15,43,26,17,6,4,2,37,21,16,62,38,24
1998-1999,209551,University of Oregon,Visual and Performing Arts,'50',Bachelor's degree,245,85,160,182,66,116,0,0,0,7,2,5,9,4,5,2,1,1,12,6,6,33,6,27
1998-1999,217882,Clemson University,Agricultural Business and Production,'01',Bachelor's degree,69,54,15,69,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,217882,Clemson University,Agricultural Sciences,'02',Bachelor's degree,107,55,52,103,53,50,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1998-1999,217882,Clemson University,Architecture and Related Programs,'04',Bachelor's degree,110,86,24,103,80,23,5,5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1998-1999,217882,Clemson University,Biological Science/Life Sciences,'26',Bachelor's degree,146,52,94,125,46,79,14,3,11,1,1,0,3,0,3,1,1,0,2,1,1,0,0,0
1998-1999,217882,Clemson University,Business Management and Administrative Services,'52',Bachelor's degree,444,261,183,401,238,163,28,14,14,4,1,3,4,3,1,0,0,0,1,1,0,6,4,2
1998-1999,217882,Clemson University,Computer and Information Sciences,'11',Bachelor's degree,62,53,9,52,45,7,6,4,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0
1998-1999,217882,Clemson University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,69,67,2,68,66,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1998-1999,217882,Clemson University,Education,'13',Bachelor's degree,252,58,194,233,52,181,16,5,11,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0
1998-1999,217882,Clemson University,Engineering,'14',Bachelor's degree,441,338,103,366,296,70,42,19,23,3,2,1,15,9,6,2,1,1,9,7,2,4,4,0
1998-1999,217882,Clemson University,English Language and Literature/Letters,'23',Bachelor's degree,125,49,76,111,44,67,8,2,6,0,0,0,0,0,0,0,0,0,5,3,2,1,0,1
1998-1999,217882,Clemson University,Foreign Languages and Literatures,'16',Bachelor's degree,39,16,23,34,13,21,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0
1998-1999,217882,Clemson University,Health Professions and Related Sciences,'51',Bachelor's degree,202,29,173,181,25,156,10,2,8,3,1,2,2,0,2,1,0,1,3,0,3,2,1,1
1998-1999,217882,Clemson University,Mathematics,'27',Bachelor's degree,10,1,9,8,1,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,217882,Clemson University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,91,40,51,86,37,49,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0
1998-1999,217882,Clemson University,Physical Sciences,'40',Bachelor's degree,47,31,16,34,26,8,7,1,6,1,1,0,2,1,1,1,1,0,1,0,1,1,1,0
1998-1999,217882,Clemson University,Psychology,'42',Bachelor's degree,100,30,70,92,29,63,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3
1998-1999,217882,Clemson University,Social Sciences and History,'45',Bachelor's degree,146,84,62,131,76,55,9,4,5,0,0,0,2,1,1,0,0,0,3,2,1,1,1,0
1998-1999,217882,Clemson University,Visual and Performing Arts,'50',Bachelor's degree,68,34,34,60,26,34,3,3,0,3,3,0,1,1,0,0,0,0,0,0,0,1,1,0
1998-1999,218663,University of South Carolina-Columbia,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,5,1,4,1,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Biological Science/Life Sciences,'26',Bachelor's degree,207,81,126,149,63,86,41,10,31,1,0,1,14,7,7,0,0,0,1,1,0,1,0,1
1998-1999,218663,University of South Carolina-Columbia,Business Management and Administrative Services,'52',Bachelor's degree,667,353,314,490,276,214,89,33,56,8,3,5,19,10,9,0,0,0,4,0,4,57,31,26
1998-1999,218663,University of South Carolina-Columbia,Communications,'09',Bachelor's degree,227,89,138,185,71,114,27,11,16,3,2,1,4,0,4,0,0,0,1,0,1,7,5,2
1998-1999,218663,University of South Carolina-Columbia,Computer and Information Sciences,'11',Bachelor's degree,47,31,16,18,16,2,18,9,9,4,3,1,6,2,4,0,0,0,0,0,0,1,1,0
1998-1999,218663,University of South Carolina-Columbia,Education,'13',Bachelor's degree,23,7,16,23,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Engineering,'14',Bachelor's degree,171,138,33,131,111,20,23,13,10,3,1,2,9,8,1,0,0,0,0,0,0,5,5,0
1998-1999,218663,University of South Carolina-Columbia,English Language and Literature/Letters,'23',Bachelor's degree,120,35,85,92,29,63,25,5,20,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Foreign Languages and Literatures,'16',Bachelor's degree,32,12,20,26,10,16,0,0,0,3,1,2,0,0,0,1,0,1,1,1,0,1,0,1
1998-1999,218663,University of South Carolina-Columbia,Health Professions and Related Sciences,'51',Bachelor's degree,123,11,112,99,8,91,14,1,13,1,0,1,5,1,4,0,0,0,2,1,1,2,0,2
1998-1999,218663,University of South Carolina-Columbia,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,163,63,100,100,36,64,42,10,32,4,2,2,0,0,0,1,0,1,3,3,0,13,12,1
1998-1999,218663,University of South Carolina-Columbia,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,81,39,42,60,25,35,17,11,6,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Mathematics,'27',Bachelor's degree,37,18,19,26,14,12,4,1,3,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0
1998-1999,218663,University of South Carolina-Columbia,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,132,60,72,109,54,55,20,4,16,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
1998-1999,218663,University of South Carolina-Columbia,Philosophy and Religion,'38',Bachelor's degree,16,12,4,14,11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Physical Sciences,'40',Bachelor's degree,29,13,16,20,10,10,3,0,3,0,0,0,5,3,2,0,0,0,1,0,1,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Protective Services,'43',Bachelor's degree,139,80,59,101,62,39,34,16,18,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Psychology,'42',Bachelor's degree,195,37,158,163,32,131,21,3,18,6,0,6,2,1,1,2,1,1,1,0,1,0,0,0
1998-1999,218663,University of South Carolina-Columbia,Social Sciences and History,'45',Bachelor's degree,339,180,159,260,145,115,57,21,36,5,3,2,7,6,1,2,0,2,2,2,0,6,3,3
1998-1999,218663,University of South Carolina-Columbia,Visual and Performing Arts,'50',Bachelor's degree,112,51,61,102,44,58,8,5,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1998-1999,221999,Vanderbilt University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,23,15,8,16,11,5,0,0,0,1,1,0,3,1,2,0,0,0,3,2,1,0,0,0
1998-1999,221999,Vanderbilt University,Biological Science/Life Sciences,'26',Bachelor's degree,73,34,39,60,27,33,0,0,0,4,3,1,4,2,2,0,0,0,5,2,3,0,0,0
1998-1999,221999,Vanderbilt University,Computer and Information Sciences,'11',Bachelor's degree,27,24,3,24,22,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
1998-1999,221999,Vanderbilt University,Education,'13',Bachelor's degree,82,11,71,74,8,66,1,1,0,0,0,0,1,1,0,1,0,1,5,1,4,0,0,0
1998-1999,221999,Vanderbilt University,Engineering,'14',Bachelor's degree,294,215,79,188,138,50,17,11,6,5,2,3,24,17,7,0,0,0,18,12,6,42,35,7
1998-1999,221999,Vanderbilt University,English Language and Literature/Letters,'23',Bachelor's degree,67,30,37,55,26,29,4,1,3,3,2,1,2,0,2,0,0,0,3,1,2,0,0,0
1998-1999,221999,Vanderbilt University,Foreign Languages and Literatures,'16',Bachelor's degree,43,18,25,35,17,18,0,0,0,3,1,2,1,0,1,0,0,0,3,0,3,1,0,1
1998-1999,221999,Vanderbilt University,Mathematics,'27',Bachelor's degree,32,16,16,21,9,12,0,0,0,0,0,0,5,2,3,0,0,0,6,5,1,0,0,0
1998-1999,221999,Vanderbilt University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,46,14,32,37,11,26,0,0,0,0,0,0,1,1,0,0,0,0,7,2,5,1,0,1
1998-1999,221999,Vanderbilt University,Philosophy and Religion,'38',Bachelor's degree,18,14,4,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1998-1999,221999,Vanderbilt University,Physical Sciences,'40',Bachelor's degree,30,16,14,17,12,5,5,0,5,0,0,0,6,2,4,0,0,0,1,1,0,1,1,0
1998-1999,221999,Vanderbilt University,Psychology,'42',Bachelor's degree,105,31,74,85,25,60,5,1,4,2,0,2,4,0,4,1,0,1,8,5,3,0,0,0
1998-1999,221999,Vanderbilt University,Social Sciences and History,'45',Bachelor's degree,529,286,243,429,239,190,22,15,7,8,4,4,19,11,8,2,0,2,44,14,30,5,3,2
1998-1999,221999,Vanderbilt University,Visual and Performing Arts,'50',Bachelor's degree,38,10,28,36,10,26,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1998-1999,228246,Southern Methodist University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,8,2,6,4,2,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Biological Science/Life Sciences,'26',Bachelor's degree,45,16,29,30,11,19,2,1,1,6,1,5,7,3,4,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Business Management and Administrative Services,'52',Bachelor's degree,439,236,203,340,180,160,10,7,3,32,17,15,38,17,21,1,0,1,6,6,0,12,9,3
1998-1999,228246,Southern Methodist University,Communications,'09',Bachelor's degree,216,64,152,179,54,125,16,6,10,13,4,9,2,0,2,0,0,0,3,0,3,3,0,3
1998-1999,228246,Southern Methodist University,Computer and Information Sciences,'11',Bachelor's degree,17,13,4,10,7,3,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,3,2,1
1998-1999,228246,Southern Methodist University,Education,'13',Bachelor's degree,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Engineering,'14',Bachelor's degree,66,43,23,45,27,18,2,1,1,5,4,1,11,8,3,1,1,0,0,0,0,2,2,0
1998-1999,228246,Southern Methodist University,English Language and Literature/Letters,'23',Bachelor's degree,54,17,37,42,13,29,2,0,2,6,4,2,2,0,2,0,0,0,1,0,1,1,0,1
1998-1999,228246,Southern Methodist University,Foreign Languages and Literatures,'16',Bachelor's degree,24,5,19,13,2,11,2,0,2,8,2,6,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Health Professions and Related Sciences,'51',Bachelor's degree,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,228246,Southern Methodist University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,11,1,10,9,1,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Mathematics,'27',Bachelor's degree,35,20,15,25,14,11,4,3,1,1,0,1,3,2,1,0,0,0,1,1,0,1,0,1
1998-1999,228246,Southern Methodist University,Philosophy and Religion,'38',Bachelor's degree,15,8,7,14,8,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Physical Sciences,'40',Bachelor's degree,14,8,6,11,5,6,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Psychology,'42',Bachelor's degree,113,24,89,86,16,70,10,4,6,9,2,7,7,2,5,0,0,0,0,0,0,1,0,1
1998-1999,228246,Southern Methodist University,Public Administration and Services,'44',Bachelor's degree,10,7,3,9,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,228246,Southern Methodist University,Social Sciences and History,'45',Bachelor's degree,213,111,102,159,91,68,13,7,6,17,2,15,15,7,8,0,0,0,2,1,1,7,3,4
1998-1999,228246,Southern Methodist University,Visual and Performing Arts,'50',Bachelor's degree,141,63,78,123,54,69,4,3,1,11,3,8,0,0,0,1,1,0,0,0,0,2,2,0
1998-1999,228723,Texas A & M University-College Station,Agricultural Business and Production,'01',Bachelor's degree,590,349,241,500,289,211,18,14,4,51,32,19,6,4,2,3,2,1,3,2,1,9,6,3
1998-1999,228723,Texas A & M University-College Station,Agricultural Sciences,'02',Bachelor's degree,204,121,83,182,106,76,0,0,0,15,10,5,2,2,0,3,1,2,1,1,0,1,1,0
