Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1986-1987,209551,University of Oregon,Social Sciences and History,'45.0000',Bachelor's degree,338,231,107,282,189,93,4,4,,6,3,3,8,6,2,6,4,2,32,25,7
1986-1987,209551,University of Oregon,Visual and Performing Arts,'50.0000',Bachelor's degree,138,59,79,119,51,68,2,1,1,1,,1,7,3,4,0,0,0,9,4,5
1986-1987,218663,University of South Carolina-Columbia,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,109,64,45,89,52,37,15,9,6,1,0,1,2,1,1,0,0,0,2,2,0
1986-1987,218663,University of South Carolina-Columbia,Business (Admin Support),'07.0000',Bachelor's degree,34,1,33,21,,21,12,1,11,0,0,0,1,,1,0,0,0,0,0,0
1986-1987,218663,University of South Carolina-Columbia,Business and Management,'06.0000',Bachelor's degree,724,386,338,634,337,297,62,27,35,2,1,1,4,4,0,0,0,0,22,17,5
1986-1987,218663,University of South Carolina-Columbia,Communications,'09.0000',Bachelor's degree,259,95,164,226,86,140,26,5,21,3,1,2,2,1,1,0,0,0,2,2,0
1986-1987,218663,University of South Carolina-Columbia,Computer and Information Sciences,'11.0000',Bachelor's degree,74,41,33,51,32,19,5,3,2,1,0,1,2,0,2,0,0,0,15,6,9
1986-1987,218663,University of South Carolina-Columbia,Education,'13.0000',Bachelor's degree,74,20,54,65,18,47,8,2,6,0,0,0,0,0,0,0,0,0,1,0,1
1986-1987,218663,University of South Carolina-Columbia,Engineering,'14.0000',Bachelor's degree,202,161,41,165,136,29,21,13,8,1,1,0,4,3,1,0,0,0,11,8,3
1986-1987,218663,University of South Carolina-Columbia,English Language and Literature/Letters,'23.0000',Bachelor's degree,77,21,56,70,21,49,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0
1986-1987,218663,University of South Carolina-Columbia,Foreign Languages and Literatures,'16.0000',Bachelor's degree,14,5,9,8,3,5,2,0,2,3,2,1,0,0,0,0,0,0,1,0,1
1986-1987,218663,University of South Carolina-Columbia,Health Sciences,'18.0000',Bachelor's degree,239,36,203,205,33,172,27,2,25,2,1,1,2,0,2,0,0,0,3,0,3
1986-1987,218663,University of South Carolina-Columbia,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,249,121,128,202,99,103,43,20,23,2,2,0,0,0,0,0,0,0,2,0,2
1986-1987,218663,University of South Carolina-Columbia,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,141,69,72,131,65,66,7,2,5,0,0,0,0,0,0,0,0,0,3,2,1
1986-1987,218663,University of South Carolina-Columbia,Mathematics,'27.0000',Bachelor's degree,35,15,20,27,11,16,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0
1986-1987,218663,University of South Carolina-Columbia,Philosophy and Religion,'38.0000',Bachelor's degree,11,7,4,10,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,218663,University of South Carolina-Columbia,Physical Sciences,'40.0000',Bachelor's degree,38,28,10,30,22,8,4,3,1,1,0,1,1,1,0,0,0,0,2,2,0
1986-1987,218663,University of South Carolina-Columbia,Protective Services,'43.0000',Bachelor's degree,64,47,17,48,39,9,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,218663,University of South Carolina-Columbia,Psychology,'42.0000',Bachelor's degree,140,39,101,113,34,79,25,4,21,0,0,0,1,0,1,0,0,0,1,1,0
1986-1987,218663,University of South Carolina-Columbia,Social Sciences and History,'45.0000',Bachelor's degree,314,210,104,252,175,77,49,27,22,6,3,3,0,0,0,0,0,0,7,5,2
1986-1987,218663,University of South Carolina-Columbia,Visual and Performing Arts,'50.0000',Bachelor's degree,112,35,77,106,34,72,2,1,1,1,0,1,1,0,1,0,0,0,2,0,2
1986-1987,123961,University of Southern California,Allied Health,'17.0000',Bachelor's degree,22,1,21,13,1,12,4,0,4,0,0,0,0,0,0,5,0,5,0,0,0
1986-1987,123961,University of Southern California,Architecture and Related Programs,'04.0000',Bachelor's degree,46,34,12,30,22,8,8,5,3,5,4,1,0,0,0,3,3,0,0,0,0
1986-1987,123961,University of Southern California,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,16,7,9,14,7,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1986-1987,123961,University of Southern California,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,93,48,45,46,24,22,27,14,13,5,3,2,1,1,0,7,3,4,7,3,4
1986-1987,123961,University of Southern California,Business and Management,'06.0000',Bachelor's degree,919,590,329,560,389,171,160,91,69,98,45,53,0,0,0,68,45,23,33,20,13
1986-1987,123961,University of Southern California,Communications,'09.0000',Bachelor's degree,236,81,155,185,66,119,15,2,13,7,2,5,0,0,0,8,4,4,21,7,14
1986-1987,123961,University of Southern California,Communications Technologies,'10.0000',Bachelor's degree,42,27,15,40,26,14,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1986-1987,123961,University of Southern California,Computer and Information Sciences,'11.0000',Bachelor's degree,66,42,24,22,17,5,17,10,7,24,14,10,1,1,0,1,0,1,1,0,1
1986-1987,123961,University of Southern California,Education,'13.0000',Bachelor's degree,45,6,39,35,4,31,2,1,1,0,0,0,0,0,0,7,0,7,1,1,0
1986-1987,123961,University of Southern California,Engineering,'14.0000',Bachelor's degree,420,347,73,138,113,25,112,84,28,136,125,11,0,0,0,22,17,5,12,8,4
1986-1987,123961,University of Southern California,Engineering-Related Technologies,'15.0000',Bachelor's degree,7,6,1,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1
1986-1987,123961,University of Southern California,English Language and Literature/Letters,'23.0000',Bachelor's degree,53,22,31,41,18,23,4,0,4,2,2,0,1,0,1,4,1,3,1,1,0
1986-1987,123961,University of Southern California,Foreign Languages and Literatures,'16.0000',Bachelor's degree,34,10,24,22,4,18,8,3,5,2,1,1,0,0,0,1,1,0,1,1,0
1986-1987,123961,University of Southern California,Health Sciences,'18.0000',Bachelor's degree,78,2,76,44,1,43,15,1,14,2,0,2,0,0,0,11,0,11,6,0,6
1986-1987,123961,University of Southern California,Home Economics,'19.0000',Bachelor's degree,12,2,10,4,1,3,3,0,3,0,0,0,0,0,0,2,1,1,3,0,3
1986-1987,123961,University of Southern California,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,123961,University of Southern California,Mathematics,'27.0000',Bachelor's degree,15,7,8,4,3,1,3,1,2,5,2,3,0,0,0,0,0,0,3,1,2
1986-1987,123961,University of Southern California,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,73,33,40,59,30,29,4,0,4,1,0,1,1,0,1,4,3,1,4,0,4
1986-1987,123961,University of Southern California,Philosophy and Religion,'38.0000',Bachelor's degree,14,12,2,9,8,1,3,2,1,0,0,0,0,0,0,0,0,0,2,2,0
1986-1987,123961,University of Southern California,Physical Sciences,'40.0000',Bachelor's degree,21,16,5,14,9,5,3,3,0,3,3,0,0,0,0,0,0,0,1,1,0
1986-1987,123961,University of Southern California,Psychology,'42.0000',Bachelor's degree,74,30,44,45,18,27,15,8,7,1,0,1,0,0,0,7,4,3,6,0,6
1986-1987,123961,University of Southern California,Public Administration and Services,'44.0000',Bachelor's degree,68,41,27,34,22,12,4,1,3,7,6,1,0,0,0,11,5,6,12,7,5
1986-1987,123961,University of Southern California,Social Sciences and History,'45.0000',Bachelor's degree,291,173,118,200,128,72,27,14,13,17,9,8,1,0,1,28,13,15,18,9,9
1986-1987,123961,University of Southern California,Visual and Performing Arts,'50.0000',Bachelor's degree,128,60,68,93,45,48,12,6,6,7,2,5,0,0,0,9,4,5,7,3,4
1986-1987,230728,Utah State University,Agricultural Business and Production,'01.0000',Bachelor's degree,10,10,,8,8,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
1986-1987,230728,Utah State University,Agricultural Sciences,'02.0000',Bachelor's degree,37,28,9,34,25,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
1986-1987,230728,Utah State University,Allied Health,'17.0000',Bachelor's degree,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,230728,Utah State University,Architecture and Related Programs,'04.0000',Bachelor's degree,17,14,3,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
1986-1987,230728,Utah State University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,230728,Utah State University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,32,20,12,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,2,,2
1986-1987,230728,Utah State University,Business and Management,'06.0000',Bachelor's degree,272,211,61,255,199,56,1,1,,1,,1,1,1,,0,0,0,14,10,4
1986-1987,230728,Utah State University,Communications,'09.0000',Bachelor's degree,17,9,8,15,9,6,1,,1,0,0,0,0,0,0,0,0,0,1,,1
1986-1987,230728,Utah State University,Computer and Information Sciences,'11.0000',Bachelor's degree,119,77,42,104,67,37,0,0,0,1,,1,1,1,,3,1,2,10,8,2
1986-1987,230728,Utah State University,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,29,25,4,29,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1986-1987,230728,Utah State University,Education,'13.0000',Bachelor's degree,358,88,270,351,85,266,1,1,,1,1,,0,0,0,0,,,5,1,4
1986-1987,230728,Utah State University,Engineering,'14.0000',Bachelor's degree,139,133,6,120,115,5,0,,,0,0,0,2,1,1,0,0,0,17,17,
1986-1987,230728,Utah State University,Engineering-Related Technologies,'15.0000',Bachelor's degree,20,20,,20,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,230728,Utah State University,English Language and Literature/Letters,'23.0000',Bachelor's degree,47,19,28,46,19,27,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
1986-1987,230728,Utah State University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,24,14,10,21,14,7,0,0,0,2,,2,0,0,0,0,0,0,1,,1
1986-1987,230728,Utah State University,Health Sciences,'18.0000',Bachelor's degree,26,12,14,25,11,14,0,0,0,0,0,0,0,,,0,0,0,1,1,
1986-1987,230728,Utah State University,Home Economics,'19.0000',Bachelor's degree,54,9,45,51,9,42,0,0,0,0,0,0,0,,,0,0,0,3,,3
1986-1987,230728,Utah State University,Law (non-first professional),'22.0000',Bachelor's degree,9,5,4,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,230728,Utah State University,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,28,15,13,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,230728,Utah State University,Mathematics,'27.0000',Bachelor's degree,15,10,5,15,10,5,0,0,0,0,0,0,0,,,0,0,0,0,,
1986-1987,230728,Utah State University,Mechanics and Repairers,'47.0000',Bachelor's degree,18,18,,17,17,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1986-1987,230728,Utah State University,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,20,9,11,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1986-1987,230728,Utah State University,Philosophy and Religion,'38.0000',Bachelor's degree,3,3,,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,230728,Utah State University,Physical Sciences,'40.0000',Bachelor's degree,29,25,4,29,25,4,0,0,0,0,0,0,0,,,0,0,0,0,,
1986-1987,230728,Utah State University,Psychology,'42.0000',Bachelor's degree,50,20,30,47,17,30,2,2,,0,0,0,0,0,0,1,1,,0,0,0
1986-1987,230728,Utah State University,Public Administration and Services,'44.0000',Bachelor's degree,25,6,19,24,6,18,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1986-1987,230728,Utah State University,Social Sciences and History,'45.0000',Bachelor's degree,101,64,37,93,59,34,2,1,1,1,1,,0,0,0,0,0,0,5,3,2
1986-1987,230728,Utah State University,Visual and Performing Arts,'50.0000',Bachelor's degree,66,34,32,62,33,29,0,0,0,1,1,,0,0,0,0,0,0,3,,3
1986-1987,221999,Vanderbilt University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,24,7,17,23,7,16,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1986-1987,221999,Vanderbilt University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,54,32,22,49,31,18,1,,1,0,0,0,4,1,3,0,0,0,0,,
1986-1987,221999,Vanderbilt University,Computer and Information Sciences,'11.0000',Bachelor's degree,22,14,8,20,14,6,0,0,0,0,0,0,1,,1,0,0,0,1,,1
1986-1987,221999,Vanderbilt University,Education,'13.0000',Bachelor's degree,54,14,40,49,10,39,4,3,1,0,,,0,,,0,0,0,1,1,
1986-1987,221999,Vanderbilt University,Engineering,'14.0000',Bachelor's degree,221,168,53,204,155,49,10,7,3,0,0,0,3,3,,0,,,4,3,1
1986-1987,221999,Vanderbilt University,English Language and Literature/Letters,'23.0000',Bachelor's degree,94,29,65,93,29,64,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,221999,Vanderbilt University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,35,5,30,32,4,28,2,1,1,0,0,0,1,,1,0,0,0,0,,
1986-1987,221999,Vanderbilt University,Health Sciences,'18.0000',Bachelor's degree,84,1,83,82,1,81,0,,,0,0,0,2,,2,0,0,0,0,,
1986-1987,221999,Vanderbilt University,Mathematics,'27.0000',Bachelor's degree,87,48,39,85,47,38,0,,,2,1,1,0,0,0,0,0,0,0,,
1986-1987,221999,Vanderbilt University,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,60,21,39,56,21,35,2,,2,1,,1,1,,1,0,0,0,0,,
1986-1987,221999,Vanderbilt University,Philosophy and Religion,'38.0000',Bachelor's degree,14,10,4,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,221999,Vanderbilt University,Physical Sciences,'40.0000',Bachelor's degree,20,16,4,19,15,4,1,1,,0,0,0,0,0,0,0,0,0,0,,
1986-1987,221999,Vanderbilt University,Psychology,'42.0000',Bachelor's degree,113,26,87,107,24,83,1,,1,2,1,1,2,,2,0,0,0,1,1,
1986-1987,221999,Vanderbilt University,Social Sciences and History,'45.0000',Bachelor's degree,333,210,123,325,207,118,6,2,4,0,0,0,1,,1,0,0,0,1,1,
1986-1987,221999,Vanderbilt University,Visual and Performing Arts,'50.0000',Bachelor's degree,30,2,28,30,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
