Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Computer and Information Sciences,'11',41,35,6,31,27,4,3,1,2,1,1,0,3,3,0,0,0,0,0,0,0,3,3,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Conservation and Renewable Natural Resources,'03',91,64,27,87,63,24,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,1
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13',289,71,218,253,59,194,22,9,13,2,0,2,5,1,4,2,1,1,2,1,1,3,0,3
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14',372,308,64,279,233,46,22,13,9,9,8,1,13,9,4,1,1,0,7,6,1,41,38,3
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering-Related Technologies,'15',22,21,1,20,19,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,English Language and Literature/Letters,'23',112,43,69,95,38,57,9,3,6,2,0,2,3,1,2,0,0,0,3,1,2,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,'16',29,7,22,24,6,18,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Sciences,'51',75,7,68,66,4,62,5,2,3,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Home Economics- General,'19',62,8,54,54,7,47,2,0,2,2,0,2,2,1,1,0,0,0,0,0,0,2,0,2
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',278,134,144,233,113,120,26,13,13,6,3,3,6,2,4,3,0,3,2,1,1,2,2,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',17,0,17,10,0,10,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,'27',30,22,8,27,19,8,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,'38',14,8,6,13,7,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Physical Sciences,'40',27,23,4,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Protective Services,'43',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,'42',160,37,123,125,31,94,14,1,13,10,4,6,8,1,7,0,0,0,1,0,1,2,0,2
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Social Sciences and History,'45',295,154,141,256,137,119,21,8,13,7,4,3,5,2,3,1,1,0,3,1,2,2,1,1
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Visual and Performing Arts,'50',87,35,52,69,30,39,5,2,3,5,2,3,1,0,1,0,0,0,3,0,3,4,1,3
1997-1998,147767,Northwestern University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',15,9,6,7,4,3,4,3,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Bachelor's degree,Biological Science/Life Sciences,'26',113,58,55,54,24,30,1,0,1,0,0,0,51,31,20,0,0,0,3,2,1,4,1,3
1997-1998,147767,Northwestern University,Bachelor's degree,Business Management and Administrative Services,'52',75,26,49,50,17,33,15,5,10,5,1,4,1,1,0,0,0,0,2,1,1,2,1,1
1997-1998,147767,Northwestern University,Bachelor's degree,Communications,'09',231,91,140,193,80,113,11,1,10,9,2,7,13,5,8,0,0,0,4,2,2,1,1,0
1997-1998,147767,Northwestern University,Bachelor's degree,Computer and Information Sciences,'11',36,35,1,24,24,0,2,2,0,1,1,0,6,5,1,0,0,0,0,0,0,3,3,0
1997-1998,147767,Northwestern University,Bachelor's degree,Education,'13',37,13,24,29,10,19,3,1,2,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Bachelor's degree,Engineering,'14',310,212,98,167,115,52,16,7,9,11,6,5,82,57,25,0,0,0,0,0,0,34,27,7
1997-1998,147767,Northwestern University,Bachelor's degree,English Language and Literature/Letters,'23',200,59,141,150,43,107,17,6,11,5,0,5,19,7,12,1,1,0,5,1,4,3,1,2
1997-1998,147767,Northwestern University,Bachelor's degree,Foreign Languages and Literatures,'16',42,7,35,26,4,22,3,0,3,4,1,3,6,1,5,0,0,0,2,1,1,1,0,1
1997-1998,147767,Northwestern University,Bachelor's degree,Health Professions and Related Sciences,'51',43,7,36,21,1,20,2,0,2,0,0,0,19,6,13,0,0,0,1,0,1,0,0,0
1997-1998,147767,Northwestern University,Bachelor's degree,Mathematics,'27',29,14,15,17,10,7,4,0,4,1,0,1,6,4,2,0,0,0,0,0,0,1,0,1
1997-1998,147767,Northwestern University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',22,13,9,14,9,5,1,0,1,0,0,0,4,3,1,0,0,0,2,1,1,1,0,1
1997-1998,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,'38',28,17,11,18,11,7,2,1,1,1,1,0,7,4,3,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Bachelor's degree,Physical Sciences,'40',27,13,14,16,6,10,0,0,0,0,0,0,10,6,4,0,0,0,1,1,0,0,0,0
1997-1998,147767,Northwestern University,Bachelor's degree,Psychology,'42',183,61,122,125,36,89,13,4,9,9,3,6,26,14,12,1,1,0,6,3,3,3,0,3
1997-1998,147767,Northwestern University,Bachelor's degree,Public Administration and Services,'44',20,5,15,14,2,12,3,2,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0
1997-1998,147767,Northwestern University,Bachelor's degree,Social Sciences and History,'45',405,257,148,263,170,93,17,7,10,17,9,8,85,57,28,0,0,0,5,2,3,18,12,6
1997-1998,147767,Northwestern University,Bachelor's degree,Visual and Performing Arts,'50',186,67,119,149,58,91,11,4,7,3,0,3,14,4,10,1,0,1,6,1,5,2,0,2
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01',92,58,34,76,51,25,12,5,7,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02',180,101,79,166,94,72,3,2,1,1,1,0,6,2,4,0,0,0,1,1,0,3,1,2
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04',99,78,21,79,67,12,3,1,2,4,2,2,3,1,2,0,0,0,1,1,0,9,6,3
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',54,7,47,33,2,31,17,5,12,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,'26',265,122,143,193,95,98,19,6,13,4,2,2,43,17,26,0,0,0,4,1,3,2,1,1
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,'52',737,458,279,544,355,189,21,11,10,14,7,7,49,24,25,5,4,1,8,5,3,96,52,44
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,'09',387,157,230,321,133,188,31,11,20,4,2,2,10,3,7,0,0,0,9,4,5,12,4,8
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11',135,117,18,101,88,13,5,3,2,4,4,0,14,13,1,0,0,0,0,0,0,11,9,2
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,'03',154,85,69,147,82,65,1,0,1,0,0,0,2,1,1,3,2,1,1,0,1,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Education,'13',331,134,197,300,119,181,9,5,4,7,3,4,5,3,2,0,0,0,3,0,3,7,4,3
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,'14',545,458,87,403,339,64,18,12,6,9,7,2,40,34,6,1,1,0,4,4,0,70,61,9
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15',14,14,0,12,12,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23',249,91,158,223,78,145,10,5,5,4,3,1,7,3,4,1,0,1,4,2,2,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16',116,50,66,91,40,51,7,4,3,3,0,3,11,4,7,2,1,1,0,0,0,2,1,1
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51',564,109,455,483,89,394,30,5,25,6,3,3,35,9,26,4,1,3,2,0,2,4,2,2
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics- General,'19',471,114,357,406,98,308,34,7,27,3,2,1,15,3,12,0,0,0,5,1,4,8,3,5
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',213,110,103,167,84,83,4,2,2,2,1,1,7,4,3,0,0,0,1,1,0,32,18,14
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,'27',30,19,11,26,16,10,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30',15,5,10,13,4,9,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',21,10,11,21,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38',21,13,8,18,10,8,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Physical Sciences,'40',61,43,18,52,37,15,2,1,1,1,0,1,3,2,1,0,0,0,0,0,0,3,3,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,'42',398,137,261,328,113,215,31,8,23,7,2,5,19,8,11,3,0,3,5,4,1,5,2,3
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,'44',64,6,58,53,5,48,10,1,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,'45',856,519,337,690,417,273,63,37,26,20,12,8,33,23,10,3,2,1,10,6,4,37,22,15
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,'49',60,49,11,50,40,10,4,3,1,2,2,0,1,1,0,0,0,0,0,0,0,3,3,0
1997-1998,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50',239,101,138,208,89,119,10,5,5,3,2,1,6,1,5,0,0,0,2,1,1,10,3,7
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01',75,47,28,68,43,25,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,2,2,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02',155,94,61,137,82,55,2,0,2,0,0,0,0,0,0,15,11,4,0,0,0,1,1,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04',32,22,10,26,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Biological Science/Life Sciences,'26',124,67,57,103,58,45,1,0,1,3,3,0,1,0,1,11,5,6,0,0,0,5,1,4
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Business Management and Administrative Services,'52',626,349,277,419,228,191,13,5,8,10,2,8,16,8,8,26,14,12,0,0,0,142,92,50
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,'09',109,42,67,89,39,50,5,2,3,3,1,2,0,0,0,4,0,4,0,0,0,8,0,8
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11',41,32,9,18,16,2,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,18,12,6
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renewable Natural Resources,'03',38,28,10,38,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,'13',313,152,161,280,134,146,3,2,1,7,1,6,1,1,0,20,12,8,0,0,0,2,2,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,'14',278,223,55,157,124,33,2,2,0,1,1,0,16,12,4,15,10,5,0,0,0,87,74,13
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15',78,73,5,53,49,4,1,1,0,2,2,0,1,1,0,5,5,0,0,0,0,16,15,1
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23',67,21,46,60,18,42,2,1,1,1,1,0,1,0,1,2,1,1,0,0,0,1,0,1
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16',20,8,12,17,6,11,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51',43,1,42,36,1,35,1,0,1,0,0,0,1,0,1,5,0,5,0,0,0,0,0,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics- General,'19',172,11,161,155,11,144,0,0,0,4,0,4,2,0,2,9,0,9,0,0,0,2,0,2
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,'27',14,8,6,12,8,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',23,7,16,19,6,13,1,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38',5,4,1,3,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,'40',32,23,9,28,20,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Protective Services,'43',50,47,3,45,42,3,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,'42',95,24,71,84,22,62,1,0,1,0,0,0,2,0,2,6,1,5,0,0,0,2,1,1
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Social Sciences and History,'45',136,72,64,112,62,50,6,3,3,3,0,3,4,1,3,9,4,5,0,0,0,2,2,0
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Transporation and Material Moving Workers,'49',52,43,9,44,36,8,3,3,0,1,1,0,1,1,0,2,2,0,0,0,0,1,0,1
1997-1998,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50',42,18,24,30,12,18,0,0,0,2,1,1,0,0,0,5,1,4,0,0,0,5,4,1
1997-1998,209542,Oregon State University,Bachelor's degree,Agricultural Business and Production,'01',64,37,27,57,33,24,0,0,0,0,0,0,4,2,2,0,0,0,3,2,1,0,0,0
1997-1998,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,'02',98,49,49,83,42,41,0,0,0,4,3,1,1,0,1,1,1,0,4,2,2,5,1,4
1997-1998,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',13,6,7,10,4,6,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
1997-1998,209542,Oregon State University,Bachelor's degree,Biological Science/Life Sciences,'26',157,74,83,117,55,62,0,0,0,2,1,1,20,11,9,1,1,0,12,4,8,5,2,3
1997-1998,209542,Oregon State University,Bachelor's degree,Business Management and Administrative Services,'52',314,190,124,251,155,96,2,1,1,7,3,4,23,14,9,2,0,2,9,5,4,20,12,8
1997-1998,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,'11',46,40,6,29,26,3,0,0,0,1,1,0,4,4,0,0,0,0,3,3,0,9,6,3
1997-1998,209542,Oregon State University,Bachelor's degree,Conservation and Renewable Natural Resources,'03',123,90,33,102,74,28,1,0,1,4,4,0,3,3,0,3,3,0,7,4,3,3,2,1
1997-1998,209542,Oregon State University,Bachelor's degree,Education,'13',3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1997-1998,209542,Oregon State University,Bachelor's degree,Engineering,'14',324,281,43,233,203,30,1,1,0,2,2,0,35,29,6,1,1,0,17,15,2,35,30,5
1997-1998,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,'23',102,48,54,85,41,44,1,1,0,3,1,2,4,1,3,3,1,2,6,3,3,0,0,0
1997-1998,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,'16',11,4,7,8,2,6,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
1997-1998,209542,Oregon State University,Bachelor's degree,Health Professions and Related Sciences,'51',163,64,99,125,44,81,0,0,0,4,3,1,26,12,14,2,1,1,3,2,1,3,2,1
1997-1998,209542,Oregon State University,Bachelor's degree,Home Economics- General,'19',172,18,154,141,8,133,3,1,2,5,2,3,12,4,8,2,0,2,2,0,2,7,3,4
1997-1998,209542,Oregon State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',122,36,86,99,24,75,5,3,2,4,3,1,5,2,3,3,1,2,2,1,1,4,2,2
1997-1998,209542,Oregon State University,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',19,1,18,15,0,15,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,1,0
1997-1998,209542,Oregon State University,Bachelor's degree,Mathematics,'27',24,17,7,17,11,6,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,3,3,0
1997-1998,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',112,61,51,94,48,46,1,1,0,1,0,1,5,3,2,0,0,0,9,7,2,2,2,0
1997-1998,209542,Oregon State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',119,54,65,94,44,50,0,0,0,6,2,4,7,3,4,3,2,1,5,1,4,4,2,2
1997-1998,209542,Oregon State University,Bachelor's degree,Philosophy and Religion,'38',19,11,8,16,8,8,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1997-1998,209542,Oregon State University,Bachelor's degree,Physical Sciences,'40',21,19,2,16,14,2,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0
1997-1998,209542,Oregon State University,Bachelor's degree,Psychology,'42',83,26,57,66,19,47,2,0,2,2,2,0,3,1,2,4,1,3,5,3,2,1,0,1
1997-1998,209542,Oregon State University,Bachelor's degree,Social Sciences and History,'45',172,101,71,140,84,56,3,2,1,10,2,8,4,2,2,2,0,2,8,8,0,5,3,2
1997-1998,209542,Oregon State University,Bachelor's degree,Visual and Performing Arts,'50',60,26,34,48,19,29,0,0,0,1,0,1,3,2,1,1,1,0,6,4,2,1,0,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Agricultural Sciences,'02',80,17,63,65,12,53,2,0,2,4,1,3,5,3,2,0,0,0,3,1,2,1,0,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Architecture and Related Programs,'04',40,33,7,38,31,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',99,28,71,58,14,44,19,10,9,16,4,12,3,0,3,0,0,0,3,0,3,0,0,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Biological Science/Life Sciences,'26',573,244,329,283,107,176,29,9,20,44,24,20,173,82,91,1,0,1,29,15,14,14,7,7
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Administrative Services,'52',383,212,171,234,145,89,25,9,16,18,9,9,78,35,43,0,0,0,15,9,6,13,5,8
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,'09',350,118,232,227,83,144,38,10,28,38,11,27,25,6,19,0,0,0,16,6,10,6,2,4
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Computer and Information Sciences,'11',152,119,33,88,74,14,2,1,1,11,9,2,36,26,10,0,0,0,6,4,2,9,5,4
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renewable Natural Resources,'03',198,97,101,166,84,82,6,1,5,8,3,5,7,3,4,0,0,0,9,4,5,2,2,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,'13',138,44,94,100,32,68,7,2,5,6,3,3,22,5,17,0,0,0,2,2,0,1,0,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Engineering,'14',385,310,75,208,174,34,22,18,4,29,20,9,99,77,22,0,0,0,10,8,2,17,13,4
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,'23',285,88,197,195,65,130,23,5,18,15,4,11,36,7,29,0,0,0,14,6,8,2,1,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,'16',107,19,88,51,12,39,7,1,6,32,3,29,8,1,7,0,0,0,7,1,6,2,1,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,'51',208,67,141,91,33,58,22,5,17,12,6,6,70,20,50,0,0,0,9,2,7,4,1,3
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,'27',77,39,38,52,30,22,2,1,1,4,2,2,17,5,12,0,0,0,1,1,0,1,0,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,'30',2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,'38',46,30,16,29,18,11,2,1,1,6,5,1,5,4,1,0,0,0,3,1,2,1,1,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,'40',88,54,34,62,45,17,3,0,3,3,1,2,14,5,9,0,0,0,5,3,2,1,0,1
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,'43',231,137,94,134,91,43,34,11,23,38,19,19,11,7,4,2,0,2,12,9,3,0,0,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,'42',597,153,444,387,95,292,51,13,38,46,14,32,78,17,61,3,2,1,27,10,17,5,2,3
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,'44',15,3,12,10,0,10,1,0,1,1,0,1,2,2,0,0,0,0,1,1,0,0,0,0
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Social Sciences and History,'45',979,495,484,630,339,291,82,29,53,70,28,42,125,63,62,5,2,3,49,23,26,18,11,7
1997-1998,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,'50',253,86,167,179,59,120,18,9,9,16,4,12,28,11,17,1,0,1,6,3,3,5,0,5
1997-1998,122755,San Jose State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',8,5,3,0,0,0,7,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1997-1998,122755,San Jose State University,Bachelor's degree,Biological Science/Life Sciences,'26',128,49,79,46,18,28,4,3,1,13,3,10,52,19,33,1,0,1,12,6,6,0,0,0
1997-1998,122755,San Jose State University,Bachelor's degree,Business Management and Administrative Services,'52',937,414,523,282,143,139,20,10,10,88,47,41,405,153,252,1,0,1,75,44,31,66,17,49
1997-1998,122755,San Jose State University,Bachelor's degree,Communications,'09',208,87,121,96,39,57,13,4,9,22,10,12,35,15,20,2,2,0,29,14,15,11,3,8
1997-1998,122755,San Jose State University,Bachelor's degree,Computer and Information Sciences,'11',109,78,31,16,15,1,1,1,0,4,4,0,69,43,26,0,0,0,6,5,1,13,10,3
1997-1998,122755,San Jose State University,Bachelor's degree,Conservation and Renewable Natural Resources,'03',83,41,42,43,21,22,0,0,0,10,5,5,11,7,4,0,0,0,18,8,10,1,0,1
1997-1998,122755,San Jose State University,Bachelor's degree,Education,'13',203,48,155,106,18,88,9,5,4,34,10,24,31,9,22,0,0,0,19,5,14,4,1,3
1997-1998,122755,San Jose State University,Bachelor's degree,Engineering,'14',508,438,70,134,122,12,12,11,1,38,30,8,264,223,41,0,0,0,46,40,6,14,12,2
1997-1998,122755,San Jose State University,Bachelor's degree,English Language and Literature/Letters,'23',105,39,66,61,24,37,8,3,5,17,6,11,8,2,6,1,0,1,10,4,6,0,0,0
1997-1998,122755,San Jose State University,Bachelor's degree,Foreign Languages and Literatures,'16',36,12,24,11,5,6,1,1,0,10,3,7,6,0,6,0,0,0,2,1,1,6,2,4
1997-1998,122755,San Jose State University,Bachelor's degree,Health Professions and Related Sciences,'51',423,60,363,154,13,141,24,4,20,51,6,45,152,29,123,6,1,5,33,6,27,3,1,2
1997-1998,122755,San Jose State University,Bachelor's degree,Home Economics- General,'19',35,1,34,12,1,11,2,0,2,4,0,4,13,0,13,0,0,0,4,0,4,0,0,0
1997-1998,122755,San Jose State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',118,18,100,49,6,43,2,1,1,29,4,25,22,2,20,0,0,0,16,5,11,0,0,0
1997-1998,122755,San Jose State University,Bachelor's degree,Mathematics,'27',20,11,9,4,2,2,1,1,0,2,2,0,9,6,3,0,0,0,3,0,3,1,0,1
1997-1998,122755,San Jose State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',10,5,5,5,1,4,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0
1997-1998,122755,San Jose State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',38,11,27,23,5,18,2,0,2,4,0,4,2,1,1,0,0,0,7,5,2,0,0,0
1997-1998,122755,San Jose State University,Bachelor's degree,Philosophy and Religion,'38',16,5,11,6,0,6,1,0,1,2,1,1,3,3,0,0,0,0,4,1,3,0,0,0
