"","PlayerName","PlayerTrueName","League","TeamName3","Season","Position","Comment","StartDate","EndDate","Source","Season.Type"
"897","Pekovic","Pekovic, Nikola","NBA","MIN","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"898","Cousins","Cousins, DeMarcus","NBA","SAC","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"900","Whiteside","Whiteside, Hassan","NBA","SAC","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"901","George","George, Paul","NBA","IND","2011-2012",2.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"902","Stephenson","Stephenson, Lance","NBA","IND","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"903","Aminu","Aminu, Al-Farouq","NBA","NOH","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"904","Bledsoe","Bledsoe, Eric","NBA","LAC","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"906","Caracter","Caracter, Derrick","NBA","LAL","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"907","Ebanks","Ebanks, Devin","NBA","LAL","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"908","Pittman","Pittman, Dexter","NBA","MIA","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"909","Hobson","Hobson, Darington","NBA","MIL","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"910","Sanders","Sanders, Larry","NBA","MIL","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"911","Favors","Favors, Derrick","NBA","UTA","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"912","James","James, Damion","NBA","NJN","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"913","Uzoh","Uzoh, Ben","NBA","CLE","2011-2012",1.51,"20120211PHICLE","2012-02-10","2012-03-27","Basketball Value","Regular Season"
"913","Uzoh","Uzoh, Ben","NBA","TOR","2011-2012",1.51,"20120328DENTOR","2012-03-27","2012-07-01","Basketball Value","Regular Season"
"914","Pondexter","Pondexter, Quincy","NBA","MEM","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"915","Fields","Fields, Landry","NBA","NYK","2011-2012",2.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"916","Mozgov","Mozgov, Timofey","NBA","DEN","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"918","Aldrich","Aldrich, Cole","NBA","OKC","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"919","Orton","Orton, Daniel","NBA","ORL","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"920","Brackins","Brackins, Craig","NBA","PHI","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"921","Turner","Turner, Evan","NBA","PHI","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"924","Siler","Siler, Garret","NBA","PHX","2011-2012",5.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"925","Babbitt","Babbitt, Luke","NBA","POR","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"926","Johnson","Johnson, Armon","NBA","NJN","2011-2012",1.01,"20120416MIANJN","2012-04-09","2012-07-01","Basketball Value","Regular Season"
"926","A. Johnson","Johnson, Armon","NBA","POR","2011-2012",1.01,"SeasonStart","2011-12-01","2012-02-27","Basketball Value","Regular Season"
"927","Williams","Williams, Elliot","NBA","POR","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"928","Anderson","Anderson, James","NBA","SAS","2011-2012",2.52,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"929","Neal","Neal, Gary","NBA","SAS","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"930","Splitter","Splitter, Tiago","NBA","SAS","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"931","Alabi","Alabi, Solomon","NBA","TOR","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"932","Davis","Davis, Ed","NBA","TOR","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"933","Evans","Evans, Jeremy","NBA","UTA","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"934","Hayward","Hayward, Gordon","NBA","UTA","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"935","Booker","Booker, Trevor","NBA","WAS","2011-2012",3.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"936","N'Diaye","N'Diaye, Hamady","NBA","WAS","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"937","Seraphin","Seraphin, Kevin","NBA","WAS","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"938","Wall","Wall, John","NBA","WAS","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"941","Ch. Johnson","Johnson, Chris","NBA","NOH","2011-2012",4.95,"NULL","2012-03-20","2012-07-01","Basketball Value","Regular Season"
"941","C. Johnson","Johnson, Chris","NBA","POR","2011-2012",4.95,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"944","Sloan","Sloan, Donald","NBA","NOH","2011-2012",1.02,"20120210PORNOH","2012-02-08","2012-03-15","Basketball Value","Regular Season"
"944","Sloan","Sloan, Donald","NBA","CLE","2011-2012",1.02,"20120319CLENJN","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"944","Sloan","Sloan, Donald","NBA","ATL","2011-2012",1.02,"SeasonStart","2011-12-01","2012-01-27","Basketball Value","Regular Season"
"948","I. Johnson","Johnson, Ivan","NBA","ATL","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"949","Stiemsma","Stiemsma, Greg","NBA","BOS","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"950","Moore","Moore, E'Twaun","NBA","BOS","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"951","Johnson","Johnson, JaJuan","NBA","BOS","2011-2012",3.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"953","Walker","Walker, Kemba","NBA","CHA","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"956","Butler","Butler, Jimmy","NBA","CHI","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"957","Irving","Irving, Kyrie","NBA","CLE","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"958","T. Thompson","Thompson, Tristan","NBA","CLE","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"959","M. Thompson","Thompson, Mychel","NBA","CLE","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"960","Faried","Faried, Kenneth","NBA","DEN","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"961","Hamilton","Hamilton, Jordan","NBA","DEN","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"963","Knight","Knight, Brandon","NBA","DET","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"964","Macklin","Macklin, Vernon","NBA","DET","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"965","Thompson","Thompson, Klay","NBA","GSW","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"966","Tyler","Tyler, Jeremy","NBA","GSW","2011-2012",4.52,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"967","C. Wright","Wright, Chris","NBA","GSW","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"968","Jenkins","Jenkins, Charles","NBA","GSW","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"969","Morris","Morris, Marcus","NBA","HOU","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"970","Parsons","Parsons, Chandler","NBA","HOU","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"971","Thompkins","Thompkins, Trey","NBA","LAC","2011-2012",4.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"972","Leslie","Leslie, Travis","NBA","LAC","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"973","Goudelock","Goudelock, Andrew","NBA","LAL","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"974","Pargo","Pargo, Jeremy","NBA","MEM","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"975","Selby","Selby, Josh","NBA","MEM","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"976","Harris","Harris, Terrel","NBA","MIA","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"977","Cole","Cole, Norris","NBA","MIA","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"978","Leuer","Leuer, Jon","NBA","MIL","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"979","Lee","Lee, Malcolm","NBA","MIN","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"980","Williams","Williams, Derrick","NBA","MIN","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"981","Rubio","Rubio, Ricky","NBA","MIN","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"982","Brooks","Brooks, Marshon","NBA","NJN","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"983","Horner","Horner, Dennis","NBA","NJN","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"984","J. Williams","Williams, Jordan","NBA","NJN","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"985","Ayon","Ayon, Gustavo","NBA","NOH","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"986","C. Johnson","Johnson, Carldell","NBA","NOH","2011-2012",0.99,"SeasonStart","2011-12-01","2012-02-08","Basketball Value","Regular Season"
"987","Thomas","Thomas, Lance","NBA","NOH","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"988","Harrellson","Harrellson, Josh","NBA","NYK","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"989","Jordan","Jordan, Jerome","NBA","NYK","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"990","Shumpert","Shumpert, Iman","NBA","NYK","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"991","Jackson","Jackson, Reggie","NBA","OKC","2011-2012",1.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"992","Reid","Reid, Ryan","NBA","OKC","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"993","Harper","Harper, Justin","NBA","ORL","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"994","Liggins","Liggins, DeAndre","NBA","ORL","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"995","Allen","Allen, Lavoy","NBA","PHI","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"996","Vucevic","Vucevic, Nikola","NBA","PHI","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"997","Morris","Morris, Markieff","NBA","PHX","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"998","N. Smith","Smith, Nolan","NBA","POR","2011-2012",1.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"999","Fredette","Fredette, Jimmer","NBA","SAC","2011-2012",1.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1000","Honeycutt","Honeycutt, Tyler","NBA","SAC","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1001","Thomas","Thomas, Isaiah","NBA","SAC","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1002","Joseph","Joseph, Cory","NBA","SAS","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1003","Leonard","Leonard, Kawhi","NBA","SAS","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1004","Burks","Burks, Alec","NBA","UTA","2011-2012",1.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1005","Kanter","Kanter, Enes","NBA","UTA","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1006","Mack","Mack, Shelvin","NBA","WAS","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1007","Singleton","Singleton, Chris","NBA","WAS","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1008","Vesely","Vesely, Jan","NBA","WAS","2011-2012",4.48,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1009","Biyombo","Biyombo, Bismack","NBA","CHA","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1010","Stone","Stone, Julyan","NBA","DEN","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1011","Morris","Morris, Darius","NBA","LAL","2011-2012",1.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1012","Davis","Davis, Josh","NBA","MEM","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1013","Skinner","Skinner, Brian","NBA","MEM","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1014","Gladness","Gladness, Mickell","NBA","MIA","2011-2012",4.98,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"1014","Gladness","Gladness, Mickell","NBA","GSW","2011-2012",4.98,"20120322GSWHOU","2012-03-22","2012-07-01","Basketball Value","Regular Season"
"1015","Harris","Harris, Tobias","NBA","MIL","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"1016","Higgins","Higgins, Cory","NBA","CHA","2011-2012",1.99,"20120101CHAMIA","2011-12-25","2012-07-01","Basketball Value","Regular Season"
"1017","Thomas","Thomas, Malcolm","NBA","SAS","2011-2012",4.005,"20120113PORSAS","2012-01-11","2012-07-01","Basketball Value","Regular Season"
"1018","Fortson","Fortson, Courtney","NBA","LAC","2011-2012",0.99,"20120117LACUTA","2012-01-16","2012-03-17","Basketball Value","Regular Season"
"1018","Fortson","Fortson, Courtney","NBA","HOU","2011-2012",0.99,"20120317HOULAC","2012-03-17","2012-07-01","Basketball Value","Regular Season"
"1019","Russell","Russell, Walker","NBA","DET","2011-2012",0.99,"20120120MEMDET","2012-01-20","2012-07-01","Basketball Value","Regular Season"
"1020","Emmett","Emmett, Andre","NBA","NJN","2011-2012",1.5,"20120215MEMNJN","2012-02-14","2012-07-01","Basketball Value","Regular Season"
"1021","Dawson","Dawson, Eric","NBA","SAS","2011-2012",4.03,"20120223SASDEN","2012-02-20","2012-07-01","Basketball Value","Regular Season"
"1022","Smith","Smith, Greg","NBA","HOU","2011-2012",4.98,"20120219UTAHOU","2012-02-19","2012-07-01","Basketball Value","Regular Season"
"1023","Foote","Foote, Jeff","NBA","NOH","2011-2012",4.97,"20120309NOHDEN","2012-03-09","2012-07-01","Basketball Value","Regular Season"
"1024","Smith","Smith, Jerry","NBA","NJN","2011-2012",0.99,"20120319CLENJN","2012-03-16","2012-07-01","Basketball Value","Regular Season"
"1025","Ubiles","Ubiles, Edwin","NBA","WAS","2011-2012",2.5,"20120321WASNJN","2012-03-18","2012-07-01","Basketball Value","Regular Season"
"1026","Anderson","Anderson, Alan","NBA","TOR","2011-2012",2.51,"20120328DENTOR","2012-03-26","2012-07-01","Basketball Value","Regular Season"
"1027","Benson","Benson, Keith","NBA","GSW","2011-2012",4.51,"20120328NOHGSW","2012-03-24","2012-07-01","Basketball Value","Regular Season"
"1028","Dentmon","Dentmon, Justin","NBA","TOR","2011-2012",0.99,"20120406CLETOR","2012-04-06","2012-07-01","Basketball Value","Regular Season"
"1029","Dyson","Dyson, Jerome","NBA","NOH","2011-2012",0.98,"20120411SACNOH","2012-04-11","2012-07-01","Basketball Value","Regular Season"
"1030","Silas","Silas, Xavier","NBA","PHI","2011-2012",1.5,"20120425PHIMIL","2012-04-24","2012-07-01","Basketball Value","Regular Season"
"1031","Kennedy","Kennedy, D.J.","NBA","CLE","2011-2012",1.97,"20120426CLECHI","2012-04-25","2012-07-01","Basketball Value","Regular Season"
