Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
41,Dan Goodale,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204978259&Q_SEASON=2012,PK,5/10/13,191,RSo.,"Boise, Idaho ",Boise,IDAHO,Timberline High School,,,,,Boise State University,2012-2013
36,Tyler Gray,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205363339&Q_SEASON=2012,LB,6/4/13,227,Fr.,"Templeton, Calif. ",Templeton,CALIF,Templeton High School,,,,,Boise State University,2012-2013
91,Greg Grimes,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383717&Q_SEASON=2012,DT,6/1/00,293,RSr.,"Sacramento, Calif. ",Sacramento,CALIF,Inderkum High School,,,,,Boise State University,2012-2013
42,Jake Hardee,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205160326&Q_SEASON=2012,TE,6/3/13,234,RFr.,"Boise, Idaho ",Boise,IDAHO,Bishop Kelly High School,,,,,Boise State University,2012-2013
14,Trevor Harman,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204772979&Q_SEASON=2012,P,6/3/13,216,RJr.,"Beaverton, Ore. ",Beaverton,ORE,Southridge High School,,,,,Boise State University,2012-2013
7,D.J. Harper,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=787623&Q_SEASON=2012,RB,5/9/13,205,RSr.,"Cypress, Texas ",Cypress,TEXAS,Cypress Creek High School,,,,,Boise State University,2012-2013
9,Grant Hedrick,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204879769&Q_SEASON=2012,QB,6/1/00,192,RSo.,"Independence, Ore. ",Independence,ORE,Central High School,,,,,Boise State University,2012-2013
72,Marcus Henry,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088167&Q_SEASON=2012,OL,6/3/13,297,RFr.,"Bellevue, Wash. ",Bellevue,WASH,Bellevue High School,,,,,Boise State University,2012-2013
29,Lee Hightower,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088733&Q_SEASON=2012,DB,6/2/13,192,So.,"Inglewood, Calif. ",Inglewood,CALIF,Loyola High School,,,,,Boise State University,2012-2013
50,Jake Holsteen,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205617842&Q_SEASON=2012,LS,6/4/13,216,Jr.,"Mediapolis, Iowa ",Mediapolis,IOWA,Mediapolis High School,Ellsworth Junior College ,,,,Boise State University,2012-2013
69,Tyler Horn,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204879641&Q_SEASON=2012,DE,6/5/13,265,So.,"Meridian, Idaho ",Meridian,IDAHO,Mountain View High School,,,,,Boise State University,2012-2013
96,Elliot Hoyte,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205363341&Q_SEASON=2012,DL,6/4/13,275,Fr.,"Tavistock, England ",Tavistock,ENGLAND,,Ivybridge Community College,,,,Boise State University,2012-2013
85,Holden Huff,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204879640&Q_SEASON=2012,TE,6/5/13,213,RFr.,"Rocklin, Calif. ",Rocklin,CALIF,Rocklin High School,,,,,Boise State University,2012-2013
10,Jeremy Ioane,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204880489&Q_SEASON=2012,S,5/10/13,197,RSo.,"Honolulu, Hawaii ",Honolulu,HAWAII,Punahou School,,,,,Boise State University,2012-2013
15,Tyler Jackson,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383723&Q_SEASON=2012,WR,6/1/13,195,RSr.,"Castle Rock, Colo. ",Castle Rock,COLO,Douglas County High School,,,,,Boise State University,2012-2013
22,Chanceller James,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377435&Q_SEASON=2012,S,6/1/13,194,Fr.,"Spring Valley, Calif. ",Spring Valley,CALIF,Steele Canyon High School,,,,,Boise State University,2012-2013
56,Dustin Kamper,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204772870&Q_SEASON=2012,LB,6/1/13,217,RJr.,"Meridian, Idaho ",Meridian,IDAHO,Nampa Christian High School,,,,,Boise State University,2012-2013
52,Kevin Keane,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205619111&Q_SEASON=2012,LS,6/1/00,208,So.,"Moorpark, Calif. ",Moorpark,CALIF,Moorpark High School,Ohio Wesleyan ,,,,Boise State University,2012-2013
61,Joe Kellogg,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383726&Q_SEASON=2012,OG,6/3/13,305,RSr.,"Scottsdale, Ariz. ",Scottsdale,ARIZ,Saguaro High School,,,,,Boise State University,2012-2013
88,Chandler Koch,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383728&Q_SEASON=2012,TE,6/2/13,246,RSr.,"Flower Mound, Texas ",Flower Mound,TEXAS,Flower Mound High School,,,,,Boise State University,2012-2013
95,Darren Koontz,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383732&Q_SEASON=2012,DT,6/3/13,274,RSr.,"Seal Beach, Calif. ",Seal Beach,CALIF,Los Alamitos High School,,,,,Boise State University,2012-2013
14,Jimmy Laughrea,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088169&Q_SEASON=2012,QB,6/1/13,200,RFr.,"Rocklin, Calif. ",Rocklin,CALIF,Rocklin High School,,,,,Boise State University,2012-2013
8,Demarcus Lawrence,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205363214&Q_SEASON=2012,DL,6/3/13,242,RSo.,"Aiken, S.C. ",Aiken,SC,Silver Bluff High School,Butler Community College ,,,,Boise State University,2012-2013
78,"Charles Leno, Jr.",http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3660367&Q_SEASON=2012,OL,6/4/13,294,RJr.,"Oakland, Calif. ",Oakland,CALIF,San Leandro High School,,,,,Boise State University,2012-2013
87,Gabe Linehan,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3661139&Q_SEASON=2012,TE,6/4/13,241,RJr.,"Banks, Ore. ",Banks,ORE,Banks High School,,,,,Boise State University,2012-2013
34,Taylor Loffler,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088170&Q_SEASON=2012,S,6/3/13,211,RFr.,"Kelowna, B.C., Canada ",Kelowna,BC,Kelowna Secondary School,,,,,Boise State University,2012-2013
28,Dillon Lukehart,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088044&Q_SEASON=2012,S,6/1/00,199,RFr.,"Eagle, Idaho ",Eagle,IDAHO,Eagle High School,,,,,Boise State University,2012-2013
37,Ebenezer Makinde,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3660203&Q_SEASON=2012,CB,5/10/13,181,RJr.,"Phoenix, Ariz. ",Phoenix,ARIZ,Paradise Valley High School,,,,,Boise State University,2012-2013
41,Kharyee Marshall,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3660263&Q_SEASON=2012,DE,6/2/13,240,RJr.,"Phoenix, Ariz. ",Phoenix,ARIZ,Washington High School,,,,,Boise State University,2012-2013
53,Beau Martin,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205239509&Q_SEASON=2012,DL,6/2/13,250,RSo.,"Denver, Colo. ",Denver,COLO,JK Mullen High School,CSU-Pueblo ,,,,Boise State University,2012-2013
94,Sam McCaskill,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377336&Q_SEASON=2012,DE,6/3/13,236,Fr.,"Eugene, Ore. ",Eugene,ORE,Sheldon High School,,,,,Boise State University,2012-2013
2,Matt Miller,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204879761&Q_SEASON=2012,WR,6/3/13,215,RSo.,"Helena, Mont. ",Helena,MONT,Capital High School,,,,,Boise State University,2012-2013
34,Kirby Moore,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3661143&Q_SEASON=2012,WR,6/3/13,203,RJr.,"Prosser, Wash. ",Prosser,WASH,Prosser High School,,,,,Boise State University,2012-2013
24,Hazen Moss,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1592586&Q_SEASON=2012,DB,6/1/00,201,RSr.,"Rifle, Colo. ",Rifle,COLO,Rifle High School,,,,,Boise State University,2012-2013
64,Brenel Myers,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383744&Q_SEASON=2012,OG,6/3/13,282,RSr.,"Houston, Texas ",Houston,TEXAS,Westfield High School,,,,,Boise State University,2012-2013
40,Armand Nance,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377337&Q_SEASON=2012,DL,6/1/00,273,Fr.,"Houston, Texas ",Houston,TEXAS,DeKaney High School,,,,,Boise State University,2012-2013
67,Rees Odhiambo,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088168&Q_SEASON=2012,OL,6/4/13,297,RFr.,"Mansfield, Texas ",Mansfield,TEXAS,Mansfield Legacy High School,,,,,Boise State University,2012-2013
65,Matt Paradis,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3724514&Q_SEASON=2012,OL,6/3/13,289,RJr.,"Council, Idaho ",Council,IDAHO,Council High School,,,,,Boise State University,2012-2013
8,Nick Patti,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205363343&Q_SEASON=2012,QB,5/10/13,187,Fr.,"Orlando, Fla. ",Orlando,FLA,Dr. Phillips High School,,,,,Boise State University,2012-2013
47,Dan Paul,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=787632&Q_SEASON=2012,FB,6/1/13,262,RSr.,"Boring, Ore. ",Boring,ORE,Sam Barlow High School,,,,,Boise State University,2012-2013
48,J.C. Percy,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1592366&Q_SEASON=2012,LB,6/1/00,227,RSr.,"Blackfoot, Idaho ",Blackfoot,IDAHO,Blackfoot High School,,,,,Boise State University,2012-2013
89,Connor Peters,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205363347&Q_SEASON=2012,TE,6/4/13,253,So.,"Antioch, Calif. ",Antioch,CALIF,De La Salle High School,Laney College ,,,,Boise State University,2012-2013
31,Andrew Pint,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377374&Q_SEASON=2012,LB,6/1/13,215,Fr.,"Highlands Ranch, Colo. ",Highlands Ranch,COLO,Valor Christian High School,,,,,Boise State University,2012-2013
80,Hayden Plinke,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088045&Q_SEASON=2012,TE,6/4/13,255,Fr.,"Hillsboro, Ore. ",Hillsboro,ORE,Glencoe High School,,,,,Boise State University,2012-2013
19,Taylor Pope,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205619112&Q_SEASON=2012,WR,6/1/00,163,Fr.,"La Quinta, Calif. ",La Quinta,CALIF,La Quinta High School,,,,,Boise State University,2012-2013
3,Chris Potter,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205112382&Q_SEASON=2012,WR,5/9/13,159,RSr.,"Westlake Village, Calif. ",Westlake Village,CALIF,Oaks Christian High School,,,,,Boise State University,2012-2013
82,Jackson Reed,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205619113&Q_SEASON=2012,WR,6/4/13,212,Fr.,"Boise, Idaho ",Boise,IDAHO,Timeberline High School,,,,,Boise State University,2012-2013
13,Blake Renaud,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088046&Q_SEASON=2012,LB,6/2/13,239,So.,"Concord, Calif. ",Concord,CALIF,De La Salle High School,,,,,Boise State University,2012-2013
42,Hilton Richardson,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205322210&Q_SEASON=2012,N,6/2/13,217,RFr.,"Kirkland, Wash. ",Kirkland,WASH,Lake Washington High School,,,,,Boise State University,2012-2013
44,Chris Roberson,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204772518&Q_SEASON=2012,LS,6/1/00,228,Sr.,"Katy, Texas ",Katy,TEXAS,Katy High School,,,,,Boise State University,2012-2013
25,Christopher Santini,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377340&Q_SEASON=2012,N,5/11/13,220,Fr.,"San Jose, Calif. ",San Jose,CALIF,Leland High School,,,,,Boise State University,2012-2013
45,Travis Saxton,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204978257&Q_SEASON=2012,LB,6/1/13,221,RSo.,"Star, Idaho ",Star,IDAHO,Eagle High School,,,,,Boise State University,2012-2013
63,Adam Sheffield,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088047&Q_SEASON=2012,OL,6/3/13,326,RFr.,"San Jose, Calif. ",San Jose,CALIF,Branham High School,,,,,Boise State University,2012-2013
6,Dextrell Simmons,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088048&Q_SEASON=2012,N,5/11/13,200,RSr.,"Houston, Texas ",Houston,TEXAS,Westfield High School,Blinn Junior College ,,,,Boise State University,2012-2013
33,Tommy Smith,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383750&Q_SEASON=2012,LB,6/1/13,238,RSr.,"Atlanta, Ga. ",Atlanta,GA,North Atlanta High School,,,,,Boise State University,2012-2013
86,Kyle Sosnowski,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204879760&Q_SEASON=2012,TE,6/2/13,247,RSo.,"Boise, Idaho ",Boise,IDAHO,Capital High School,,,,,Boise State University,2012-2013
16,Joe Southwick,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3660034&Q_SEASON=2012,QB,6/1/13,187,RJr.,"Danville, Calif. ",Danville,CALIF,San Ramon Valley High School,,,,,Boise State University,2012-2013
5,Jamar Taylor,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383757&Q_SEASON=2012,CB,5/11/13,196,RSr.,"San Diego, Calif. ",San Diego,CALIF,Helix High School,,,,,Boise State University,2012-2013
35,Darian Thompson,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088172&Q_SEASON=2012,DB,6/1/13,197,RFr.,"Lancaster, Calif. ",Lancaster,CALIF,Paraclete High School,,,,,Boise State University,2012-2013
43,Ricky Tjong-A-Tjoe,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=3660037&Q_SEASON=2012,DT,6/3/13,296,RJr.,"Amsterdam, Netherlands ",Amsterdam,NETHERLANDS,Boise High School,,,,,Boise State University,2012-2013
62,Chris Tozer,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205160342&Q_SEASON=2012,OL,6/4/13,311,RJr.,"San Jose, Calif. ",San Jose,CALIF,Valley Christian High School,Foothill Community College ,,,,Boise State University,2012-2013
