Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
32,Greg Milliken,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205372274&Q_SEASON=2012,CB,6/1/13,200,FR,"Wahoo, Neb. ",Wahoo,NEB,Wahoo High School,,,,,University of Nebraska at Lincoln,2012-2013
5,Josh Mitchell,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880468&Q_SEASON=2012,CB,5/11/13,155,SO,"Corona, Calif. ",Corona,CALIF,Eleanor Roosevelt High School,,,,,University of Nebraska at Lincoln,2012-2013
2,Alonzo Moore,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371828&Q_SEASON=2012,WR,6/2/13,170,FR,"Winnfield, La. ",Winnfield,LA,Winnfield Senior High School,,,,,University of Nebraska at Lincoln,2012-2013
94,Avery Moss,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371471&Q_SEASON=2012,DE,6/2/13,260,FR,"Tempe, Ariz. ",Tempe,ARIZ,Corona Del Sol High School,,,,,University of Nebraska at Lincoln,2012-2013
74,Mike Moudy,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880539&Q_SEASON=2012,OL,6/5/13,305,SO,"Castle Rock, Colo. ",Castle Rock,COLO,Douglas County High School,,,,,University of Nebraska at Lincoln,2012-2013
29,Graham Nabity,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371870&Q_SEASON=2012,IB,6/1/00,200,FR,"Omaha, Neb. ",Omaha,NEB,Elkhorn High School,,,,,University of Nebraska at Lincoln,2012-2013
39,Jordan Nelson,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371488&Q_SEASON=2012,IB,5/7/13,170,FR,"Omaha, Neb. ",Omaha,NEB,Burke High School,,,,,University of Nebraska at Lincoln,2012-2013
69,Brodrick Nickens,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3719052&Q_SEASON=2012,OL,6/5/13,305,JR,"Alliance, Neb. ",Alliance,NEB,Alliance High School,,,,,University of Nebraska at Lincoln,2012-2013
48,Tobi Okuyemi,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880581&Q_SEASON=2012,DT,6/2/13,275,SO,"Maple Grove, Minn. ",Maple Grove,MINN,Wayzata High School,,,,,University of Nebraska at Lincoln,2012-2013
12,Courtney Osborne,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515318&Q_SEASON=2012,S,6/3/13,200,SR,"Garland, Texas ",Garland,TEXAS,South Garland High School,,,,,University of Nebraska at Lincoln,2012-2013
21,Steven Osborne,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515319&Q_SEASON=2012,WR,6/4/13,205,SR,"Garland, Texas ",Garland,TEXAS,South Garland High School,,,,,University of Nebraska at Lincoln,2012-2013
54,Robby Painter,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371489&Q_SEASON=2012,OL,6/4/13,250,FR,"Centennial, Colo. ",Centennial,COLO,Grandview High School,,,,,University of Nebraska at Lincoln,2012-2013
57,Todd Peat Jr.,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097698&Q_SEASON=2012,DT,6/3/13,305,RFR,"Tempe, Ariz. ",Tempe,ARIZ,Corona Del Sol High School,,,,,University of Nebraska at Lincoln,2012-2013
56,Mark Pelini,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880199&Q_SEASON=2012,OL,6/1/00,285,SO,"Youngstown, Ohio ",Youngstown,OHIO,Cardinal Mooney High School,,,,,University of Nebraska at Lincoln,2012-2013
62,Cole Pensick,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3662359&Q_SEASON=2012,OL,6/2/13,275,JR,"Lincoln, Neb. ",Lincoln,NEB,Northeast High School,,,,,University of Nebraska at Lincoln,2012-2013
40,Max Pirman,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097700&Q_SEASON=2012,LB,6/5/13,220,RFR,"Orrville, Ohio ",Orrville,OHIO,Orrville High School,,,,,University of Nebraska at Lincoln,2012-2013
78,Givens Price,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097800&Q_SEASON=2012,OL,6/4/13,290,RFR,"Houston, Texas ",Houston,TEXAS,Alief Taylor High School,,,,,University of Nebraska at Lincoln,2012-2013
76,Brent Qvale,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3662361&Q_SEASON=2012,OL,6/7/13,315,JR,"Williston, N.D. ",Williston,ND,Williston High School,,,,,University of Nebraska at Lincoln,2012-2013
53,Thad Randle,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3662224&Q_SEASON=2012,DT,6/1/13,295,JR,"Galena Park, Texas ",Galena Park,TEXAS,North Shore High School,,,,,University of Nebraska at Lincoln,2012-2013
25,Kyler Reed,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515323&Q_SEASON=2012,TE,6/3/13,230,SR,"Shawnee, Kan. ",Shawnee,KAN,St. Thomas Aquinas High School,,,,,University of Nebraska at Lincoln,2012-2013
65,Ryne Reeves,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097702&Q_SEASON=2012,OL,6/3/13,295,RFR,"Crete, Neb. ",Crete,NEB,Crete High School,,,,,University of Nebraska at Lincoln,2012-2013
44,Brandon Reilly,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371874&Q_SEASON=2012,WR,6/1/13,180,FR,"Lincoln, Neb. ",Lincoln,NEB,Southwest High School,,,,,University of Nebraska at Lincoln,2012-2013
19,Wil Richards,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3756121&Q_SEASON=2012,S,5/11/13,195,JR,"Lee's Summit, Mo. ",Lee's Summit,MO,Lee's Summit West High School,,,,,University of Nebraska at Lincoln,2012-2013
26,Anthony Ridder,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205089174&Q_SEASON=2012,CB,6/2/13,195,RFR,"West Point, Neb. ",West Point,NEB,West Point Central Catholic High School,,,,,University of Nebraska at Lincoln,2012-2013
36,Eddie Ridder,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205089216&Q_SEASON=2012,TE,6/6/13,230,RFR,"Elkhorn, Neb. ",Elkhorn,NEB,Mount Michael Benedictine High School,,,,,University of Nebraska at Lincoln,2012-2013
43,Trevor Roach,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880229&Q_SEASON=2012,LB,6/2/13,230,SO,"Elkhorn, Neb. ",Elkhorn,NEB,Elkhorn High School,,,,,University of Nebraska at Lincoln,2012-2013
63,Andrew Rodriguez,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880583&Q_SEASON=2012,OL,6/6/13,325,JR,"Aurora, Neb. ",Aurora,NEB,Aurora High School,,,,,University of Nebraska at Lincoln,2012-2013
97,Chase Rome,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204879261&Q_SEASON=2012,DT,6/3/13,285,SO,"Columbia, Mo. ",Columbia,MO,Rock Bridge High School,,,,,University of Nebraska at Lincoln,2012-2013
14,Jonathan Rose,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205670283&Q_SEASON=2012,CB,6/1/13,180,SO,"Leeds, Ala. ",Leeds,ALA,Leeds High School,Auburn ,,,,University of Nebraska at Lincoln,2012-2013
15,Michael Rose,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371829&Q_SEASON=2012,LB,5/11/13,230,FR,"Kansas City, Mo. ",Kansas City,MO,Rockhurst High School,,,,,University of Nebraska at Lincoln,2012-2013
97,Joseph Rotherham,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205213168&Q_SEASON=2012,LS,6/1/00,220,RFR,"Green Bay, Wis. ",Green Bay,WIS,Notre Dame de la Baie Academy High School,,,,,University of Nebraska at Lincoln,2012-2013
59,Will Sailors,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205089217&Q_SEASON=2012,OL,6/3/13,270,RFR,"Lincoln, Neb. ",Lincoln,NEB,Northeast High School,,,,,University of Nebraska at Lincoln,2012-2013
41,David Santos,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097804&Q_SEASON=2012,LB,6/1/00,220,RFR,"Spring, Texas ",Spring,TEXAS,Klein Collins High School,,,,,University of Nebraska at Lincoln,2012-2013
4,Mohammed Seisay,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371664&Q_SEASON=2012,CB,6/2/13,200,JR,"Springfield, Va. ",Springfield,VA,West Springfield High School,Eastern Arizona Junior College ,,,,University of Nebraska at Lincoln,2012-2013
56,Brad Simpson,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371876&Q_SEASON=2012,LB,6/1/00,195,FR,"Omaha, Neb. ",Omaha,NEB,Ralston High School,,,,,University of Nebraska at Lincoln,2012-2013
71,Jeremiah Sirles,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3662228&Q_SEASON=2012,OL,6/6/13,310,JR,"Lakewood, Colo. ",Lakewood,COLO,Bear Creek High School,,,,,University of Nebraska at Lincoln,2012-2013
13,P.J. Smith,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515327&Q_SEASON=2012,S,6/2/13,210,SR,"River Ridge, La. ",River Ridge,LA,John Curtis High School,,,,,University of Nebraska at Lincoln,2012-2013
3,Daimion Stafford,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097706&Q_SEASON=2012,S,6/1/13,205,SR,"Norco, Calif ",Norco,CALIF,Norco High School,Chaffey College ,,,,University of Nebraska at Lincoln,2012-2013
59,Colby Starkebaum,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3678579&Q_SEASON=2012,LB,6/1/13,220,JR,"Sterling, Colo. ",Sterling,COLO,Sterling High School,,,,,University of Nebraska at Lincoln,2012-2013
55,Baker Steinkuhler,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515331&Q_SEASON=2012,DT,6/6/13,290,SR,"Lincoln, Neb. ",Lincoln,NEB,Southwest High School,,,,,University of Nebraska at Lincoln,2012-2013
57,Zach Sterup,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097816&Q_SEASON=2012,OL,6/8/13,300,RFR,"Hastings, Neb. ",Hastings,NEB,Hastings St. Cecilia High School,,,,,University of Nebraska at Lincoln,2012-2013
38,Graham Stoddard,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515333&Q_SEASON=2012,FB,6/2/13,230,SR,"Lincoln, Neb. ",Lincoln,NEB,Southwest High School,,,,,University of Nebraska at Lincoln,2012-2013
86,David Sutton,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097808&Q_SEASON=2012,TE,6/3/13,240,RFR,"Lincoln, Neb ",Lincoln,NEB,Southeast High School,,,,,University of Nebraska at Lincoln,2012-2013
79,Brandon Thompson,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515338&Q_SEASON=2012,OL,6/6/13,300,SR,"The Woodlands, Texas ",The Woodlands,TEXAS,The Woodlands High School,,,,,University of Nebraska at Lincoln,2012-2013
55,Paul Thurston,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371665&Q_SEASON=2012,OL,6/5/13,275,FR,"Arvada, Colo. ",Arvada,COLO,Arvada West High School,,,,,University of Nebraska at Lincoln,2012-2013
10,Jamal Turner,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097909&Q_SEASON=2012,WR,6/1/13,185,SO,"Arlington, Texas ",Arlington,TEXAS,Sam Houston High School,,,,,University of Nebraska at Lincoln,2012-2013
61,Jeff Uher,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880204&Q_SEASON=2012,DT,6/1/13,280,SO,"Omaha, Neb. ",Omaha,NEB,Creighton Prep High School,,,,,University of Nebraska at Lincoln,2012-2013
66,Dylan Utter,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371492&Q_SEASON=2012,OL,6/1/13,300,FR,"Papillion, Neb. ",Papillion,NEB,Papillion-LaVista High School,,,,,University of Nebraska at Lincoln,2012-2013
98,Vincent Valentine,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371832&Q_SEASON=2012,DT,6/3/13,320,FR,"Edwardsville, Ill. ",Edwardsville,ILL,Edwardsville High School,,,,,University of Nebraska at Lincoln,2012-2013
91,Donovan Vestal,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880499&Q_SEASON=2012,DE,6/5/13,260,SO,"Arlington, Texas ",Arlington,TEXAS,Bowie High School,,,,,University of Nebraska at Lincoln,2012-2013
26,Yusef Wade,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880232&Q_SEASON=2012,CB,5/10/13,185,SO,"Lincoln, Neb. ",Lincoln,NEB,North Star High School,,,,,University of Nebraska at Lincoln,2012-2013
1,Jordan Westerkamp,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371667&Q_SEASON=2012,WR,6/1/00,200,FR,"Lombard, Ill. ",Lombard,ILL,Montini Catholic High School,,,,,University of Nebraska at Lincoln,2012-2013
45,Alonzo Whaley,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=1515348&Q_SEASON=2012,LB,6/1/13,230,SR,"Madisonville, Texas ",Madisonville,TEXAS,Madisonville High School,,,,,University of Nebraska at Lincoln,2012-2013
58,Corey Whitaker,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205371475&Q_SEASON=2012,OL,6/4/13,280,FR,"Murrieta, Calif. ",Murrieta,CALIF,Vista Murrieta High School,,,,,University of Nebraska at Lincoln,2012-2013
24,Austin Williams,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880234&Q_SEASON=2012,DB,6/1/00,200,SO,"Omaha, Neb. ",Omaha,NEB,Burke High School,,,,,University of Nebraska at Lincoln,2012-2013
16,Evan Williams,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205670304&Q_SEASON=2012,QB,5/10/13,158,FR,"Foster City, Calif. ",Foster City,CALIF,Tilton School High School ,,,,,University of Nebraska at Lincoln,2012-2013
92,Kevin Williams,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205097910&Q_SEASON=2012,DT,6/2/13,265,RFR,"Holland, Ohio ",Holland,OHIO,Springfield High School,,,,,University of Nebraska at Lincoln,2012-2013
82,Tyler Wullenwaber,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=204880237&Q_SEASON=2012,WR,6/1/13,195,SO,"Utica, Neb. ",Utica,NEB,Centennial High School,,,,,University of Nebraska at Lincoln,2012-2013
30,Richard Wynne Jr.,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=205089181&Q_SEASON=2012,WR,5/9/13,180,RFR,"Omaha, Neb. ",Omaha,NEB,Creighton Prep High School,,,,,University of Nebraska at Lincoln,2012-2013
31,C.J. Zimmerer,http://www.huskers.com/ViewArticle.dbml?SPSID=4&SPID=22&DB_LANG=C&DB_OEM_ID=100&ATCLID=3662378&Q_SEASON=2012,FB,6/1/00,230,JR,"Omaha, Neb. ",Omaha,NEB,Gross High School,,,,,University of Nebraska at Lincoln,2012-2013
