Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
89,Max Chapman,http://www.nusports.com/sports/m-footbl/mtt/chapman_max00.html,DL,6/3/13,230,RS FR,"Ponte Vedra, Fla.",Ponte Vedra,FLA,Nease,,,,,2012-2013,Northwestern University
1,Bo Cisek,http://www.nusports.com/sports/m-footbl/mtt/cisek_bo00.html,DL,6/2/13,290,SR,"Chicago, Ill.",Chicago,ILL,Notre Dame,,,,,2012-2013,Northwestern University
2,Kain Colter,http://www.nusports.com/sports/m-footbl/mtt/colter_kain00.html,QB,6/1/00,190,JR,"Denver, Colo.",Denver,COLO,Cherry Creek,,,,,2012-2013,Northwestern University
95,Davon Custis,http://www.nusports.com/sports/m-footbl/mtt/custis_davon00.html,DL,6/3/13,255,JR,"Gahanna, Ohio",Gahanna,OHIO,St. Francis De Sales,,,,,2012-2013,Northwestern University
79,Neal Deiters,http://www.nusports.com/sports/m-footbl/mtt/deiters_neal00.html,OL,6/8/13,315,SR,"Elmhurst, Ill.",Elmhurst,ILL,York,,,,,2012-2013,Northwestern University
73,Adam DePietro,http://www.nusports.com/sports/m-footbl/mtt/depietro_adam00.html,OL,6/5/13,270,FR,"Lancaster, Pa.",Lancaster,PA,Lancaster Catholic,,,,,2012-2013,Northwestern University
19,Cameron Dickerson,http://www.nusports.com/sports/m-footbl/mtt/dickerson_cameron00.html,WR,6/3/13,200,RS FR,"Englewood, N.J.",Englewood,NJ,Bergen Catholic,,,,,2012-2013,Northwestern University
41,Doug Diedrick,http://www.nusports.com/sports/m-footbl/mtt/diedrick_doug00.html,SB,5/10/13,215,RS FR,"Woodridge, Ill.",Woodridge,ILL,Montini Catholic,,,,,2012-2013,Northwestern University
22,Demetrius Dugar,http://www.nusports.com/sports/m-footbl/mtt/dugar_demetrius00.html,CB,5/11/13,175,SR,"Houston, Texas",Houston,TEXAS,Aldine,,,,,2012-2013,Northwestern University
45,Collin Ellis,http://www.nusports.com/sports/m-footbl/mtt/ellis_collin00.html,LB,6/2/13,225,SO,"St. Gabriel, La.",St. Gabriel,LA,The Dunham School,,,,,2012-2013,Northwestern University
36,Mike Eshun,http://www.nusports.com/sports/m-footbl/mtt/eshun_mike00.html,DB,5/8/13,170,SO,"Madison, Wis.",Madison,WIS,Edgewood,,,,,2012-2013,Northwestern University
31,Quinn Evans,http://www.nusports.com/sports/m-footbl/mtt/evans_quinn00.html,CB,5/10/13,177,SR,"Chandler, Ariz.",Chandler,ARIZ,Basha,,,,,2012-2013,Northwestern University
8,Demetrius Fields,http://www.nusports.com/sports/m-footbl/mtt/fields_demetrius00.html,WR,6/1/00,210,SR,"Dallas, Texas",Dallas,TEXAS,South Oak Cliff,,,,,2012-2013,Northwestern University
52,Chris Fitzpatrick,http://www.nusports.com/sports/m-footbl/mtt/fitzpatrick_chris00.html,LS,6/2/13,230,FR,"Lawrenceburg, Ky.",Lawrenceburg,KY,Anderson County,,,,,2012-2013,Northwestern University
34,Steve Flaherty,http://www.nusports.com/sports/m-footbl/mtt/flaherty_steve00.html,PK,6/1/13,180,SR,"Chicago, Ill.",Chicago,ILL,St. Rita,,,,,2012-2013,Northwestern University
16,Davion Fleming,http://www.nusports.com/sports/m-footbl/mtt/fleming_davion00.html,DB,5/10/13,200,JR,"Upland, Calif.",Upland,CALIF,Upland,,,,,2012-2013,Northwestern University
57,Matt Frazier,http://www.nusports.com/sports/m-footbl/mtt/frazier_matt00.html,OL,6/4/13,290,RS FR,"Bourbonnais, Ill.",Bourbonnais,ILL,Kankakee Bishop McNamara,,,,,2012-2013,Northwestern University
98,Deonte Gibson,http://www.nusports.com/sports/m-footbl/mtt/gibson_deonte00.html,DL,6/3/13,240,RS FR,"Lakewood, Ohio",Lakewood,OHIO,St. Edward,,,,,2012-2013,Northwestern University
48,Roderick Goodlow,http://www.nusports.com/sports/m-footbl/mtt/goodlow_roderick00.html,LB,6/2/13,220,SR,"Dallas, Texas",Dallas,TEXAS,W.H. Adamson,,,,,2012-2013,Northwestern University
31,Chris Gradone,http://www.nusports.com/sports/m-footbl/mtt/gradone_chris00.html,P,6/2/13,190,RS FR,"Cincinnati, Ohio",Cincinnati,OHIO,St. Xavier,,,,,2012-2013,Northwestern University
22,Treyvon Green,http://www.nusports.com/sports/m-footbl/mtt/green_treyvon00.html,RB,5/10/13,215,SO,"Mesquite, Texas",Mesquite,TEXAS,Rowlett,,,,,2012-2013,Northwestern University
9,Jimmy Hall,http://www.nusports.com/sports/m-footbl/mtt/hall_jimmy00.html,DB,6/2/13,205,SO,"Toledo, Ohio",Toledo,OHIO,Sylvania Southview,,,,,2012-2013,Northwestern University
92,Will Hampton,http://www.nusports.com/sports/m-footbl/mtt/hampton_will00.html,DL,6/3/13,285,JR,"Houston, Texas",Houston,TEXAS,Cy-Creek,,,,,2012-2013,Northwestern University
28,Tim Hanrahan,http://www.nusports.com/sports/m-footbl/mtt/hanrahan_tim00.html,RB,6/1/00,195,SO,"Frankfort, Ill.",Frankfort,ILL,Providence Catholic,,,,,2012-2013,Northwestern University
54,Eric Hauser,http://www.nusports.com/sports/m-footbl/mtt/hauser_eric00.html,LB,6/1/00,215,FR,"Lake Barrington, Ill.",Lake Barrington,ILL,Loyola Academy,,,,,2012-2013,Northwestern University
10,Traveon Henry,http://www.nusports.com/sports/m-footbl/mtt/henry_traveon00.html,S,6/1/13,200,FR,"Lauderdale Lakes, Fla.",Lauderdale Lakes,FLA,Pine Crest,,,,,2012-2013,Northwestern University
59,Pat Hickey,http://www.nusports.com/sports/m-footbl/mtt/hickey_pat00.html,LS,6/1/00,205,JR,"Chicago, Ill.",Chicago,ILL,Loyola Academy,,,,,2012-2013,Northwestern University
80,Mike Jensen,http://www.nusports.com/sports/m-footbl/mtt/jensen_mike00.html,WR,6/1/00,180,JR,"Rancho Santa Fe, Calif.",Rancho Santa Fe,CALIF,The Bishop's School,,,,,2012-2013,Northwestern University
14,Christian Jones,http://www.nusports.com/sports/m-footbl/mtt/jones_christian00.html,WR,6/3/13,225,SO,"Houston, Texas",Houston,TEXAS,Westfield,,,,,2012-2013,Northwestern University
15,Daniel Jones,http://www.nusports.com/sports/m-footbl/mtt/jones_daniel00.html,DB,5/11/13,170,SO,"Monticello, Fla.",Monticello,FLA,Florida High School,,,,,2012-2013,Northwestern University
42,Joseph Jones,http://www.nusports.com/sports/m-footbl/mtt/jones_joseph00.html,S,6/1/13,200,FR,"Plano, Ill.",Plano,ILL,Plano,,,,,2012-2013,Northwestern University
20,Malin Jones,http://www.nusports.com/sports/m-footbl/mtt/jones_malin00.html,RB,6/1/00,205,FR,"Naperville, Ill.",Naperville,ILL,Joliet Catholic,,,,,2012-2013,Northwestern University
6,Tony Jones,http://www.nusports.com/sports/m-footbl/mtt/jones_tony00.html,WR,6/1/00,185,SO,"Flint, Mich.",Flint,MICH,Grand Blanc,,,,,2012-2013,Northwestern University
3,Tyris Jones,http://www.nusports.com/sports/m-footbl/mtt/jones_tyris00.html,RB,6/1/00,220,SR,"Fort Wayne, Ind.",Fort Wayne,IND,Concordia Lutheran,,,,,2012-2013,Northwestern University
81,Paul Jorgensen,http://www.nusports.com/sports/m-footbl/mtt/jorgensen_paul00.html,OL,6/6/13,295,SO,"DeWitt, Mich.",DeWitt,MICH,DeWitt,,,,,2012-2013,Northwestern University
75,Jack Konopka,http://www.nusports.com/sports/m-footbl/mtt/konopka_jack00.html,OL,6/5/13,285,SO,"Inverness, Ill.",Inverness,ILL,Palatine Fremd,,,,,2012-2013,Northwestern University
39,Zak Kucera,http://www.nusports.com/sports/m-footbl/mtt/kucera_zak00.html,P,6/2/13,205,FR,"Chesterland, Ohio",Chesterland,OHIO,West Geauga,,,,,2012-2013,Northwestern University
93,Greg Kuhar,http://www.nusports.com/sports/m-footbl/mtt/kuhar_greg00.html,DL,6/3/13,275,FR,"Concord Township, Ohio",Concord Township,OHIO,St. Edward,,,,,2012-2013,Northwestern University
17,Rashad Lawrence,http://www.nusports.com/sports/m-footbl/mtt/lawrence_rashad00.html,WR,6/2/13,185,JR,"Orlando, Fla.",Orlando,FLA,Olympia,,,,,2012-2013,Northwestern University
94,Dean Lowry,http://www.nusports.com/sports/m-footbl/mtt/lowry_dean00.html,DL,6/6/13,230,FR,"Rockford, Ill.",Rockford,ILL,Boylan,,,,,2012-2013,Northwestern University
68,Connor Mahoney,http://www.nusports.com/sports/m-footbl/mtt/mahoney_connor00.html,DL,6/4/13,260,FR,"Malvern, Pa.",Malvern,PA,Malvern,,,,,2012-2013,Northwestern University
5,Venric Mark,http://www.nusports.com/sports/m-footbl/mtt/mark_venric00.html,RB,5/8/13,175,JR,"Tomball, Texas",Tomball,TEXAS,St. Pius X,,,,,2012-2013,Northwestern University
67,Sean McEvilly,http://www.nusports.com/sports/m-footbl/mtt/mcevilly_sean00.html,DL,6/5/13,275,SO,"Yorba Linda, Calif.",Yorba Linda,CALIF,Orange Lutheran,,,,,2012-2013,Northwestern University
83,Mike McHugh,http://www.nusports.com/sports/m-footbl/mtt/mchugh_mike00.html,WR,6/3/13,185,FR,"Kirkwood, Mo.",Kirkwood,MO,Kirkwood,,,,,2012-2013,Northwestern University
71,Shane Mertz,http://www.nusports.com/sports/m-footbl/mtt/mertz_shane00.html,OL,6/8/13,295,RS FR,"Hazlet, N.J.",Hazlet,NJ,Raritan,,,,,2012-2013,Northwestern University
33,Matt Micucci,http://www.nusports.com/sports/m-footbl/mtt/micucci_matt00.html,P/PK,5/11/13,190,FR,"Lake Zurich, Ill.",Lake Zurich,ILL,Stevenson,,,,,2012-2013,Northwestern University
8,Jack Mitchell,http://www.nusports.com/sports/m-footbl/mtt/mitchell_jack00.html,WR,6/3/13,205,FR,"San Diego, Calif.",San Diego,CALIF,Torrey Pines,,,,,2012-2013,Northwestern University
53,Geoff Mogus,http://www.nusports.com/sports/m-footbl/mtt/mogus_geoff00.html,OL,6/5/13,280,RS FR,"Lorain, Ohio",Lorain,OHIO,St. Edward,,,,,2012-2013,Northwestern University
84,Drew Moulton,http://www.nusports.com/sports/m-footbl/mtt/moulton_drew00.html,WR,5/11/13,180,JR,"Freeland, Mich.",Freeland,MICH,Midland,,,,,2012-2013,Northwestern University
72,Brian Mulroe,http://www.nusports.com/sports/m-footbl/mtt/mulroe_brian00.html,OL,6/4/13,295,SR,"Glenview, Ill.",Glenview,ILL,Loyola Academy,,,,,2012-2013,Northwestern University
33,David Nwabuisi,http://www.nusports.com/sports/m-footbl/mtt/nwabuisi_david00.html,LB,6/1/13,240,SR,"Houston, Texas",Houston,TEXAS,Episcopal,,,,,2012-2013,Northwestern University
18,Ifeadi Odenigbo,http://www.nusports.com/sports/m-footbl/mtt/odenigbo_ifeadi00.html,LB,6/3/13,220,FR,"Centerville, Ohio",Centerville,OHIO,Centerville,,,,,2012-2013,Northwestern University
34,Michael Odom,http://www.nusports.com/sports/m-footbl/mtt/odom_michael00.html,RB,6/1/00,195,FR,"Naperville, Ill.",Naperville,ILL,Benet Academy,,,,,2012-2013,Northwestern University
3,Sean Oliver,http://www.nusports.com/sports/m-footbl/mtt/oliver_sean00.html,DB,5/11/13,175,FR,"Plano, Texas",Plano,TEXAS,Plano Senior,,,,,2012-2013,Northwestern University
10,Zack Oliver,http://www.nusports.com/sports/m-footbl/mtt/oliver_zack00.html,QB,6/4/13,235,RS FR,"Baton Rouge, La.",Baton Rouge,LA,Catholic,,,,,2012-2013,Northwestern University
76,Eric Olson,http://www.nusports.com/sports/m-footbl/mtt/olson_eric00.html,OL,6/6/13,285,FR,"Sudbury, Mass.",Sudbury,MASS,Buckingham Browne & Nichols,,,,,2012-2013,Northwestern University
38,Arthur Omilian,http://www.nusports.com/sports/m-footbl/mtt/omilian_arthur00.html,PK,5/11/13,160,RS FR,"Atlanta, Ga.",Atlanta,GA,Pace Academy,,,,,2012-2013,Northwestern University
27,Mike Panico,http://www.nusports.com/sports/m-footbl/mtt/panico_mike00.html,RB,5/8/13,175,FR,"Libertyville, Ill.",Libertyville,ILL,Carmel Catholic,,,,,2012-2013,Northwestern University
63,Ian Park,http://www.nusports.com/sports/m-footbl/mtt/park_ian00.html,OL,6/4/13,295,FR,"Pittsburgh, Pa.",Pittsburgh,PA,Upper St. Clair,,,,,2012-2013,Northwestern University
62,Taylor Paxton,http://www.nusports.com/sports/m-footbl/mtt/paxton_taylor00.html,OL,6/4/13,295,JR,"Centennial, Colo.",Centennial,COLO,Cherry Creek,,,,,2012-2013,Northwestern University
25,Jordan Perkins,http://www.nusports.com/sports/m-footbl/mtt/perkins_jordan00.html,RB,6/1/00,180,RS FR,"Lodi, Calif.",Lodi,CALIF,Lodi,,,,,2012-2013,Northwestern University
61,Alex Pietrzak,http://www.nusports.com/sports/m-footbl/mtt/pietrzak_alex00.html,OL,6/4/13,290,RS FR,"Burr Ridge, Ill.",Burr Ridge,ILL,Brother Rice,,,,,2012-2013,Northwestern University
77,Kenton Playko,http://www.nusports.com/sports/m-footbl/mtt/playko_kenton00.html,OL,6/5/13,270,FR,"Lewis Center, Ohio",Lewis Center,OHIO,Olentangy,,,,,2012-2013,Northwestern University
74,Chuck Porcelli,http://www.nusports.com/sports/m-footbl/mtt/porcelli_chuck00.html,OL,6/7/13,315,SR,"Oak Brook, Ill.",Oak Brook,ILL,Montini Catholic,,,,,2012-2013,Northwestern University
51,Jaylen Prater,http://www.nusports.com/sports/m-footbl/mtt/prater_jaylen00.html,LB,6/1/00,215,FR,"Hamden, Ohio",Hamden,OHIO,Wellston,,,,,2012-2013,Northwestern University
21,Kyle Prater,http://www.nusports.com/sports/m-footbl/mtt/prater_kyle00.html,WR,6/5/13,215,SO,"Maywood, Ill.",Maywood,ILL,Proviso West,,,,,2012-2013,Northwestern University
46,Damien Proby,http://www.nusports.com/sports/m-footbl/mtt/proby_damien00.html,LB,6/1/00,235,JR,"North Las Vegas, Nev.",North Las Vegas,NEV,Cheyenne,,,,,2012-2013,Northwestern University
43,Tim Riley,http://www.nusports.com/sports/m-footbl/mtt/riley_tim00.html,SB,6/3/13,220,JR,"Oswego, Ill.",Oswego,ILL,Oswego,,,,,2012-2013,Northwestern University
90,C.J. Robbins,http://www.nusports.com/sports/m-footbl/mtt/robbins_cj00.html,DL,6/5/13,275,RS FR,"Peru, Ill.",Peru,ILL,LaSalle-Peru,,,,,2012-2013,Northwestern University
18,Christian Salem,http://www.nusports.com/sports/m-footbl/mtt/salem_christian00.html,QB,6/3/13,190,FR,"Santa Monica, Calif.",Santa Monica,CALIF,Santa Monica,,,,,2012-2013,Northwestern University
82,Andrew Scanlan,http://www.nusports.com/sports/m-footbl/mtt/scanlan_andrew00.html,WR,6/2/13,200,FR,"Royersford, Pa.",Royersford,PA,Spring Ford,,,,,2012-2013,Northwestern University
86,Jack Schwaba,http://www.nusports.com/sports/m-footbl/mtt/schwaba_jack00.html,SB,6/4/13,225,FR,"Upper St. Clair, Pa.",Upper St. Clair,PA,Upper St. Clair,,,,,2012-2013,Northwestern University
97,Tyler Scott,http://www.nusports.com/sports/m-footbl/mtt/scott_tyler00.html,DL,6/4/13,265,JR,"Warren, Ohio",Warren,OHIO,Howland,,,,,2012-2013,Northwestern University
47,Troy Sheppard,http://www.nusports.com/sports/m-footbl/mtt/sheppard_troy00.html,DB,5/10/13,170,FR,"Joliet, Ill.",Joliet,ILL,Providence Catholic,,,,,2012-2013,Northwestern University
13,Trevor Siemian,http://www.nusports.com/sports/m-footbl/mtt/siemian_trevor00.html,QB,6/3/13,210,SO,"Windermere, Fla.",Windermere,FLA,Olympia,,,,,2012-2013,Northwestern University
87,Brian Smith,http://www.nusports.com/sports/m-footbl/mtt/smith_brian00.html,SB,6/7/13,285,JR,"Medina, Ohio",Medina,OHIO,Walsh Jesuit,,,,,2012-2013,Northwestern University
55,Drew Smith,http://www.nusports.com/sports/m-footbl/mtt/smith_drew00.html,LB,6/1/13,205,RS FR,"Cincinnati, Ohio",Cincinnati,OHIO,Colerain,,,,,2012-2013,Northwestern University
56,Will Studlien,http://www.nusports.com/sports/m-footbl/mtt/studlien_will00.html,LB,6/2/13,225,JR,"Sunbury, Ohio",Sunbury,OHIO,Big Walnut,,,,,2012-2013,Northwestern University
85,Mark Szott,http://www.nusports.com/sports/m-footbl/mtt/szott_mark00.html,SB,6/4/13,240,RS FR,"Naperville, Ill.",Naperville,ILL,Waubonsie Valley,,,,,2012-2013,Northwestern University
32,Mike Trumpy,http://www.nusports.com/sports/m-footbl/mtt/trumpy_mike00.html,RB,6/1/13,210,JR,"Wheaton, Ill.",Wheaton,ILL,Wheaton North,,,,,2012-2013,Northwestern University
23,Nick VanHoose,http://www.nusports.com/sports/m-footbl/mtt/vanhoose_nick00.html,DB,6/1/00,185,RS FR,"Urbana, Ohio",Urbana,OHIO,Graham,,,,,2012-2013,Northwestern University
50,Timmy Vernon,http://www.nusports.com/sports/m-footbl/mtt/vernon_timmy00.html,LB,6/3/13,225,JR,"Fort Washington, Pa.",Fort Washington,PA,Germantown Academy,,,,,2012-2013,Northwestern University
66,Brandon Vitabile,http://www.nusports.com/sports/m-footbl/mtt/vitabile_brandon00.html,OL,6/3/13,300,SO,"Edison, N.J.",Edison,NJ,Bishop Ahern,,,,,2012-2013,Northwestern University
40,Dan Vitale,http://www.nusports.com/sports/m-footbl/mtt/vitale_dan00.html,SB,6/2/13,220,FR,"Wheaton, Ill.",Wheaton,ILL,Wheaton-Warrenville South,,,,,2012-2013,Northwestern University
70,Patrick Ward,http://www.nusports.com/sports/m-footbl/mtt/ward_patrick00.html,OL,6/7/13,310,SR,"Homer Glen, Ill.",Homer Glen,ILL,Providence Catholic,,,,,2012-2013,Northwestern University
81,Evan Watkins,http://www.nusports.com/sports/m-footbl/mtt/watkins_evan00.html,SB,6/6/13,245,JR,"Carol Stream, Ill.",Carol Stream,ILL,Glenbard North,,,,,2012-2013,Northwestern University
2,Dwight White,http://www.nusports.com/sports/m-footbl/mtt/white_dwight00.html,CB,5/10/13,178,FR,"Cypress, Texas",Cypress,TEXAS,Cy-Fair,,,,,2012-2013,Northwestern University
49,Brandon Williams,http://www.nusports.com/sports/m-footbl/mtt/williams_brandon00.html,P,6/2/13,185,JR,"Nappanee, Ind.",Nappanee,IND,NorthWood,,,,,2012-2013,Northwestern University
4,Jarrell Williams,http://www.nusports.com/sports/m-footbl/mtt/williams_jarrell00.html,DB,5/11/13,190,RS FR,"Robbins, Ill.",Robbins,ILL,Oak Lawn Richards,,,,,2012-2013,Northwestern University
88,Quentin Williams,http://www.nusports.com/sports/m-footbl/mtt/williams_quentin00.html,DL,6/4/13,255,SR,"Pittsburgh, Pa.",Pittsburgh,PA,Pittsburgh Central Catholic,,,,,2012-2013,Northwestern University
35,Eric Wilson,http://www.nusports.com/sports/m-footbl/mtt/wilson_eric00.html,LB,6/2/13,205,FR,"Redford, Mich.",Redford,MICH,Thurston,,,,,2012-2013,Northwestern University
11,Pierre Youngblood-Ary,http://www.nusports.com/sports/m-footbl/mtt/youngbloodary_pierre00.html,WR,6/3/13,185,RS FR,"Orlando, Fla.",Orlando,FLA,Lake Brantley,,,,,2012-2013,Northwestern University
