Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
24,Cedric Simmons,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205562016&Q_SEASON=2012,RB,6/1/13,214,FR,"Gilbert, Ariz. ",Gilbert,Ariz,Perry High School,,,,,San Jose State University,2012-2013
32,Jason Simpson,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204765524&Q_SEASON=2012,RB,6/1/00,211,JR,"Redwood City, Calif. ",Redwood City,Calif,Woodside High School,,,,,San Jose State University,2012-2013
31,Keith Smith,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204974108&Q_SEASON=2012,LB,6/1/13,229,JR,"Covina, Calif. ",Covina,Calif,Charter Oak High School,,,,,San Jose State University,2012-2013
49,Shane Smith,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205562711&Q_SEASON=2012,LB,6/2/13,225,FR,"Los Gatos, Calif. ",Los Gatos,Calif,Los Gatos High School,,,,,San Jose State University,2012-2013
18,Dasmen Stewart,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204765526&Q_SEASON=2012,QB,6/4/13,217,JR,"Oxnard, Calif. ",Oxnard,Calif,Oxnard High School,,,,,San Jose State University,2012-2013
4,Christian Tago,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205555539&Q_SEASON=2012,LB,6/2/13,215,FR,"Palmdale, Calif. ",Palmdale,Calif,Highland High School,,,,,San Jose State University,2012-2013
60,Michael Talafus,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205556817&Q_SEASON=2012,OL,6/3/13,260,FR,"Rancho Santa Margarita, Calif. ",Rancho Santa Margarita,Calif,Trabuco Hills High School,,,,,San Jose State University,2012-2013
26,Travis Talianko,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205556827&Q_SEASON=2012,S,6/1/13,200,FR,"Sierra Madre, Calif. ",Sierra Madre,Calif,St. Francis High School,,,,,San Jose State University,2012-2013
94,Eugene Taylor,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205555546&Q_SEASON=2012,DE,6/4/13,210,FR,"San Jose, Calif. ",San Jose,Calif,Oak Grove High School,,,,,San Jose State University,2012-2013
41,Jeffrey Telles,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204976880&Q_SEASON=2012,LS,6/1/13,243,SO,"Tracy, Calif. ",Tracy,Calif,St. Mary's High School,,,,,San Jose State University,2012-2013
83,Jordan Thiel,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205560070&Q_SEASON=2012,TE,6/5/13,230,FR,"Simi Valley, Calif. ",Simi Valley,Calif,Simi Valley High School,,,,,San Jose State University,2012-2013
27,Ben Thompson,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204974175&Q_SEASON=2012,RB,6/2/13,227,SO,"Temecula, Calif ",Temecula,Calif,Temecula Valley High School,,,,,San Jose State University,2012-2013
37,Sam Tomlitz,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204976548&Q_SEASON=2012,TE,6/3/13,230,SO,"San Jose, Calif. ",San Jose,Calif,Archbishop Mitty High School,,,,,San Jose State University,2012-2013
41,David Tuitupou,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205154235&Q_SEASON=2012,DE,6/5/13,260,SR,"Orem, Utah ",Orem,Utah,Mountain View High School ,Brigham Young University,,,,San Jose State University,2012-2013
15,Peter Tuitupou,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205268824&Q_SEASON=2012,TE,6/4/13,246,SR,"Orem, Utah ",Orem,Utah,Mountain View High School,University of Utah ,,,,San Jose State University,2012-2013
93,Foloi Vae,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204974428&Q_SEASON=2012,DT,6/3/13,278,SO,"Stockton, Calif. ",Stockton,Calif,Edison High School,,,,,San Jose State University,2012-2013
70,Fernando Villanueva,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205556422&Q_SEASON=2012,OL,6/7/13,290,FR,"San Jose, Calif. ",San Jose,Calif,Independence High School,,,,,San Jose State University,2012-2013
10,Harrison Waid,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204765529&Q_SEASON=2012,P,6/1/13,173,JR,"Sunnyvale, Calif. ",Sunnyvale,Calif,Fremont High School,,,,,San Jose State University,2012-2013
35,Hansel Wilson,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205562527&Q_SEASON=2012,WR,5/10/13,170,FR,"El Cajon, Calif. ",El Cajon,Calif,Valhalla High School,,,,,San Jose State University,2012-2013
0,Jake Wilson,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205562492&Q_SEASON=2012,WR,5/11/13,160,FR,"San Jose, Calif. ",San Jose,Calif,Sobrato High School ,,,,,San Jose State University,2012-2013
25,Ronnie Yell,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=204765582&Q_SEASON=2012,CB,5/10/13,188,SR,"San Diego, Calif. ",San Diego,Calif,Lincoln High School,,,,,San Jose State University,2012-2013
44,Tony Zizzo,http://www.sjsuspartans.com/ViewArticle.dbml?SPSID=29302&SPID=2290&DB_LANG=C&DB_OEM_ID=5600&ATCLID=205556826&Q_SEASON=2012,LB,5/11/13,210,JR,"Morgan Hill, Calif. ",Morgan Hill,Calif,Sobrato High School,Modesto College ,,,,San Jose State University,2012-2013
