unitid,awlevel,crace15,crace16,cipcode
101189,2,0,2,"50050"
101189,2,127,70,"56000"
101189,2,127,72,"99000"
100724,2,0,1,"50050"
100724,2,0,2,"55030"
100724,2,0,1,"55060"
100724,2,0,4,"99000"
100760,1,0,5,"50050"
100760,1,0,5,"99000"
100760,2,55,41,"56000"
100760,2,55,41,"99000"
100760,3,7,3,"50010"
100760,3,0,8,"50050"
100760,3,0,1,"52010"
100760,3,0,1,"52050"
100760,3,0,1,"52070"
100760,3,0,1,"52130"
100760,3,0,1,"52140"
100760,3,0,1,"52150"
100760,3,0,2,"52190"
100760,3,2,0,"53100"
100760,3,1,0,"55050"
100760,3,10,19,"99000"
101514,1,0,9,"50020"
101514,1,0,12,"50050"
101514,1,28,36,"50060"
101514,1,15,2,"53030"
101514,1,5,0,"53040"
101514,1,6,1,"53060"
101514,1,2,0,"53070"
101514,1,16,2,"53080"
101514,1,6,0,"53100"
101514,1,14,0,"53110"
101514,1,5,0,"53130"
101514,1,32,0,"53170"
101514,1,1,0,"53990"
101514,1,130,62,"99000"
101514,2,2,1,"50010"
101514,2,7,9,"50020"
101514,2,0,1,"50030"
101514,2,9,7,"50040"
101514,2,0,5,"50050"
101514,2,1,0,"50060"
101514,2,2,1,"50080"
101514,2,9,8,"50120"
101514,2,17,0,"50990"
101514,2,4,7,"51010"
101514,2,0,1,"52010"
101514,2,0,6,"52020"
101514,2,5,1,"52050"
101514,2,2,0,"52070"
101514,2,2,66,"52080"
101514,2,0,1,"52130"
101514,2,3,2,"52150"
101514,2,1,8,"52160"
101514,2,0,3,"52190"
101514,2,2,0,"53040"
101514,2,1,0,"53050"
101514,2,2,0,"53060"
101514,2,11,0,"53110"
101514,2,2,0,"53120"
101514,2,5,0,"53170"
101514,2,2,0,"54020"
101514,2,3,0,"55030"
101514,2,16,2,"55050"
101514,2,2,0,"55070"
101514,2,0,1,"55990"
101514,2,85,101,"56000"
101514,2,195,231,"99000"
101143,1,0,21,"50050"
101143,1,9,10,"51030"
101143,1,0,9,"52130"
101143,1,1,0,"54020"
101143,1,0,7,"55030"
101143,1,7,3,"55050"
101143,1,17,50,"99000"
101143,2,1,0,"50010"
101143,2,0,7,"50050"
101143,2,0,2,"50100"
101143,2,9,10,"51030"
101143,2,0,1,"52070"
101143,2,0,5,"52130"
101143,2,1,0,"54020"
101143,2,0,1,"55030"
101143,2,1,0,"55060"
101143,2,61,85,"56000"
101143,2,73,111,"99000"
101143,3,8,0,"53020"
101143,3,3,0,"53060"
101143,3,2,0,"53080"
101143,3,13,0,"99000"
101240,1,11,5,"55020"
101240,1,11,5,"99000"
101240,2,0,2,"50010"
101240,2,6,4,"50080"
101240,2,6,13,"51010"
101240,2,7,29,"52160"
101240,2,3,0,"53020"
101240,2,2,0,"54020"
101240,2,6,4,"55050"
101240,2,84,107,"56000"
101240,2,114,159,"99000"
101240,3,0,2,"50030"
101240,3,2,1,"50040"
101240,3,0,3,"50050"
101240,3,0,2,"52010"
101240,3,2,16,"52050"
101240,3,1,2,"52070"
101240,3,2,62,"52080"
101240,3,0,2,"52130"
101240,3,3,1,"52150"
101240,3,4,0,"52990"
101240,3,11,0,"53010"
101240,3,7,1,"54040"
101240,3,0,13,"55030"
101240,3,1,15,"55990"
101240,3,33,120,"99000"
101286,1,0,3,"50010"
101286,1,0,3,"50020"
101286,1,0,3,"50050"
101286,1,0,7,"50060"
101286,1,3,1,"50090"
101286,1,2,16,"52090"
101286,1,6,3,"52120"
101286,1,6,1,"53030"
101286,1,5,0,"53040"
101286,1,10,0,"53060"
101286,1,8,0,"53070"
101286,1,2,0,"53080"
101286,1,6,1,"53100"
101286,1,0,3,"53130"
101286,1,8,0,"53150"
101286,1,22,0,"53170"
101286,1,1,0,"54020"
101286,1,79,41,"99000"
101286,2,6,76,"52080"
101286,2,40,46,"56000"
101286,2,46,122,"99000"
101286,3,3,4,"50010"
101286,3,0,10,"50050"
101286,3,4,1,"50990"
101286,3,7,24,"51010"
101286,3,2,0,"52010"
101286,3,1,8,"52050"
101286,3,3,9,"52150"
101286,3,6,0,"53020"
101286,3,0,2,"53040"
101286,3,9,0,"53100"
101286,3,3,1,"55050"
101286,3,38,59,"99000"
101435,1,0,6,"50990"
101435,1,0,6,"99000"
101435,2,0,1,"50990"
101435,2,0,1,"99000"
101499,2,3,27,"52080"
101499,2,23,32,"56000"
101499,2,26,59,"99000"
101505,1,1,0,"50010"
101505,1,0,5,"50050"
101505,1,0,2,"50120"
101505,1,1,7,"99000"
101505,2,68,50,"56000"
101505,2,68,50,"99000"
101505,3,48,5,"50010"
101505,3,4,9,"50020"
101505,3,8,3,"50030"
101505,3,21,9,"50040"
101505,3,3,34,"50050"
101505,3,5,1,"50080"
101505,3,0,3,"50100"
101505,3,6,0,"50110"
101505,3,2,3,"51010"
101505,3,2,15,"52050"
101505,3,4,14,"52070"
101505,3,2,50,"52080"
101505,3,0,3,"52100"
101505,3,0,2,"52120"
101505,3,0,6,"52130"
101505,3,0,5,"52140"
101505,3,4,6,"52150"
101505,3,0,3,"52160"
101505,3,0,2,"52170"
101505,3,1,2,"52190"
101505,3,1,0,"52990"
101505,3,20,1,"53010"
101505,3,1,2,"53040"
101505,3,4,0,"53140"
101505,3,4,0,"53170"
101505,3,7,4,"54020"
101505,3,0,7,"54040"
101505,3,3,0,"55010"
101505,3,0,5,"55030"
101505,3,16,6,"55050"
101505,3,14,0,"55070"
101505,3,1,2,"55080"
101505,3,7,1,"55990"
101505,3,188,203,"99000"
101587,2,0,5,"50050"
101587,2,1,8,"52080"
101587,2,1,0,"52100"
101587,2,0,2,"52130"
101587,2,0,1,"52990"
101587,2,2,16,"99000"
1025,2,9,12,"56000"
1025,2,9,12,"99000"
101648,2,62,0,"56000"
101648,2,62,0,"99000"
101693,2,11,139,"52080"
101693,2,11,139,"99000"
102030,2,1,13,"50010"
102030,2,1,5,"50020"
102030,2,0,4,"50050"
102030,2,3,6,"51030"
102030,2,0,28,"52080"
102030,2,0,1,"52150"
102030,2,1,1,"52160"
102030,2,1,1,"52180"
102030,2,1,0,"52190"
102030,2,1,0,"53020"
102030,2,1,0,"53170"
102030,2,0,4,"55040"
102030,2,28,58,"56000"
102030,2,38,121,"99000"
102030,5,0,8,"51010"
102030,5,0,8,"99000"
101897,2,2,1,"50010"
101897,2,3,7,"50030"
101897,2,4,0,"50040"
101897,2,0,3,"50050"
101897,2,1,2,"51010"
101897,2,3,37,"52080"
101897,2,9,0,"55050"
101897,2,76,47,"56000"
101897,2,98,97,"99000"
101903,1,0,2,"50050"
101903,1,0,2,"99000"
101903,2,0,6,"50050"
101903,2,1,0,"51030"
101903,2,0,1,"52190"
101903,2,1,0,"55050"
101903,2,30,34,"56000"
101903,2,32,41,"99000"
101903,3,0,1,"50120"
101903,3,1,2,"51030"
101903,3,0,1,"52050"
101903,3,4,42,"52080"
101903,3,0,1,"52190"
101903,3,1,0,"55050"
101903,3,4,1,"55990"
101903,3,10,48,"99000"
101912,2,1,0,"50020"
101912,2,0,6,"50050"
101912,2,2,2,"50080"
101912,2,1,21,"52080"
101912,2,0,1,"55020"
101912,2,4,30,"99000"
101949,2,0,7,"50050"
101949,2,3,1,"54030"
101949,2,21,37,"56000"
101949,2,24,45,"99000"
102049,2,3,91,"52080"
102049,2,1,4,"55990"
102049,2,4,2,"56000"
102049,2,8,97,"99000"
102058,2,2,4,"50020"
102058,2,0,10,"50050"
102058,2,2,2,"51010"
102058,2,1,1,"52050"
102058,2,0,4,"52080"
102058,2,0,6,"52090"
102058,2,1,1,"52130"
102058,2,2,0,"53010"
102058,2,4,7,"54010"
102058,2,8,0,"55020"
102058,2,8,10,"55030"
102058,2,3,5,"55040"
102058,2,31,50,"99000"
102058,4,2,9,"55030"
102058,4,2,9,"99000"
102076,2,19,32,"56000"
102076,2,19,32,"99000"
102076,3,1,0,"52050"
102076,3,3,12,"52060"
102076,3,0,1,"52120"
102076,3,0,1,"52130"
102076,3,0,1,"52140"
102076,3,2,0,"52990"
102076,3,0,2,"55040"
102076,3,7,1,"55990"
102076,3,13,18,"56000"
102076,3,26,36,"99000"
102261,1,2,4,"55020"
102261,1,2,4,"99000"
102261,2,1,1,"55020"
102261,2,1,1,"99000"
251260,2,0,12,"50050"
251260,2,0,3,"51010"
251260,2,1,11,"52080"
251260,2,2,0,"53030"
251260,2,58,42,"56000"
251260,2,61,68,"99000"
102368,2,3,2,"50010"
102368,2,1,0,"51010"
102368,2,3,113,"52090"
102368,2,1,0,"53020"
102368,2,0,1,"55050"
102368,2,16,6,"56000"
102368,2,24,122,"99000"
102322,2,3,1,"50010"
102322,2,31,0,"50110"
102322,2,2,0,"50990"
102322,2,22,4,"55030"
102322,2,3,2,"56000"
102322,2,61,7,"99000"
102359,2,8,3,"50010"
102359,2,6,1,"51010"
102359,2,1,0,"55050"
102359,2,1,2,"56000"
102359,2,16,6,"99000"
100663,1,426,53,"52010"
100663,1,0,34,"52020"
100663,1,426,87,"99000"
100663,5,4,18,"52050"
100663,5,8,12,"52070"
100663,5,3,17,"52100"
100663,5,0,13,"52120"
100663,5,6,28,"52130"
100663,5,0,10,"52140"
100663,5,24,35,"52150"
100663,5,2,10,"52170"
100663,5,5,14,"52190"
100663,5,25,10,"52990"
100663,5,77,167,"99000"
100706,4,6,8,"55990"
100706,4,6,8,"99000"
102410,2,41,59,"56000"
102410,2,41,59,"99000"
101569,1,0,4,"50050"
101569,1,1,9,"50060"
101569,1,0,15,"52010"
101569,1,3,0,"53060"
101569,1,2,0,"53100"
101569,1,1,1,"53130"
101569,1,12,0,"53170"
101569,1,0,4,"54040"
101569,1,19,33,"99000"
101569,2,14,39,"56000"
101569,2,14,39,"99000"
101569,3,3,3,"50020"
101569,3,0,16,"50050"
101569,3,2,2,"50990"
101569,3,0,14,"52080"
101569,3,0,1,"52100"
101569,3,0,2,"52130"
101569,3,2,2,"55050"
101569,3,5,18,"55060"
101569,3,12,58,"99000"
101569,4,1,3,"51010"
101569,4,1,3,"99000"
101161,1,0,8,"52020"
101161,1,0,8,"99000"
101161,2,14,33,"56000"
101161,2,14,33,"99000"
101161,3,1,0,"52070"
101161,3,1,0,"54020"
101161,3,0,1,"54990"
101161,3,3,7,"55050"
101161,3,4,0,"55070"
101161,3,4,0,"55080"
101161,3,19,25,"56000"
101161,3,32,33,"99000"
101161,5,0,1,"52150"
101161,5,0,1,"55080"
101161,5,0,2,"99000"
103440,1,8,0,"54030"
103440,1,8,0,"99000"
103440,2,7,0,"54030"
103440,2,0,2,"55030"
103440,2,2,5,"56000"
103440,2,9,7,"99000"
103440,3,2,0,"55050"
103440,3,2,0,"99000"
103440,4,0,2,"54030"
103440,4,0,2,"99000"
102614,2,8,7,"56000"
102614,2,8,7,"99000"
102757,1,0,12,"52020"
102757,1,2,14,"52090"
102757,1,10,0,"53020"
102757,1,5,5,"53030"
102757,1,1,3,"53040"
102757,1,2,0,"53060"
102757,1,8,0,"53070"
102757,1,3,9,"53090"
102757,1,11,1,"53100"
102757,1,42,44,"99000"
102757,2,35,59,"56000"
102757,2,35,59,"99000"
102757,3,1,1,"50010"
102757,3,1,3,"50020"
102757,3,0,13,"50050"
102757,3,21,4,"50110"
102757,3,1,1,"50990"
102757,3,5,6,"51030"
102757,3,3,20,"52010"
102757,3,0,4,"52020"
102757,3,0,8,"52030"
102757,3,1,3,"52050"
102757,3,0,2,"52140"
102757,3,5,0,"52990"
102757,3,3,0,"53020"
102757,3,4,8,"53040"
102757,3,4,0,"53060"
102757,3,3,0,"53070"
102757,3,1,0,"53080"
102757,3,3,2,"53090"
102757,3,16,1,"53100"
102757,3,3,4,"54010"
102757,3,0,1,"54040"
102757,3,0,1,"54050"
102757,3,2,0,"55040"
102757,3,8,0,"55070"
102757,3,85,82,"99000"
1065,2,12,11,"56000"
1065,2,12,11,"99000"
1065,3,0,1,"50010"
1065,3,0,1,"99000"
103097,1,0,12,"50050"
103097,1,4,3,"53010"
103097,1,0,2,"53120"
103097,1,4,17,"99000"
103097,2,2,6,"56000"
103097,2,2,6,"99000"
103097,3,0,6,"50050"
103097,3,3,0,"52130"
103097,3,17,5,"53010"
103097,3,3,0,"53120"
103097,3,3,0,"53990"
103097,3,26,11,"99000"
103103,1,3,0,"53070"
103103,1,3,0,"99000"
103103,2,1,4,"56000"
103103,2,1,4,"99000"
103103,3,0,1,"53070"
103103,3,0,1,"99000"
103176,1,6,1,"53100"
103176,1,11,0,"53170"
103176,1,17,1,"99000"
103176,2,1,3,"56000"
103176,2,1,3,"99000"
103176,3,0,1,"50020"
103176,3,0,1,"50050"
103176,3,2,0,"53100"
103176,3,4,1,"55050"
103176,3,1,0,"55070"
103176,3,7,3,"99000"
103079,3,1,0,"50010"
103079,3,0,1,"50050"
103079,3,1,1,"99000"
104160,2,12,12,"50010"
104160,2,0,10,"50050"
104160,2,4,0,"50080"
104160,2,4,1,"51010"
104160,2,3,17,"52080"
104160,2,6,0,"53010"
104160,2,1,2,"53030"
104160,2,5,0,"53060"
104160,2,4,0,"53080"
104160,2,3,0,"53100"
104160,2,3,0,"54020"
104160,2,0,2,"55030"
104160,2,4,1,"55050"
104160,2,1,0,"55070"
104160,2,37,57,"56000"
104160,2,87,102,"99000"
104425,1,0,10,"50040"
104425,1,0,7,"50050"
104425,1,0,5,"52130"
104425,1,45,0,"53080"
104425,1,0,2,"55030"
104425,1,45,24,"99000"
104425,2,12,20,"50010"
104425,2,1,0,"50110"
104425,2,1,0,"54010"
104425,2,1,0,"54030"
104425,2,0,2,"55030"
104425,2,75,81,"56000"
104425,2,90,103,"99000"
104425,3,5,1,"50010"
104425,3,10,10,"50040"
104425,3,9,0,"50050"
104425,3,0,22,"52090"
104425,3,0,1,"52130"
104425,3,0,1,"52190"
104425,3,4,2,"53010"
104425,3,29,2,"53020"
104425,3,3,3,"53030"
104425,3,18,1,"53100"
104425,3,1,0,"54010"
104425,3,1,0,"54020"
104425,3,1,0,"54030"
104425,3,0,1,"54990"
104425,3,11,2,"55050"
104425,3,2,0,"55070"
104425,3,94,46,"99000"
104577,1,0,8,"52090"
104577,1,0,8,"99000"
104577,2,0,1,"50010"
104577,2,6,10,"50040"
104577,2,0,3,"50050"
104577,2,3,1,"50080"
104577,2,0,1,"50100"
104577,2,3,4,"50120"
104577,2,3,1,"52990"
104577,2,1,0,"53100"
104577,2,2,1,"54020"
104577,2,2,1,"54030"
104577,2,0,6,"54050"
104577,2,1,0,"54990"
104577,2,2,4,"55030"
104577,2,2,2,"55050"
104577,2,73,50,"56000"
104577,2,98,85,"99000"
104577,3,0,1,"50010"
104577,3,1,1,"50040"
104577,3,0,5,"50050"
104577,3,1,0,"50120"
104577,3,0,3,"51010"
104577,3,4,0,"53040"
104577,3,5,0,"53060"
104577,3,3,0,"53070"
104577,3,1,0,"53080"
104577,3,8,0,"53100"
104577,3,3,0,"53170"
104577,3,6,0,"55050"
104577,3,32,10,"99000"
104708,2,125,184,"56000"
104708,2,125,184,"99000"
104708,3,46,36,"50010"
104708,3,10,2,"50020"
104708,3,3,1,"50030"
104708,3,17,8,"50040"
104708,3,0,6,"50050"
104708,3,1,0,"50120"
104708,3,7,3,"51010"
104708,3,4,42,"52080"
104708,3,8,1,"53010"
104708,3,8,0,"53040"
104708,3,8,0,"53060"
104708,3,27,4,"53100"
104708,3,3,3,"54020"
104708,3,2,11,"54050"
104708,3,0,1,"55030"
104708,3,15,5,"55050"
104708,3,1,14,"55060"
104708,3,160,137,"99000"
105154,2,199,236,"56000"
105154,2,199,236,"99000"
105154,3,4,6,"50010"
105154,3,0,2,"50030"
105154,3,28,11,"50040"
105154,3,1,15,"50050"
105154,3,0,2,"50120"
105154,3,0,5,"50990"
105154,3,3,0,"51010"
105154,3,1,66,"52080"
105154,3,5,2,"53030"
105154,3,5,0,"53060"
105154,3,9,1,"53100"
105154,3,2,2,"54020"
105154,3,0,1,"55030"
105154,3,0,7,"55040"
105154,3,19,3,"55050"
105154,3,16,0,"55070"
105154,3,93,123,"99000"
105428,2,204,244,"56000"
105428,2,204,244,"99000"
105428,3,3,1,"50010"
105428,3,2,7,"50020"
105428,3,1,1,"50030"
105428,3,14,9,"50040"
105428,3,0,14,"50050"
105428,3,2,1,"50070"
105428,3,0,1,"50080"
105428,3,2,2,"50120"
105428,3,0,10,"50990"
105428,3,5,0,"51010"
105428,3,3,1,"52010"
105428,3,1,24,"52030"
105428,3,1,10,"52050"
105428,3,3,49,"52080"
105428,3,0,4,"52130"
105428,3,3,1,"53040"
105428,3,1,0,"53050"
105428,3,5,0,"53090"
105428,3,13,2,"53100"
105428,3,2,0,"53170"
105428,3,0,1,"54040"
105428,3,0,15,"54050"
105428,3,21,9,"55050"
105428,3,0,7,"55060"
105428,3,13,0,"55070"
105428,3,95,169,"99000"
106148,1,4,0,"53030"
106148,1,4,0,"53060"
106148,1,2,0,"53070"
106148,1,2,0,"53100"
106148,1,1,0,"55050"
106148,1,13,0,"99000"
106148,2,44,45,"56000"
106148,2,44,45,"99000"
106148,3,3,0,"50040"
106148,3,0,2,"50050"
106148,3,0,1,"51020"
106148,3,3,1,"51030"
106148,3,1,23,"52080"
106148,3,5,0,"53030"
106148,3,1,1,"53060"
106148,3,1,1,"53070"
106148,3,3,0,"53080"
106148,3,1,0,"54020"
106148,3,2,2,"55050"
106148,3,2,0,"55070"
106148,3,22,31,"99000"
105330,2,0,13,"50050"
105330,2,0,30,"52080"
105330,2,0,43,"99000"
106485,2,0,7,"50050"
106485,2,0,12,"52080"
106485,2,0,19,"99000"
106412,2,2,0,"53120"
106412,2,5,4,"55050"
106412,2,7,4,"99000"
106467,2,0,1,"50050"
106467,2,0,6,"52140"
106467,2,0,1,"56000"
106467,2,0,8,"99000"
106458,2,1,14,"50050"
106458,2,3,29,"52080"
106458,2,4,43,"99000"
106449,2,0,5,"50010"
106449,2,14,11,"50040"
106449,2,1,1,"54010"
106449,2,9,5,"54020"
106449,2,3,3,"55060"
106449,2,46,22,"56000"
106449,2,73,47,"99000"
106449,3,1,0,"53040"
106449,3,1,0,"53100"
106449,3,1,0,"53170"
106449,3,3,0,"99000"
106449,5,0,5,"50050"
106449,5,0,5,"99000"
106704,2,0,8,"50050"
106704,2,0,1,"52080"
106704,2,0,9,"99000"
106713,1,1,1,"56000"
106713,1,1,1,"99000"
106713,2,7,6,"56000"
106713,2,7,6,"99000"
106810,2,5,12,"56000"
106810,2,5,12,"99000"
107071,2,0,9,"50050"
107071,2,0,1,"54050"
107071,2,0,10,"99000"
107071,3,1,0,"54030"
107071,3,1,0,"99000"
107141,2,0,5,"50050"
107141,2,0,1,"50120"
107141,2,0,1,"50990"
107141,2,1,0,"55020"
107141,2,0,2,"55990"
107141,2,1,9,"99000"
106245,2,1,1,"50040"
106245,2,0,8,"50050"
106245,2,10,85,"52080"
106245,2,12,0,"53010"
106245,2,0,4,"55030"
106245,2,10,5,"55050"
106245,2,0,4,"56000"
106245,2,33,107,"99000"
107619,1,0,13,"50050"
107619,1,1,16,"50060"
107619,1,1,3,"51020"
107619,1,1,13,"52090"
107619,1,0,8,"52130"
107619,1,7,0,"53060"
107619,1,3,0,"53080"
107619,1,4,0,"53150"
107619,1,4,0,"53170"
107619,1,21,53,"99000"
107619,2,5,20,"56000"
107619,2,5,20,"99000"
107619,3,5,7,"50010"
107619,3,0,11,"50050"
107619,3,1,8,"51010"
107619,3,0,2,"52050"
107619,3,3,12,"52080"
107619,3,6,3,"53040"
107619,3,1,0,"53060"
107619,3,8,0,"53080"
107619,3,4,0,"53150"
107619,3,3,0,"53170"
107619,3,3,0,"54020"
107619,3,34,43,"99000"
107619,5,1,0,"53060"
107619,5,1,0,"99000"
107840,2,13,11,"56000"
107840,2,13,11,"99000"
107877,1,0,7,"50990"
107877,1,0,7,"99000"
107877,2,0,1,"50050"
107877,2,0,5,"55060"
107877,2,31,33,"56000"
107877,2,31,39,"99000"
107877,3,0,3,"50050"
107877,3,0,3,"99000"
107877,5,2,0,"55020"
107877,5,2,0,"99000"
107983,2,0,3,"50050"
107983,2,1,32,"52080"
107983,2,1,35,"99000"
106397,2,0,13,"50050"
106397,2,8,74,"52080"
106397,2,9,0,"53090"
106397,2,17,87,"99000"
106263,1,1,12,"52010"
106263,1,1,12,"99000"
106263,2,1,1,"52010"
106263,2,1,7,"52150"
106263,2,5,1,"52990"
106263,2,7,9,"99000"
106263,4,7,2,"52010"
106263,4,0,17,"52030"
106263,4,5,7,"52070"
106263,4,2,8,"52110"
106263,4,14,34,"99000"
106263,5,1,13,"52010"
106263,5,1,13,"99000"
108092,1,0,8,"50050"
108092,1,15,6,"52010"
108092,1,0,17,"52090"
108092,1,3,7,"52110"
108092,1,3,0,"53030"
108092,1,13,0,"53060"
108092,1,9,0,"53080"
108092,1,9,0,"53100"
108092,1,6,0,"53150"
108092,1,58,38,"99000"
108092,2,140,121,"56000"
108092,2,140,121,"99000"
108092,3,5,1,"50010"
108092,3,0,6,"50050"
108092,3,2,7,"51010"
108092,3,4,63,"52080"
108092,3,6,1,"53030"
108092,3,11,0,"53060"
108092,3,11,2,"53100"
108092,3,9,0,"53150"
108092,3,1,0,"53170"
108092,3,9,1,"55050"
108092,3,0,1,"55060"
108092,3,58,82,"99000"
108807,2,1,5,"50120"
108807,2,6,9,"52990"
108807,2,177,155,"56000"
108807,2,184,169,"99000"
108807,3,111,53,"50010"
108807,3,0,1,"50030"
108807,3,0,3,"50040"
108807,3,0,4,"50050"
108807,3,11,1,"50120"
108807,3,9,11,"50990"
108807,3,6,5,"51010"
108807,3,0,8,"52020"
108807,3,0,1,"52090"
108807,3,0,11,"52140"
108807,3,1,0,"53040"
108807,3,1,0,"53060"
108807,3,3,0,"53080"
108807,3,3,0,"53150"
108807,3,13,1,"53990"
108807,3,1,15,"55030"
108807,3,8,2,"55050"
108807,3,0,1,"55990"
108807,3,167,117,"99000"
109350,2,26,19,"50010"
109350,2,1,0,"50990"
109350,2,1,0,"51010"
109350,2,0,1,"52010"
109350,2,1,1,"52070"
109350,2,5,15,"52080"
109350,2,0,7,"52090"
109350,2,1,0,"53020"
109350,2,4,0,"53030"
109350,2,7,0,"53100"
109350,2,3,0,"53170"
109350,2,22,13,"54010"
109350,2,0,1,"54020"
109350,2,0,2,"54050"
109350,2,0,2,"55030"
109350,2,4,0,"55050"
109350,2,0,1,"55060"
109350,2,3,0,"55070"
109350,2,65,79,"56000"
109350,2,143,141,"99000"
109350,3,24,17,"50010"
109350,3,0,1,"50050"
109350,3,3,2,"51010"
109350,3,0,1,"52070"
109350,3,0,12,"52080"
109350,3,1,11,"52090"
109350,3,0,1,"52140"
109350,3,1,0,"53020"
109350,3,4,0,"53060"
109350,3,9,3,"53100"
109350,3,12,0,"53170"
109350,3,3,6,"54010"
109350,3,2,0,"54020"
109350,3,1,0,"54080"
109350,3,3,8,"55030"
109350,3,5,2,"55050"
109350,3,1,1,"55060"
109350,3,1,0,"55070"
109350,3,20,24,"56000"
109350,3,90,89,"99000"
109350,5,2,4,"50040"
109350,5,0,2,"50050"
109350,5,0,1,"50990"
109350,5,0,1,"53100"
109350,5,3,0,"53170"
109350,5,1,1,"54030"
109350,5,0,25,"55030"
109350,5,6,34,"99000"
109642,2,0,4,"50010"
109642,2,2,0,"50020"
109642,2,0,9,"50050"
109642,2,2,13,"99000"
109785,2,35,10,"56000"
109785,2,35,10,"99000"
109819,2,10,10,"50010"
109819,2,4,10,"50020"
109819,2,1,1,"50030"
109819,2,36,21,"50040"
109819,2,1,0,"50050"
109819,2,2,0,"50070"
109819,2,3,8,"50080"
109819,2,5,4,"50120"
109819,2,4,2,"50990"
109819,2,4,8,"52010"
109819,2,0,1,"52020"
109819,2,0,1,"52030"
109819,2,1,1,"52060"
109819,2,0,2,"52080"
109819,2,1,0,"52090"
109819,2,0,1,"52140"
109819,2,1,0,"52190"
109819,2,4,0,"53030"
109819,2,5,0,"53040"
109819,2,0,2,"53050"
109819,2,1,0,"53060"
109819,2,1,0,"53080"
109819,2,3,1,"53100"
109819,2,5,1,"53120"
109819,2,0,1,"53130"
109819,2,2,0,"53990"
109819,2,8,2,"54010"
109819,2,15,2,"54020"
109819,2,6,3,"54030"
109819,2,1,0,"54060"
109819,2,13,24,"55010"
109819,2,0,11,"55030"
109819,2,9,7,"55050"
109819,2,4,3,"55060"
109819,2,2,0,"55070"
109819,2,0,4,"55990"
109819,2,42,55,"56000"
109819,2,194,186,"99000"
109819,3,14,25,"50010"
109819,3,3,4,"50020"
109819,3,8,4,"50040"
109819,3,0,7,"50050"
109819,3,0,1,"50060"
109819,3,1,0,"50070"
109819,3,1,0,"50080"
109819,3,2,2,"50120"
109819,3,2,1,"50990"
109819,3,1,1,"51030"
109819,3,2,6,"52010"
109819,3,0,3,"52020"
109819,3,0,1,"52030"
109819,3,5,10,"52070"
109819,3,2,40,"52080"
109819,3,0,6,"52090"
109819,3,0,2,"52140"
109819,3,0,1,"52160"
109819,3,1,0,"53030"
109819,3,5,1,"53040"
109819,3,2,0,"53050"
109819,3,3,0,"53060"
109819,3,2,0,"53080"
109819,3,5,0,"53100"
109819,3,7,0,"53120"
109819,3,0,2,"53130"
109819,3,1,0,"53170"
109819,3,3,1,"54010"
109819,3,7,0,"54020"
109819,3,1,0,"54030"
109819,3,0,1,"54050"
109819,3,0,1,"55010"
109819,3,0,19,"55030"
109819,3,18,6,"55050"
109819,3,7,0,"55070"
109819,3,0,2,"55990"
109819,3,25,34,"56000"
109819,3,128,181,"99000"
109819,5,0,3,"50020"
109819,5,3,1,"50040"
109819,5,0,11,"50050"
109819,5,0,17,"52020"
109819,5,2,5,"52070"
109819,5,4,19,"52080"
109819,5,1,53,"52090"
109819,5,0,33,"52140"
109819,5,3,0,"53030"
109819,5,10,0,"53060"
109819,5,2,0,"53080"
109819,5,3,0,"53100"
109819,5,1,0,"53170"
109819,5,0,2,"55040"
109819,5,33,0,"55070"
109819,5,3,3,"55080"
109819,5,0,1,"55990"
109819,5,65,148,"99000"
109907,2,0,23,"52090"
109907,2,68,39,"56000"
109907,2,68,62,"99000"
109907,5,5,4,"50040"
109907,5,0,4,"50050"
109907,5,2,0,"53100"
109907,5,0,1,"55010"
109907,5,0,4,"55030"
109907,5,6,0,"55050"
109907,5,0,2,"55990"
109907,5,13,15,"56000"
109907,5,26,30,"99000"
110185,2,9,3,"50070"
110185,2,9,3,"99000"
110334,2,1,1,"50020"
110334,2,14,18,"50120"
110334,2,3,0,"52050"
110334,2,1,0,"53990"
110334,2,7,0,"55050"
110334,2,1,1,"55060"
110334,2,27,20,"99000"
110334,3,35,14,"50010"
110334,3,1,0,"50030"
110334,3,0,1,"50050"
110334,3,1,0,"50990"
110334,3,1,0,"51990"
110334,3,1,1,"52010"
110334,3,0,4,"52020"
110334,3,0,21,"52030"
110334,3,1,0,"52070"
110334,3,3,28,"52080"
110334,3,1,11,"52090"
110334,3,1,2,"52100"
110334,3,0,5,"52140"
110334,3,1,3,"52990"
110334,3,12,5,"53010"
110334,3,1,0,"53020"
110334,3,1,0,"53040"
110334,3,11,1,"53100"
110334,3,1,0,"53120"
110334,3,7,0,"53170"
110334,3,5,3,"54010"
110334,3,0,1,"54020"
110334,3,0,3,"54040"
110334,3,0,1,"54050"
110334,3,2,6,"54990"
110334,3,2,10,"55030"
110334,3,0,2,"55040"
110334,3,3,0,"55070"
110334,3,52,68,"56000"
110334,3,143,190,"99000"
110334,5,2,1,"50010"
110334,5,0,1,"50050"
110334,5,0,18,"52020"
110334,5,0,40,"52030"
110334,5,3,23,"52090"
110334,5,6,1,"53010"
110334,5,11,1,"53100"
110334,5,2,0,"53150"
110334,5,7,0,"53170"
110334,5,2,1,"54020"
110334,5,1,2,"54040"
110334,5,1,0,"55070"
110334,5,35,88,"99000"
