,Governing_Body,Sponsorship_Type,Period,Company,Company_Brand
1,MLL,Official,2012,Body by Jake Global,NA
2,MLL,Official,2012,Brine,NA
3,MLL,Official,2012,Anheiser-Busch,Bud Light
4,MLL,Official,2012,Cascade,NA
5,MLL,Official,2012,Coca Cola,Coke-Zero
6,MLL,Official,2012,EFX,NA
7,MLL,Official,2012,Ford,NA
8,MLL,Official,2012,Great Atlantic Lacrosse Company,NA
9,MLL,Official,2012,PepsiCo,Powerade
10,MLL,Official,2012,Warrior Lacrosse,NA
