,year,profootball_ref_team_year_url,team_id,year,team
266,1958,http://www.pro-football-reference.com/teams/crd/1958.htm,crd,1958,Chicago Cardinals
267,1958,http://www.pro-football-reference.com/teams/det/1958.htm,det,1958,Detroit Lions
268,1958,http://www.pro-football-reference.com/teams/gnb/1958.htm,gnb,1958,Green Bay Packers
269,1958,http://www.pro-football-reference.com/teams/nyg/1958.htm,nyg,1958,New York Giants
270,1958,http://www.pro-football-reference.com/teams/phi/1958.htm,phi,1958,Philadelphia Eagles
271,1958,http://www.pro-football-reference.com/teams/pit/1958.htm,pit,1958,Pittsburgh Steelers
272,1958,http://www.pro-football-reference.com/teams/ram/1958.htm,ram,1958,Los Angeles Rams
273,1958,http://www.pro-football-reference.com/teams/sfo/1958.htm,sfo,1958,San Francisco 49ers
274,1958,http://www.pro-football-reference.com/teams/was/1958.htm,was,1958,Washington Redskins
275,1959,http://www.pro-football-reference.com/teams/chi/1959.htm,chi,1959,Chicago Bears
276,1959,http://www.pro-football-reference.com/teams/cle/1959.htm,cle,1959,Cleveland Browns
277,1959,http://www.pro-football-reference.com/teams/clt/1959.htm,clt,1959,Baltimore Colts
278,1959,http://www.pro-football-reference.com/teams/crd/1959.htm,crd,1959,Chicago Cardinals
279,1959,http://www.pro-football-reference.com/teams/det/1959.htm,det,1959,Detroit Lions
280,1959,http://www.pro-football-reference.com/teams/gnb/1959.htm,gnb,1959,Green Bay Packers
281,1959,http://www.pro-football-reference.com/teams/nyg/1959.htm,nyg,1959,New York Giants
282,1959,http://www.pro-football-reference.com/teams/phi/1959.htm,phi,1959,Philadelphia Eagles
283,1959,http://www.pro-football-reference.com/teams/pit/1959.htm,pit,1959,Pittsburgh Steelers
284,1959,http://www.pro-football-reference.com/teams/ram/1959.htm,ram,1959,Los Angeles Rams
285,1959,http://www.pro-football-reference.com/teams/sfo/1959.htm,sfo,1959,San Francisco 49ers
286,1959,http://www.pro-football-reference.com/teams/was/1959.htm,was,1959,Washington Redskins
287,1960,http://www.pro-football-reference.com/teams/chi/1960.htm,chi,1960,Chicago Bears
288,1960,http://www.pro-football-reference.com/teams/cle/1960.htm,cle,1960,Cleveland Browns
289,1960,http://www.pro-football-reference.com/teams/clt/1960.htm,clt,1960,Baltimore Colts
290,1960,http://www.pro-football-reference.com/teams/crd/1960.htm,crd,1960,St. Louis Cardinals
291,1960,http://www.pro-football-reference.com/teams/dal/1960.htm,dal,1960,Dallas Cowboys
292,1960,http://www.pro-football-reference.com/teams/det/1960.htm,det,1960,Detroit Lions
293,1960,http://www.pro-football-reference.com/teams/gnb/1960.htm,gnb,1960,Green Bay Packers
294,1960,http://www.pro-football-reference.com/teams/nyg/1960.htm,nyg,1960,New York Giants
295,1960,http://www.pro-football-reference.com/teams/phi/1960.htm,phi,1960,Philadelphia Eagles
296,1960,http://www.pro-football-reference.com/teams/pit/1960.htm,pit,1960,Pittsburgh Steelers
297,1960,http://www.pro-football-reference.com/teams/ram/1960.htm,ram,1960,Los Angeles Rams
298,1960,http://www.pro-football-reference.com/teams/sfo/1960.htm,sfo,1960,San Francisco 49ers
299,1960,http://www.pro-football-reference.com/teams/was/1960.htm,was,1960,Washington Redskins
