ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Height,Weight,Position,Year,Hometown/Last_School,Player_URL,
UGA,MBBALL,2010-2011,23,Sherrard Brantley,Sherrard,Brantley,6/2/13,190,Guard,SO,"Dublin, Ga./Dublin",http://www.georgiadogs.com/sports/m-baskbl/mtt/brantley_sherrard00.html,
UGA,MBBALL,2010-2011,12,Matt Bucklin,Matt,Bucklin,6/1/00,170,Guard,JR,"Marietta, Ga./Pope",http://www.georgiadogs.com/sports/m-baskbl/mtt/bucklin_matt00.html,
UGA,MBBALL,2010-2011,1,Travis Leslie,Travis,Leslie,6/4/13,202,Guard,JR,"Decatur, Ga./Columbia",http://www.georgiadogs.com/sports/m-baskbl/mtt/leslie_travis00.html,
UGA,MBBALL,2010-2011,10,Elliott Long,Elliott,Long,6/4/13,185,G/F,FR,"Norcross, Ga./Greater Atlanta Christian",http://www.georgiadogs.com/sports/m-baskbl/mtt/long_elliott00.html,
UGA,MBBALL,2010-2011,20,Connor Nolte,Connor,Nolte,6/7/13,200,Forward,JR,"Alpharetta, Ga./Furman",http://www.georgiadogs.com/sports/m-baskbl/mtt/nolte_connor00.html,
UGA,MBBALL,2010-2011,50,Jeremy Price,Jeremy,Price,6/8/13,264,Forward,SR,"Decatur, Ga./Columbia",http://www.georgiadogs.com/sports/m-baskbl/mtt/price_jeremy00.html,
UGA,MBBALL,2010-2011,22,Gerald Robinson,Gerald,Robinson,6/1/13,180,Guard,JR,"Nashville, Tenn./MLK",http://www.georgiadogs.com/sports/m-baskbl/mtt/robinson_gerald00.html,
UGA,MBBALL,2010-2011,33,Trey Thompkins,Trey,Thompkins,6/10/13,245,Forward,JR,"Lithonia, Ga./Wesleyan",http://www.georgiadogs.com/sports/m-baskbl/mtt/thompkins_trey00.html,
UGA,MBBALL,2010-2011,2,Marcus Thornton,Marcus,Thornton,6/7/13,225,Forward,FR,"Atlanta, Ga./Westlake",http://www.georgiadogs.com/sports/m-baskbl/mtt/thornton_marcus00.html,
UGA,MBBALL,2010-2011,3,Dustin Ware,Dustin,Ware,5/11/13,182,Guard,JR,"Powder Springs, Ga./N. Cobb Christian",http://www.georgiadogs.com/sports/m-baskbl/mtt/ware_dustin00.html,
UGA,MBBALL,2010-2011,15,Donte' Williams,Donte',Williams,6/9/13,210,Forward,FR,"Ellenwood, Ga./Miller Grove",http://www.georgiadogs.com/sports/m-baskbl/mtt/williams_donte'00.html,
UGA,MBBALL,2010-2011,11,Vincent Williams,Vincent,Williams,6/1/00,160,Guard,SO,"Homestead, Fla./South Dade",http://www.georgiadogs.com/sports/m-baskbl/mtt/williams_vincent00.html,
UGA,MBBALL,2009-2010,5,Ebuka Anyaorah,Ebuka,Anyaorah,6/4/13,194,G,RFr.,"Suwanee, Ga. (N. Gwinnett)",http://www.georgiadogs.com/sports/m-baskbl/mtt/anyaorah_ebuka00.html,
UGA,MBBALL,2009-2010,4,Chris Barnes,Chris,Barnes,6/8/13,240,F,Jr.,"Riverdale, Ga. (Riverdale)",http://www.georgiadogs.com/sports/m-baskbl/mtt/barnes_chris00.html,
UGA,MBBALL,2009-2010,12,Matt Bucklin,Matt,Bucklin,6/1/00,170,G,So.,"Marietta, Ga. (Pope )",http://www.georgiadogs.com/sports/m-baskbl/mtt/bucklin_matt00.html,
UGA,MBBALL,2009-2010,34,Albert Jackson,Albert,Jackson,6/11/13,265,F/C,Sr.,"Earlington, Ky. (Oak Hill (Va.) Academy)",http://www.georgiadogs.com/sports/m-baskbl/mtt/jackson_albert00.html,
UGA,MBBALL,2009-2010,1,Travis Leslie,Travis,Leslie,6/4/13,202,G,So.,"Decatur, Ga. (Columbia)",http://www.georgiadogs.com/sports/m-baskbl/mtt/leslie_travis00.html,
UGA,MBBALL,2009-2010,2,DeMario Mayfield,DeMario,Mayfield,6/4/13,190,G,Fr.,"Carnesville, Ga. (Franklin Co.)",http://www.georgiadogs.com/sports/m-baskbl/mtt/mayfield_demario00.html,
UGA,MBBALL,2009-2010,10,Ricky McPhee,Ricky,McPhee,6/1/13,184,G,Sr.,"Lawrenceville, Ga. (Gardner-Webb) (Parkview)",http://www.georgiadogs.com/sports/m-baskbl/mtt/mcphee_ricky00.html,
UGA,MBBALL,2009-2010,20,Connor Nolte,Connor,Nolte,6/7/13,200,F,Jr.,"Alpharetta, Ga. (Furman) (Milton)",http://www.georgiadogs.com/sports/m-baskbl/mtt/nolte_connor00.html,
UGA,MBBALL,2009-2010,50,Jeremy Price,Jeremy,Price,6/8/13,264,F,Jr.,"Decatur, Ga. (Columbia)",http://www.georgiadogs.com/sports/m-baskbl/mtt/price_jeremy00.html,
UGA,MBBALL,2009-2010,22,Gerald Robinson,Gerald,Robinson,6/1/13,165,G,Jr.,"Nashville, Tenn. (Tenn. State Univ.) (MLK)",http://www.georgiadogs.com/sports/m-baskbl/mtt/robinson_gerald00.html,
UGA,MBBALL,2009-2010,33,Trey Thompkins,Trey,Thompkins,6/10/13,247,F,So.,"Lithonia, Ga. (Wesleyan)",http://www.georgiadogs.com/sports/m-baskbl/mtt/thompkins_trey00.html,
UGA,MBBALL,2009-2010,3,Dustin Ware,Dustin,Ware,5/11/13,182,G,So.,"Powder Springs, Ga. (N. Cobb Christian)",http://www.georgiadogs.com/sports/m-baskbl/mtt/ware_dustin00.html,
UGA,MBBALL,2009-2010,25,Tyler Whatley,Tyler,Whatley,6/7/13,220,F,Sr.,"Auburn, Ga. (Wofford College) (Apalachee)",http://www.georgiadogs.com/sports/m-baskbl/mtt/whatley_tyler00.html,
UGA,MBBALL,2009-2010,11,Vincent Williams,Vincent,Williams,6/1/00,160,G,Fr.,"Homestead, Fla. (South Dade)",http://www.georgiadogs.com/sports/m-baskbl/mtt/williams_vincent00.html,
UGA,MBBALL,2009-2010,41,Drazen Zlovaric,Drazen,Zlovaric,6/9/13,210,F,So.,"Novi Sad, Serbia (Patterson School, N.C.)",http://www.georgiadogs.com/sports/m-baskbl/mtt/zlovaric_drazen00.html,
UGA,MBBALL,2008-2009,25,Ebuka Anyaorah,Anyaorah,Ebuka,6/4/13,194,G,Fr.,"Suwanee, GA (N. Gwinnett)",http://www.georgiadogs.com/sports/m-baskbl/mtt/ebuka_anyaorah00.html,0
UGA,MBBALL,2008-2009,4,Chris Barnes,Barnes,Chris,6/8/13,240,F,So.,"Riverdale, Ga. (Riverdale)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1257190&Q,
UGA,MBBALL,2008-2009,20,Troy Brewer,Brewer,Troy,6/5/13,178,G,So.,"Rockville, Md. (Montrose Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1257179&Q,
UGA,MBBALL,2008-2009,12,Matt Bucklin,Bucklin,Matt,6/1/00,170,G,Fr.,"Marietta, Ga. (Pope )",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=204821265&Q,
UGA,MBBALL,2008-2009,23,Corey Butler,Butler,Corey,6/3/13,195,G,Sr.,"Decatur, Ga. (Cross Keys)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651144&Q,
UGA,MBBALL,2008-2009,34,Albert Jackson,Jackson,Albert,6/11/13,265,F/C,Jr.,"Earlington, Ky. (Oak Hill (Va.) Academy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651147&Q,
UGA,MBBALL,2008-2009,22,Travis Leslie,Leslie,Travis,6/4/13,202,G,Fr.,"Decatur, Ga. (Columbia)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1605605&Q,
UGA,MBBALL,2008-2009,10,Ricky McPhee,McPhee,Ricky,6/1/13,184,G,Jr.,"Lawrenceville, Ga. (Gardner-Webb) (Parkview)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1258822&Q,
UGA,MBBALL,2008-2009,50,Jeremy Price,Price,Jeremy,6/8/13,264,F,So.,"Decatur, Ga. (Columbia)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1258846&Q,
UGA,MBBALL,2008-2009,5,Zac Swansey,Swansey,Zac,6/1/13,179,G,So.,"Dunwoody, Ga. (Dunwoody)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1258836&Q,
UGA,MBBALL,2008-2009,33,Trey Thompkins,Thompkins,Trey,6/9/13,247,F,Fr.,"Lithonia, Ga. (Wesleyan)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1605658&Q,
UGA,MBBALL,2008-2009,3,Dustin Ware,Ware,Dustin,5/11/13,182,G,Fr.,"Powder Springs, Ga. (N. Cobb Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1607400&Q,
UGA,MBBALL,2008-2009,,Tyler Whatley,Whatley,Tyler,6/7/13,220,F,Sr.,"Auburn, Ga. (Wofford College) (Apalachee)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=204821403&Q,
UGA,MBBALL,2008-2009,30,Terrance Woodbury,Woodbury,Terrance,6/7/13,221,G/F,Sr.,"Virginia Beach, Va. (Coastal Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323820&Q,
UGA,MBBALL,2008-2009,41,Drazen Zlovaric,Zlovaric,Drazen,6/9/13,210,F,Fr.,"Novi Sad, Serbia (Patterson School, N.C.",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1607421&Q,
UGA,MBBALL,2007-2008,4,Chris Barnes,Barnes,Chris,6/7/13,250,F,Fr.,"Riverdale, Ga. (Riverdale)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1257190&Q,
UGA,MBBALL,2007-2008,44,Dave Bliss,Bliss,Dave,6/10/13,255,C,Sr.,"Wausau, Wis. (Wausau West)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323792&Q,
UGA,MBBALL,2007-2008,20,Troy Brewer,Brewer,Troy,6/5/13,170,G,Fr.,"Rockville, Md. (Montrose Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1257179&Q,
UGA,MBBALL,2007-2008,23,Corey Butler,Butler,Corey,6/3/13,190,G,Jr.,"Decatur, Ga. (Cross Keys)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651144&Q,
UGA,MBBALL,2007-2008,2,Sundiata Gaines,Gaines,Sundiata,6/1/13,205,G,Sr.,"Jamaica, N.Y. (Archbishop Molloy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323799&Q,
UGA,MBBALL,2007-2008,31,Billy Humphrey,Humphrey,Billy,6/2/13,185,G,Jr.,"Dacula, Ga. (Dacula)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323803&Q,
UGA,MBBALL,2007-2008,34,Albert Jackson,Jackson,Albert,6/10/13,250,F/C,So.,"Earlington, Ky. (Oak Hill (Va.) Academy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651147&Q,
UGA,MBBALL,2007-2008,1,Jeremy Jacob,Jacob,Jeremy,6/7/13,210,F,Fr.,"Baton Rouge, La. (Hargrave Military Academy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1257223&Q,
UGA,MBBALL,2007-2008,10,Ricky McPhee,McPhee,Ricky,-,,G,Jr.,"Lawrenceville, Ga. (Gardner-Webb) (Parkview)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1258822&Q,
UGA,MBBALL,2007-2008,50,Jeremy Price,Price,Jeremy,6/8/13,270,F,Fr.,"Decatur, Ga. (Columbia)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1258846&Q,
UGA,MBBALL,2007-2008,5,Zac Swansey,Swansey,Zac,6/1/13,175,G,Fr.,"Dunwoody, Ga. (Dunwoody)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=1258836&Q,
UGA,MBBALL,2007-2008,30,Terrance Woodbury,Woodbury,Terrance,6/7/13,210,G/F,Jr.,"Virginia Beach, Va. (Coastal Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323820&Q,
UGA,MBBALL,2006-2007,44,Dave Bliss,Dave,Bliss,6/10/13,255,C,Jr.,"Wausau, Wis. (Wausau West)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323792&Q,
UGA,MBBALL,2006-2007,5,Brad Brizendine,Brad,Brizendine,5/11/13,175,G,RFr.,"Atlanta, Ga. (Lovett)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=795660&Q,
UGA,MBBALL,2006-2007,42,Takais Brown,Takais,Brown,6/8/13,250,F,Jr.,"Flint, Mich. (Southeastern Illinois College)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651145&Q,
UGA,MBBALL,2006-2007,23,Corey Butler,Corey,Butler,6/3/13,190,G,So.,"Decatur, Ga. (Cross Keys)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651144&Q,
UGA,MBBALL,2006-2007,2,Sundiata Gaines,Sundiata,Gaines,6/1/13,205,G,Jr.,"Jamaica, N.Y. (Archbishop Molloy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323799&Q,
UGA,MBBALL,2006-2007,31,Billy Humphrey,Billy,Humphrey,6/2/13,185,G,So.,"Dacula, Ga. (Dacula)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323803&Q,
UGA,MBBALL,2006-2007,34,Albert Jackson,Albert,Jackson,6/10/13,250,F/C,Fr.,"Earlington, Ky. (Oak Hill (Va.) Academy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=651147&Q,
UGA,MBBALL,2006-2007,0,Suleiman Ndiaye,Suleiman,Ndiaye,6/1/13,180,G,RFr.,"Doraville, Ga. (Lakeside)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=795661&Q,
UGA,MBBALL,2006-2007,15,Steve Newman,Steve,Newman,6/9/13,235,F,Sr.,"Orlando, Fla. (The First Academy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323811&Q,
UGA,MBBALL,2006-2007,43,Josh Stephens,Josh,Stephens,6/1/00,180,G,So.,"Gainesville, Ga. (Gainsville College)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=795662&Q,
UGA,MBBALL,2006-2007,14,Levi Stukes,Levi,Stukes,6/2/13,205,G,Sr.,"Randallstown, Md. (Randallstown)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323817&Q,
UGA,MBBALL,2006-2007,30,Terrance Woodbury,Terrance,Woodbury,6/7/13,210,G/F,So.,"Virginia Beach, Va. (Coastal Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323820&Q,
UGA,MBBALL,2005-2006,44,Dave Bliss,Dave,Bliss,6/10/13,255,C,So.,"Wausau, Wis. (Wausau West)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323792&Q,
UGA,MBBALL,2005-2006,,Kevin Brophy,Kevin,Brophy,6/1/13,195,G,So.,"Melbourne, Australia (Memorial Day (Savannah, Ga.))",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323794&Q,
UGA,MBBALL,2005-2006,22,P.J. Bullock,P.J.,Bullock,6/1/13,175,G,Jr.,"Atlanta, Ga. (Westminster)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=325364&Q,
UGA,MBBALL,2005-2006,2,Sundiata Gaines,Sundiata,Gaines,6/1/13,200,G,So.,"Jamaica, N.Y. (Archbishop Molloy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323799&Q,
UGA,MBBALL,2005-2006,40,Sam Greavu,Sam,Greavu,6/9/13,240,F,Unk,"Gainesville, Ga. (Johnson)",0,
UGA,MBBALL,2005-2006,31,Billy Humphrey,Billy,Humphrey,6/2/13,175,G,Fr.,"Dacula, Ga. (Dacula)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323803&Q,
UGA,MBBALL,2005-2006,0,Younes Idrissi,Younes,Idrissi,6/8/13,225,F,So.,"Casablanca, Morocco (Massanutten Mil. Acad.)",0,
UGA,MBBALL,2005-2006,1,Kendrick Johnson,Kendrick,Johnson,6/9/13,225,F,Fr.,"Morton, Texas (Morton)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323806&Q,
UGA,MBBALL,2005-2006,15,Steve Newman,Steve,Newman,6/9/13,230,F,Jr.,"Orlando, Fla. (The First Academy)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323811&Q,
UGA,MBBALL,2005-2006,14,Levi Stukes,Levi,Stukes,6/2/13,200,G,Jr.,"Randallstown, Md. (Randallstown)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323817&Q,
UGA,MBBALL,2005-2006,25,Channing Toney,Channing,Toney,6/2/13,205,G,So.,"Snellville, Ga. (Brookwood)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323819&Q,
UGA,MBBALL,2005-2006,30,Terrance Woodbury,Terrance,Woodbury,6/6/13,205,G/F,Fr.,"Virginia Beach, Va. (Coastal Christian)",www.nmnathletics.com/ViewArticle.dbml?SPSID=46709&SPID=3593&DB_LANG=C&DB_OEM_ID=8800&ATCLID=323820&Q,
