ID_Sport,ID_School,Season,Number,Name,First_Name,Last_Name,Position,Height,Weight,Year,Hometown/Prior_School,Player_URL
MHOOPS,UNC,2006-2007,5,Ty Lawson,Ty,Lawson,G,5/11/13,193,Fr.,"Clinton, MD (Oak Hill Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674041&Q
MHOOPS,UNC,2006-2007,11,Quentin Thomas,Quentin,Thomas,G,6/3/13,185,Jr.,"Oakland, CA (Oakland Technical)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674106&Q
MHOOPS,UNC,2006-2007,13,William Graves,William,Graves,F,6/6/13,260,Fr.,"Greensboro, NC (Dudley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674005&Q
MHOOPS,UNC,2006-2007,14,Danny Green,Danny,Green,F/G,6/5/13,210,So.,"North Babylon, NY (St. Mary's)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674001&Q
MHOOPS,UNC,2006-2007,15,Dewey Burke,Dewey,Burke,G,6/1/00,185,Sr.,"Philadelphia, PA",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674097&Q
MHOOPS,UNC,2006-2007,21,Deon Thompson,Deon,Thompson,F,6/8/13,245,Fr.,"Torrance, CA (Torrance)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674015&Q
MHOOPS,UNC,2006-2007,22,Wes Miller,Wes,Miller,G,5/11/13,190,Sr.,"Charlotte, NC (New Hampton Prep (NH))",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674059&Q
MHOOPS,UNC,2006-2007,24,Surry Wood,Surry,Wood,F,6/5/13,205,Jr.,"Raleigh, NC (Cary Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674117&Q
MHOOPS,UNC,2006-2007,25,Marc Campbell,Marc,Campbell,G,5/11/13,165,So.,"Raleigh, NC (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674074&Q
MHOOPS,UNC,2006-2007,32,Alex Stepheson,Alex,Stepheson,F,6/9/13,225,Fr.,"Los Angeles, CA (Harvard-Westlake)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205673993&Q
MHOOPS,UNC,2006-2007,34,Brandan Wright,Brandan,Wright,F,6/9/13,205,Fr.,"Nashville, TN (Brentwood Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674110&Q
MHOOPS,UNC,2006-2007,40,Mike Copeland,Mike,Copeland,F,6/7/13,225,So.,"Winston-Salem, NC (RJ Reynolds)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674092&Q
MHOOPS,UNC,2006-2007,50,Tyler Hansbrough,Tyler,Hansbrough,F,6/9/13,245,So.,"Poplar Bluff, MO (Poplar Bluff)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674122&Q
MHOOPS,UNC,2007-2008,1,Marcus Ginyard,Marcus,Ginyard,G,6/5/13,218,Jr.,"Alexandria, VA (Bishop OËConnell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674100&Q
MHOOPS,UNC,2007-2008,2,Marc Campbell,Marc,Campbell,G,5/11/13,165,RSo.,"Raleigh, NC (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674074&Q
MHOOPS,UNC,2007-2008,4,Bobby Frasor,Bobby,Frasor,G,6/3/13,208,Jr.,"Blue Island, IL (Brother Rice)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674094&Q
MHOOPS,UNC,2007-2008,5,Ty Lawson,Ty,Lawson,G,5/11/13,195,So.,"Clinton, MD (Oak Hill Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674041&Q
MHOOPS,UNC,2007-2008,11,Quentin Thomas,Quentin,Thomas,G,6/3/13,190,Sr.,"Oakland, CA (Oakland Technical)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674106&Q
MHOOPS,UNC,2007-2008,13,William Graves,William,Graves,F,6/6/13,245,RFr.,"Greensboro, NC (Dudley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674005&Q
MHOOPS,UNC,2007-2008,14,Danny Green,Danny,Green,F,6/6/13,210,Jr.,"North Babylon, NY (St. Mary's)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674001&Q
MHOOPS,UNC,2007-2008,15,J.B. Tanner,J.B.,Tanner,G,6/1/00,185,Jr.,"Hendersonville, N.C. (West Henderson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674093&Q
MHOOPS,UNC,2007-2008,21,Deon Thompson,Deon,Thompson,F,6/8/13,240,So.,"Torrance, CA (Torrance)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674015&Q
MHOOPS,UNC,2007-2008,22,Wayne Ellington,Wayne,Ellington,G,6/4/13,200,So.,"Wynnewood, PA (The Episcopal Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674031&Q
MHOOPS,UNC,2007-2008,24,Surry Wood,Surry,Wood,F,6/5/13,210,Sr.,"Raleigh, NC (Cary Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674117&Q
MHOOPS,UNC,2007-2008,30,Jack Wooten,Jack,Wooten,G,6/2/13,190,Jr.,"Burlington, N.C. (Williams)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675447&Q
MHOOPS,UNC,2007-2008,32,Alex Stepheson,Alex,Stepheson,F,6/9/13,235,So.,"Los Angeles, CA (Harvard-Westlake)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205673993&Q
MHOOPS,UNC,2007-2008,34,Greg Little,Greg,Little,G,6/4/13,210,Fr.,"Durham, N.C. (Hillside)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205676807&Q
MHOOPS,UNC,2007-2008,35,Patrick Moody,Patrick,Moody,F,6/4/13,195,Jr.,"Asheville, N.C. (T.C. Roberson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675428&Q
MHOOPS,UNC,2007-2008,40,Mike Copeland,Mike,Copeland,F,6/7/13,235,Jr.,"Winston-Salem, NC (RJ Reynolds)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674092&Q
MHOOPS,UNC,2007-2008,50,Tyler Hansbrough,Tyler,Hansbrough,F,6/9/13,250,Jr.,"Poplar Bluff, MO (Poplar Bluff)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674122&Q
MHOOPS,UNC,2008-2009,1,Marcus Ginyard,Marcus,Ginyard,G,6/5/13,220,Sr.,"Alexandria, VA (Bishop OËConnell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674100&Q
MHOOPS,UNC,2008-2009,2,Marc Campbell,Marc,Campbell,G,5/11/13,175,Jr.,"Raleigh, NC (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674074&Q
MHOOPS,UNC,2008-2009,4,Bobby Frasor,Bobby,Frasor,G,6/3/13,210,Sr.,"Blue Island, IL (Brother Rice)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674094&Q
MHOOPS,UNC,2008-2009,5,Ty Lawson,Ty,Lawson,G,5/11/13,195,Jr.,"Clinton, MD (Oak Hill Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674041&Q
MHOOPS,UNC,2008-2009,11,Larry Drew II,Larry,Drew II,G,6/1/13,180,Fr.,"Encino, Calif. (Woodland Hills Taft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674086&Q
MHOOPS,UNC,2008-2009,13,William Graves,William,Graves,F,6/6/13,245,So.,"Greensboro, NC (Dudley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674005&Q
MHOOPS,UNC,2008-2009,14,Danny Green,Danny,Green,F,6/6/13,210,Sr.,"North Babylon, NY (St. Mary's)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674001&Q
MHOOPS,UNC,2008-2009,15,J.B. Tanner,J.B.,Tanner,G,6/1/00,185,Sr.,"Hendersonville, N.C. (West Henderson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674093&Q
MHOOPS,UNC,2008-2009,21,Deon Thompson,Deon,Thompson,F,6/8/13,245,Jr.,"Torrance, CA (Torrance)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674015&Q
MHOOPS,UNC,2008-2009,22,Wayne Ellington,Wayne,Ellington,G,6/4/13,200,Jr.,"Wynnewood, PA (The Episcopal Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674031&Q
MHOOPS,UNC,2008-2009,24,Justin Watts,Justin,Watts,G,6/4/13,205,Fr.,"Durham, N.C. (Jordan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497518&Q
MHOOPS,UNC,2008-2009,30,Jack Wooten,Jack,Wooten,G,6/2/13,190,Sr.,"Burlington, N.C. (Williams)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675447&Q
MHOOPS,UNC,2008-2009,32,Ed Davis,Ed,Davis,F,6/10/13,215,Fr.,"Richmond, Va. (Benedictine)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205673998&Q
MHOOPS,UNC,2008-2009,35,Patrick Moody,Patrick,Moody,F,6/4/13,195,Sr.,"Asheville, N.C. (T.C. Roberson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675428&Q
MHOOPS,UNC,2008-2009,40,Mike Copeland,Mike,Copeland,F,6/7/13,235,Sr.,"Winston-Salem, NC (RJ Reynolds)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674092&Q
MHOOPS,UNC,2008-2009,44,Tyler Zeller,Tyler,Zeller,F,7/1/00,220,Fr.,"Washington, Ind. (Washington)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497525&Q
MHOOPS,UNC,2008-2009,50,Tyler Hansbrough,Tyler,Hansbrough,F,6/9/13,250,Sr.,"Poplar Bluff, MO (Poplar Bluff)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674122&Q
MHOOPS,UNC,2009-2010,1,Marcus Ginyard,Marcus,Ginyard,G,6/5/13,210,RSr.,"Alexandria, VA (Bishop OËConnell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674100&Q
MHOOPS,UNC,2009-2010,2,Marc Campbell,Marc,Campbell,G,6/1/00,175,Sr.,"Raleigh, NC (Ravenscroft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674074&Q
MHOOPS,UNC,2009-2010,5,Dexter Strickland,Dexter,Strickland,G,6/3/13,180,Fr.,"Rahway, N.J. (St. Patrick)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497515&Q
MHOOPS,UNC,2009-2010,11,Larry Drew II,Larry,Drew,G,6/2/13,180,So.,"Encino, Calif. (Woodland Hills Taft)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674086&Q
MHOOPS,UNC,2009-2010,13,William Graves,William,Graves,F,6/6/13,240,Jr.,"Greensboro, NC (Dudley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674005&Q
MHOOPS,UNC,2009-2010,14,Terrence Petree,Terrence,Petree,G,6/3/13,165,Sr.,"Winston-Salem, N.C. (North Forsyth)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675425&Q
MHOOPS,UNC,2009-2010,15,Leslie McDonald,Leslie,McDonald,G,6/4/13,215,Fr.,"Memphis, Tenn. (Briarcrest Christian School)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497528&Q
MHOOPS,UNC,2009-2010,21,Deon Thompson,Deon,Thompson,F,6/9/13,245,Sr.,"Torrance, CA (Torrance)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674015&Q
MHOOPS,UNC,2009-2010,24,Justin Watts,Justin,Watts,G,6/4/13,210,So.,"Durham, N.C. (Jordan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497518&Q
MHOOPS,UNC,2009-2010,30,Thomas Thornton,Thomas,Thornton,G,6/3/13,180,Sr.,"Greensboro, N.C. (Grimsley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675430&Q
MHOOPS,UNC,2009-2010,31,John Henson,John,Henson,F,6/10/13,195,Fr.,"Tampa, Fla. (Sickles)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497517&Q
MHOOPS,UNC,2009-2010,32,Ed Davis,Ed,Davis,F,6/10/13,225,So.,"Richmond, Va. (Benedictine)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205673998&Q
MHOOPS,UNC,2009-2010,34,David Wear,David,Wear,F,6/10/13,225,Fr.,Huntington Beach Calif. (Mater Dei),http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674118&Q
MHOOPS,UNC,2009-2010,43,Travis Wear,Travis,Wear,F,6/10/13,235,Fr.,Huntington Beach Calif. (Mater Dei),http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674107&Q
MHOOPS,UNC,2009-2010,44,Tyler Zeller,Tyler,Zeller,F,7/1/00,240,So.,"Washington, Ind. (Washington)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497525&Q
MHOOPS,UNC,2010-2011,1,Dexter Strickland,Dexter,Strickland,G,6/3/13,180,So.,"Rahway, N.J. (St. Patrick)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497515&Q
MHOOPS,UNC,2010-2011,2,Leslie McDonald,Leslie,McDonald,G,6/4/13,215,So.,"Memphis, Tenn. (Briarcrest Christian School)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497528&Q
MHOOPS,UNC,2010-2011,3,Daniel Bolick,Daniel,Bolick,G,5/10/13,175,Sr.,"Carrboro, N.C. (Chapel Hill)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675435&Q
MHOOPS,UNC,2010-2011,5,Kendall Marshall,Kendall,Marshall,G,6/3/13,186,Fr.,"Dumfries, Va. (Bishop O'Connell)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497520&Q
MHOOPS,UNC,2010-2011,13,Van Hatchell,Van,Hatchell,F,6/4/13,185,Sr.,"Chapel Hill, N.C. (Cresset Christian Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205675424&Q
MHOOPS,UNC,2010-2011,15,Stewart Cooper,Stewart,Cooper,F,6/5/13,205,Jr.,"Winston-Salem, N.C. (Forsyth Country Day)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497530&Q
MHOOPS,UNC,2010-2011,22,David Dupont,David,Dupont,F,6/5/13,195,Jr.,"Greensboro, N.C. (Grimsley)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497535&Q
MHOOPS,UNC,2010-2011,24,Justin Watts,Justin,Watts,G,6/4/13,210,Jr.,"Durham, N.C. (Jordan)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497518&Q
MHOOPS,UNC,2010-2011,25,Justin Knox,Justin,Knox,F,6/9/13,240,Gr.,"Tuscaloosa, Ala. (Central)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674010&Q
MHOOPS,UNC,2010-2011,30,Patrick Crouch,Patrick,Crouch,G,5/11/13,175,Jr.,"Asheville, N.C. (T.C. Roberson)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497523&Q
MHOOPS,UNC,2010-2011,31,John Henson,John,Henson,F,6/10/13,210,So.,"Tampa, Fla. (Sickles)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497517&Q
MHOOPS,UNC,2010-2011,32,D.J. Johnston,D.J.,Johnston,F,6/4/13,195,Sr.,"Lower Gwynedd, Pa. (Germantown Academy)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205674069&Q
MHOOPS,UNC,2010-2011,35,Reggie Bullock,Reggie,Bullock,G,6/7/13,190,Fr.,"Kinston, N.C. (Kinston)",http://www.goheels.com/ViewArticle.dbml?SPSID=667867&SPID=12965&DB_LANG=C&SITE=UNC&DB_OEM_ID=3350&ATCLID=205497532&Q
