ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown/Prior_School,Player_URL
ORE,FBALL,2011-2012,98,David Kafovalu,David,Kafovalu,DE,6/3/13,250,RFr.,"Riverside, Calif. (Arlington HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205003378
ORE,FBALL,2011-2012,98,Dallen Voeller,Dallen,Voeller,TE,6/3/13,210,RFr.,"West Linn, Ore. (West Linn HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204993341
ORE,FBALL,2011-2012,99,Sam Kamp,Sam,Kamp,DL,6/4/13,247,Fr.,"Mesa, Ariz. (Mountain View HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238131
ORE,FBALL,2010-2011,1,Marvin Johnson,Marvin,Johnson,ROV,5/11/13,210,Sr.,"Compton, Calif. (Dominquez HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529208
ORE,FBALL,2010-2011,1,Darron Thomas,Darron,Thomas,QB,6/3/13,212,So.,"Houston, Texas (Aldine HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550474
ORE,FBALL,2010-2011,2,Troy Hill,Troy,Hill,DB,5/11/13,165,Fr.,"Youngstown, Ohio (St. Bonaventure)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204999998
ORE,FBALL,2010-2011,2,Dontae Williams,Dontae,Williams,RB,5/11/13,207,Fr.,"Houston, Texas (Aldine HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971095
ORE,FBALL,2010-2011,3,Bryan Bennett,Bryan,Bennett,QB,6/2/13,183,Fr.,"Encino, Calif. (Crespi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971236
ORE,FBALL,2010-2011,3,Marcus Davis,Marcus,Davis,DB,5/11/13,187,So.,"League City, Texas (Texas) (Clear Creek HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971087
ORE,FBALL,2010-2011,4,Erick Dargan,Erick,Dargan,DB,5/11/13,206,Fr.,"Pittsburg, Calif. (Pittsburg)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971086
ORE,FBALL,2010-2011,4,Josh Huff,Josh,Huff,WR,5/11/13,201,Fr.,"Houston, Texas (Nimitz HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971243
ORE,FBALL,2010-2011,5,Remene Alston Jr.,Remene,Alston Jr.,RB,5/8/13,200,Sr.,"Greensboro, N.C. (Page HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529191
ORE,FBALL,2010-2011,6,Keanon Lowe,Keanon,Lowe,WR,5/9/13,173,Fr.,"Portland, Ore. (Jesuit HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971244
ORE,FBALL,2010-2011,6,Dior Mathis,Dior,Mathis,CB,5/9/13,180,Fr.,"Detroit, Mich. (Cass Tech HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204920078
ORE,FBALL,2010-2011,7,Nate Costa,Nate,Costa,QB,6/1/13,210,Sr.,(Hilmar HS),http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529194
ORE,FBALL,2010-2011,7,Chad Peppars,Chad,Peppars,ROV,5/10/13,189,Sr.,"Los Angeles, Calif. (Loyola HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529218
ORE,FBALL,2010-2011,8,Brian Butterfield,Brian,Butterfield,ROV,6/1/00,183,Sr.,"Sherwood, Ore. (Sherwood HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149760
ORE,FBALL,2010-2011,9,Blake Cantu,Blake,Cantu,WR,6/1/00,193,RFr.,"Southlake, Tex. (Southlake Carroll HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3719819
ORE,FBALL,2010-2011,10,D.J. Davis,D.J.,Davis,WR,6/1/13,205,Sr.,"Denver, Colo. (Montbello HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1148939
ORE,FBALL,2010-2011,11,Eddie Pleasant,Eddie,Pleasant,SS,5/11/13,213,Jr.,"La Palma, Calif. (Kennedy HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149816
ORE,FBALL,2010-2011,12,Brian Jackson,Brian,Jackson,DB,5/10/13,192,RFr.,"Hoover, Ala. (Hoover HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773869
ORE,FBALL,2010-2011,13,Cliff Harris,Cliff,Harris,CB,5/11/13,180,So.,"Fresno, Calif. (Edison HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204782074
ORE,FBALL,2010-2011,14,Dustin Haines,Dustin,Haines,QB,6/3/13,200,RFr.,"Eugene, Ore. (South Eugene HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773859
ORE,FBALL,2010-2011,14,Javes Lewis,Javes,Lewis,DB,6/1/13,190,Jr.,"Tustin, Calif. (Tustin HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1212558
ORE,FBALL,2010-2011,15,Lache Seastrunk,Lache,Seastrunk,RB,5/9/13,188,Fr.,"Temple, Texas (Temple HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971091
ORE,FBALL,2010-2011,16,Daryle Hawkins,Daryle,Hawkins,QB,6/4/13,192,RFr.,"Omaha, Neb. (Omaha Central HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773775
ORE,FBALL,2010-2011,17,James Scales,James,Scales,DB,5/10/13,190,Fr.,"Greensboro, N.C. (Northern Guilford)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204920086
ORE,FBALL,2010-2011,18,Anthony Gildon,Anthony,Gildon,CB,6/1/13,185,Jr.,"Simi Valley, Calif. (Oaks Christian HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149786
ORE,FBALL,2010-2011,19,Eric Dungy,Eric,Dungy,WR,6/1/13,177,Fr.,"Tampa, Fla. (Plant HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971241
ORE,FBALL,2010-2011,20,John Boyett,John,Boyett,FS,5/10/13,198,So.,"Napa, Calif. (Napa HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550409
ORE,FBALL,2010-2011,21,LaMichael James,LaMichael,James,RB,5/9/13,185,So.,"Texarkana, Texas (Liberty-Eylau HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550427
ORE,FBALL,2010-2011,22,Derrick Malone,Derrick,Malone,LB,6/2/13,199,Fr.,"Colton, Calif. (Colton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971247
ORE,FBALL,2010-2011,23,Jeff Maehl,Jeff,Maehl,WR,6/1/13,184,Sr.,"Paradise, Calif. (Paradise HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149794
ORE,FBALL,2010-2011,24,Kenjon Barner,Kenjon,Barner,RB,5/11/13,180,So.,"Riverside, Calif. (Notre Dame HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550399
ORE,FBALL,2010-2011,25,Boseko Lokombo,Boseko,Lokombo,LB,6/3/13,223,RFr.,"Abbotsford, B.C. (W.J. Mouat HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773876
ORE,FBALL,2010-2011,26,Malachi Lewis,Malachi,Lewis,TE,6/4/13,216,Sr.,"Oxnard, Calif. (Rio Mesa HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149792
ORE,FBALL,2010-2011,27,Terrance Mitchell,Terrance,Mitchell,DB,6/1/00,183,Fr.,"Sacramento, Calif. (Luther Burbank HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204920084
ORE,FBALL,2010-2011,28,Scott Grady,Scott,Grady,DB,5/11/13,180,So.,"Tigard, Ore. (Tigard HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550420
ORE,FBALL,2010-2011,30,Nick Cole,Nick,Cole,WR,6/3/13,195,RFr.,"Concord, Calif. (Clayton Valley HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773765
ORE,FBALL,2010-2011,31,Kenny Bassett,Kenny,Bassett,RB,5/9/13,175,Fr.,"Beverly Hills, Calif. (Beverly Hills HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978484
ORE,FBALL,2010-2011,31,Avery Patterson,Avery,Patterson,CB,5/10/13,180,RFr.,"Pittsburg, Calif. (Pittsburg HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204830527
ORE,FBALL,2010-2011,32,J.R. Maffie,J.R.,Maffie,DB,5/11/13,197,Fr.,"Diamond Bar, Calif. (Bishop Amat HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204835693
ORE,FBALL,2010-2011,32,Andres Reed,Andres,Reed,RB,6/1/00,218,Sr.,"Medford, Ore. (Coll. of Siskiyous) (South Medford HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204827457
ORE,FBALL,2010-2011,33,Ayele Forde,Ayele,Forde,RB,5/7/13,175,Fr.,"Victorville, Cal. (Silverado HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205003468
ORE,FBALL,2010-2011,33,Tyrell Irvin,Tyrell,Irvin,DE,6/2/13,231,Sr.,"Denver, Colo. (Mt. San Antonio C.C.) (Aurora HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550933
ORE,FBALL,2010-2011,35,Spencer Paysinger,Spencer,Paysinger,LB,6/3/13,231,Sr.,"Los Angeles, Calif. (Beverly Hills HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529217
ORE,FBALL,2010-2011,36,Will Wallace,Will,Wallace,CB,5/10/13,189,Jr.,West Covina (West Covina HS),http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149821
ORE,FBALL,2010-2011,37,Anthony Blake,Anthony,Blake,RB,5/10/13,190,So.,"Portland, Ore. (Holy Cross) (Jesuit HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978633
ORE,FBALL,2010-2011,37,Talmadge Jackson III,Talmadge,Jackson III,CB,5/10/13,188,Sr.,"Murrieta, Calif. (Chaparral HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149789
ORE,FBALL,2010-2011,38,Sam Doman,Sam,Doman,TE,6/4/13,234,Sr.,"Canby, Ore. (BYU) (Canby HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1390248
ORE,FBALL,2010-2011,38,Mike Garrity,Mike,Garrity,LB,6/1/13,221,Fr.,"San Carlos, Calif. (Archbishop Riordan)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978496
ORE,FBALL,2010-2011,40,Blake Thompson,Blake,Thompson,LB,5/11/13,230,Jr.,"Cottage Grove, Ore. (Cottage Grove HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550490
ORE,FBALL,2010-2011,41,Alejandro Maldonado,Alejandro,Maldonado,PK,5/10/13,198,Fr.,"Colton, Calif. (Colton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971246
ORE,FBALL,2010-2011,41,Blake Stanton,Blake,Stanton,WR,5/11/13,216,Fr.,"Los Angeles, Calif. (Crespi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978724
ORE,FBALL,2010-2011,42,David Paulson,David,Paulson,TE,6/4/13,241,Jr.,"Auburn, Wash. (Riverside HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149812
ORE,FBALL,2010-2011,43,Bryson Littlejohn,Bryson,Littlejohn,LB,6/1/13,225,Sr.,"Elk Grove, Calif. (Sierra C.C.) (Laguna Creek HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3721204
ORE,FBALL,2010-2011,44,Brandon Hanna,Brandon,Hanna,DE,6/2/13,234,Jr.,"Coeur d'Alene, Idaho (Lake City HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149788
ORE,FBALL,2010-2011,45,Terrell Turner,Terrell,Turner,DE,6/3/13,261,Jr.,"Los Angeles, Calif. (Crenshaw HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149820
ORE,FBALL,2010-2011,46,Michael Clay,Michael,Clay,LB,5/11/13,225,So.,"San Jose, Calif. (Bellarmine College Prep)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773762
ORE,FBALL,2010-2011,47,Kiko Alonso,Kiko,Alonso,LB,6/4/13,222,So.,"Los Gatos, Calif. (Los Gatos HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204991317
ORE,FBALL,2010-2011,48,Eric Solis,Eric,Solis,PK,5/10/13,182,Fr.,"Panorama, Calif. (Notre Dame HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978723
ORE,FBALL,2010-2011,49,Jackson Rice,Jackson,Rice,P,6/3/13,220,So.,"Moraga, Calif. (Campolindo HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773841
ORE,FBALL,2010-2011,50,Drew Howell,Drew,Howell,LS,6/2/13,217,Fr.,"Tehachapi, Calif. (Tehachapi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971089
ORE,FBALL,2010-2011,51,Isaac Ava,Isaac,Ava,LB,5/10/13,251,Fr.,"Ewa Beach, Hawaii (St. Louis HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978628
ORE,FBALL,2010-2011,52,Hroniss Grasu,Hroniss,Grasu,OL,6/3/13,274,Fr.,"Los Angeles, Calif. (Crespi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971088
ORE,FBALL,2010-2011,53,Dewitt Stuckey,Dewitt,Stuckey,LB,5/11/13,221,Jr.,"Stockton, Calif. (Lincoln HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550467
ORE,FBALL,2010-2011,54,Jordan Holmes,Jordan,Holmes,OL,6/5/13,300,Sr.,"Yuba City, Calif. (Yuba City HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529206
ORE,FBALL,2010-2011,55,Casey Matthews,Casey,Matthews,LB,6/2/13,235,Sr.,"Agoura Hills, Calif. (Oaks Christian HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149796
ORE,FBALL,2010-2011,56,Josh Kaddu,Josh,Kaddu,LB,6/3/13,235,Jr.,"Vacaville, Calif. (Vacaville HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550940
ORE,FBALL,2010-2011,57,Trevor Fox,Trevor,Fox,OL,6/5/13,290,RFr.,"Temecula, Calif. (Chaparral HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773850
ORE,FBALL,2010-2011,57,Keloni Kamalani,Keloni,Kamalani,LB,5/11/13,209,RFr.,"Kihei, Hawaii (Kamehameha Maui HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773871
ORE,FBALL,2010-2011,58,Kenny Rowe,Kenny,Rowe,DE,6/3/13,232,Sr.,"Long Beach, Calif. (Poly HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149819
ORE,FBALL,2010-2011,59,Jeff Palmer,Jeff,Palmer,LS,5/10/13,199,So.,"Dana Point, Calif. (Santa Margarita HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550962
ORE,FBALL,2010-2011,59,Grant Thompson,Grant,Thompson,LB,5/11/13,213,Fr.,"Cottage Grove, Ore. (Cottage Grove HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978745
ORE,FBALL,2010-2011,60,Ryan Clanton,Ryan,Clanton,OL,6/4/13,294,Jr.,"Bakersfield, Calif. (City College of San Francisco) (Bakersfield Christian HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204866229
ORE,FBALL,2010-2011,60,Ryan Hagen,Ryan,Hagen,DT,6/3/13,284,RFr.,"Brea, Calif. (Troy HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204919922
ORE,FBALL,2010-2011,61,Nick Cody,Nick,Cody,OL,6/5/13,296,So.,"Brush Prairie, Wash. (Hockinson HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1552600
ORE,FBALL,2010-2011,62,Nick Musgrove,Nick,Musgrove,DE,6/1/13,228,Jr.,"Eugene, Ore. (Churchill HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3744202
ORE,FBALL,2010-2011,63,Mana Greig,Mana,Greig,OL,5/11/13,291,RFr.,"Waimanalo, Hawaii (St. Louis HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773771
ORE,FBALL,2010-2011,64,Max Forer,Max,Forer,OL,6/3/13,267,Sr.,"Santa Monica, Calif. (Santa Monica HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149765
ORE,FBALL,2010-2011,64,Jennings Stewart,Jennings,Stewart,LB,6/3/13,211,So.,"Grants Pass, Ore. (Grants Pass HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1552629
ORE,FBALL,2010-2011,65,Isaac Remington,Isaac,Remington,DT,6/6/13,262,Jr.,"Queen Creek, Ariz. (Phoenix College) (Valley Christian HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204866191
ORE,FBALL,2010-2011,66,Taylor Hart,Taylor,Hart,DT,6/6/13,262,RFr.,"Tualatin, Ore. (Tualatin HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773861
ORE,FBALL,2010-2011,67,Josh Sanford,Josh,Sanford,OL,6/2/13,276,Jr.,"St. Helens, Ore. (Coll. of Siskiyous) (Port Angeles HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204827491
ORE,FBALL,2010-2011,68,C.E. Kaiser,C.E.,Kaiser,OL,6/4/13,290,Sr.,"Veradale, Wash. (Central Valley HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529210
ORE,FBALL,2010-2011,69,Bo Thran,Bo,Thran,OL,6/5/13,281,Sr.,"Gresham, Ore. (Barlow HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529223
ORE,FBALL,2010-2011,70,Ramsen Golpashin,Ramsen,Golpashin,OL,6/4/13,275,Jr.,"Saugus, Calif. (Saugus HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1390237
ORE,FBALL,2010-2011,71,Everett Benyard,Everett,Benyard,OL,6/7/13,315,RFr.,"San Diego, Calif. (Cathedral Catholic HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773757
ORE,FBALL,2010-2011,72,Nick Rowland,Nick,Rowland,OL,6/4/13,314,Fr.,"Peoria, Ariz. (Centennial HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971249
ORE,FBALL,2010-2011,73,Brenton Spickerman,Brenton,Spickerman,OL,6/6/13,266,RFr.,"West Linn, Ore. (Jesuit HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773893
ORE,FBALL,2010-2011,74,Darrion Weems,Darrion,Weems,OL,6/5/13,292,Jr.,"Winnetka, Calif. (Taft HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149823
ORE,FBALL,2010-2011,75,Jamaal Burrell,Jamaal,Burrell,OL,6/4/13,306,RFr.,"Fontana, Calif. (Dominguez HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773845
ORE,FBALL,2010-2011,77,Carson York,Carson,York,OL,6/5/13,286,So.,"Coeur d’Alene, Idaho (Lake City HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550510
ORE,FBALL,2010-2011,78,Karrington Armstrong,Karrington,Armstrong,OL,6/2/13,283,RFr.,"Reno, Nev. (McQueen HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773836
ORE,FBALL,2010-2011,79,Mark Asper,Mark,Asper,OL,6/7/13,322,Jr.,"Idaho Falls, Idaho (Bonneville HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1148913
ORE,FBALL,2010-2011,80,Lavasier Tuinei,Lavasier,Tuinei,WR,6/5/13,206,Jr.,"Arcadia, Ind. (Golden West C.C.) (Hamilton Heights HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3743317
ORE,FBALL,2010-2011,81,Justin Hoffman,Justin,Hoffman,WR,6/1/13,201,So.,"Eugene, Ore. (Churchill HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550934
ORE,FBALL,2010-2011,83,Curtis White,Curtis,White,TE,6/4/13,250,Fr.,"Eugene, Ore. (Sheldon HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971094
ORE,FBALL,2010-2011,84,Chad Delaney,Chad,Delaney,WR,6/1/00,179,RFr.,"Elmira, Ore. (Elmira HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204920061
ORE,FBALL,2010-2011,85,Anthony Anderson,Anthony,Anderson,DE,6/5/13,233,RFr.,"Spring Valley, Calif. (Helix HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773832
ORE,FBALL,2010-2011,86,Brian Teague,Brian,Teague,TE,6/3/13,246,RFr.,"Portland, Ore. (David Douglas HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204783115
ORE,FBALL,2010-2011,87,Brandon Williams,Brandon,Williams,TE,6/4/13,237,Jr.,"Merrionette Park, Ill. (Joliet JC) (Eisenhower HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204866233
ORE,FBALL,2010-2011,88,Brandon Bair,Brandon,Bair,DT,6/7/13,272,Sr.,"St. Anthony, Idaho (South Fremont HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=529193
ORE,FBALL,2010-2011,89,Brandon Swepson,Brandon,Swepson,WR,6/2/13,190,Fr.,"Potomac, Md. (Winston Churchill HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205003386
ORE,FBALL,2010-2011,90,Ricky Havili-Heimuli,Ricky,Havili-Heimuli,DT,6/4/13,318,Fr.,"Glendale, Utah (Brighton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971242
ORE,FBALL,2010-2011,90,Will Murphy,Will,Murphy,WR,6/2/13,176,So.,"Albany, Ore. (West Albany HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3744204
ORE,FBALL,2010-2011,91,Dane Ebanez,Dane,Ebanez,WR,5/9/13,177,Fr.,"North Pole, Alaska (North Pole HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204827575
