ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown/Prior_School,Player_URL
ORE,FBALL,2011-2012,21,LaMichael James,LaMichael,James,RB,5/9/13,195,Jr.,"Texarkana, Texas (Liberty-Eylau HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550427
ORE,FBALL,2011-2012,22,Derrick Malone,Derrick,Malone,LB,6/2/13,208,RFr.,"Colton, Calif. (Colton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971247
ORE,FBALL,2011-2012,23,B.J. Kelley,B.J.,Kelley,WR,6/2/13,175,Fr.,"Fresno, Calif. (Central HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238233
ORE,FBALL,2011-2012,24,Kenjon Barner,Kenjon,Barner,RB,5/11/13,195,Jr.,"Riverside, Calif. (Notre Dame HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550399
ORE,FBALL,2011-2012,25,Boseko Lokombo,Boseko,Lokombo,LB,6/3/13,232,So.,"Abbotsford, B.C. (W.J. Mouat HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773876
ORE,FBALL,2011-2012,26,Ben Butterfield,Ben,Butterfield,WR,6/1/00,186,So.,"Sherwood, Ore. (Sherwood HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204827572
ORE,FBALL,2011-2012,26,Carlyle Garrick,Carlyle,Garrick,LB,6/2/13,221,Fr.,"Castro Valley, Calif. (Castro Valley HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238226
ORE,FBALL,2011-2012,27,Terrance Mitchell,Terrance,Mitchell,DB,6/1/00,189,RFr.,"Sacramento, Calif. (Luther Burbank HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204920084
ORE,FBALL,2011-2012,28,Tra Carson,Tra,Carson,RB,6/1/00,227,Fr.,"Texarkana, Texas (Liberty-Eylau HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205237442
ORE,FBALL,2011-2012,30,Bronson Yim,Bronson,Yim,DB,5/10/13,190,Fr.,"Kapahulu, Hawaii (St. Louis HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205269139
ORE,FBALL,2011-2012,31,Avery Patterson,Avery,Patterson,CB,5/10/13,175,So.,"Pittsburg, Calif. (Pittsburg HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204830527
ORE,FBALL,2011-2012,32,Colt Lyerla,Colt,Lyerla,TE,6/5/13,238,Fr.,"Hillsboro, Ore. (Hillsboro HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205125608
ORE,FBALL,2011-2012,32,J.R. Maffie,J.R.,Maffie,DB,5/11/13,197,So.,"Diamond Bar, Calif. (Bishop Amat HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204835693
ORE,FBALL,2011-2012,33,Tyson Coleman,Tyson,Coleman,LB,6/1/13,213,Fr.,"Lake Oswego, Ore. (Lake Oswego HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205126111
ORE,FBALL,2011-2012,33,Ayele Forde,Ayele,Forde,RB,5/7/13,179,RFr.,"Victorville, Cal. (Silverado HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205003468
ORE,FBALL,2011-2012,34,Rahim Cassell,Rahim,Cassell,LB,6/1/00,215,Fr.,"Lakewood, Calif. (Lakewood HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205237443
ORE,FBALL,2011-2012,35,Anthony Wallace,Anthony,Wallace,LB,6/1/00,235,Fr.,"Dallas , Texas (Skyline HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238573
ORE,FBALL,2011-2012,37,Anthony Blake,Anthony,Blake,RB,5/10/13,190,So.,"Portland, Ore. (Holy Cross) (Jesuit HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978633
ORE,FBALL,2011-2012,38,Mike Garrity,Mike,Garrity,LB,6/1/13,221,RFr.,"San Carlos, Calif. (Archbishop Riordan)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978496
ORE,FBALL,2011-2012,38,Jeff Palmer,Jeff,Palmer,LS,5/10/13,200,Jr.,"Dana Point, Calif. (Santa Margarita HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550962
ORE,FBALL,2011-2012,39,Drew Howell,Drew,Howell,LS,6/2/13,230,So.,"Tehachapi, Calif. (Tehachapi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971089
ORE,FBALL,2011-2012,39,Jimmy Musgrave,Jimmy,Musgrave,TE,6/1/00,220,Fr.,"Victorville, Calif. (Silverado HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205312792
ORE,FBALL,2011-2012,40,Blake Thompson,Blake,Thompson,LB,5/11/13,230,Sr.,"Cottage Grove, Ore. (Cottage Grove HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550490
ORE,FBALL,2011-2012,41,Alejandro Maldonado,Alejandro,Maldonado,PK,5/10/13,198,So.,"Colton, Calif. (Colton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971246
ORE,FBALL,2011-2012,41,Blake Stanton,Blake,Stanton,WR,5/11/13,202,RFr.,"Los Angeles, Calif. (Crespi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978724
ORE,FBALL,2011-2012,42,David Paulson,David,Paulson,TE,6/4/13,241,Sr.,"Auburn, Wash. (Riverside HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149812
ORE,FBALL,2011-2012,43,Keloni Kamalani,Keloni,Kamalani,LB,5/11/13,216,So.,"Kihei, Hawaii (Kamehameha Maui HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773871
ORE,FBALL,2011-2012,44,Brandon Hanna,Brandon,Hanna,DE,6/2/13,240,Sr.,"Coeur d'Alene, Idaho (Lake City HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149788
ORE,FBALL,2011-2012,45,Terrell Turner,Terrell,Turner,DE,6/3/13,265,Sr.,"Los Angeles, Calif. (Crenshaw HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149820
ORE,FBALL,2011-2012,46,Michael Clay,Michael,Clay,LB,5/11/13,225,Jr.,"San Jose, Calif. (Bellarmine College Prep)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773762
ORE,FBALL,2011-2012,47,Kiko Alonso,Kiko,Alonso,LB,6/4/13,240,Jr.,"Los Gatos, Calif. (Los Gatos HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204991317
ORE,FBALL,2011-2012,48,Rodney Hardrick,Rodney,Hardrick,LB,6/1/13,225,Fr.,"Colton, Calif. (Colton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238228
ORE,FBALL,2011-2012,48,Eric Solis,Eric,Solis,PK,5/10/13,182,So.,"Panorama, Calif. (Notre Dame HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978723
ORE,FBALL,2011-2012,49,Jackson Rice,Jackson,Rice,P,6/3/13,225,Jr.,"Moraga, Calif. (Campolindo HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773841
ORE,FBALL,2011-2012,51,Isaac Ava,Isaac,Ava,LB,5/10/13,238,RFr.,"Ewa Beach, Hawaii (St. Louis HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978628
ORE,FBALL,2011-2012,52,Dewitt Stuckey,Dewitt,Stuckey,LB,5/11/13,221,Sr.,"Stockton, Calif. (Lincoln HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550467
ORE,FBALL,2011-2012,53,Jennings Stewart,Jennings,Stewart,LB,6/3/13,217,Jr.,"Grants Pass, Ore. (Grants Pass HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1552629
ORE,FBALL,2011-2012,54,Hamani Stevens,Hamani,Stevens,OL,6/3/13,305,RFr.,"Hemet, Calif. (Hemet HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550466
ORE,FBALL,2011-2012,55,Hroniss Grasu,Hroniss,Grasu,OL,6/3/13,291,RFr.,"Los Angeles, Calif. (Crespi HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971088
ORE,FBALL,2011-2012,56,Josh Kaddu,Josh,Kaddu,LB,6/3/13,235,Sr.,"Vacaville, Calif. (Vacaville HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550940
ORE,FBALL,2011-2012,57,Trevor Fox,Trevor,Fox,OL,6/5/13,285,So.,"Temecula, Calif. (Chaparral HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773850
ORE,FBALL,2011-2012,57,Ryan McCandless,Ryan,McCandless,DE,6/2/13,205,Fr.,"Santa Rosa, Calif. (Cardinal Newman HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205312396
ORE,FBALL,2011-2012,58,James Euscher,James,Euscher,OL,6/7/13,295,Fr.,"Aloha, Ore. (Aloha HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238121
ORE,FBALL,2011-2012,59,Grant Thompson,Grant,Thompson,LB,5/11/13,219,RFr.,"Cottage Grove, Ore. (Cottage Grove HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204978745
ORE,FBALL,2011-2012,60,Ryan Clanton,Ryan,Clanton,OL,6/5/13,300,Jr.,"Bakersfield, Calif. (City College of San Francisco) (Bakersfield Christian HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204866229
ORE,FBALL,2011-2012,60,Ryan Hagen,Ryan,Hagen,DT,6/3/13,284,So.,"Brea, Calif. (Troy HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204919922
ORE,FBALL,2011-2012,61,Nick Cody,Nick,Cody,OL,6/5/13,301,Jr.,"Brush Prairie, Wash. (Hockinson HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1552600
ORE,FBALL,2011-2012,62,Matt Pierson,Matt,Pierson,OL,6/6/13,270,Fr.,"West Linn, Ore. (Jesuit HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238134
ORE,FBALL,2011-2012,63,Mana Greig,Mana,Greig,OL,5/11/13,291,So.,"Waimanalo, Hawaii (St. Louis HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773771
ORE,FBALL,2011-2012,64,Tyler Johnstone,Tyler,Johnstone,OL,6/6/13,275,Fr.,"Chandler, Ariz. (Hamilton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238232
ORE,FBALL,2011-2012,65,Isaac Remington,Isaac,Remington,DT,6/6/13,286,Jr.,"Queen Creek, Ariz. (Phoenix College) (Valley Christian HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204866191
ORE,FBALL,2011-2012,66,Taylor Hart,Taylor,Hart,DT,6/6/13,283,So.,"Tualatin, Ore. (Tualatin HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773861
ORE,FBALL,2011-2012,67,Josh Sanford,Josh,Sanford,OL,6/2/13,276,Sr.,"St. Helens, Ore. (Coll. of Siskiyous) (Port Angeles HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204827491
ORE,FBALL,2011-2012,68,Jamal Prater,Jamal,Prater,OL,6/4/13,290,Fr.,"Etiwanda, Calif. (Etiwanda HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238135
ORE,FBALL,2011-2012,69,Brandon Thomas,Brandon,Thomas,OL,6/4/13,305,RFr.,"West Linn, Ore. (West Linn HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205240462
ORE,FBALL,2011-2012,70,Ramsen Golpashin,Ramsen,Golpashin,OL,6/4/13,275,Sr.,"Saugus, Calif. (Saugus HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1390237
ORE,FBALL,2011-2012,71,Everett Benyard,Everett,Benyard,OL,6/7/13,325,So.,"San Diego, Calif. (Cathedral Catholic HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773757
ORE,FBALL,2011-2012,72,Andre Yruretagoyena,Andre,Yruretagoyena,OL,6/5/13,285,Fr.,"Scottsdale, Ariz. (Chaparral HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238476
ORE,FBALL,2011-2012,74,Darrion Weems,Darrion,Weems,OL,6/5/13,302,Sr.,"Winnetka, Calif. (Taft HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1149823
ORE,FBALL,2011-2012,75,Jake Fisher,Jake,Fisher,OL,6/6/13,285,Fr.,"Traverse City, Mich. (Traverse City West)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238122
ORE,FBALL,2011-2012,77,Carson York,Carson,York,OL,6/5/13,292,Jr.,"Coeur d’Alene, Idaho (Lake City HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550510
ORE,FBALL,2011-2012,78,Karrington Armstrong,Karrington,Armstrong,OL,6/3/13,270,So.,"Reno, Nev. (McQueen HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773836
ORE,FBALL,2011-2012,79,Mark Asper,Mark,Asper,OL,6/7/13,325,Sr.,"Idaho Falls, Idaho (Bonneville HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1148913
ORE,FBALL,2011-2012,80,Lavasier Tuinei,Lavasier,Tuinei,WR,6/5/13,216,Sr.,"Arcadia, Ind. (Golden West C.C.) (Hamilton Heights HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3743317
ORE,FBALL,2011-2012,81,Justin Hoffman,Justin,Hoffman,WR,6/1/13,206,Jr.,"Eugene, Ore. (Churchill HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550934
ORE,FBALL,2011-2012,82,Christian French,Christian,French,TE,6/5/13,236,Fr.,"Cedar Rapids, Iowa (John F. Kennedy HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238221
ORE,FBALL,2011-2012,83,Curtis White,Curtis,White,TE,6/4/13,245,RFr.,"Eugene, Ore. (Sheldon HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971094
ORE,FBALL,2011-2012,84,Chad Delaney,Chad,Delaney,WR,6/1/00,181,So.,"Elmira, Ore. (Elmira HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204920061
ORE,FBALL,2011-2012,85,Nick Musgrove,Nick,Musgrove,TE,6/2/13,230,Sr.,"Eugene, Ore. (Churchill HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3744202
ORE,FBALL,2011-2012,86,Brian Teague,Brian,Teague,TE,6/3/13,258,So.,"Portland, Ore. (David Douglas HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204783115
ORE,FBALL,2011-2012,88,Tacoi Sumler,Tacoi,Sumler,WR,5/9/13,173,Fr.,"Miami, Fla. (Christopher Colombus HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238566
ORE,FBALL,2011-2012,90,Ricky Havili-Heimuli,Ricky,Havili-Heimuli,DT,6/4/13,321,So.,"Glendale, Utah (Brighton HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971242
ORE,FBALL,2011-2012,90,Will Murphy,Will,Murphy,WR,6/2/13,183,Jr.,"Albany, Ore. (West Albany HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=3744204
ORE,FBALL,2011-2012,91,Dane Ebanez,Dane,Ebanez,WR,5/9/13,174,So.,"North Pole, Alaska (North Pole HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204827575
ORE,FBALL,2011-2012,91,Tony Washington,Tony,Washington,DE,6/3/13,262,RFr.,"Rancho Cucamonga, Calif. (Los Osos HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204971251
ORE,FBALL,2011-2012,92,Miles Johnson,Miles,Johnson,WR,6/1/13,182,Fr.,"Sherman Oaks, Calif. (Woodland Hills HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205269063
ORE,FBALL,2011-2012,92,Wade Keliikipi,Wade,Keliikipi,DT,6/3/13,300,So.,"Waianae, Hawaii (Waianae HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204773885
ORE,FBALL,2011-2012,93,Rob Beard,Rob,Beard,PK,6/1/00,225,Jr.,"Fullerton, Calif. (Troy HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550967
ORE,FBALL,2011-2012,94,Axel McQuaw,Axel,McQuaw,DT,6/6/13,275,So.,"Yachats, Ore. (Waldport HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=204999994
ORE,FBALL,2011-2012,95,Koa Ka'ai,Koa,Ka'ai,DE,6/4/13,245,Fr.,"Honolulu, Hawaii (Kamehameha HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205238130
ORE,FBALL,2011-2012,96,Dion Jordan,Dion,Jordan,DE,6/7/13,240,Jr.,"Chandler, Ariz. (Chandler HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=1550429
ORE,FBALL,2011-2012,97,Jared Ebert,Jared,Ebert,DT,6/5/13,285,Jr.,"Iowa City, Iowa (Iowa Western CC) (Iowa City West HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205126096
ORE,FBALL,2011-2012,97,Nick Morrison,Nick,Morrison,DL,6/4/13,250,Jr.,"Everett, Wash. (Cascade HS)",http://www.goducks.com/ViewArticle.dbml?SPSID=3378&SPID=233&DB_OEM_ID=500&ATCLID=205239073
