Player_URL,Player_Image_URL
http://www.und.com/sports/m-footbl/mtt/freeman_marcus00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/586239.jpeg
http://www.und.com/sports/m-footbl/mtt/martinez_arturo00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/7975028.jpeg
http://www.und.com/sports/m-footbl/mtt/tausch_nick00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/7974437.jpeg
http://www.und.com/sports/m-footbl/mtt/massa_luke00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/7975017.jpeg
http://www.und.com/sports/m-footbl/mtt/gioia_carl00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/586287.jpeg
http://www.und.com/sports/m-footbl/mtt/hoskins_justin00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/216728.jpeg
http://www.und.com/sports/m-footbl/mtt/laws_trevor00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/1258251.jpeg
http://www.und.com/sports/m-footbl/mtt/hounshell_chase00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/7974842.jpeg
http://www.und.com/sports/m-footbl/mtt/renkes_bobby00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/586511.jpeg
http://www.und.com/sports/m-footbl/mtt/talley_ronald00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/586789.jpeg
http://www.und.com/sports/m-footbl/mtt/carrico_brad00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/6736320.jpeg
http://www.und.com/sports/m-footbl/mtt/frantz_jonathan01.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/6892203.jpeg
http://www.und.com/sports/m-footbl/mtt/stockton_tyler01.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/7974468.jpeg
http://www.und.com/sports/m-footbl/mtt/possley_nick01.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/216765.jpeg
http://www.und.com/sports/m-footbl/mtt/fitzpatrick_dj00.html,http://graphics.fansonly.com/photos/schools/nd/sports/m-footbl/auto_headshot/216718.jpeg
http://www.und.com/sports/m-footbl/mtt/brown_justin00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/2183572.jpeg
http://www.und.com/sports/m-footbl/mtt/daniels_davaris00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/6793255.jpeg
http://www.und.com/sports/m-footbl/mtt/parris_robby00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/3397686.jpeg
http://www.und.com/sports/m-footbl/mtt/koyack_ben00.html,http://grfx.cstv.com/photos/schools/nd/sports/m-footbl/auto_headshot/7975094.jpeg
