Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,idxtable_flags2005.idx_gr:vl-unitid of parent institution reporting graduation rates
2004-2005,147767,Northwestern University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,6,6,0,7,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,50,23,27,42,18,24,1,0,1,3,1,2,1,1,0,0,0,0,0,0,0,3,3,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,4,3,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,10,5,5,5,4,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,21,21,0,10,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,45,22,23,37,17,20,1,0,1,3,1,2,1,1,0,0,0,0,0,0,0,3,3,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,4,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,9,4,5,5,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
2004-2005,152080,University of Notre Dame,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,17,17,0,9,9,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,11,2,9,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,2,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,12,4,8,6,0,6,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,16,16,0,4,4,0,9,9,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,10,2,8,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,5,0,5,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,155399,Kansas State University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,9,9,0,3,3,0,4,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,58,10,48,45,6,39,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,9,4,5,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,3,3,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,1,6,3,0,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,11,3,8,6,3,3,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,19,19,0,6,6,0,12,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,33,4,29,24,3,21,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,6,1,5,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,8,2,6,3,2,1,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,157289,University of Louisville,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,12,12,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,28,8,20,22,5,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,3,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,2,3,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,7,3,4,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,19,19,0,8,8,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,21,6,15,18,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,8,8,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,52,20,32,42,16,26,2,0,2,1,1,0,2,1,1,2,0,2,3,2,1,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,5,2,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,11,6,5,10,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,22,22,0,9,9,0,11,11,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,45,14,31,36,11,25,2,0,2,1,1,0,2,1,1,2,0,2,2,1,1,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,8,4,4,7,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,170976,University of Michigan-Ann Arbor,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,8,8,0,5,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,46,14,32,37,13,24,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,5,1,4,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,2,5,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,18,11,7,15,9,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,19,19,0,10,10,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,22,5,17,19,5,14,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,4,1,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,13,8,5,11,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2004-2005,181464,University of Nebraska-Lincoln,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,16,16,0,8,8,0,5,5,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,66,25,41,57,22,35,1,0,1,2,1,1,2,0,2,0,0,0,3,2,1,1,0,1,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,4,2,2,2,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,10,4,6,7,2,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,13,13,0,6,6,0,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,48,17,31,43,15,28,1,0,1,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,9,4,5,6,2,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,6,6,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports,7,3,4,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Basketball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,186380,Rutgers University-New Brunswick,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,42,14,28,30,10,20,3,1,2,1,1,0,2,1,1,0,0,0,1,0,1,5,1,4,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,11,6,5,5,2,3,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,17,17,0,8,8,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,40,14,26,28,10,18,3,1,2,1,1,0,2,1,1,0,0,0,1,0,1,5,1,4,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,8,5,3,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2004-2005,198419,Duke University,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,16,16,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,64,29,35,55,25,30,3,0,3,1,1,0,1,0,1,0,0,0,0,0,0,4,3,1,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,6,2,4,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,8,4,4,5,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,24,24,0,4,4,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,52,21,31,43,17,26,3,0,3,1,1,0,1,0,1,0,0,0,0,0,0,4,3,1,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,4,1,3,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,7,3,4,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,199120,University of North Carolina at Chapel Hill,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,15,15,0,3,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,79,37,42,64,32,32,1,0,1,0,0,0,1,1,0,0,0,0,2,0,2,11,4,7,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,7,2,5,1,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,13,6,7,7,5,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,18,18,0,10,10,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,57,27,30,47,23,24,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,7,3,4,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,5,0,5,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,11,4,7,5,3,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-2
2004-2005,204796,Ohio State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,10,10,0,8,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,35,10,25,22,6,16,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0,9,2,7,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,4,1,3,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,11,6,5,6,4,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,14,14,0,6,6,0,6,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,20,2,18,14,1,13,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,3,0,3,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Baseball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Basketball,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Cross-country and/or track,7,4,3,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,Football,8,8,0,2,2,0,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,All other sports,11,4,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Baseball,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Cross-country and/or track,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,207388,Oklahoma State University-Main Campus,Degree/certificate-seeking students (4-yr institution) Transfer-out students,Football,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),All other sports,23,10,13,17,7,10,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Baseball,7,7,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Basketball,5,2,3,1,0,1,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Cross-country and/or track,8,2,6,1,0,1,6,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),Football,15,15,0,5,5,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2004-2005,207500,University of Oklahoma Norman Campus,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,All other sports,17,8,9,13,6,7,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-2
