Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2000-2001,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,4,10,11,3,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,2,7,7,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,7,7,0,9,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,12,21,29,10,19,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0
2000-2001,157289,University of Louisville,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,6,12,15,4,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
2000-2001,157289,University of Louisville,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,1,6,4,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,4,5,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,7,7,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,157289,University of Louisville,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,7,26,25,6,19,0,0,0,1,0,1,1,0,1,1,0,1,2,0,2,3,1,2
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,15,1,14,10,0,10,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,2,1,1
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,4,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,5,5,0,15,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),43,16,27,35,13,22,3,1,2,0,0,0,2,1,1,0,0,0,2,1,1,1,0,1
2000-2001,170976,University of Michigan-Ann Arbor,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,37,14,23,31,12,19,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
2000-2001,170976,University of Michigan-Ann Arbor,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,6,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,4,6,5,3,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2000-2001,170976,University of Michigan-Ann Arbor,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,10,10,0,9,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,170976,University of Michigan-Ann Arbor,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,11,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),38,15,23,29,11,18,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,5,2,3
2000-2001,181464,University of Nebraska-Lincoln,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,27,10,17,20,7,13,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,3,1,2
2000-2001,181464,University of Nebraska-Lincoln,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,8,5,10,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,181464,University of Nebraska-Lincoln,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,181464,University of Nebraska-Lincoln,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,10,10,0,9,9,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,181464,University of Nebraska-Lincoln,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,9,9,0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),56,20,36,50,18,32,2,1,1,1,0,1,2,0,2,0,0,0,1,1,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,44,15,29,39,13,26,2,1,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,0,6,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,186380,Rutgers University-New Brunswick,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,4,7,8,4,4,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,4,4,5,4,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),24,24,0,7,7,0,15,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,186380,Rutgers University-New Brunswick,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,6,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,15,18,30,14,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
2000-2001,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,30,13,17,27,12,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
2000-2001,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,2,5,5,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,2,5,5,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),24,24,0,15,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,18,0,11,11,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),60,26,34,56,24,32,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2000-2001,199120,University of North Carolina at Chapel Hill,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,42,16,26,42,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,7,4,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,199120,University of North Carolina at Chapel Hill,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,2,0,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,199120,University of North Carolina at Chapel Hill,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,3,5,2,0,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,2,7,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2000-2001,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2000-2001,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,9,9,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,7,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,199120,University of North Carolina at Chapel Hill,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),57,34,23,46,27,19,0,0,0,1,1,0,2,0,2,0,0,0,1,1,0,7,5,2
2000-2001,204796,Ohio State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,36,18,18,28,14,14,0,0,0,1,1,0,2,0,2,0,0,0,1,1,0,4,2,2
2000-2001,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,204796,Ohio State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,204796,Ohio State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,8,5,3,2,1,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,204796,Ohio State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,3,3,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,1,1,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,204796,Ohio State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,14,0,9,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,204796,Ohio State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,8,11,15,6,9,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
2000-2001,207388,Oklahoma State University-Main Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,3,5,6,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
2000-2001,207388,Oklahoma State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,1,3,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,3,8,2,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2000-2001,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,7,7,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,11,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,207500,University of Oklahoma Norman Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),26,16,10,21,13,8,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1
2000-2001,207500,University of Oklahoma Norman Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,6,8,11,5,6,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2000-2001,207500,University of Oklahoma Norman Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,2,3,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,2,3,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,207500,University of Oklahoma Norman Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,7,7,0,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2000-2001,207500,University of Oklahoma Norman Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),37,11,26,28,9,19,2,0,2,1,0,1,1,0,1,1,0,1,1,1,0,3,1,2
2000-2001,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,26,7,19,19,5,14,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,3,1,2
2000-2001,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,11,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
2000-2001,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,5,5,0,12,12,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
2000-2001,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2000-2001,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,9,11,15,7,8,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,2,0
2000-2001,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,8,6,10,6,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,2,0
2000-2001,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,4,3,3,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
