RSCI,Player,HS,PS,AS,RC,Total,Ht,Height_Inches,Pos,College,City.State,State,City,Country,Class,Ranking_Date,fname,Pre,Chg,DT,RB,SN,HP,FB,HH,FS,VB,JG,SS,Avg,X5yr,Dev,VC,HM,RH,SI,SC,MP,RU,IR,FC
98,Levance Fields,70,NA,NA,93,67,5'10,70,PG,,"Brooklyn, NY",NY,Brooklyn,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Taj Gibson,NA,94,NA,41,67,6'8,80,PF,,"Brooklyn, NY",NY,Brooklyn,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Kiwan Smith,48,NA,NA,87,67,6'7,79,SF,,"Laurinburg, NC",NC,Laurinburg,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Tre'Von Willis,47,NA,NA,NA,67,6'3,75,SG,,"Fresno, CA",CA,Fresno,United States,2006,9/1/2005,rcsi06_Summer.csv,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
95,Kammeon Hosely ,NA,NA,NA,NA,67,6'8 ,80,PF,,"Sparta, GA",GA,Sparta,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,43,NA,61,NA,NA,NA,NA,NA,NA,NA
85,Ryan Wildenborg,36,NA,99,NA,67,6'11,83,C,Minnesota,"Kirkland, WA",WA,Kirkland,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Nick Smith,NA,56,80,NA,66,7'1,85,C,Illinois,"Varrico, FL",FL,Varrico,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Taurence Johnson,35,NA,NA,NA,66,6'8,80,SF,Prep School,"Philadelphia, PA",PA,Philadelphia,United States,2000,7/29/2000,rcsi00_Final.csv,45,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Carl Krauser,NA,68,NA,NA,66,6'1,73,PG-SG,Pittsburgh,"Oakdale, CT",CT,Oakdale,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-13,NA,NA,90,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Marcellus Sommerville,NA,81,NA,NA,66,6'6,78,SF,Iowa,Peoria,IL,Peoria,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,1,87,NA,85,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Marques Hayden,56,NA,NA,NA,66,6'7,79,PF,,"Oklahoma City, OK",OK,Oklahoma City,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,95,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Anthony Morrow,NA,95,NA,94,66,6'6,78,SG,Georgia Tech,"Charlotte, NC",NC,Charlotte,United States,2004,7/1/2004,rcsi04_Final.csv,NA,new,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
91,DeAaron Williams,45,NA,NA,NA,66,6'5,77,SF,Wisconsin,"Bartonville, IL",IL,Bartonville,United States,2004,7/1/2004,rcsi04_Final.csv,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,91,NA,NA,NA,NA,NA,NA,NA,NA
95,Nick Young,NA,NA,NA,NA,66,6'5,77,SF,University of Southern California,"Cleveland, CA",CA,Cleveland,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
98,Dalton Pepper,86,NA,NA,NA,66,6'5 ,77,SG,,"Fairless Hills, PA",PA,Fairless Hills,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,43,NA,NA,NA,50,NA,NA,NA,NA,NA
93,Eric Copes ,NA,NA,NA,NA,66,6'8 ,80,PF,George Washington,"Philadelphia, PA",PA,Philadelphia,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,97,NA,95,NA,NA,NA,NA,NA
86,Derrick Zimmerman,NA,NA,NA,NA,66,6'3,75,SG,,"Monroe, LA",LA,Monroe,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
91,Lawrence Roberts,62,90,NA,NA,65,6'9,81,C,Baylor,"Houston, TX",TX,Houston,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,-1,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Trent Strickland,88,80,NA,NA,65,6'5,77,SF,Wake Forest,"Hendersonville, NC",NC,Hendersonville,United States,2002,8/25/2002,rcsi02_Final.csv,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Robert Kurz,NA,100,NA,85,65,6'8,80,SF,Notre Dame,"Lower Gwynedd, PA",PA,Lower Gwynedd,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
96,Lorenzo Wade,NA,50,NA,87,65,6'5,77,SF-SG,Louisville,"Las Vegas, NV",NV,Las Vegas,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Melvin Tabb ,NA,87,NA,88,65,6'8 ,80,PF,Wake Forest,"Raleigh, NC",NC,Raleigh,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,54,NA,NA,90,74,NA,NA,NA,NA,NA
94,Jarion Henry ,NA,64,NA,84,65,6'8 ,80,SF,,"Dallas, TX",TX,Dallas,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,90,NA,NA,NA,NA,NA,NA,NA
87,Nick Van der Laan,NA,NA,NA,NA,65,6'10,82,C,California,"Oakdale, CT",CT,Oakdale,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
43,Luke Ridnour,41,NA,26,NA,64,6'2,74,PG,,"Blaine, WA",WA,Blaine,United States,2000,9/12/1999,rcsi00_Summer.csv,NA,ne,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Jason Braxton,44,NA,NA,NA,64,6'1,73,PG,Arizona State,"Moreno Valley, CA",CA,Moreno Valley,United States,2001,9/1/2000,rcsi01_Summer.csv,NA, new,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Vincent Grier,NA,100,NA,NA,64,6'4,76,SG,Charlotte,"Raleigh, NC",NC,Raleigh,United States,2002,8/25/2002,rcsi02_Final.csv,NA,10,52,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Glenn Miles,90,92,NA,70,64,6'4,76,SG,Alabama,"Brimingham, AL",AL,Birmingham,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-14,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Eric Vierneisel,52,NA,NA,97,64,6'7,79,SF,California,"Algonquin, IL",IL,Algonquin,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
79,James Gist,NA,NA,NA,37,64,6'4,76,PF,Maryland,"Wheaton, MD",MD,Wheaton,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Danny Green,90,99,NA,89,64,6'5,77,SF,,"Manhassett, NY",NY,Manhassett,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
100,B.J. Holmes,37,NA,NA,NA,64,6'0,72,PG,Texas A&M,"Houston, TX",TX,Houston,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Juan Anderson ,NA,NA,NA,69,64,6'5 ,77,SF-SG,,"Castro Valley, CA",CA,Castro Valley,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,100,70,NA,NA,NA,NA,NA,NA
89,Kim Bowers,NA,NA,38,NA,63,6'3,75,SG,Mississippi St.,"Gulfport, MS",MS,Gulfport,United States,2000,7/29/2000,rcsi00_Final.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Orien Greene,29,33,NA,NA,63,6'5,77,PG-SG,Florida,"Gainesville, FL",FL,Gainesville,United States,2000,9/12/1999,rcsi00_Summer.csv,NA,ne,NA,29,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Cameron Bennerman,80,83,NA,NA,63,6'4,76,SF,North Carolina State,"Chatham, VA",VA,Chatham,United States,2002,8/25/2002,rcsi02_Final.csv,NA,new,99,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Almany Therio,70,NA,NA,NA,63,6'7,79,PF,Memphis,"Durham, NC",NC,Durham,United States,2002,8/25/2002,rcsi02_Final.csv,NA,new,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,James Hardy,83,NA,NA,80,63,6'5,77,SF,Indiana,"Ft. Wayne, IN",IN,Ft. Wayne,United States,2004,7/1/2004,rcsi04_Final.csv,NA,-9,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
86,A. J. Ratliff,NA,NA,NA,71,63,6'2,74,SG,,"North Indianapolis, IN",IN,North Indianapolis,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
86,Dupree Fletcher,91,74,NA,75,63,5'11,71,PG,,"Milwaukee, WI",WI,Milwaukee,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Austin Johnson,86,NA,NA,53,63,6'3,75,SG,Oklahoma,"Amarillo, TX",TX,Amarillo,United States,2005,6/1/2005,rcsi05_Final.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Denzel Valentine ,NA,72,NA,81,63,6'5 ,77,SG,Michigan State,"Lansing, MI",MI,Lansing,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Nathan Hair,NA,NA,38,NA,63,6'3,75,SG,University of Southern California,"Mission Viejo, CA",CA,Mission Viejo,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Antonio Hargrove,66,97,NA,78,62,6'4,76,SG-SF,Virginia Commonwealth University,"Durham, NC",NC,Durham,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,David Holmes,39,NA,NA,NA,62,6'6,78,PF,Manhattan,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2000,7/29/2000,rcsi00_Final.csv,75,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Tory Reed,NA,44,NA,NA,62,6'8,80,PF,University of North Carolina at Charlotte,"Kensington, MD",MD,Kensington,United States,2000,7/29/2000,rcsi00_Final.csv,94,4,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,James Thomas,NA,24,NA,NA,62,6'8,80,PF,University of Texas at Austin,"Milford, CT",CT,Milford,United States,2000,9/12/1999,rcsi00_Summer.csv,NA,ne,NA,41,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,C.J. Watson,83,84,NA,NA,62,6'1,73,PG,University of Tennessee,"Las Vegas, NV",NV,Las Vegas,United States,2002,8/25/2002,rcsi02_Final.csv,NA,6,90,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Aaron Spears,70,96,NA,NA,62,6'9,81,C,Illinois,"Chicago, IL",IL,Chicago,United States,2002,8/25/2002,rcsi02_Final.csv,NA,new,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Rahshon Clark,NA,NA,NA,67,62,6'7,79,SF,Iowa State,"Far Rockaway, NY",NY,Far Rockaway,United States,2004,7/1/2004,rcsi04_Final.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,73,NA,NA,NA,NA,NA,NA,NA,NA
80,Terry Evans,52,NA,NA,88,62,6'5,77,SG,,"St. Louis, MO",MO,St. Louis,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Robert Kurz,99,NA,NA,41,62,6'8,80,SF,Notre Dame,"Lower Gwynedd, PA",PA,Lower Gwynedd,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Joel Smith,NA,NA,NA,39,62,6'4,76,SG,,"Wolfeboro, NH",NH,Wolfeboro,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Charles Thomas,56,NA,NA,85,62,6'7,79,PF,,"Jackson, MS",MS,Jackson,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
88,Alex Thompson,52,99,NA,NA,62,6'9,81,PF,Iowa,"Ames, IA",IA,Ames,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
82,Ryan Ayers,75,NA,NA,70,62,6'6,78,SF,Notre Dame,"Ft. Washington, MD",MD,Ft. Washington,United States,2005,6/1/2005,rcsi05_Final.csv,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
95,Dwayne Collins,NA,62,NA,NA,62,6'8,80,PF,University of Miami,"Miami, FL",FL,Miami,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,-30,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,98,100,NA,NA,NA,NA,NA,NA
95,Jarvis Varnado,NA,NA,NA,80,62,6'9,81,PF,Mississippi State,"Brownsville, TN",TN,Brownsville,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,new,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
99,Devin Booker ,NA,NA,NA,94,62,6'7 ,79,PF,Clemson,"Union, SC",SC,Union,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,43,NA,62,NA,NA,NA,NA,NA,NA,NA
99,Khris Middleton,NA,76,NA,NA,62,6'6 ,78,SF,Texas A&M,"Charleston, SC",SC,Charleston,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,new ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,NA,NA,64,NA,NA,NA,NA,NA
94,Markel Starks ,NA,NA,NA,80,62,6'1 ,73,PG,Georgetown,"North Bethesda, MD",MD,North Bethesda,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-9,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,54,NA,NA,NA,76,NA,NA,NA,NA,NA
89,Ray Henderson,69,71,NA,NA,62,6'9,81,C,Clemson,"Charlotte, NC",NC,Charlotte,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Jeffrey Ferguson,67,NA,NA,NA,61,6'10,82,PF-C,Missouri,"Benton Harbor, MI",MI,Benton Harbor,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,-1,75,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Jerome Habel,NA,NA,NA,61,61,6'9,81,PF,Florida State,"Chatham, VA",VA,Chatham,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-12,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Marcus Monk,91,NA,NA,50,61,6'6,78,SF,,"Lepanto, AR",AR,Lepanto,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Lazar Hayward,NA,100,NA,77,61,6'4,76,SF,Marquette,"Fitchburg, MA",MA,Fitchburg,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,69,97,NA,NA,NA,NA,NA,NA
100,Dane Miller ,87,96,NA,94,61,6'5 ,77,SF,Rutgers,"Rochester, NY",NY,Rochester,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,NA,66,NA,NA,NA,NA,NA,NA
96,Tyler Harris ,NA,96,NA,NA,61,6'8 ,80,SF,,"Dix Hills, NY",NY,Dix Hills,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,99,74,74,NA,NA,NA,NA,NA
90,Damon Hancock,98,69,90,NA,61,6'4,76,PG,Southern Methodist University,"Lancaster, TX",TX,Lancaster,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-6,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Julius Johnson,81,NA,62,100,60,6'5,77,SG,Miami of Ohio,"Garfield Heights, OH",OH,Garfield Heights,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Tory Reed,NA,41,NA,NA,60,6'8,80,PF,,"Kensington, MD",MD,Kensington,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Maurice Seawright,71,NA,NA,NA,60,6'2,74,PG,Michigan,"Orchard Lake, MI",MI,Orchard Lake,United States,2000,7/29/2000,rcsi00_Final.csv,NA,new,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Yamar Diene,41,NA,NA,NA,60,6'8,80,PF,Rice,"Poughkeepsie, NY",NY,Poughkeepsie,United States,2000,7/29/2000,rcsi00_Final.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Drew Neitzel,NA,NA,NA,63,60,5'11,71,PG,Michigan State,"Wyoming, MI",MI,Wyoming,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA
90,Anthony Morrow,NA,92,NA,NA,60,6'6,78,SG,,"Charlotte, NC",NC,Charlotte,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
90,Darnell Jackson,NA,NA,NA,NA,60,6'9,81,PF,Kansas,"Oklahoma City, OK",OK,Oklahoma City,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
91,Dahntey Jones,61,NA,83,NA,60,6'6,78,SF,Rutgers,"Hamilton, NJ",NJ,Hamilton,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-4,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Julian Swartz,NA,60,82,NA,60,6'6,78,SF,Wisconsin,"Waukesha, WI",WI,Waukesha,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Dalron Johnson,NA,NA,NA,NA,60,6'8,80,PF,"University of Nevada, Las Vegas","Los Angeles, CA",CA,Los Angeles,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA
96,Rashid Dunbar,70,NA,73,NA,59,6'3,75,SG,University of Miami,"Irvington, NJ",NJ,Irvington,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Patrick Dennehy,59,94,NA,NA,59,6'8,80,PF,New Mexico,"Mountain View, CA",CA,Mountain View,United States,2000,7/29/2000,rcsi00_Final.csv,84,-10,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Kyle Cuffe,32,NA,NA,NA,59,6'8,80,C-PF,,"New York, NY",NY,New York,United States,2000,9/12/1999,rcsi00_Summer.csv,NA,-4,NA,35,NA,32,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Emeka Okafor,NA,80,NA,NA,59,6'9,81,C,Connecticut,"Bellaire, TX",TX,Bellaire,United States,2001,6/1/2001,rcsi01_Final.csv,NA,,77,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Martin Osmani,77,66,NA,NA,59,6'5,77,PG,University of Utah,"Hialeah, FL",FL,Hialeah,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Josh Rhodes,70,86,NA,NA,59,6'6,78,SF,Iowa,"Santa Cruz, CA",CA,Santa Cruz,United States,2002,8/25/2002,rcsi02_Final.csv,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Robert Hite,74,87,NA,NA,59,6'2,74,SG,,"Cincinnati, OH",OH,Cincinnati,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,-41,99,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,D.J. Byrd ,81,NA,NA,NA,59,6'5 ,77,SF,Purdue,"Crawfordsville, IN",IN,Crawfordsville,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,43,NA,NA,NA,62,NA,NA,NA,NA,NA
94,Tyrone Wallace ,NA,73,NA,87,59,6'4 ,76,PG,California,"Bakersfield, CA",CA,Bakersfield,United States,2012,5/1/2012,rcsi12_Final.csv,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,60,NA,NA,NA,NA,90,95,NA,NA,NA
94,Anthony January ,NA,80,NA,63,59,6'7 ,79,PF,Prep School,"Woodland Hills, CA",CA,Woodland Hills,United States,2012,5/1/2012,rcsi12_Final.csv,NA,new ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Brian Jackson,99,NA,44,NA,59,6'10,82,C,Oregon State,"Astoria, OR",OR,Astoria,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
