id,url,model,year,type,photo,total.year.photo
394,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/1/7,ana_beatriz_barros,2004,model,1,7
395,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/2/7,ana_beatriz_barros,2004,model,2,7
396,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/3/7,ana_beatriz_barros,2004,model,3,7
397,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/4/7,ana_beatriz_barros,2004,model,4,7
398,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/5/7,ana_beatriz_barros,2004,model,5,7
399,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/6/7,ana_beatriz_barros,2004,model,6,7
400,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2004/model/7/7,ana_beatriz_barros,2004,model,7,7
401,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/angela_lindvall/2004/model/1/6,angela_lindvall,2004,model,1,6
402,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/angela_lindvall/2004/model/2/6,angela_lindvall,2004,model,2,6
403,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/angela_lindvall/2004/model/3/6,angela_lindvall,2004,model,3,6
404,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/angela_lindvall/2004/model/4/6,angela_lindvall,2004,model,4,6
405,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/angela_lindvall/2004/model/5/6,angela_lindvall,2004,model,5,6
406,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/angela_lindvall/2004/model/6/6,angela_lindvall,2004,model,6,6
407,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/1/10,bridget_hall,2004,model,1,10
408,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/2/10,bridget_hall,2004,model,2,10
409,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/3/10,bridget_hall,2004,model,3,10
410,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/4/10,bridget_hall,2004,model,4,10
411,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/5/10,bridget_hall,2004,model,5,10
412,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/6/10,bridget_hall,2004,model,6,10
413,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/7/10,bridget_hall,2004,model,7,10
414,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/8/10,bridget_hall,2004,model,8,10
415,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/9/10,bridget_hall,2004,model,9,10
416,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2004/model/10/10,bridget_hall,2004,model,10,10
417,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/1/8,carolyn_murphy,2004,model,1,8
418,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/2/8,carolyn_murphy,2004,model,2,8
419,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/3/8,carolyn_murphy,2004,model,3,8
420,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/4/8,carolyn_murphy,2004,model,4,8
421,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/5/8,carolyn_murphy,2004,model,5,8
422,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/6/8,carolyn_murphy,2004,model,6,8
423,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/7/8,carolyn_murphy,2004,model,7,8
424,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2004/model/8/8,carolyn_murphy,2004,model,8,8
425,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/1/7,daniela_pestova,2004,model,1,7
426,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/2/7,daniela_pestova,2004,model,2,7
427,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/3/7,daniela_pestova,2004,model,3,7
428,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/4/7,daniela_pestova,2004,model,4,7
429,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/5/7,daniela_pestova,2004,model,5,7
430,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/6/7,daniela_pestova,2004,model,6,7
431,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniela_pestova/2004/model/7/7,daniela_pestova,2004,model,7,7
432,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/1/9,elsa_benitez,2004,model,1,9
433,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/2/9,elsa_benitez,2004,model,2,9
434,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/3/9,elsa_benitez,2004,model,3,9
435,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/4/9,elsa_benitez,2004,model,4,9
436,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/5/9,elsa_benitez,2004,model,5,9
437,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/6/9,elsa_benitez,2004,model,6,9
438,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/7/9,elsa_benitez,2004,model,7,9
439,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/8/9,elsa_benitez,2004,model,8,9
440,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/elsa_benitez/2004/model/9/9,elsa_benitez,2004,model,9,9
441,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/1/8,fernanda_motta,2004,model,1,8
442,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/2/8,fernanda_motta,2004,model,2,8
443,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/3/8,fernanda_motta,2004,model,3,8
444,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/4/8,fernanda_motta,2004,model,4,8
445,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/5/8,fernanda_motta,2004,model,5,8
446,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/6/8,fernanda_motta,2004,model,6,8
447,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/7/8,fernanda_motta,2004,model,7,8
448,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2004/model/8/8,fernanda_motta,2004,model,8,8
449,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/1/9,frankie_rayder,2004,model,1,9
450,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/2/9,frankie_rayder,2004,model,2,9
451,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/3/9,frankie_rayder,2004,model,3,9
452,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/4/9,frankie_rayder,2004,model,4,9
453,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/5/9,frankie_rayder,2004,model,5,9
454,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/6/9,frankie_rayder,2004,model,6,9
455,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/7/9,frankie_rayder,2004,model,7,9
456,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/8/9,frankie_rayder,2004,model,8,9
457,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2004/model/9/9,frankie_rayder,2004,model,9,9
458,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/1/7,jessica_van_der_steen,2004,model,1,7
459,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/2/7,jessica_van_der_steen,2004,model,2,7
460,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/3/7,jessica_van_der_steen,2004,model,3,7
461,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/4/7,jessica_van_der_steen,2004,model,4,7
462,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/5/7,jessica_van_der_steen,2004,model,5,7
463,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/6/7,jessica_van_der_steen,2004,model,6,7
464,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_van_der_steen/2004/model/7/7,jessica_van_der_steen,2004,model,7,7
465,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/1/8,jessica_white,2004,model,1,8
466,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/2/8,jessica_white,2004,model,2,8
467,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/3/8,jessica_white,2004,model,3,8
468,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/4/8,jessica_white,2004,model,4,8
469,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/5/8,jessica_white,2004,model,5,8
470,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/6/8,jessica_white,2004,model,6,8
471,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/7/8,jessica_white,2004,model,7,8
472,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/jessica_white/2004/model/8/8,jessica_white,2004,model,8,8
473,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/1/16,marisa_miller,2004,model,1,16
474,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/2/16,marisa_miller,2004,model,2,16
475,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/3/16,marisa_miller,2004,model,3,16
476,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/4/16,marisa_miller,2004,model,4,16
477,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/5/16,marisa_miller,2004,model,5,16
478,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/6/16,marisa_miller,2004,model,6,16
479,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/7/16,marisa_miller,2004,model,7,16
480,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/8/16,marisa_miller,2004,model,8,16
481,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/9/16,marisa_miller,2004,model,9,16
482,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/10/16,marisa_miller,2004,model,10,16
483,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/11/16,marisa_miller,2004,model,11,16
484,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/12/16,marisa_miller,2004,model,12,16
485,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/13/16,marisa_miller,2004,model,13,16
486,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/14/16,marisa_miller,2004,model,14,16
487,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/15/16,marisa_miller,2004,model,15,16
488,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/marisa_miller/2004/model/16/16,marisa_miller,2004,model,16,16
489,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/1/7,may_andersen,2004,model,1,7
490,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/2/7,may_andersen,2004,model,2,7
491,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/3/7,may_andersen,2004,model,3,7
492,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/4/7,may_andersen,2004,model,4,7
493,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/5/7,may_andersen,2004,model,5,7
494,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/6/7,may_andersen,2004,model,6,7
495,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/may_andersen/2004/model/7/7,may_andersen,2004,model,7,7
496,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/1/7,melissa_keller,2004,model,1,7
497,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/2/7,melissa_keller,2004,model,2,7
498,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/3/7,melissa_keller,2004,model,3,7
499,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/4/7,melissa_keller,2004,model,4,7
500,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/5/7,melissa_keller,2004,model,5,7
501,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/6/7,melissa_keller,2004,model,6,7
502,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/melissa_keller/2004/model/7/7,melissa_keller,2004,model,7,7
503,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/1/9,molly_sims,2004,model,1,9
504,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/2/9,molly_sims,2004,model,2,9
505,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/3/9,molly_sims,2004,model,3,9
506,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/4/9,molly_sims,2004,model,4,9
507,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/5/9,molly_sims,2004,model,5,9
508,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/6/9,molly_sims,2004,model,6,9
509,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/7/9,molly_sims,2004,model,7,9
510,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/8/9,molly_sims,2004,model,8,9
511,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/molly_sims/2004/model/9/9,molly_sims,2004,model,9,9
512,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/1/7,noemie_lenoir,2004,model,1,7
513,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/2/7,noemie_lenoir,2004,model,2,7
514,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/3/7,noemie_lenoir,2004,model,3,7
515,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/4/7,noemie_lenoir,2004,model,4,7
516,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/5/7,noemie_lenoir,2004,model,5,7
517,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/6/7,noemie_lenoir,2004,model,6,7
518,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/noemie_lenoir/2004/model/7/7,noemie_lenoir,2004,model,7,7
519,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/1/8,petra_nemcova,2004,model,1,8
520,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/2/8,petra_nemcova,2004,model,2,8
521,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/3/8,petra_nemcova,2004,model,3,8
522,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/4/8,petra_nemcova,2004,model,4,8
523,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/5/8,petra_nemcova,2004,model,5,8
524,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/6/8,petra_nemcova,2004,model,6,8
525,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/7/8,petra_nemcova,2004,model,7,8
526,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/petra_nemcova/2004/model/8/8,petra_nemcova,2004,model,8,8
527,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/1/9,veronica_varekova,2004,model,1,9
528,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/2/9,veronica_varekova,2004,model,2,9
529,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/3/9,veronica_varekova,2004,model,3,9
530,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/4/9,veronica_varekova,2004,model,4,9
531,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/5/9,veronica_varekova,2004,model,5,9
532,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/6/9,veronica_varekova,2004,model,6,9
533,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/7/9,veronica_varekova,2004,model,7,9
534,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/8/9,veronica_varekova,2004,model,8,9
535,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/veronica_varekova/2004/model/9/9,veronica_varekova,2004,model,9,9
536,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/yamila_diaz-rahi/2004/model/1/6,yamila_diaz-rahi,2004,model,1,6
537,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/yamila_diaz-rahi/2004/model/2/6,yamila_diaz-rahi,2004,model,2,6
538,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/yamila_diaz-rahi/2004/model/3/6,yamila_diaz-rahi,2004,model,3,6
539,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/yamila_diaz-rahi/2004/model/4/6,yamila_diaz-rahi,2004,model,4,6
540,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/yamila_diaz-rahi/2004/model/5/6,yamila_diaz-rahi,2004,model,5,6
541,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/yamila_diaz-rahi/2004/model/6/6,yamila_diaz-rahi,2004,model,6,6
542,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/1/7,ana_beatriz_barros,2005,model,1,7
543,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/2/7,ana_beatriz_barros,2005,model,2,7
544,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/3/7,ana_beatriz_barros,2005,model,3,7
545,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/4/7,ana_beatriz_barros,2005,model,4,7
546,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/5/7,ana_beatriz_barros,2005,model,5,7
547,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/6/7,ana_beatriz_barros,2005,model,6,7
548,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/ana_beatriz_barros/2005/model/7/7,ana_beatriz_barros,2005,model,7,7
549,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/1/7,anne_v,2005,model,1,7
550,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/2/7,anne_v,2005,model,2,7
551,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/3/7,anne_v,2005,model,3,7
552,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/4/7,anne_v,2005,model,4,7
553,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/5/7,anne_v,2005,model,5,7
554,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/6/7,anne_v,2005,model,6,7
555,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/anne_v/2005/model/7/7,anne_v,2005,model,7,7
556,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/1/8,bridget_hall,2005,model,1,8
557,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/2/8,bridget_hall,2005,model,2,8
558,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/3/8,bridget_hall,2005,model,3,8
559,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/4/8,bridget_hall,2005,model,4,8
560,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/5/8,bridget_hall,2005,model,5,8
561,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/6/8,bridget_hall,2005,model,6,8
562,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/7/8,bridget_hall,2005,model,7,8
563,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/bridget_hall/2005/model/8/8,bridget_hall,2005,model,8,8
564,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/1/8,carolyn_murphy,2005,model,1,8
565,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/2/8,carolyn_murphy,2005,model,2,8
566,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/3/8,carolyn_murphy,2005,model,3,8
567,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/4/8,carolyn_murphy,2005,model,4,8
568,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/5/8,carolyn_murphy,2005,model,5,8
569,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/6/8,carolyn_murphy,2005,model,6,8
570,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/7/8,carolyn_murphy,2005,model,7,8
571,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/carolyn_murphy/2005/model/8/8,carolyn_murphy,2005,model,8,8
572,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/1/10,daniella_sarahyba,2005,model,1,10
573,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/2/10,daniella_sarahyba,2005,model,2,10
574,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/3/10,daniella_sarahyba,2005,model,3,10
575,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/4/10,daniella_sarahyba,2005,model,4,10
576,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/5/10,daniella_sarahyba,2005,model,5,10
577,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/6/10,daniella_sarahyba,2005,model,6,10
578,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/7/10,daniella_sarahyba,2005,model,7,10
579,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/8/10,daniella_sarahyba,2005,model,8,10
580,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/9/10,daniella_sarahyba,2005,model,9,10
581,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/daniella_sarahyba/2005/model/10/10,daniella_sarahyba,2005,model,10,10
582,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/1/10,fernanda_motta,2005,model,1,10
583,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/2/10,fernanda_motta,2005,model,2,10
584,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/3/10,fernanda_motta,2005,model,3,10
585,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/4/10,fernanda_motta,2005,model,4,10
586,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/5/10,fernanda_motta,2005,model,5,10
587,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/6/10,fernanda_motta,2005,model,6,10
588,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/7/10,fernanda_motta,2005,model,7,10
589,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/8/10,fernanda_motta,2005,model,8,10
590,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/9/10,fernanda_motta,2005,model,9,10
591,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/fernanda_motta/2005/model/10/10,fernanda_motta,2005,model,10,10
592,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/1/8,frankie_rayder,2005,model,1,8
593,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/2/8,frankie_rayder,2005,model,2,8
594,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/3/8,frankie_rayder,2005,model,3,8
595,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/4/8,frankie_rayder,2005,model,4,8
596,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/5/8,frankie_rayder,2005,model,5,8
597,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/6/8,frankie_rayder,2005,model,6,8
598,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/frankie_rayder/2005/model/7/8,frankie_rayder,2005,model,7,8
