year,team,rank,value,value_change,debt,debt_percent,revenue,expenses,ebitda,revenue_multiple,ebitda_multiple,debt_yield,ebitda_yield,gate_revenue,media_revenue,stadium_revenue,player_expense,other_revenue,other_expense,name,team_id,wiki_url,logo_image_url,dbpedia_url,dbpedia_data_json,league
2009,Cleveland Browns,13,1032,0,154.8,0.15,235,214.8,20.2,4.39,51.09,0.13,0.02,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,live.dbpedia.org/page/Cleveland_Browns,live.dbpedia.org/page/Cleveland_Browns.json,NFL
2009,Kansas City Chiefs,14,1027,0.01,133.51,0.13,228,175.6,52.4,4.5,19.6,0.39,0.05,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,live.dbpedia.org/page/Kansas_City_Chiefs,live.dbpedia.org/page/Kansas_City_Chiefs.json,NFL
2009,Indianapolis Colts,15,1025,-0.05,41,0.04,233,177.1,55.9,4.4,18.34,1.36,0.05,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,live.dbpedia.org/page/Indianapolis_Colts,live.dbpedia.org/page/Indianapolis_Colts.json,NFL
2009,Pittsburgh Steelers,16,1020,0.01,255,0.25,235,217.2,17.8,4.34,57.3,0.07,0.02,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,live.dbpedia.org/page/Pittsburgh_Steelers,live.dbpedia.org/page/Pittsburgh_Steelers.json,NFL
2009,Green Bay Packers,17,1019,0,20.38,0.02,232,211.9,20.1,4.39,50.7,0.99,0.02,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,live.dbpedia.org/page/Green_Bay_Packers,live.dbpedia.org/page/Green_Bay_Packers.json,NFL
2009,Miami Dolphins,18,1015,-0.03,395.85,0.39,242,215.4,26.6,4.19,38.16,0.07,0.03,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,live.dbpedia.org/page/Miami_Dolphins,live.dbpedia.org/page/Miami_Dolphins.json,NFL
2009,Tennessee Titans,19,1000,0.01,130,0.13,232,207.6,24.4,4.31,40.98,0.19,0.02,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,live.dbpedia.org/page/Tennessee_Titans,live.dbpedia.org/page/Tennessee_Titans.json,NFL
2009,Seattle Seahawks,20,994,-0.02,119.28,0.12,231,233.4,-2.4,4.3,0,0,0,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,live.dbpedia.org/page/Seattle_Seahawks,live.dbpedia.org/page/Seattle_Seahawks.json,NFL
2009,Cincinnati Bengals,21,953,0.01,95.3,0.1,222,187.1,34.9,4.29,27.31,0.37,0.04,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,live.dbpedia.org/page/Cincinnati_Bengals,live.dbpedia.org/page/Cincinnati_Bengals.json,NFL
2009,New Orleans Saints,22,942,0,122.46,0.13,232,201.3,30.7,4.06,30.68,0.25,0.03,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,live.dbpedia.org/page/New_Orleans_Saints,live.dbpedia.org/page/New_Orleans_Saints.json,NFL
2009,Arizona Cardinals,23,935,0.02,149.6,0.16,223,199.1,23.9,4.19,39.12,0.16,0.03,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,live.dbpedia.org/page/Arizona_Cardinals,live.dbpedia.org/page/Arizona_Cardinals.json,NFL
2009,San Diego Chargers,24,917,0.03,128.38,0.14,224,182.4,41.6,4.09,22.04,0.32,0.05,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,live.dbpedia.org/page/San_Diego_Chargers,live.dbpedia.org/page/San_Diego_Chargers.json,NFL
2009,St. Louis Rams,25,913,-0.02,63.91,0.07,217,194.7,22.3,4.21,40.94,0.35,0.02,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,live.dbpedia.org/page/St._Louis_Rams,live.dbpedia.org/page/St._Louis_Rams.json,NFL
2009,Buffalo Bills,26,909,0.03,127.26,0.14,222,182.5,39.5,4.09,23.01,0.31,0.04,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,live.dbpedia.org/page/Buffalo_Bills,live.dbpedia.org/page/Buffalo_Bills.json,NFL
2009,San Francisco 49ers,27,875,0.01,122.5,0.14,214,193.2,20.8,4.09,42.07,0.17,0.02,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,live.dbpedia.org/page/San_Francisco_49ers,live.dbpedia.org/page/San_Francisco_49ers.json,NFL
2009,Detroit Lions,28,872,-0.05,348.8,0.4,208,189.5,18.5,4.19,47.14,0.05,0.02,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,live.dbpedia.org/page/Detroit_Lions,live.dbpedia.org/page/Detroit_Lions.json,NFL
2009,Jacksonville Jaguars,29,866,-0.01,121.24,0.14,217,190.1,26.9,3.99,32.19,0.22,0.03,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,live.dbpedia.org/page/Jacksonville_Jaguars,live.dbpedia.org/page/Jacksonville_Jaguars.json,NFL
2009,Atlanta Falcons,30,856,-0.02,273.92,0.32,214,185.8,28.2,4,30.35,0.1,0.03,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,live.dbpedia.org/page/Atlanta_Falcons,live.dbpedia.org/page/Atlanta_Falcons.json,NFL
2009,Minnesota Vikings,31,835,0,317.3,0.38,209,200.8,8.2,4,101.83,0.03,0.01,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,live.dbpedia.org/page/Minnesota_Vikings,live.dbpedia.org/page/Minnesota_Vikings.json,NFL
2009,Oakland Raiders,32,797,-0.07,55.79,0.07,215,220.7,-5.7,3.71,0,0,-0.01,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,live.dbpedia.org/page/Oakland_Raiders,live.dbpedia.org/page/Oakland_Raiders.json,NFL
2008,Dallas Cowboys,1,1612,0.07,628.68,0.39,269,238.4,30.6,5.99,52.68,0.05,0.02,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,live.dbpedia.org/page/Dallas_Cowboys,live.dbpedia.org/page/Dallas_Cowboys.json,NFL
2008,Washington Redskins,2,1538,0.05,246.08,0.16,327,268.9,58.1,4.7,26.47,0.24,0.04,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,live.dbpedia.org/page/Washington_Redskins,live.dbpedia.org/page/Washington_Redskins.json,NFL
2008,New England Patriots,3,1324,0.1,278.04,0.21,282,242.8,39.2,4.7,33.78,0.14,0.03,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,live.dbpedia.org/page/New_England_Patriots,live.dbpedia.org/page/New_England_Patriots.json,NFL
2008,New York Giants,4,1178,0.21,647.9,0.55,214,172.8,41.2,5.5,28.59,0.06,0.03,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,live.dbpedia.org/page/New_York_Giants,live.dbpedia.org/page/New_York_Giants.json,NFL
2008,New York Jets,5,1170,0.21,795.6,0.68,213,187.1,25.9,5.49,45.17,0.03,0.02,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,live.dbpedia.org/page/New_York_Jets,live.dbpedia.org/page/New_York_Jets.json,NFL
2008,Houston Texans,6,1125,0.07,303.75,0.27,239,195.1,43.9,4.71,25.63,0.14,0.04,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,live.dbpedia.org/page/Houston_Texans,live.dbpedia.org/page/Houston_Texans.json,NFL
2008,Philadelphia Eagles,7,1116,0.06,178.56,0.16,237,203.5,33.5,4.71,33.31,0.19,0.03,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,live.dbpedia.org/page/Philadelphia_Eagles,live.dbpedia.org/page/Philadelphia_Eagles.json,NFL
2008,Indianapolis Colts,8,1076,0.18,43.04,0.04,203,186.9,16.1,5.3,66.83,0.37,0.01,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,live.dbpedia.org/page/Indianapolis_Colts,live.dbpedia.org/page/Indianapolis_Colts.json,NFL
2008,Chicago Bears,9,1064,0.08,95.76,0.09,226,192.3,33.7,4.71,31.57,0.35,0.03,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,live.dbpedia.org/page/Chicago_Bears,live.dbpedia.org/page/Chicago_Bears.json,NFL
2008,Baltimore Ravens,10,1062,0.1,265.5,0.25,226,203,23,4.7,46.17,0.09,0.02,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,live.dbpedia.org/page/Baltimore_Ravens,live.dbpedia.org/page/Baltimore_Ravens.json,NFL
2008,Denver Broncos,11,1061,0.07,148.54,0.14,226,207.2,18.8,4.69,56.44,0.13,0.02,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,live.dbpedia.org/page/Denver_Broncos,live.dbpedia.org/page/Denver_Broncos.json,NFL
2008,Tampa Bay Buccaneers,12,1053,0.09,136.89,0.13,224,184.7,39.3,4.7,26.79,0.29,0.04,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,live.dbpedia.org/page/Tampa_Bay_Buccaneers,live.dbpedia.org/page/Tampa_Bay_Buccaneers.json,NFL
2008,Miami Dolphins,13,1044,0.11,354.96,0.34,232,195.9,36.1,4.5,28.92,0.1,0.03,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,live.dbpedia.org/page/Miami_Dolphins,live.dbpedia.org/page/Miami_Dolphins.json,NFL
2008,Carolina Panthers,14,1040,0.09,187.2,0.18,221,198.7,22.3,4.71,46.64,0.12,0.02,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,live.dbpedia.org/page/Carolina_Panthers,live.dbpedia.org/page/Carolina_Panthers.json,NFL
2008,Cleveland Browns,15,1035,0.07,103.5,0.1,220,200.7,19.3,4.7,53.63,0.19,0.02,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,live.dbpedia.org/page/Cleveland_Browns,live.dbpedia.org/page/Cleveland_Browns.json,NFL
2008,Green Bay Packers,16,1023,0.1,20.46,0.02,218,196.1,21.9,4.69,46.71,1.07,0.02,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,live.dbpedia.org/page/Green_Bay_Packers,live.dbpedia.org/page/Green_Bay_Packers.json,NFL
2008,Kansas City Chiefs,17,1016,0.06,132.08,0.13,214,202.1,11.9,4.75,85.38,0.09,0.01,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,live.dbpedia.org/page/Kansas_City_Chiefs,live.dbpedia.org/page/Kansas_City_Chiefs.json,NFL
2008,Pittsburgh Steelers,18,1015,0.09,101.5,0.1,216,201.6,14.4,4.7,70.49,0.14,0.01,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,live.dbpedia.org/page/Pittsburgh_Steelers,live.dbpedia.org/page/Pittsburgh_Steelers.json,NFL
2008,Seattle Seahawks,19,1010,0.1,121.2,0.12,215,206.1,8.9,4.7,113.48,0.07,0.01,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,live.dbpedia.org/page/Seattle_Seahawks,live.dbpedia.org/page/Seattle_Seahawks.json,NFL
2008,Tennessee Titans,20,994,0.08,129.22,0.13,216,191.5,24.5,4.6,40.57,0.19,0.02,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,live.dbpedia.org/page/Tennessee_Titans,live.dbpedia.org/page/Tennessee_Titans.json,NFL
2008,Cincinnati Bengals,21,941,0.03,103.51,0.11,205,183,22,4.59,42.77,0.21,0.02,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,live.dbpedia.org/page/Cincinnati_Bengals,live.dbpedia.org/page/Cincinnati_Bengals.json,NFL
2008,New Orleans Saints,22,937,0.1,121.81,0.13,213,191.5,21.5,4.4,43.58,0.18,0.02,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,live.dbpedia.org/page/New_Orleans_Saints,live.dbpedia.org/page/New_Orleans_Saints.json,NFL
2008,St. Louis Rams,23,929,0.02,55.74,0.06,206,179.6,26.4,4.51,35.19,0.47,0.03,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,live.dbpedia.org/page/St._Louis_Rams,live.dbpedia.org/page/St._Louis_Rams.json,NFL
2008,Detroit Lions,24,917,0.05,348.46,0.38,204,207.1,-3.1,4.5,0,0,0,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,live.dbpedia.org/page/Detroit_Lions,live.dbpedia.org/page/Detroit_Lions.json,NFL
2008,Arizona Cardinals,25,914,0.03,146.24,0.16,203,183.3,19.7,4.5,46.4,0.13,0.02,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,live.dbpedia.org/page/Arizona_Cardinals,live.dbpedia.org/page/Arizona_Cardinals.json,NFL
2008,San Diego Chargers,26,888,0.07,97.68,0.11,207,188,19,4.29,46.74,0.19,0.02,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,live.dbpedia.org/page/San_Diego_Chargers,live.dbpedia.org/page/San_Diego_Chargers.json,NFL
2008,Buffalo Bills,27,885,0.08,97.35,0.11,206,193.6,12.4,4.3,71.37,0.13,0.01,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,live.dbpedia.org/page/Buffalo_Bills,live.dbpedia.org/page/Buffalo_Bills.json,NFL
2008,Jacksonville Jaguars,28,876,0.08,113.88,0.13,204,176.4,27.6,4.29,31.74,0.24,0.03,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,live.dbpedia.org/page/Jacksonville_Jaguars,live.dbpedia.org/page/Jacksonville_Jaguars.json,NFL
2008,Atlanta Falcons,29,872,0.1,270.32,0.31,203,172.1,30.9,4.3,28.22,0.11,0.04,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,live.dbpedia.org/page/Atlanta_Falcons,live.dbpedia.org/page/Atlanta_Falcons.json,NFL
2008,San Francisco 49ers,30,865,0.08,103.8,0.12,201,196.9,4.1,4.3,210.98,0.04,0,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,live.dbpedia.org/page/San_Francisco_49ers,live.dbpedia.org/page/San_Francisco_49ers.json,NFL
2008,Oakland Raiders,31,861,0.06,51.66,0.06,205,178,27,4.2,31.89,0.52,0.03,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,live.dbpedia.org/page/Oakland_Raiders,live.dbpedia.org/page/Oakland_Raiders.json,NFL
2008,Minnesota Vikings,32,839,0.07,318.82,0.38,195,176.1,18.9,4.3,44.39,0.06,0.02,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,live.dbpedia.org/page/Minnesota_Vikings,live.dbpedia.org/page/Minnesota_Vikings.json,NFL
2007,Dallas Cowboys,1,1500,0.28,630,0.42,242,237.7,4.3,6.2,348.84,0.01,0,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,live.dbpedia.org/page/Dallas_Cowboys,live.dbpedia.org/page/Dallas_Cowboys.json,NFL
2007,Washington Redskins,2,1467,0.03,234.72,0.16,312,246,66,4.7,22.23,0.28,0.04,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,live.dbpedia.org/page/Washington_Redskins,live.dbpedia.org/page/Washington_Redskins.json,NFL
2007,New England Patriots,3,1199,0.02,299.75,0.25,255,220.1,34.9,4.7,34.36,0.12,0.03,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,live.dbpedia.org/page/New_England_Patriots,live.dbpedia.org/page/New_England_Patriots.json,NFL
2007,Houston Texans,4,1056,0.01,295.68,0.28,225,199.1,25.9,4.69,40.77,0.09,0.02,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,live.dbpedia.org/page/Houston_Texans,live.dbpedia.org/page/Houston_Texans.json,NFL
2007,Philadelphia Eagles,5,1052,0.03,178.84,0.17,224,198.3,25.7,4.7,40.93,0.14,0.02,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,live.dbpedia.org/page/Philadelphia_Eagles,live.dbpedia.org/page/Philadelphia_Eagles.json,NFL
2007,Denver Broncos,6,994,0.02,198.8,0.2,212,196.1,15.9,4.69,62.52,0.08,0.02,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,live.dbpedia.org/page/Denver_Broncos,live.dbpedia.org/page/Denver_Broncos.json,NFL
2007,Chicago Bears,7,984,0.04,186.96,0.19,209,172.1,36.9,4.71,26.67,0.2,0.04,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,live.dbpedia.org/page/Chicago_Bears,live.dbpedia.org/page/Chicago_Bears.json,NFL
2007,New York Giants,8,974,0.09,652.58,0.67,195,184.3,10.7,4.99,91.03,0.02,0.01,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,live.dbpedia.org/page/New_York_Giants,live.dbpedia.org/page/New_York_Giants.json,NFL
2007,Cleveland Browns,9,969,0,96.9,0.1,206,185.4,20.6,4.7,47.04,0.21,0.02,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,live.dbpedia.org/page/Cleveland_Browns,live.dbpedia.org/page/Cleveland_Browns.json,NFL
2007,New York Jets,10,967,0.1,647.89,0.67,193,166.6,26.4,5.01,36.63,0.04,0.03,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,live.dbpedia.org/page/New_York_Jets,live.dbpedia.org/page/New_York_Jets.json,NFL
