ID.Game,Date,Game,Away.Team,Home.Team,Start.Time.ET,National.Televison,Game.Type,Year,Month,Day
666,1/13/2013,Indiana at Brooklyn,Pacers , Nets,6:00 PM,,RS,2013,January,13
667,1/13/2013,Minnesota at San Antonio,Timberwolves , Spurs,7:00 PM,,RS,2013,January,13
668,1/13/2013,Golden State at Denver,Warriors , Nuggets,8:00 PM,,RS,2013,January,13
669,1/13/2013,Oklahoma City at Portland,Thunder , Trail Blazers,9:00 PM,NBATV,RS,2013,January,13
670,1/13/2013,Cleveland at LA Lakers,Cavaliers , Lakers,9:30 PM,,RS,2013,January,13
671,1/14/2013,Orlando at Washington,Magic , Wizards,7:00 PM,,RS,2013,January,14
672,1/14/2013,Charlotte at Boston,Bobcats , Celtics,7:30 PM,,RS,2013,January,14
673,1/14/2013,Atlanta at Chicago,Hawks , Bulls,8:00 PM,NBATV,RS,2013,January,14
674,1/14/2013,LA Clippers at Memphis,Clippers , Grizzlies,8:00 PM,,RS,2013,January,14
675,1/14/2013,Minnesota at Dallas,Timberwolves , Mavericks,8:30 PM,,RS,2013,January,14
676,1/14/2013,Miami at Utah,Heat , Jazz,9:00 PM,,RS,2013,January,14
677,1/14/2013,Oklahoma City at Phoenix,Thunder , Suns,9:00 PM,,RS,2013,January,14
678,1/14/2013,Cleveland at Sacramento,Cavaliers , Kings,10:00 PM,,RS,2013,January,14
679,1/15/2013,New Orleans at Philadelphia,Hornets , 76ers,7:00 PM,,RS,2013,January,15
680,1/15/2013,Indiana at Charlotte,Pacers , Bobcats,7:00 PM,,RS,2013,January,15
681,1/15/2013,Toronto at Brooklyn,Raptors , Nets,7:30 PM,,RS,2013,January,15
682,1/15/2013,LA Clippers at Houston,Clippers , Rockets,8:00 PM,,RS,2013,January,15
683,1/15/2013,Portland at Denver,Trail Blazers , Nuggets,9:00 PM,,RS,2013,January,15
684,1/15/2013,Milwaukee at LA Lakers,Bucks , Lakers,10:30 PM,,RS,2013,January,15
685,1/16/2013,Chicago at Toronto,Bulls , Raptors,7:00 PM,,RS,2013,January,16
686,1/16/2013,Indiana at Orlando,Pacers , Magic,7:00 PM,,RS,2013,January,16
687,1/16/2013,Brooklyn at Atlanta,Nets , Hawks,7:30 PM,,RS,2013,January,16
688,1/16/2013,New Orleans at Boston,Hornets , Celtics,8:00 PM,ESPN,RS,2013,January,16
689,1/16/2013,Denver at Oklahoma City,Nuggets , Thunder,8:00 PM,,RS,2013,January,16
690,1/16/2013,Memphis at San Antonio,Grizzlies , Spurs,8:30 PM,,RS,2013,January,16
691,1/16/2013,Houston at Dallas,Rockets , Mavericks,8:30 PM,,RS,2013,January,16
692,1/16/2013,Cleveland at Portland,Cavaliers , Trail Blazers,10:00 PM,,RS,2013,January,16
693,1/16/2013,Washington at Sacramento,Wizards , Kings,10:00 PM,,RS,2013,January,16
694,1/16/2013,Miami at Golden State,Heat , Warriors,10:30 PM,ESPN,RS,2013,January,16
695,1/17/2013,LA Clippers at Minnesota,Clippers , Timberwolves,8:00 PM,TNT,RS,2013,January,17
696,1/17/2013,Milwaukee at Phoenix,Bucks , Suns,9:00 PM,,RS,2013,January,17
697,1/17/2013,Miami at LA Lakers,Heat , Lakers,10:30 PM,TNT,RS,2013,January,17
698,1/17/2013,New York at Detroit,Knicks , Pistons,8:00 PM,,RS,2013,January,17
699,1/18/2013,Chicago at Boston,Bulls , Celtics,7:00 PM,ESPN,RS,2013,January,18
700,1/18/2013,Charlotte at Orlando,Bobcats , Magic,7:00 PM,,RS,2013,January,18
701,1/18/2013,Toronto at Philadelphia,Raptors , 76ers,7:00 PM,,RS,2013,January,18
702,1/18/2013,Houston at Indiana,Rockets , Pacers,7:00 PM,,RS,2013,January,18
703,1/18/2013,Atlanta at Brooklyn,Hawks , Nets,7:30 PM,,RS,2013,January,18
704,1/18/2013,Sacramento at Memphis,Kings , Grizzlies,8:00 PM,,RS,2013,January,18
705,1/18/2013,Golden State at San Antonio,Warriors , Spurs,8:30 PM,,RS,2013,January,18
706,1/18/2013,Washington at Denver,Wizards , Nuggets,9:00 PM,,RS,2013,January,18
707,1/18/2013,Oklahoma City at Dallas,Thunder , Mavericks,9:30 PM,ESPN,RS,2013,January,18
708,1/19/2013,Sacramento at Charlotte,Kings , Bobcats,7:00 PM,,RS,2013,January,19
709,1/19/2013,San Antonio at Atlanta,Spurs , Hawks,7:00 PM,,RS,2013,January,19
710,1/19/2013,Memphis at Chicago,Grizzlies , Bulls,8:00 PM,NBATV,RS,2013,January,19
711,1/19/2013,Houston at Minnesota,Rockets , Timberwolves,8:00 PM,,RS,2013,January,19
712,1/19/2013,Golden State at New Orleans,Warriors , Hornets,8:00 PM,,RS,2013,January,19
713,1/19/2013,Cleveland at Utah,Cavaliers , Jazz,9:00 PM,,RS,2013,January,19
714,1/19/2013,Milwaukee at Portland,Bucks , Trail Blazers,10:00 PM,,RS,2013,January,19
715,1/19/2013,Washington at LA Clippers,Wizards , Clippers,10:30 PM,,RS,2013,January,19
716,1/20/2013,LA Lakers at Toronto,Lakers , Raptors,1:00 PM,,RS,2013,January,20
717,1/20/2013,Dallas at Orlando,Mavericks , Magic,6:00 PM,,RS,2013,January,20
718,1/20/2013,Boston at Detroit,Celtics , Pistons,7:30 PM,,RS,2013,January,20
719,1/20/2013,Oklahoma City at Denver,Thunder , Nuggets,8:00 PM,,RS,2013,January,20
720,1/21/2013,Indiana at Memphis,Pacers , Grizzlies,1:00 PM,ESPN,RS,2013,January,21
721,1/21/2013,Sacramento at New Orleans,Kings , Hornets,1:00 PM,,RS,2013,January,21
722,1/21/2013,Houston at Charlotte,Rockets , Bobcats,2:00 PM,,RS,2013,January,21
723,1/21/2013,Minnesota at Atlanta,Timberwolves , Hawks,2:00 PM,,RS,2013,January,21
724,1/21/2013,Brooklyn at New York,Nets , Knicks,3:30 PM,NBATV,RS,2013,January,21
725,1/21/2013,LA Clippers at Golden State,Clippers , Warriors,4:00 PM,,RS,2013,January,21
726,1/21/2013,San Antonio at Philadelphia,Spurs , 76ers,7:00 PM,TNT,RS,2013,January,21
727,1/21/2013,LA Lakers at Chicago,Lakers , Bulls,9:30 PM,TNT,RS,2013,January,21
728,1/21/2013,Washington at Portland,Wizards , Trail Blazers,10:00 PM,,RS,2013,January,21
729,1/22/2013,Boston at Cleveland,Celtics , Cavaliers,7:00 PM,,RS,2013,January,22
730,1/22/2013,Orlando at Detroit,Magic , Pistons,7:30 PM,,RS,2013,January,22
731,1/22/2013,Philadelphia at Milwaukee,76ers , Bucks,8:00 PM,,RS,2013,January,22
732,1/22/2013,Oklahoma City at LA Clippers,Thunder , Clippers,10:30 PM,,RS,2013,January,22
733,1/23/2013,Atlanta at Charlotte,Hawks , Bobcats,7:00 PM,,RS,2013,January,23
734,1/23/2013,Toronto at Miami,Raptors , Heat,7:30 PM,,RS,2013,January,23
735,1/23/2013,Denver at Houston,Nuggets , Rockets,8:00 PM,NBATV,RS,2013,January,23
736,1/23/2013,Brooklyn at Minnesota,Nets , Timberwolves,8:00 PM,,RS,2013,January,23
737,1/23/2013,LA Lakers at Memphis,Lakers , Grizzlies,8:00 PM,,RS,2013,January,23
738,1/23/2013,Detroit at Chicago,Pistons , Bulls,8:00 PM,,RS,2013,January,23
739,1/23/2013,New Orleans at San Antonio,Hornets , Spurs,8:30 PM,,RS,2013,January,23
740,1/23/2013,Washington at Utah,Wizards , Jazz,9:00 PM,,RS,2013,January,23
741,1/23/2013,Indiana at Portland,Pacers , Trail Blazers,10:00 PM,,RS,2013,January,23
742,1/23/2013,Phoenix at Sacramento,Suns , Kings,10:00 PM,,RS,2013,January,23
743,1/23/2013,Oklahoma City at Golden State,Thunder , Warriors,10:30 PM,,RS,2013,January,23
744,1/24/2013,Toronto at Orlando,Raptors , Magic,7:00 PM,,RS,2013,January,24
745,1/24/2013,New York at Boston,Knicks , Celtics,8:00 PM,TNT,RS,2013,January,24
746,1/24/2013,LA Clippers at Phoenix,Clippers , Suns,10:30 PM,TNT,RS,2013,January,24
747,1/25/2013,Minnesota at Washington,Timberwolves , Wizards,7:00 PM,,RS,2013,January,25
748,1/25/2013,Milwaukee at Cleveland,Bucks , Cavaliers,7:30 PM,,RS,2013,January,25
749,1/25/2013,Boston at Atlanta,Celtics , Hawks,7:30 PM,,RS,2013,January,25
750,1/25/2013,Detroit at Miami,Pistons , Heat,7:30 PM,,RS,2013,January,25
751,1/25/2013,San Antonio at Dallas,Spurs , Mavericks,8:00 PM,ESPN,RS,2013,January,25
752,1/25/2013,Brooklyn at Memphis,Nets , Grizzlies,8:00 PM,,RS,2013,January,25
753,1/25/2013,Houston at New Orleans,Rockets , Hornets,8:00 PM,,RS,2013,January,25
754,1/25/2013,Golden State at Chicago,Warriors , Bulls,8:00 PM,,RS,2013,January,25
755,1/25/2013,Oklahoma City at Sacramento,Thunder , Kings,10:00 PM,,RS,2013,January,25
756,1/25/2013,Utah at LA Lakers,Jazz , Lakers,10:30 PM,,RS,2013,January,25
757,1/26/2013,Chicago at Washington,Bulls , Wizards,7:00 PM,NBATV,RS,2013,January,26
758,1/26/2013,Cleveland at Toronto,Cavaliers , Raptors,7:00 PM,,RS,2013,January,26
759,1/26/2013,New York at Philadelphia,Knicks , 76ers,7:00 PM,,RS,2013,January,26
760,1/26/2013,Minnesota at Charlotte,Timberwolves , Bobcats,7:30 PM,,RS,2013,January,26
761,1/26/2013,Brooklyn at Houston,Nets , Rockets,8:00 PM,,RS,2013,January,26
762,1/26/2013,Phoenix at San Antonio,Suns , Spurs,8:30 PM,,RS,2013,January,26
763,1/26/2013,Golden State at Milwaukee,Warriors , Bucks,8:30 PM,,RS,2013,January,26
764,1/26/2013,Sacramento at Denver,Kings , Nuggets,9:00 PM,,RS,2013,January,26
765,1/26/2013,Indiana at Utah,Pacers , Jazz,9:30 PM,NBATV,RS,2013,January,26
766,1/26/2013,LA Clippers at Portland,Clippers , Trail Blazers,10:00 PM,,RS,2013,January,26
767,1/27/2013,Miami at Boston,Heat , Celtics,1:00 PM,ABC,RS,2013,January,27
768,1/27/2013,Oklahoma City at LA Lakers,Thunder , Lakers,3:30 PM,ABC,RS,2013,January,27
769,1/27/2013,New Orleans at Memphis,Hornets , Grizzlies,6:00 PM,,RS,2013,January,27
770,1/27/2013,Detroit at Orlando,Pistons , Magic,6:00 PM,,RS,2013,January,27
771,1/27/2013,Atlanta at New York,Hawks , Knicks,6:30 PM,ESPN,RS,2013,January,27
772,1/27/2013,Phoenix at Dallas,Suns , Mavericks,7:30 PM,,RS,2013,January,27
773,1/27/2013,Portland at LA Clippers,Trail Blazers , Clippers,9:30 PM,,RS,2013,January,27
774,1/28/2013,Memphis at Philadelphia,Grizzlies , 76ers,7:00 PM,,RS,2013,January,28
775,1/28/2013,Sacramento at Washington,Kings , Wizards,7:00 PM,,RS,2013,January,28
776,1/28/2013,Golden State at Toronto,Warriors , Raptors,7:00 PM,,RS,2013,January,28
777,1/28/2013,Orlando at Brooklyn,Magic , Nets,7:30 PM,NBATV,RS,2013,January,28
778,1/28/2013,Charlotte at Chicago,Bobcats , Bulls,8:00 PM,,RS,2013,January,28
779,1/28/2013,Indiana at Denver,Pacers , Nuggets,9:00 PM,,RS,2013,January,28
780,1/28/2013,Houston at Utah,Rockets , Jazz,9:00 PM,,RS,2013,January,28
781,1/29/2013,Golden State at Cleveland,Warriors , Cavaliers,7:00 PM,,RS,2013,January,29
782,1/29/2013,Milwaukee at Detroit,Bucks , Pistons,7:30 PM,,RS,2013,January,29
783,1/29/2013,Dallas at Portland,Mavericks , Trail Blazers,10:00 PM,,RS,2013,January,29
784,1/29/2013,New Orleans at LA Lakers,Hornets , Lakers,10:30 PM,,RS,2013,January,29
785,1/30/2013,Detroit at Indiana,Pistons , Pacers,7:00 PM,,RS,2013,January,30
786,1/30/2013,Washington at Philadelphia,Wizards , 76ers,7:00 PM,,RS,2013,January,30
787,1/30/2013,Sacramento at Boston,Kings , Celtics,7:30 PM,,RS,2013,January,30
788,1/30/2013,Orlando at New York,Magic , Knicks,7:30 PM,,RS,2013,January,30
789,1/30/2013,Toronto at Atlanta,Raptors , Hawks,7:30 PM,,RS,2013,January,30
790,1/30/2013,Miami at Brooklyn,Heat , Nets,8:00 PM,ESPN,RS,2013,January,30
791,1/30/2013,Chicago at Milwaukee,Bulls , Bucks,8:00 PM,,RS,2013,January,30
792,1/30/2013,LA Clippers at Minnesota,Clippers , Timberwolves,8:00 PM,,RS,2013,January,30
793,1/30/2013,Charlotte at San Antonio,Bobcats , Spurs,8:30 PM,,RS,2013,January,30
794,1/30/2013,New Orleans at Utah,Hornets , Jazz,9:00 PM,,RS,2013,January,30
795,1/30/2013,Houston at Denver,Rockets , Nuggets,9:00 PM,,RS,2013,January,30
796,1/30/2013,LA Lakers at Phoenix,Lakers , Suns,10:30 PM,ESPN,RS,2013,January,30
797,1/31/2013,Memphis at Oklahoma City,Grizzlies , Thunder,8:00 PM,TNT,RS,2013,January,31
798,1/31/2013,Dallas at Golden State,Mavericks , Warriors,10:30 PM,TNT,RS,2013,January,31
799,2/1/2013,Miami at Indiana,Heat , Pacers,7:00 PM,ESPN,RS,2013,February,1
800,2/1/2013,LA Clippers at Toronto,Clippers , Raptors,7:00 PM,,RS,2013,February,1
801,2/1/2013,Milwaukee at New York,Bucks , Knicks,7:30 PM,,RS,2013,February,1
802,2/1/2013,Chicago at Brooklyn,Bulls , Nets,7:30 PM,,RS,2013,February,1
803,2/1/2013,Cleveland at Detroit,Cavaliers , Pistons,7:30 PM,,RS,2013,February,1
804,2/1/2013,Sacramento at Philadelphia,Kings , 76ers,7:30 PM,,RS,2013,February,1
805,2/1/2013,Orlando at Boston,Magic , Celtics,7:30 PM,,RS,2013,February,1
806,2/1/2013,Washington at Memphis,Wizards , Grizzlies,8:00 PM,,RS,2013,February,1
807,2/1/2013,New Orleans at Denver,Hornets , Nuggets,9:00 PM,,RS,2013,February,1
808,2/1/2013,Dallas at Phoenix,Mavericks , Suns,9:00 PM,,RS,2013,February,1
809,2/1/2013,Portland at Utah,Trail Blazers , Jazz,9:00 PM,,RS,2013,February,1
810,2/1/2013,LA Lakers at Minnesota,Lakers , Timberwolves,9:30 PM,ESPN,RS,2013,February,1
811,2/2/2013,Chicago at Atlanta,Bulls , Hawks,7:00 PM,,RS,2013,February,2
812,2/2/2013,Sacramento at New York,Kings , Knicks,7:30 PM,,RS,2013,February,2
813,2/2/2013,Oklahoma City at Cleveland,Thunder , Cavaliers,7:30 PM,,RS,2013,February,2
814,2/2/2013,New Orleans at Minnesota,Hornets , Timberwolves,8:00 PM,NBATV,RS,2013,February,2
815,2/2/2013,Charlotte at Houston,Bobcats , Rockets,8:00 PM,,RS,2013,February,2
816,2/2/2013,Orlando at Milwaukee,Magic , Bucks,8:30 PM,,RS,2013,February,2
817,2/2/2013,Washington at San Antonio,Wizards , Spurs,8:30 PM,,RS,2013,February,2
818,2/2/2013,Utah at Portland,Jazz , Trail Blazers,10:00 PM,,RS,2013,February,2
819,2/2/2013,Phoenix at Golden State,Suns , Warriors,10:30 PM,,RS,2013,February,2
820,2/3/2013,LA Clippers at Boston,Clippers , Celtics,1:00 PM,NBATV,RS,2013,February,3
821,2/3/2013,LA Lakers at Detroit,Lakers , Pistons,1:00 PM,,RS,2013,February,3
822,2/3/2013,Miami at Toronto,Heat , Raptors,2:00 PM,,RS,2013,February,3
823,2/4/2013,LA Clippers at Washington,Clippers , Wizards,7:00 PM,,RS,2013,February,4
824,2/4/2013,Orlando at Philadelphia,Magic , 76ers,7:00 PM,,RS,2013,February,4
825,2/4/2013,Charlotte at Miami,Bobcats , Heat,7:30 PM,,RS,2013,February,4
826,2/4/2013,Detroit at New York,Pistons , Knicks,7:30 PM,,RS,2013,February,4
827,2/4/2013,Dallas at Oklahoma City,Mavericks , Thunder,8:00 PM,NBATV,RS,2013,February,4
828,2/4/2013,Portland at Minnesota,Trail Blazers , Timberwolves,8:00 PM,,RS,2013,February,4
829,2/4/2013,Sacramento at Utah,Kings , Jazz,9:00 PM,,RS,2013,February,4
830,2/5/2013,Atlanta at Indiana,Hawks , Pacers,7:00 PM,,RS,2013,February,5
831,2/5/2013,LA Lakers at Brooklyn,Lakers , Nets,7:30 PM,,RS,2013,February,5
832,2/5/2013,Phoenix at Memphis,Suns , Grizzlies,8:00 PM,,RS,2013,February,5
833,2/5/2013,Golden State at Houston,Warriors , Rockets,8:00 PM,,RS,2013,February,5
834,2/5/2013,Milwaukee at Denver,Bucks , Nuggets,9:00 PM,,RS,2013,February,5
835,2/6/2013,Charlotte at Cleveland,Bobcats , Cavaliers,7:00 PM,,RS,2013,February,6
836,2/6/2013,Boston at Toronto,Celtics , Raptors,7:00 PM,,RS,2013,February,6
837,2/6/2013,LA Clippers at Orlando,Clippers , Magic,7:00 PM,,RS,2013,February,6
838,2/6/2013,New York at Washington,Knicks , Wizards,7:00 PM,,RS,2013,February,6
839,2/6/2013,Indiana at Philadelphia,Pacers , 76ers,7:00 PM,,RS,2013,February,6
840,2/6/2013,Brooklyn at Detroit,Nets , Pistons,7:30 PM,,RS,2013,February,6
841,2/6/2013,Memphis at Atlanta,Grizzlies , Hawks,7:30 PM,,RS,2013,February,6
842,2/6/2013,Houston at Miami,Rockets , Heat,7:30 PM,,RS,2013,February,6
843,2/6/2013,Phoenix at New Orleans,Suns , Hornets,8:00 PM,,RS,2013,February,6
844,2/6/2013,Golden State at Oklahoma City,Warriors , Thunder,8:00 PM,,RS,2013,February,6
845,2/6/2013,Portland at Dallas,Trail Blazers , Mavericks,8:30 PM,,RS,2013,February,6
846,2/6/2013,San Antonio at Minnesota,Spurs , Timberwolves,9:00 PM,ESPN,RS,2013,February,6
847,2/6/2013,Milwaukee at Utah,Bucks , Jazz,9:00 PM,,RS,2013,February,6
848,2/7/2013,LA Lakers at Boston,Lakers , Celtics,8:00 PM,TNT,RS,2013,February,7
849,2/7/2013,Chicago at Denver,Bulls , Nuggets,10:30 PM,TNT,RS,2013,February,7
850,2/8/2013,Brooklyn at Washington,Nets , Wizards,7:00 PM,,RS,2013,February,8
851,2/8/2013,LA Lakers at Charlotte,Lakers , Bobcats,7:00 PM,,RS,2013,February,8
852,2/8/2013,Toronto at Indiana,Raptors , Pacers,7:00 PM,,RS,2013,February,8
853,2/8/2013,New Orleans at Atlanta,Hornets , Hawks,7:30 PM,,RS,2013,February,8
854,2/8/2013,Orlando at Cleveland,Magic , Cavaliers,7:30 PM,,RS,2013,February,8
855,2/8/2013,San Antonio at Detroit,Spurs , Pistons,7:30 PM,,RS,2013,February,8
856,2/8/2013,LA Clippers at Miami,Clippers , Heat,8:00 PM,ESPN,RS,2013,February,8
857,2/8/2013,New York at Minnesota,Knicks , Timberwolves,8:00 PM,,RS,2013,February,8
858,2/8/2013,Phoenix at Oklahoma City,Suns , Thunder,8:00 PM,,RS,2013,February,8
859,2/8/2013,Portland at Houston,Trail Blazers , Rockets,8:00 PM,,RS,2013,February,8
860,2/8/2013,Golden State at Memphis,Warriors , Grizzlies,8:00 PM,,RS,2013,February,8
861,2/8/2013,Chicago at Utah,Bulls , Jazz,10:30 PM,ESPN,RS,2013,February,8
862,2/9/2013,Denver at Cleveland,Nuggets , Cavaliers,7:30 PM,,RS,2013,February,9
863,2/9/2013,Charlotte at Philadelphia,Bobcats , 76ers,8:00 PM,,RS,2013,February,9
864,2/9/2013,Detroit at Milwaukee,Pistons , Bucks,8:30 PM,,RS,2013,February,9
865,2/9/2013,Golden State at Dallas,Warriors , Mavericks,8:30 PM,,RS,2013,February,9
866,2/9/2013,Utah at Sacramento,Jazz , Kings,10:00 PM,NBATV,RS,2013,February,9
867,2/10/2013,LA Clippers at New York,Clippers , Knicks,1:00 PM,ABC,RS,2013,February,10
868,2/10/2013,LA Lakers at Miami,Lakers , Heat,3:30 PM,ABC,RS,2013,February,10
869,2/10/2013,New Orleans at Toronto,Hornets , Raptors,6:00 PM,,RS,2013,February,10
870,2/10/2013,Denver at Boston,Nuggets , Celtics,6:00 PM,,RS,2013,February,10
871,2/10/2013,Minnesota at Memphis,Timberwolves , Grizzlies,6:00 PM,,RS,2013,February,10
872,2/10/2013,Portland at Orlando,Trail Blazers , Magic,6:00 PM,,RS,2013,February,10
873,2/10/2013,San Antonio at Brooklyn,Spurs , Nets,8:00 PM,ESPN,RS,2013,February,10
874,2/10/2013,Oklahoma City at Phoenix,Thunder , Suns,8:00 PM,,RS,2013,February,10
875,2/10/2013,Houston at Sacramento,Rockets , Kings,9:00 PM,,RS,2013,February,10
876,2/11/2013,Brooklyn at Indiana,Nets , Pacers,7:00 PM,,RS,2013,February,11
877,2/11/2013,Boston at Charlotte,Celtics , Bobcats,7:00 PM,,RS,2013,February,11
878,2/11/2013,LA Clippers at Philadelphia,Clippers , 76ers,7:00 PM,,RS,2013,February,11
879,2/11/2013,Minnesota at Cleveland,Timberwolves , Cavaliers,7:00 PM,,RS,2013,February,11
880,2/11/2013,New Orleans at Detroit,Hornets , Pistons,7:30 PM,,RS,2013,February,11
881,2/11/2013,San Antonio at Chicago,Spurs , Bulls,8:00 PM,NBATV,RS,2013,February,11
882,2/11/2013,Washington at Milwaukee,Wizards , Bucks,8:00 PM,,RS,2013,February,11
883,2/11/2013,Atlanta at Dallas,Hawks , Mavericks,8:30 PM,,RS,2013,February,11
884,2/12/2013,Denver at Toronto,Nuggets , Raptors,7:00 PM,,RS,2013,February,12
885,2/12/2013,Portland at Miami,Trail Blazers , Heat,7:30 PM,,RS,2013,February,12
886,2/12/2013,Sacramento at Memphis,Kings , Grizzlies,8:00 PM,,RS,2013,February,12
887,2/12/2013,Oklahoma City at Utah,Thunder , Jazz,9:00 PM,,RS,2013,February,12
888,2/12/2013,Houston at Golden State,Rockets , Warriors,10:30 PM,,RS,2013,February,12
889,2/12/2013,Phoenix at LA Lakers,Suns , Lakers,10:30 PM,,RS,2013,February,12
890,2/13/2013,Charlotte at Indiana,Bobcats , Pacers,7:00 PM,,RS,2013,February,13
891,2/13/2013,Atlanta at Orlando,Hawks , Magic,7:00 PM,,RS,2013,February,13
892,2/13/2013,San Antonio at Cleveland,Spurs , Cavaliers,7:00 PM,,RS,2013,February,13
893,2/13/2013,Chicago at Boston,Bulls , Celtics,7:30 PM,NBATV,RS,2013,February,13
894,2/13/2013,Denver at Brooklyn,Nuggets , Nets,7:30 PM,,RS,2013,February,13
895,2/13/2013,Toronto at New York,Raptors , Knicks,7:30 PM,,RS,2013,February,13
896,2/13/2013,Washington at Detroit,Wizards , Pistons,7:30 PM,,RS,2013,February,13
897,2/13/2013,Philadelphia at Milwaukee,76ers , Bucks,8:00 PM,,RS,2013,February,13
898,2/13/2013,Utah at Minnesota,Jazz , Timberwolves,8:00 PM,,RS,2013,February,13
899,2/13/2013,Portland at New Orleans,Trail Blazers , Hornets,8:00 PM,,RS,2013,February,13
900,2/13/2013,Sacramento at Dallas,Kings , Mavericks,8:30 PM,,RS,2013,February,13
901,2/13/2013,Houston at LA Clippers,Rockets , Clippers,10:30 PM,NBATV,RS,2013,February,13
902,2/14/2013,Miami at Oklahoma City,Heat , Thunder,8:00 PM,TNT,RS,2013,February,14
903,2/14/2013,LA Clippers at LA Lakers,Clippers , Lakers,10:30 PM,TNT,RS,2013,February,14
904,2/19/2013,Charlotte at Orlando,Bobcats , Magic,7:00 PM,,RS,2013,February,19
905,2/19/2013,Toronto at Washington,Raptors , Wizards,7:00 PM,,RS,2013,February,19
906,2/19/2013,Milwaukee at Brooklyn,Bucks , Nets,7:30 PM,,RS,2013,February,19
907,2/19/2013,Memphis at Detroit,Grizzlies , Pistons,7:30 PM,,RS,2013,February,19
908,2/19/2013,Chicago at New Orleans,Bulls , Hornets,8:00 PM,,RS,2013,February,19
909,2/19/2013,Boston at Denver,Celtics , Nuggets,9:00 PM,,RS,2013,February,19
910,2/19/2013,Golden State at Utah,Warriors , Jazz,9:00 PM,,RS,2013,February,19
911,2/19/2013,San Antonio at Sacramento,Spurs , Kings,10:00 PM,,RS,2013,February,19
912,2/19/2013,Phoenix at Portland,Suns , Trail Blazers,10:00 PM,,RS,2013,February,19
913,2/20/2013,Memphis at Toronto,Grizzlies , Raptors,7:00 PM,,RS,2013,February,20
914,2/20/2013,New Orleans at Cleveland,Hornets , Cavaliers,7:00 PM,,RS,2013,February,20
915,2/20/2013,New York at Indiana,Knicks , Pacers,7:00 PM,,RS,2013,February,20
916,2/20/2013,Detroit at Charlotte,Pistons , Bobcats,7:00 PM,,RS,2013,February,20
917,2/20/2013,Miami at Atlanta,Heat , Hawks,8:00 PM,ESPN,RS,2013,February,20
918,2/20/2013,Philadelphia at Minnesota,76ers , Timberwolves,8:00 PM,,RS,2013,February,20
919,2/20/2013,Brooklyn at Milwaukee,Nets , Bucks,8:00 PM,,RS,2013,February,20
920,2/20/2013,Oklahoma City at Houston,Thunder , Rockets,8:00 PM,,RS,2013,February,20
921,2/20/2013,Orlando at Dallas,Magic , Mavericks,8:30 PM,,RS,2013,February,20
922,2/20/2013,Boston at LA Lakers,Celtics , Lakers,10:30 PM,ESPN,RS,2013,February,20
923,2/20/2013,Phoenix at Golden State,Suns , Warriors,10:30 PM,,RS,2013,February,20
924,2/21/2013,Miami at Chicago,Heat , Bulls,8:00 PM,TNT,RS,2013,February,21
925,2/21/2013,San Antonio at LA Clippers,Spurs , Clippers,10:30 PM,TNT,RS,2013,February,21
926,2/22/2013,Chicago at Charlotte,Bulls , Bobcats,7:00 PM,,RS,2013,February,22
927,2/22/2013,New York at Toronto,Knicks , Raptors,7:00 PM,,RS,2013,February,22
928,2/22/2013,Denver at Washington,Nuggets , Wizards,7:00 PM,,RS,2013,February,22
929,2/22/2013,Detroit at Indiana,Pistons , Pacers,7:00 PM,,RS,2013,February,22
930,2/22/2013,Sacramento at Atlanta,Kings , Hawks,7:30 PM,,RS,2013,February,22
931,2/22/2013,Houston at Brooklyn,Rockets , Nets,7:30 PM,,RS,2013,February,22
932,2/22/2013,Minnesota at Oklahoma City,Timberwolves , Thunder,8:00 PM,ESPN,RS,2013,February,22
933,2/22/2013,Orlando at Memphis,Magic , Grizzlies,8:00 PM,,RS,2013,February,22
934,2/22/2013,Dallas at New Orleans,Mavericks , Hornets,8:00 PM,,RS,2013,February,22
935,2/22/2013,Boston at Phoenix,Celtics , Suns,9:00 PM,,RS,2013,February,22
936,2/22/2013,San Antonio at Golden State,Spurs , Warriors,10:30 PM,ESPN,RS,2013,February,22
937,2/22/2013,Portland at LA Lakers,Trail Blazers , Lakers,10:30 PM,,RS,2013,February,22
938,2/23/2013,Cleveland at Orlando,Cavaliers , Magic,7:00 PM,NBATV,RS,2013,February,23
939,2/23/2013,Denver at Charlotte,Nuggets , Bobcats,7:00 PM,,RS,2013,February,23
940,2/23/2013,Houston at Washington,Rockets , Wizards,7:00 PM,,RS,2013,February,23
941,2/23/2013,Miami at Philadelphia,Heat , 76ers,7:30 PM,,RS,2013,February,23
942,2/23/2013,Indiana at Detroit,Pacers , Pistons,7:30 PM,,RS,2013,February,23
943,2/23/2013,Atlanta at Milwaukee,Hawks , Bucks,8:30 PM,,RS,2013,February,23
944,2/23/2013,Utah at LA Clippers,Jazz , Clippers,10:30 PM,,RS,2013,February,23
945,2/24/2013,LA Lakers at Dallas,Lakers , Mavericks,1:00 PM,ABC,RS,2013,February,24
946,2/24/2013,Memphis at Brooklyn,Grizzlies , Nets,3:30 PM,,RS,2013,February,24
947,2/24/2013,Golden State at Minnesota,Warriors , Timberwolves,3:30 PM,,RS,2013,February,24
948,2/24/2013,Cleveland at Miami,Cavaliers , Heat,6:00 PM,,RS,2013,February,24
949,2/24/2013,Sacramento at New Orleans,Kings , Hornets,6:00 PM,,RS,2013,February,24
