"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"1","1950-51","NBA","Washington Capitols","10","25",".286","6","-4.63","","","","B. McKinney (10-25)"
"2","1949-50","NBA","Washington Capitols*","32","36",".471","3","-0.28","","","Lost Eastern Division Semifinals","B. Feerick (32-36)"
"3","1948-49","BAA","Washington Capitols*","38","22",".633","1","2.11","","","Lost Finals","R. Auerbach (38-22)"
"4","1947-48","BAA","Washington Capitols*","28","20",".583","4","2.57","","","Lost Western Division Tiebreaker","R. Auerbach (28-20)"
"5","1946-47","BAA","Washington Capitols*","49","11",".817","1","8.96","","","Lost Semifinals","R. Auerbach (49-11)"
