"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"1","1954-55","NBA","Baltimore Bullets (1)","","","","","","","","",""
"2","1953-54","NBA","Baltimore Bullets","16","56",".222","5","-5.98","","","","C. Bee (16-56)"
"3","1952-53","NBA","Baltimore Bullets*","16","54",".229","4","-5.80","","","Lost Eastern Division Semifinals","C. Reiser (0-3), C. Bee (16-51)"
"4","1951-52","NBA","Baltimore Bullets","20","46",".303","5","-6.59","","","","F. Scolari (12-27), C. Reiser (8-19)"
"5","1950-51","NBA","Baltimore Bullets","24","42",".364","5","-1.94","","","","B. Jeannette (14-23), W. Budko (10-19)"
"6","1949-50","NBA","Baltimore Bullets","25","43",".368","5","-4.55","","","","B. Jeannette (25-43)"
"7","1948-49","BAA","Baltimore Bullets*","29","31",".483","3","1.16","","","Lost Eastern Division Semifinals","B. Jeannette (29-31)"
"8","1947-48","BAA","Baltimore Bullets*","28","20",".583","2","3.70","","","Won Finals","B. Jeannette (28-20)"
